Date,EPR
2010-01-04,13.444368362426758
2010-01-05,13.432916641235352
2010-01-06,13.326055526733398
2010-01-07,13.333693504333496
2010-01-08,13.29935073852539
2010-01-11,13.63135814666748
2010-01-12,13.368037223815918
2010-01-13,13.677148818969727
2010-01-14,13.616093635559082
2010-01-15,13.619912147521973
2010-01-19,13.98244571685791
2010-01-20,13.680964469909668
2010-01-21,13.226848602294922
2010-01-22,13.22302532196045
2010-01-25,13.318428993225098
2010-01-26,13.123802185058594
2010-01-27,13.402387619018555
2010-01-28,13.200124740600586
2010-01-29,13.322243690490723
2010-02-01,13.551209449768066
2010-02-02,13.799264907836914
2010-02-03,13.677148818969727
2010-02-04,13.322243690490723
2010-02-05,13.471076011657715
2010-02-08,13.070378303527832
2010-02-09,12.894832611083984
2010-02-10,12.948259353637695
2010-02-11,13.066561698913574
2010-02-12,13.390942573547363
2010-02-16,13.73820972442627
2010-02-17,13.95191764831543
2010-02-18,14.207594871520996
2010-02-19,14.150352478027344
2010-02-22,14.48236083984375
2010-02-23,14.34116268157959
2010-02-24,14.440373420715332
2010-02-25,14.615924835205078
2010-02-26,14.58540153503418
2010-03-01,14.883060455322266
2010-03-02,14.875425338745117
2010-03-03,14.67316722869873
2010-03-04,14.73422622680664
2010-03-05,15.10057544708252
2010-03-08,15.257040023803711
2010-03-09,15.23032283782959
2010-03-10,15.394426345825195
2010-03-11,15.699716567993164
2010-03-12,15.863816261291504
2010-03-15,15.932494163513184
2010-03-16,16.405710220336914
2010-03-17,16.291227340698242
2010-03-18,16.348468780517578
2010-03-19,16.279775619506836
2010-03-22,16.249250411987305
2010-03-23,16.478212356567383
2010-03-24,16.46677589416504
2010-03-25,16.371356964111328
2010-03-26,16.30649185180664
2010-03-29,16.25611686706543
2010-03-30,16.209609985351562
2010-03-31,15.93835163116455
2010-04-01,15.992607116699219
2010-04-05,16.25611686706543
2010-04-06,16.294864654541016
2010-04-07,16.62811851501465
2010-04-08,16.709505081176758
2010-04-09,17.01951026916504
2010-04-12,16.930383682250977
2010-04-13,17.37989616394043
2010-04-14,17.449649810791016
2010-04-15,17.11251449584961
2010-04-16,16.752126693725586
2010-04-19,16.922636032104492
2010-04-20,17.046634674072266
2010-04-21,17.224884033203125
2010-04-22,17.457401275634766
2010-04-23,17.507768630981445
2010-04-26,17.631778717041016
2010-04-27,17.120262145996094
2010-04-28,17.05438995361328
2010-04-29,18.003786087036133
2010-04-30,16.942012786865234
2010-05-03,17.69765853881836
2010-05-04,17.01951026916504
2010-05-05,16.717254638671875
2010-05-06,15.9073486328125
2010-05-07,15.77172565460205
2010-05-10,16.682376861572266
2010-05-11,16.91875457763672
2010-05-12,17.430282592773438
2010-05-13,17.14739227294922
2010-05-14,16.624238967895508
2010-05-17,16.620378494262695
2010-05-18,16.20572853088379
2010-05-19,16.019739151000977
2010-05-20,14.923077583312988
2010-05-21,15.457847595214844
2010-05-24,15.023832321166992
2010-05-25,15.147825241088867
2010-05-26,15.027704238891602
2010-05-27,16.05072593688965
2010-05-28,15.864723205566406
2010-06-01,15.628349304199219
2010-06-02,15.918976783752441
2010-06-03,15.922849655151367
2010-06-04,14.82232666015625
2010-06-07,14.655692100524902
2010-06-08,14.876569747924805
2010-06-09,15.058703422546387
2010-06-10,15.77172565460205
2010-06-11,16.00809669494629
2010-06-14,16.07785987854004
2010-06-15,16.523500442504883
2010-06-16,16.426607131958008
2010-06-17,16.290985107421875
2010-06-18,16.422746658325195
2010-06-21,16.228994369506836
2010-06-22,15.655475616455078
2010-06-23,15.55859661102295
2010-06-24,15.171085357666016
2010-06-25,15.353202819824219
2010-06-28,15.17198371887207
2010-06-29,14.904075622558594
2010-06-30,14.998631477355957
2010-07-01,15.089247703552246
2010-07-02,14.797704696655273
2010-07-06,14.309183120727539
2010-07-07,15.266533851623535
2010-07-08,15.250771522521973
2010-07-09,15.44382095336914
2010-07-12,15.50291633605957
2010-07-13,16.01508331298828
2010-07-14,15.837799072265625
2010-07-15,15.751128196716309
2010-07-16,15.116833686828613
2010-07-19,15.26259994506836
2010-07-20,15.853564262390137
2010-07-21,15.538384437561035
2010-07-22,16.28693962097168
2010-07-23,16.389358520507812
2010-07-26,16.763647079467773
2010-07-27,16.669090270996094
2010-07-28,16.499683380126953
2010-07-29,16.34209442138672
2010-07-30,16.444515228271484
2010-08-02,16.893657684326172
2010-08-03,17.110340118408203
2010-08-04,17.094579696655273
2010-08-05,16.842435836791992
2010-08-06,16.842435836791992
2010-08-09,16.9960880279541
2010-08-10,16.866073608398438
2010-08-11,16.192378997802734
2010-08-12,16.330278396606445
2010-08-13,16.334213256835938
2010-08-16,16.49574089050293
2010-08-17,16.70059585571289
2010-08-18,16.58635139465332
2010-08-19,16.369672775268555
2010-08-20,16.152982711791992
2010-08-23,16.14116668701172
2010-08-24,16.235713958740234
2010-08-25,16.609996795654297
2010-08-26,16.47209358215332
2010-08-27,16.81485366821289
2010-08-30,16.724245071411133
2010-08-31,16.97639274597168
2010-09-01,17.488563537597656
2010-09-02,17.48462677001953
2010-09-03,17.575237274169922
2010-09-07,17.646150588989258
2010-09-08,17.52006721496582
2010-09-09,17.27187156677246
2010-09-10,17.35066032409668
2010-09-13,17.67372703552246
2010-09-14,17.67372703552246
2010-09-15,17.772218704223633
2010-09-16,17.713132858276367
2010-09-17,17.827373504638672
2010-09-20,18.205581665039062
2010-09-21,17.92586898803711
2010-09-22,17.614627838134766
2010-09-23,17.003963470458984
2010-09-24,17.56341552734375
2010-09-27,17.26793098449707
2010-09-28,17.49587631225586
2010-09-29,17.383907318115234
2010-09-30,17.26793098449707
2010-10-01,17.335918426513672
2010-10-04,17.66383934020996
2010-10-05,17.943784713745117
2010-10-06,17.895793914794922
2010-10-07,17.955774307250977
2010-10-08,18.03975486755371
2010-10-11,17.999767303466797
2010-10-12,18.13972282409668
2010-10-13,18.61561393737793
2010-10-14,18.57160758972168
2010-10-15,18.411659240722656
2010-10-18,18.75157356262207
2010-10-19,18.59162139892578
2010-10-20,18.855562210083008
2010-10-21,18.89154624938965
2010-10-22,18.919540405273438
2010-10-25,19.075511932373047
2010-10-26,18.94352912902832
2010-10-27,18.62761878967285
2010-10-28,18.543638229370117
2010-10-29,18.48765754699707
2010-11-01,18.435653686523438
2010-11-02,18.64759635925293
2010-11-03,18.995515823364258
2010-11-04,19.679367065429688
2010-11-05,19.667362213134766
2010-11-08,19.839324951171875
2010-11-09,19.21946907043457
2010-11-10,19.435422897338867
2010-11-11,19.31945037841797
2010-11-12,19.039520263671875
2010-11-15,18.867551803588867
2010-11-16,18.15572166442871
2010-11-17,18.543638229370117
2010-11-18,18.587623596191406
