Date,CF
2010-01-04,12.942496299743652
2010-01-05,13.152475357055664
2010-01-06,13.700669288635254
2010-01-07,13.56256103515625
2010-01-08,13.854280471801758
2010-01-11,13.838775634765625
2010-01-12,13.344133377075195
2010-01-13,13.376546859741211
2010-01-14,13.132749557495117
2010-01-15,13.44700813293457
2010-01-19,14.17699909210205
2010-01-20,13.950106620788574
2010-01-21,13.84300422668457
2010-01-22,13.5470609664917
2010-01-25,13.548478126525879
2010-01-26,13.549880981445312
2010-01-27,13.585114479064941
2010-01-28,13.430093765258789
2010-01-29,13.08624267578125
2010-02-01,13.42727279663086
2010-02-02,13.568204879760742
2010-02-03,13.685169219970703
2010-02-04,13.186301231384277
2010-02-05,13.277896881103516
2010-02-08,13.010136604309082
2010-02-09,13.500558853149414
2010-02-10,13.71053695678711
2010-02-11,14.109355926513672
2010-02-12,14.1629056930542
2010-02-16,14.59554386138916
2010-02-17,14.747735023498535
2010-02-18,14.389451026916504
2010-02-19,14.68990421295166
2010-02-22,14.62078857421875
2010-02-23,14.378161430358887
2010-02-24,14.21735668182373
2010-02-25,14.866232872009277
2010-02-26,14.986128807067871
2010-03-01,15.16950511932373
2010-03-02,15.011520385742188
2010-03-03,15.062298774719238
2010-03-04,15.266834259033203
2010-03-05,14.77454662322998
2010-03-08,14.526280403137207
2010-03-09,14.194782257080078
2010-03-10,14.606680870056152
2010-03-11,14.191965103149414
2010-03-12,13.644652366638184
2010-03-15,13.595282554626465
2010-03-16,13.488076210021973
2010-03-17,13.330096244812012
2010-03-18,13.135433197021484
2010-03-19,12.892809867858887
2010-03-22,13.055030822753906
2010-03-23,12.935124397277832
2010-03-24,13.035274505615234
2010-03-25,12.699560165405273
2010-03-26,13.142487525939941
2010-03-29,13.10862922668457
2010-03-30,13.036690711975098
2010-03-31,12.86177921295166
2010-04-01,13.035274505615234
2010-04-05,12.970388412475586
2010-04-06,13.038101196289062
2010-04-07,12.868831634521484
2010-04-08,12.906920433044434
2010-04-09,13.104403495788574
2010-04-12,12.98167896270752
2010-04-13,12.541572570800781
2010-04-14,12.530291557312012
2010-04-15,12.695328712463379
2010-04-16,12.695328712463379
2010-04-19,12.256635665893555
2010-04-20,12.31164264678955
2010-04-21,12.362425804138184
2010-04-22,12.366661071777344
2010-04-23,12.004137992858887
2010-04-26,11.974518775939941
2010-04-27,11.431438446044922
2010-04-28,11.832048416137695
2010-04-29,11.973100662231445
2010-04-30,11.802422523498535
2010-05-03,11.336926460266113
2010-05-04,10.998387336730957
2010-05-05,11.03929328918457
2010-05-06,10.46094799041748
2010-05-07,10.339635848999023
2010-05-10,10.73742961883545
2010-05-11,10.137922286987305
2010-05-12,10.510841369628906
2010-05-13,10.204317092895508
2010-05-14,10.23398208618164
2010-05-17,10.048930168151855
2010-05-18,10.081421852111816
2010-05-19,9.938754081726074
2010-05-20,9.39915943145752
2010-05-21,9.626574516296387
2010-05-24,9.52911376953125
2010-05-25,9.469780921936035
2010-05-26,9.383621215820312
2010-05-27,9.924629211425781
2010-05-28,9.688730239868164
2010-06-01,9.314401626586914
2010-06-02,9.558775901794434
2010-06-03,9.228240013122559
2010-06-04,8.606712341308594
2010-06-07,8.35245132446289
2010-06-08,8.271934509277344
2010-06-09,8.329851150512695
2010-06-10,9.079916954040527
2010-06-11,9.231063842773438
2010-06-14,8.769159317016602
2010-06-15,9.146307945251465
2010-06-16,9.211286544799805
2010-06-17,9.188688278198242
2010-06-18,9.07568359375
2010-06-21,9.038956642150879
2010-06-22,9.105344772338867
2010-06-23,9.320053100585938
2010-06-24,9.143486976623535
2010-06-25,9.548888206481934
2010-06-28,9.122293472290039
2010-06-29,8.752208709716797
2010-06-30,8.962674140930176
2010-07-01,9.250837326049805
2010-07-02,9.664716720581055
2010-07-06,9.512162208557129
2010-07-07,9.879422187805176
2010-07-08,10.385122299194336
2010-07-09,10.486828804016113
2010-07-12,10.375232696533203
2010-07-13,10.70012092590332
2010-07-14,10.637969970703125
2010-07-15,11.012295722961426
2010-07-16,10.871041297912598
2010-07-19,10.629497528076172
2010-07-20,11.075861930847168
2010-07-21,10.832902908325195
2010-07-22,11.146493911743164
2010-07-23,11.318822860717773
2010-07-26,11.003822326660156
2010-07-27,10.796175003051758
2010-07-28,10.974156379699707
2010-07-29,11.441718101501465
2010-07-30,11.46855640411377
2010-08-02,11.650769233703613
2010-08-03,11.453017234802246
2010-08-04,11.70868968963623
2010-08-05,12.119742393493652
2010-08-06,11.909272193908691
2010-08-09,11.80191707611084
2010-08-10,11.484095573425293
2010-08-11,11.587336540222168
2010-08-12,11.935250282287598
2010-08-13,11.972025871276855
2010-08-16,11.963539123535156
2010-08-17,12.520774841308594
2010-08-18,12.701803207397461
2010-08-19,12.566030502319336
2010-08-20,12.730087280273438
2010-08-23,12.564616203308105
2010-08-24,12.31569766998291
2010-08-25,12.267609596252441
2010-08-26,12.587242126464844
2010-08-27,13.175593376159668
2010-08-30,12.915362358093262
2010-08-31,13.082245826721191
2010-09-01,13.11194896697998
2010-09-02,13.181241989135742
2010-09-03,13.428749084472656
2010-09-07,13.454206466674805
2010-09-08,13.606954574584961
