Date,GEN
2010-01-04,6.6425652503967285
2010-01-05,6.606462478637695
2010-01-06,6.6281232833862305
2010-01-07,6.613681793212891
2010-01-08,6.631735324859619
2010-01-11,6.6281232833862305
2010-01-12,6.6678361892700195
2010-01-13,6.747258186340332
2010-01-14,6.779747486114502
2010-01-15,6.805019378662109
2010-01-19,6.909709453582764
2010-01-20,6.754476547241211
2010-01-21,6.725595951080322
2010-01-22,6.602853298187256
2010-01-25,6.6678361892700195
2010-01-26,6.66422176361084
2010-01-27,6.718374729156494
2010-01-28,6.285163879394531
2010-01-29,6.1190996170043945
2010-02-01,6.256282329559326
2010-02-02,6.256282329559326
2010-02-03,6.231014728546143
2010-02-04,6.111879348754883
2010-02-05,6.187691688537598
2010-02-08,6.140762805938721
2010-02-09,6.158809661865234
2010-02-10,6.169641971588135
2010-02-11,6.220182418823242
2010-02-12,6.075782299041748
2010-02-16,6.169641971588135
2010-02-17,6.115492820739746
2010-02-18,6.1804728507995605
2010-02-19,6.19852352142334
2010-02-22,6.0938310623168945
2010-02-23,6.007187843322754
2010-02-24,5.963867664337158
2010-02-25,5.97108793258667
2010-02-26,5.974698543548584
2010-03-01,6.021629810333252
2010-03-02,5.981917381286621
2010-03-03,6.014405727386475
2010-03-04,6.039679527282715
2010-03-05,6.126319408416748
2010-03-08,6.10105037689209
2010-03-09,6.209352970123291
2010-03-10,6.299604892730713
2010-03-11,6.274332523345947
2010-03-12,6.306825160980225
2010-03-15,6.274332523345947
2010-03-16,6.23823356628418
2010-03-17,6.1804728507995605
2010-03-18,6.303216457366943
2010-03-19,6.205743789672852
2010-03-22,6.19852352142334
2010-03-23,6.155200958251953
2010-03-24,6.126319408416748
2010-03-25,6.147982120513916
2010-03-26,6.0793890953063965
2010-03-29,6.1190996170043945
2010-03-30,6.155200958251953
2010-03-31,6.111879348754883
2010-04-01,6.05411958694458
2010-04-05,6.075782299041748
2010-04-06,6.039679527282715
2010-04-07,6.02523946762085
2010-04-08,6.021629810333252
2010-04-09,6.166030406951904
2010-04-12,6.194912433624268
2010-04-13,6.032458305358887
2010-04-14,6.169641971588135
2010-04-15,6.129931926727295
2010-04-16,6.021629810333252
2010-04-19,6.068558692932129
2010-04-20,6.162423133850098
2010-04-21,6.1768622398376465
2010-04-22,6.216574668884277
2010-04-23,6.285163879394531
2010-04-26,6.166030406951904
2010-04-27,6.1190996170043945
2010-04-28,6.267116546630859
2010-04-29,6.187691688537598
2010-04-30,6.05411958694458
2010-05-03,6.007187843322754
2010-05-04,5.855563163757324
2010-05-05,5.866393566131592
2010-05-06,5.967477798461914
2010-05-07,5.6389594078063965
2010-05-10,5.851953029632568
2010-05-11,5.880834579467773
2010-05-12,5.985527515411377
2010-05-13,5.90971565246582
2010-05-14,5.819462299346924
2010-05-17,5.877224922180176
2010-05-18,5.758092403411865
2010-05-19,5.642569065093994
2010-05-20,5.328492641448975
2010-05-21,5.310441017150879
2010-05-24,5.2093586921691895
2010-05-25,5.173257350921631
2010-05-26,5.104665756225586
2010-05-27,5.277950763702393
2010-05-28,5.115495681762695
2010-06-01,4.996363639831543
2010-06-02,5.155206203460693
2010-06-03,5.270730018615723
2010-06-04,5.02524471282959
2010-06-07,5.018022537231445
2010-06-08,5.072175025939941
2010-06-09,5.02524471282959
2010-06-10,5.2093586921691895
2010-06-11,5.296000957489014
2010-06-14,5.2093586921691895
2010-06-15,5.418745040893555
2010-06-16,5.440405368804932
2010-06-17,5.429573059082031
2010-06-18,5.472893714904785
2010-06-21,5.400693893432617
2010-06-22,5.2996110916137695
2010-06-23,5.324881076812744
2010-06-24,5.205748558044434
2010-06-25,5.205748558044434
2010-06-28,5.2021379470825195
2010-06-29,5.0288519859313965
2010-06-30,5.010803699493408
2010-07-01,5.0071940422058105
2010-07-02,5.04690408706665
2010-07-06,5.06495475769043
2010-07-07,5.220188617706299
2010-07-08,5.234626770019531
2010-07-09,5.198528289794922
2010-07-12,5.314053535461426
2010-07-13,5.407914638519287
2010-07-14,5.400693893432617
2010-07-15,5.386252403259277
2010-07-16,5.267119407653809
2010-07-19,5.379033088684082
2010-07-20,5.422354698181152
2010-07-21,5.267119407653809
2010-07-22,5.483725547790527
2010-07-23,5.483725547790527
2010-07-26,5.447622299194336
2010-07-27,5.411522388458252
2010-07-28,5.296000957489014
2010-07-29,4.703945636749268
2010-07-30,4.682286262512207
2010-08-02,4.754487991333008
2010-08-03,4.678674221038818
2010-08-04,4.721996307373047
2010-08-05,4.725606918334961
2010-08-06,4.707555770874023
2010-08-09,4.707555770874023
2010-08-10,4.6570143699646
2010-08-11,4.530661106109619
2010-08-12,4.48012113571167
2010-08-13,4.454850196838379
2010-08-16,4.472901344299316
2010-08-17,4.595644474029541
2010-08-18,4.545101165771484
2010-08-19,4.82668924331665
2010-08-20,4.981921672821045
2010-08-23,4.884449005126953
2010-08-24,4.93138313293457
2010-08-25,4.989143371582031
2010-08-26,4.93138313293457
2010-08-27,5.043294906616211
2010-08-30,4.9422125816345215
2010-08-31,4.920551300048828
2010-09-01,5.083003997802734
2010-09-02,5.043294906616211
2010-09-03,5.04690408706665
2010-09-07,5.043294906616211
2010-09-08,5.263510704040527
2010-09-09,5.277950763702393
2010-09-10,5.364592552185059
2010-09-13,5.418745040893555
2010-09-14,5.41513204574585
2010-09-15,5.411522388458252
2010-09-16,5.393473148345947
2010-09-17,5.407914638519287
2010-09-20,5.447622299194336
2010-09-21,5.436794281005859
2010-09-22,5.382643699645996
2010-09-23,5.382643699645996
2010-09-24,5.465675354003906
2010-09-27,5.5667572021484375
2010-09-28,5.613689422607422
2010-09-29,5.635348320007324
2010-09-30,5.462065696716309
2010-10-01,5.559535503387451
2010-10-04,5.422354698181152
2010-10-05,5.516218185424805
2010-10-06,5.38986349105835
2010-10-07,5.425962448120117
2010-10-08,5.418745040893555
2010-10-11,5.476504325866699
2010-10-12,5.5559258460998535
2010-10-13,5.631739616394043
2010-10-14,5.617300510406494
2010-10-15,5.678668975830078
2010-10-18,5.635348320007324
2010-10-19,5.599247932434082
2010-10-20,5.628127574920654
2010-10-21,5.617300510406494
2010-10-22,5.667842864990234
2010-10-25,5.69672155380249
2010-10-26,5.736429691314697
2010-10-27,5.703939914703369
2010-10-28,5.938596725463867
2010-10-29,5.844734191894531
2010-11-01,5.913325786590576
2010-11-02,6.02523946762085
2010-11-03,5.906105041503906
2010-11-04,5.981917381286621
2010-11-05,6.212963104248047
2010-11-08,6.339314937591553
2010-11-09,6.339314937591553
2010-11-10,6.379026412963867
2010-11-11,6.162423133850098
2010-11-12,6.220182418823242
2010-11-15,6.166030406951904
2010-11-16,6.032458305358887
2010-11-17,6.111879348754883
2010-11-18,6.187691688537598
2010-11-19,6.220182418823242
2010-11-22,6.155200958251953
2010-11-23,6.039679527282715
2010-11-24,6.209352970123291
2010-11-26,6.133540630340576
2010-11-29,6.021629810333252
2010-11-30,6.064949035644531
2010-12-01,6.187691688537598
2010-12-02,6.227406024932861
2010-12-03,6.169641971588135
2010-12-06,6.140762805938721
2010-12-07,6.115492820739746
2010-12-08,6.144371032714844
2010-12-09,6.122710227966309
2010-12-10,6.209352970123291
2010-12-13,6.18408203125
2010-12-14,6.231014728546143
2010-12-15,6.19130277633667
2010-12-16,6.234622478485107
2010-12-17,6.115492820739746
2010-12-20,6.0288496017456055
2010-12-21,6.0288496017456055
2010-12-22,6.032458305358887
2010-12-23,5.963867664337158
2010-12-27,6.05411958694458
2010-12-28,6.057728290557861
2010-12-29,6.068558692932129
