Date,SEI
2017-05-12,8.621845245361328
2017-05-15,8.771137237548828
2017-05-16,8.980152130126953
2017-05-17,8.987618446350098
2017-05-18,8.957756042480469
2017-05-19,8.845784187316895
2017-05-22,8.830854415893555
2017-05-23,8.845784187316895
2017-05-24,8.957756042480469
2017-05-25,8.957756042480469
2017-05-26,8.942830085754395
2017-05-30,8.86071491241455
2017-05-31,8.584517478942871
2017-06-01,8.73381519317627
2017-06-02,8.711420059204102
2017-06-05,8.629307746887207
2017-06-06,8.614378929138184
2017-06-07,7.7335309982299805
2017-06-08,7.494658470153809
2017-06-09,7.442406177520752
2017-06-12,7.755926609039307
2017-06-13,8.465084075927734
2017-06-14,8.33071517944336
2017-06-15,8.308320999145508
2017-06-16,8.397896766662598
2017-06-19,8.405363082885742
2017-06-20,7.994801044464111
2017-06-21,8.13663387298584
2017-06-22,7.696208477020264
2017-06-23,8.009730339050293
2017-06-26,8.017192840576172
2017-06-27,8.285928726196289
2017-06-28,8.53226375579834
2017-06-29,8.786067962646484
2017-06-30,8.606911659240723
2017-07-03,8.67409610748291
2017-07-05,8.494941711425781
2017-07-06,8.666631698608398
2017-07-07,8.651700973510742
2017-07-10,8.942830085754395
2017-07-11,8.957756042480469
2017-07-12,8.741280555725098
2017-07-13,8.920432090759277
2017-07-14,9.024938583374023
2017-07-17,9.651983261108398
2017-07-18,9.61466121673584
2017-07-19,10.346208572387695
2017-07-20,9.487757682800293
2017-07-21,9.525080680847168
2017-07-24,9.495223999023438
2017-07-25,9.174237251281738
2017-07-26,9.540011405944824
2017-07-27,9.65944766998291
2017-07-28,9.778885841369629
2017-07-31,9.741561889648438
2017-08-01,9.599730491638184
2017-08-02,9.383251190185547
2017-08-03,9.450435638427734
2017-08-04,10.03269100189209
2017-08-07,10.017759323120117
2017-08-08,9.69677448272705
2017-08-09,9.487757682800293
2017-08-10,9.04733657836914
2017-08-11,8.830854415893555
2017-08-14,9.181703567504883
2017-08-15,9.06226634979248
2017-08-16,9.248886108398438
2017-08-17,9.159307479858398
2017-08-18,9.562407493591309
2017-08-21,9.890857696533203
2017-08-22,10.070011138916016
2017-08-23,9.920719146728516
2017-08-24,10.107336044311523
2017-08-25,9.905787467956543
2017-08-28,9.875927925109863
2017-08-29,10.040154457092285
2017-08-30,10.24917221069336
2017-08-31,10.570154190063477
2017-09-01,10.77170181274414
2017-09-05,11.010577201843262
2017-09-06,11.660015106201172
2017-09-07,11.077760696411133
2017-09-08,10.689593315124512
2017-09-11,11.309168815612793
2017-09-12,11.928749084472656
2017-09-13,12.003396034240723
2017-09-14,11.719732284545898
2017-09-15,11.913819313049316
2017-09-18,12.234806060791016
2017-09-19,11.995931625366211
2017-09-20,12.160157203674316
2017-09-21,12.04072093963623
2017-09-22,12.257201194763184
2017-09-25,12.56325912475586
2017-09-26,12.996216773986816
2017-09-27,13.063396453857422
2017-09-28,13.063396453857422
2017-09-29,13.011144638061523
2017-10-02,13.063396453857422
2017-10-03,12.884242057800293
2017-10-04,12.65283489227295
2017-10-05,13.108185768127441
2017-10-06,12.742412567138672
2017-10-09,13.018607139587402
2017-10-10,12.734947204589844
2017-10-11,12.384101867675781
2017-10-12,12.339313507080078
2017-10-13,12.055647850036621
2017-10-16,11.928749084472656
2017-10-17,11.85409927368164
2017-10-18,11.182269096374512
2017-10-19,11.212126731872559
2017-10-20,11.421141624450684
2017-10-23,11.436074256896973
2017-10-24,11.368887901306152
2017-10-25,10.6597318649292
2017-10-26,10.97325325012207
2017-10-27,11.518183708190918
2017-10-30,11.652551651000977
2017-10-31,11.913819313049316
2017-11-01,11.995931625366211
2017-11-02,11.786917686462402
2017-11-03,11.913819313049316
2017-11-06,12.391565322875977
2017-11-07,13.339594841003418
2017-11-08,12.89917278289795
2017-11-09,12.31691837310791
2017-11-10,12.003396034240723
2017-11-13,11.9884672164917
2017-11-14,11.406210899353027
2017-11-15,11.197198867797852
2017-11-16,11.167339324951172
2017-11-17,11.36142349243164
2017-11-20,12.092971801757812
2017-11-21,12.309453964233398
2017-11-22,12.511003494262695
2017-11-24,12.608044624328613
2017-11-27,12.287056922912598
2017-11-28,11.936213493347168
2017-11-29,11.704805374145508
2017-11-30,12.092971801757812
2017-12-01,12.45875072479248
2017-12-04,12.56325912475586
2017-12-05,12.496072769165039
2017-12-06,12.025790214538574
2017-12-07,11.906353950500488
2017-12-08,12.122834205627441
2017-12-11,12.973823547363281
2017-12-12,13.899454116821289
2017-12-13,14.048751831054688
2017-12-14,13.630725860595703
2017-12-15,14.481707572937012
2017-12-18,14.235370635986328
2017-12-19,13.936779022216797
2017-12-20,14.4742431640625
2017-12-21,14.8922700881958
2017-12-22,15.0415678024292
2017-12-26,15.623822212219238
2017-12-27,15.788050651550293
2017-12-28,16.183685302734375
2017-12-29,15.982135772705078
2018-01-02,16.69875717163086
2018-01-03,16.736080169677734
2018-01-04,17.19889259338379
2018-01-05,17.51241683959961
2018-01-08,17.071992874145508
2018-01-09,17.15410804748535
2018-01-10,17.228757858276367
2018-01-11,16.72861671447754
2018-01-12,16.26580047607422
2018-01-16,14.914669036865234
2018-01-17,15.45213508605957
2018-01-18,15.526778221130371
2018-01-19,15.601428031921387
2018-01-22,15.67607307434082
2018-01-23,15.720865249633789
2018-01-24,16.541994094848633
2018-01-25,15.235654830932617
2018-01-26,14.899737358093262
2018-01-29,14.608609199523926
2018-01-30,14.586222648620605
2018-01-31,14.086076736450195
2018-02-01,14.631009101867676
2018-02-02,14.115934371948242
2018-02-05,13.862127304077148
2018-02-06,14.130864143371582
2018-02-07,13.264946937561035
2018-02-08,13.085790634155273
2018-02-09,12.682696342468262
2018-02-12,12.914100646972656
2018-02-13,12.712552070617676
2018-02-14,13.638188362121582
2018-02-15,14.048751831054688
2018-02-16,13.981568336486816
2018-02-20,13.257481575012207
2018-02-21,13.279878616333008
2018-02-22,13.369454383850098
2018-02-23,13.518747329711914
2018-02-26,13.541144371032715
2018-02-27,13.2425537109375
2018-02-28,12.56325912475586
2018-03-01,12.690155982971191
2018-03-02,12.84692096710205
2018-03-05,13.055933952331543
2018-03-06,13.630725860595703
2018-03-07,12.712552070617676
2018-03-08,12.727481842041016
2018-03-09,13.197762489318848
2018-03-12,12.436355590820312
2018-03-13,12.324382781982422
2018-03-14,12.630438804626465
2018-03-15,12.018324851989746
2018-03-16,12.4811429977417
2018-03-19,11.928749084472656
2018-03-20,12.593116760253906
2018-03-21,13.055933952331543
2018-03-22,12.645370483398438
2018-03-23,12.734947204589844
2018-03-26,12.839451789855957
2018-03-27,12.4811429977417
2018-03-28,12.107901573181152
2018-03-29,12.361706733703613
2018-04-02,12.197481155395508
2018-04-03,12.615510940551758
2018-04-04,12.175087928771973
2018-04-05,12.84692096710205
2018-04-06,12.787201881408691
2018-04-09,12.287056922912598
2018-04-10,13.205229759216309
2018-04-11,13.332134246826172
2018-04-12,13.384385108947754
2018-04-13,13.593396186828613
2018-04-16,13.436638832092285
2018-04-17,13.294808387756348
2018-04-18,13.571002006530762
2018-04-19,13.041004180908203
2018-04-20,13.436638832092285
2018-04-23,13.735230445861816
2018-04-24,13.578468322753906
2018-04-25,13.287342071533203
2018-04-26,13.436638832092285
2018-04-27,13.735230445861816
2018-04-30,14.03382396697998
2018-05-01,13.60086441040039
2018-05-02,13.921850204467773
2018-05-03,13.60832691192627
2018-05-04,13.712833404541016
2018-05-07,14.16818618774414
2018-05-08,14.071146965026855
2018-05-09,14.183114051818848
2018-05-10,12.496072769165039
2018-05-11,12.8245210647583
2018-05-14,12.167619705200195
2018-05-15,12.27212905883789
2018-05-16,12.122834205627441
2018-05-17,12.287056922912598
2018-05-18,12.45875072479248
2018-05-21,12.122834205627441
2018-05-22,12.092971801757812
2018-05-23,12.287056922912598
2018-05-24,12.399030685424805
2018-05-25,12.346778869628906
2018-05-29,12.197481155395508
