Date,PL
2021-04-26,9.899999618530273
2021-04-27,9.920000076293945
2021-04-28,9.920000076293945
2021-04-29,10.0
2021-04-30,9.920000076293945
2021-05-03,9.899999618530273
2021-05-04,9.899999618530273
2021-05-05,9.869999885559082
2021-05-06,9.869999885559082
2021-05-07,9.819999694824219
2021-05-10,9.869999885559082
2021-05-11,9.8100004196167
2021-05-12,9.84000015258789
2021-05-13,9.84000015258789
2021-05-14,9.84000015258789
2021-05-17,9.819999694824219
2021-05-18,9.78499984741211
2021-05-19,9.779999732971191
2021-05-20,9.789999961853027
2021-05-21,9.789999961853027
2021-05-24,9.819999694824219
2021-05-25,9.819999694824219
2021-05-26,9.87600040435791
2021-05-27,9.880000114440918
2021-05-28,9.850000381469727
2021-06-01,9.8100004196167
2021-06-02,9.8100004196167
2021-06-03,9.819999694824219
2021-06-04,9.899999618530273
2021-06-07,9.880000114440918
2021-06-08,9.9399995803833
2021-06-09,9.949999809265137
2021-06-10,9.930000305175781
2021-06-11,9.954999923706055
2021-06-14,9.920000076293945
2021-06-15,9.871000289916992
2021-06-16,9.850000381469727
2021-06-17,9.859999656677246
2021-06-18,9.880000114440918
2021-06-21,9.855999946594238
2021-06-22,9.850000381469727
2021-06-23,9.899999618530273
2021-06-24,9.869999885559082
2021-06-25,9.843000411987305
2021-06-28,9.829999923706055
2021-06-29,9.880000114440918
2021-06-30,9.770000457763672
2021-07-01,9.819999694824219
2021-07-02,9.800000190734863
2021-07-06,9.805999755859375
2021-07-07,9.970000267028809
2021-07-08,9.949999809265137
2021-07-09,9.899999618530273
2021-07-12,9.930000305175781
2021-07-13,9.920000076293945
2021-07-14,9.899999618530273
2021-07-15,9.899999618530273
2021-07-16,9.899999618530273
2021-07-19,9.850000381469727
2021-07-20,9.850000381469727
2021-07-21,9.899999618530273
2021-07-22,9.920000076293945
2021-07-23,9.890000343322754
2021-07-26,9.880000114440918
2021-07-27,9.875
2021-07-28,9.850000381469727
2021-07-29,9.859999656677246
2021-07-30,9.859999656677246
2021-08-02,9.899999618530273
2021-08-03,9.880000114440918
2021-08-04,9.880000114440918
2021-08-05,9.850000381469727
2021-08-06,9.920000076293945
2021-08-09,9.90999984741211
2021-08-10,9.850000381469727
2021-08-11,9.890000343322754
2021-08-12,9.880000114440918
2021-08-13,9.875
2021-08-16,9.890000343322754
2021-08-17,9.880000114440918
2021-08-18,9.880999565124512
2021-08-19,9.890000343322754
2021-08-20,9.880000114440918
2021-08-23,9.859999656677246
2021-08-24,9.90999984741211
2021-08-25,9.899999618530273
2021-08-26,9.890000343322754
2021-08-27,9.890000343322754
2021-08-30,9.869999885559082
2021-08-31,9.90999984741211
2021-09-01,9.880000114440918
2021-09-02,9.890000343322754
2021-09-03,9.899999618530273
2021-09-07,9.9399995803833
2021-09-08,9.949999809265137
2021-09-09,9.970000267028809
2021-09-10,9.914999961853027
2021-09-13,9.920000076293945
2021-09-14,9.920000076293945
2021-09-15,9.920000076293945
2021-09-16,9.989999771118164
2021-09-17,9.989999771118164
2021-09-20,9.970000267028809
2021-09-21,9.970000267028809
2021-09-22,9.979999542236328
2021-09-23,9.949999809265137
2021-09-24,9.949999809265137
2021-09-27,9.979999542236328
2021-09-28,9.979999542236328
2021-09-29,9.9399995803833
2021-09-30,9.90999984741211
2021-10-01,9.949999809265137
2021-10-04,9.949999809265137
2021-10-05,9.9399995803833
2021-10-06,9.9399995803833
2021-10-07,9.930000305175781
2021-10-08,9.9399995803833
2021-10-11,9.9399995803833
2021-10-12,9.920000076293945
2021-10-13,9.960000038146973
2021-10-14,9.944999694824219
2021-10-15,9.949999809265137
2021-10-18,9.960000038146973
2021-10-19,9.949999809265137
2021-10-20,9.9399995803833
2021-10-21,9.970000267028809
2021-10-22,9.989999771118164
2021-10-25,9.989999771118164
2021-10-26,10.0
2021-10-27,9.979999542236328
2021-10-28,10.039999961853027
2021-10-29,10.130000114440918
2021-11-01,10.1899995803833
2021-11-02,10.170000076293945
2021-11-03,10.15999984741211
2021-11-04,10.140000343322754
2021-11-05,10.229999542236328
2021-11-08,10.359999656677246
2021-11-09,10.489999771118164
2021-11-10,10.229999542236328
2021-11-11,10.359999656677246
2021-11-12,10.460000038146973
2021-11-15,10.539999961853027
2021-11-16,10.869999885559082
2021-11-17,11.399999618530273
2021-11-18,11.210000038146973
2021-11-19,11.399999618530273
2021-11-22,11.84000015258789
2021-11-23,11.40999984741211
2021-11-24,11.1899995803833
2021-11-26,10.739999771118164
2021-11-29,10.199999809265137
2021-11-30,10.0
2021-12-01,10.260000228881836
2021-12-02,9.989999771118164
2021-12-03,9.449999809265137
2021-12-06,9.859999656677246
2021-12-07,10.8100004196167
2021-12-08,11.350000381469727
2021-12-09,9.8100004196167
2021-12-10,9.470000267028809
2021-12-13,8.899999618530273
2021-12-14,6.929999828338623
2021-12-15,6.690000057220459
2021-12-16,6.519999980926514
2021-12-17,6.289999961853027
2021-12-20,5.900000095367432
2021-12-21,6.840000152587891
2021-12-22,6.349999904632568
2021-12-23,7.110000133514404
2021-12-27,6.409999847412109
2021-12-28,6.179999828338623
2021-12-29,5.980000019073486
2021-12-30,6.139999866485596
2021-12-31,6.150000095367432
2022-01-03,6.010000228881836
2022-01-04,5.650000095367432
2022-01-05,5.309999942779541
2022-01-06,5.260000228881836
2022-01-07,5.369999885559082
2022-01-10,5.289999961853027
2022-01-11,5.639999866485596
2022-01-12,6.230000019073486
2022-01-13,5.590000152587891
2022-01-14,6.360000133514404
2022-01-18,6.28000020980835
2022-01-19,6.5
2022-01-20,6.760000228881836
2022-01-21,6.010000228881836
2022-01-24,5.889999866485596
2022-01-25,5.360000133514404
2022-01-26,5.5
2022-01-27,5.389999866485596
2022-01-28,5.550000190734863
2022-01-31,6.099999904632568
2022-02-01,6.409999847412109
2022-02-02,5.710000038146973
