Date,SRDX
2010-01-04,23.0
2010-01-05,22.729999542236328
2010-01-06,21.940000534057617
2010-01-07,21.59000015258789
2010-01-08,21.110000610351562
2010-01-11,20.8700008392334
2010-01-12,20.299999237060547
2010-01-13,20.559999465942383
2010-01-14,20.610000610351562
2010-01-15,20.610000610351562
2010-01-19,21.709999084472656
2010-01-20,21.18000030517578
2010-01-21,20.6299991607666
2010-01-22,20.5
2010-01-25,20.420000076293945
2010-01-26,20.149999618530273
2010-01-27,20.450000762939453
2010-01-28,19.93000030517578
2010-01-29,20.0
2010-02-01,20.110000610351562
2010-02-02,20.049999237060547
2010-02-03,20.020000457763672
2010-02-04,19.850000381469727
2010-02-05,19.549999237060547
2010-02-08,19.549999237060547
2010-02-09,19.65999984741211
2010-02-10,19.68000030517578
2010-02-11,19.739999771118164
2010-02-12,19.799999237060547
2010-02-16,19.829999923706055
2010-02-17,19.68000030517578
2010-02-18,19.780000686645508
2010-02-19,19.920000076293945
2010-02-22,19.399999618530273
2010-02-23,19.520000457763672
2010-02-24,19.729999542236328
2010-02-25,19.219999313354492
2010-02-26,19.260000228881836
2010-03-01,19.610000610351562
2010-03-02,19.770000457763672
2010-03-03,19.6299991607666
2010-03-04,19.860000610351562
2010-03-05,19.8700008392334
2010-03-08,20.530000686645508
2010-03-09,20.760000228881836
2010-03-10,21.100000381469727
2010-03-11,21.68000030517578
2010-03-12,22.239999771118164
2010-03-15,22.110000610351562
2010-03-16,22.06999969482422
2010-03-17,22.280000686645508
2010-03-18,21.809999465942383
2010-03-19,22.049999237060547
2010-03-22,22.34000015258789
2010-03-23,22.229999542236328
2010-03-24,21.719999313354492
2010-03-25,21.34000015258789
2010-03-26,21.190000534057617
2010-03-29,21.329999923706055
2010-03-30,21.329999923706055
2010-03-31,20.940000534057617
2010-04-01,20.81999969482422
2010-04-05,21.270000457763672
2010-04-06,21.139999389648438
2010-04-07,20.940000534057617
2010-04-08,20.770000457763672
2010-04-09,21.200000762939453
2010-04-12,21.1200008392334
2010-04-13,21.209999084472656
2010-04-14,21.469999313354492
2010-04-15,21.649999618530273
2010-04-16,21.959999084472656
2010-04-19,21.649999618530273
2010-04-20,22.030000686645508
2010-04-21,21.889999389648438
2010-04-22,21.799999237060547
2010-04-23,22.010000228881836
2010-04-26,21.450000762939453
2010-04-27,20.93000030517578
2010-04-28,20.850000381469727
2010-04-29,19.290000915527344
2010-04-30,18.600000381469727
2010-05-03,18.479999542236328
2010-05-04,18.139999389648438
2010-05-05,18.059999465942383
2010-05-06,17.75
2010-05-07,17.579999923706055
2010-05-10,17.969999313354492
2010-05-11,18.010000228881836
2010-05-12,18.239999771118164
2010-05-13,18.1299991607666
2010-05-14,18.010000228881836
2010-05-17,18.0
2010-05-18,18.0
2010-05-19,17.469999313354492
2010-05-20,17.040000915527344
2010-05-21,17.040000915527344
2010-05-24,16.760000228881836
2010-05-25,17.040000915527344
2010-05-26,16.90999984741211
2010-05-27,17.280000686645508
2010-05-28,17.010000228881836
2010-06-01,16.6299991607666
2010-06-02,16.760000228881836
2010-06-03,16.8700008392334
2010-06-04,16.3799991607666
2010-06-07,16.010000228881836
2010-06-08,16.010000228881836
2010-06-09,16.309999465942383
2010-06-10,16.360000610351562
2010-06-11,16.399999618530273
2010-06-14,16.5
2010-06-15,16.68000030517578
2010-06-16,16.610000610351562
2010-06-17,16.649999618530273
2010-06-18,16.610000610351562
2010-06-21,16.549999237060547
2010-06-22,16.459999084472656
2010-06-23,16.639999389648438
2010-06-24,16.530000686645508
2010-06-25,16.690000534057617
2010-06-28,16.719999313354492
2010-06-29,16.389999389648438
2010-06-30,16.40999984741211
2010-07-01,16.25
2010-07-02,16.25
2010-07-06,16.209999084472656
2010-07-07,16.25
2010-07-08,16.25
2010-07-09,16.5
2010-07-12,16.450000762939453
2010-07-13,16.299999237060547
2010-07-14,15.9399995803833
2010-07-15,15.470000267028809
2010-07-16,14.819999694824219
2010-07-19,14.920000076293945
2010-07-20,15.15999984741211
2010-07-21,14.510000228881836
2010-07-22,14.890000343322754
2010-07-23,15.119999885559082
2010-07-26,15.199999809265137
2010-07-27,15.050000190734863
2010-07-28,14.380000114440918
2010-07-29,13.09000015258789
2010-07-30,13.119999885559082
2010-08-02,13.220000267028809
2010-08-03,13.5
2010-08-04,13.899999618530273
2010-08-05,13.800000190734863
2010-08-06,13.4399995803833
2010-08-09,13.5
2010-08-10,13.1899995803833
2010-08-11,12.970000267028809
2010-08-12,12.729999542236328
2010-08-13,12.380000114440918
2010-08-16,12.34000015258789
2010-08-17,12.720000267028809
2010-08-18,12.850000381469727
2010-08-19,12.279999732971191
2010-08-20,12.449999809265137
2010-08-23,12.09000015258789
2010-08-24,12.010000228881836
2010-08-25,12.569999694824219
2010-08-26,12.3100004196167
2010-08-27,12.619999885559082
2010-08-30,11.970000267028809
2010-08-31,12.029999732971191
2010-09-01,12.279999732971191
2010-09-02,12.020000457763672
2010-09-03,12.039999961853027
2010-09-07,11.550000190734863
2010-09-08,11.170000076293945
2010-09-09,11.069999694824219
2010-09-10,10.880000114440918
2010-09-13,11.069999694824219
2010-09-14,10.670000076293945
2010-09-15,10.720000267028809
2010-09-16,10.8100004196167
2010-09-17,10.930000305175781
2010-09-20,11.649999618530273
2010-09-21,11.8100004196167
2010-09-22,11.510000228881836
2010-09-23,11.479999542236328
2010-09-24,12.149999618530273
2010-09-27,12.0
2010-09-28,12.050000190734863
2010-09-29,11.699999809265137
2010-09-30,11.920000076293945
2010-10-01,12.020000457763672
2010-10-04,11.550000190734863
2010-10-05,11.520000457763672
2010-10-06,11.880000114440918
2010-10-07,11.850000381469727
2010-10-08,11.859999656677246
2010-10-11,11.899999618530273
2010-10-12,11.84000015258789
2010-10-13,12.239999771118164
2010-10-14,12.279999732971191
2010-10-15,12.420000076293945
2010-10-18,12.630000114440918
2010-10-19,11.979999542236328
2010-10-20,12.1899995803833
2010-10-21,11.979999542236328
2010-10-22,12.09000015258789
2010-10-25,12.130000114440918
2010-10-26,12.109999656677246
2010-10-27,11.890000343322754
2010-10-28,11.829999923706055
2010-10-29,11.960000038146973
2010-11-01,11.569999694824219
2010-11-02,11.899999618530273
2010-11-03,12.0
2010-11-04,12.3100004196167
2010-11-05,12.40999984741211
2010-11-08,12.359999656677246
2010-11-09,12.420000076293945
2010-11-10,13.109999656677246
2010-11-11,9.039999961853027
2010-11-12,8.710000038146973
2010-11-15,8.579999923706055
2010-11-16,8.329999923706055
2010-11-17,9.229999542236328
2010-11-18,9.34000015258789
2010-11-19,9.25
2010-11-22,9.399999618530273
2010-11-23,9.079999923706055
2010-11-24,9.25
2010-11-26,9.180000305175781
2010-11-29,9.289999961853027
2010-11-30,9.25
2010-12-01,9.199999809265137
2010-12-02,9.140000343322754
2010-12-03,9.199999809265137
2010-12-06,9.5600004196167
2010-12-07,9.609999656677246
2010-12-08,9.800000190734863
2010-12-09,9.640000343322754
2010-12-10,10.319999694824219
2010-12-13,10.319999694824219
2010-12-14,10.399999618530273
2010-12-15,12.369999885559082
2010-12-16,11.529999732971191
2010-12-17,11.3100004196167
2010-12-20,11.550000190734863
2010-12-21,11.550000190734863
2010-12-22,11.5600004196167
2010-12-23,11.649999618530273
2010-12-27,11.609999656677246
2010-12-28,11.5600004196167
2010-12-29,11.520000457763672
2010-12-30,11.680000305175781
2010-12-31,11.869999885559082
2011-01-03,11.829999923706055
2011-01-04,11.529999732971191
2011-01-05,11.720000267028809
2011-01-06,11.529999732971191
2011-01-07,11.630000114440918
2011-01-10,11.569999694824219
2011-01-11,11.539999961853027
2011-01-12,11.869999885559082
2011-01-13,11.720000267028809
2011-01-14,12.069999694824219
2011-01-18,11.960000038146973
2011-01-19,11.729999542236328
2011-01-20,11.550000190734863
2011-01-21,11.550000190734863
2011-01-24,11.90999984741211
2011-01-25,11.739999771118164
2011-01-26,11.979999542236328
2011-01-27,12.210000038146973
2011-01-28,11.930000305175781
2011-01-31,11.800000190734863
2011-02-01,12.319999694824219
2011-02-02,12.15999984741211
2011-02-03,12.130000114440918
2011-02-04,12.210000038146973
2011-02-07,12.680000305175781
2011-02-08,12.6899995803833
2011-02-09,12.479999542236328
2011-02-10,12.619999885559082
2011-02-11,12.8100004196167
2011-02-14,12.680000305175781
2011-02-15,12.319999694824219
2011-02-16,12.460000038146973
2011-02-17,12.369999885559082
2011-02-18,12.510000228881836
2011-02-22,12.270000457763672
2011-02-23,12.25
2011-02-24,12.539999961853027
2011-02-25,12.970000267028809
2011-02-28,13.039999961853027
2011-03-01,13.079999923706055
2011-03-02,12.6899995803833
2011-03-03,12.970000267028809
2011-03-04,12.890000343322754
2011-03-07,13.010000228881836
2011-03-08,13.180000305175781
2011-03-09,12.880000114440918
2011-03-10,12.670000076293945
2011-03-11,12.739999771118164
2011-03-14,12.729999542236328
2011-03-15,12.300000190734863
2011-03-16,11.75
2011-03-17,11.8100004196167
2011-03-18,12.199999809265137
2011-03-21,12.640000343322754
2011-03-22,12.489999771118164
2011-03-23,12.449999809265137
2011-03-24,12.489999771118164
2011-03-25,12.399999618530273
2011-03-28,12.430000305175781
2011-03-29,12.390000343322754
2011-03-30,12.600000381469727
2011-03-31,12.5
2011-04-01,12.75
2011-04-04,12.880000114440918
2011-04-05,13.039999961853027
2011-04-06,12.989999771118164
2011-04-07,12.930000305175781
2011-04-08,12.670000076293945
2011-04-11,12.729999542236328
2011-04-12,12.789999961853027
2011-04-13,12.569999694824219
2011-04-14,12.729999542236328
2011-04-15,12.619999885559082
2011-04-18,12.380000114440918
2011-04-19,12.279999732971191
2011-04-20,12.260000228881836
2011-04-21,12.119999885559082
2011-04-25,12.140000343322754
2011-04-26,12.239999771118164
2011-04-27,12.210000038146973
2011-04-28,14.90999984741211
2011-04-29,15.359999656677246
2011-05-02,15.270000457763672
2011-05-03,15.220000267028809
2011-05-04,15.199999809265137
2011-05-05,14.539999961853027
2011-05-06,14.739999771118164
2011-05-09,14.979999542236328
2011-05-10,15.210000038146973
2011-05-11,15.079999923706055
2011-05-12,15.399999618530273
2011-05-13,15.260000228881836
2011-05-16,15.119999885559082
2011-05-17,15.1899995803833
2011-05-18,15.25
