Date,CZFS
2010-01-04,13.817513465881348
2010-01-05,13.86043930053711
2010-01-06,13.683361053466797
2010-01-07,13.683361053466797
2010-01-08,14.21996021270752
2010-01-11,14.354118347167969
2010-01-12,14.21996021270752
2010-01-13,14.463732719421387
2010-01-14,14.544987678527832
2010-01-15,14.626251220703125
2010-01-19,14.626251220703125
2010-01-20,14.897109985351562
2010-01-21,14.626251220703125
2010-01-22,14.626251220703125
2010-01-25,14.680424690246582
2010-01-26,14.626251220703125
2010-01-27,14.897109985351562
2010-01-28,14.951272964477539
2010-01-29,14.897109985351562
2010-02-01,14.707508087158203
2010-02-02,14.626251220703125
2010-02-03,14.626251220703125
2010-02-04,14.897109985351562
2010-02-05,14.897109985351562
2010-02-08,14.897109985351562
2010-02-09,14.897109985351562
2010-02-10,14.626251220703125
2010-02-11,14.485407829284668
2010-02-12,14.219964027404785
2010-02-16,14.49081802368164
2010-02-17,14.49081802368164
2010-02-18,14.49081802368164
2010-02-19,14.599161148071289
2010-02-22,14.599161148071289
2010-02-23,14.599161148071289
2010-02-24,14.599161148071289
2010-02-25,14.897109985351562
2010-02-26,14.897109985351562
2010-03-01,14.897109985351562
2010-03-02,14.517902374267578
2010-03-03,14.517902374267578
2010-03-04,14.355387687683105
2010-03-05,14.382474899291992
2010-03-08,14.355387687683105
2010-03-09,14.626251220703125
2010-03-10,14.734588623046875
2010-03-11,14.626251220703125
2010-03-12,14.626251220703125
2010-03-15,14.734588623046875
2010-03-16,14.626251220703125
2010-03-17,14.626251220703125
2010-03-18,14.626251220703125
2010-03-19,14.626251220703125
2010-03-22,14.355387687683105
2010-03-23,14.734588623046875
2010-03-24,14.680424690246582
2010-03-25,14.355387687683105
2010-03-26,14.355387687683105
2010-03-29,14.355387687683105
2010-03-30,14.355387687683105
2010-03-31,14.355387687683105
2010-04-01,14.626251220703125
2010-04-05,14.653335571289062
2010-04-06,14.653335571289062
2010-04-07,14.517902374267578
2010-04-08,14.517902374267578
2010-04-09,14.517902374267578
2010-04-12,14.897109985351562
2010-04-13,14.897109985351562
2010-04-14,15.036532402038574
2010-04-15,14.653776168823242
2010-04-16,14.653776168823242
2010-04-19,15.036532402038574
2010-04-20,15.036532402038574
2010-04-21,15.036532402038574
2010-04-22,15.173226356506348
2010-04-23,14.763140678405762
2010-04-26,15.036532402038574
2010-04-27,15.173226356506348
2010-04-28,15.173226356506348
2010-04-29,15.173226356506348
2010-04-30,16.130098342895508
2010-05-03,16.130098342895508
2010-05-04,15.309925079345703
2010-05-05,15.315396308898926
2010-05-06,16.130098342895508
2010-05-07,16.130098342895508
2010-05-10,16.130098342895508
2010-05-11,15.309925079345703
2010-05-12,15.309925079345703
2010-05-13,15.309925079345703
2010-05-14,15.309925079345703
2010-05-17,16.130098342895508
2010-05-18,16.130098342895508
2010-05-19,15.255245208740234
2010-05-20,15.44662094116211
2010-05-21,15.44662094116211
2010-05-24,15.583321571350098
2010-05-25,15.255245208740234
2010-05-26,15.309925079345703
2010-05-27,15.309925079345703
2010-05-28,15.255245208740234
2010-06-01,15.44662094116211
2010-06-02,15.44662094116211
2010-06-03,15.309925079345703
2010-06-04,15.309925079345703
2010-06-07,15.309925079345703
2010-06-08,15.255245208740234
2010-06-09,15.555977821350098
2010-06-10,15.555977821350098
2010-06-11,14.763140678405762
2010-06-14,14.763140678405762
2010-06-15,14.763140678405762
2010-06-16,14.763140678405762
2010-06-17,14.763140678405762
2010-06-18,14.763140678405762
2010-06-21,15.309925079345703
2010-06-22,15.309925079345703
2010-06-23,15.309925079345703
2010-06-24,14.763140678405762
2010-06-25,14.763140678405762
2010-06-28,14.763140678405762
2010-06-29,14.489750862121582
2010-06-30,15.173226356506348
2010-07-01,14.763140678405762
2010-07-02,14.763140678405762
2010-07-06,14.763140678405762
2010-07-07,14.763140678405762
2010-07-08,14.763140678405762
2010-07-09,14.763140678405762
2010-07-12,14.763140678405762
2010-07-13,14.763140678405762
2010-07-14,14.902228355407715
2010-07-15,15.205785751342773
2010-07-16,15.178196907043457
2010-07-19,16.4200439453125
2010-07-20,14.902228355407715
2010-07-21,14.902228355407715
2010-07-22,14.902228355407715
2010-07-23,14.902228355407715
2010-07-26,14.902228355407715
2010-07-27,15.592144012451172
2010-07-28,15.730138778686523
2010-07-29,16.558032989501953
2010-07-30,16.558032989501953
2010-08-02,16.006099700927734
2010-08-03,16.552515029907227
2010-08-04,16.4200439453125
2010-08-05,16.558032989501953
2010-08-06,16.558032989501953
2010-08-09,16.4200439453125
2010-08-10,16.558032989501953
2010-08-11,17.10996437072754
2010-08-12,17.10996437072754
2010-08-13,17.10996437072754
2010-08-16,17.799888610839844
2010-08-17,18.48980712890625
2010-08-18,18.48980712890625
2010-08-19,17.76677131652832
2010-08-20,17.76677131652832
2010-08-23,17.66189956665039
2010-08-24,17.66189956665039
2010-08-25,17.10996437072754
2010-08-26,17.16515350341797
2010-08-27,17.82748794555664
2010-08-30,17.10996437072754
2010-08-31,17.10996437072754
2010-09-01,17.115482330322266
2010-09-02,17.10996437072754
2010-09-03,17.10996437072754
2010-09-07,17.38593292236328
2010-09-08,17.606706619262695
2010-09-09,17.606706619262695
2010-09-10,17.5239200592041
2010-09-13,17.5239200592041
2010-09-14,17.10996437072754
2010-09-15,17.10996437072754
2010-09-16,17.137557983398438
2010-09-17,16.712574005126953
2010-09-20,16.833999633789062
2010-09-21,16.558032989501953
2010-09-22,16.585630416870117
2010-09-23,16.558032989501953
2010-09-24,16.558032989501953
2010-09-27,17.799888610839844
2010-09-28,17.16515350341797
2010-09-29,17.16515350341797
2010-09-30,17.19276237487793
2010-10-01,17.66189956665039
2010-10-04,17.66189956665039
2010-10-05,17.71709632873535
2010-10-06,17.799888610839844
2010-10-07,17.799888610839844
2010-10-08,17.799888610839844
2010-10-11,17.728130340576172
2010-10-12,17.728130340576172
2010-10-13,17.945146560668945
2010-10-14,17.872804641723633
2010-10-15,18.08424949645996
2010-10-18,18.08424949645996
2010-10-19,17.878372192382812
2010-10-20,17.850549697875977
2010-10-21,17.806034088134766
2010-10-22,17.811599731445312
2010-10-25,17.811599731445312
2010-10-26,17.8338565826416
2010-10-27,18.08424949645996
2010-10-28,17.8338565826416
2010-10-29,18.362476348876953
2010-11-01,17.8338565826416
2010-11-02,17.8338565826416
2010-11-03,19.169307708740234
2010-11-04,20.031789779663086
2010-11-05,20.866445541381836
2010-11-08,20.560405731201172
2010-11-09,19.892683029174805
2010-11-10,20.588226318359375
2010-11-11,19.753562927246094
2010-11-12,19.753562927246094
2010-11-15,19.47534942626953
2010-11-16,19.47534942626953
2010-11-17,19.753562927246094
2010-11-18,19.47534942626953
2010-11-19,19.753562927246094
2010-11-22,19.753562927246094
2010-11-23,19.753562927246094
2010-11-24,19.795385360717773
2010-11-26,19.795385360717773
2010-11-29,19.795385360717773
2010-11-30,19.795385360717773
2010-12-01,19.795385360717773
2010-12-02,19.795385360717773
2010-12-03,19.516582489013672
2010-12-06,19.516582489013672
2010-12-07,19.516582489013672
2010-12-08,19.516582489013672
2010-12-09,19.516582489013672
2010-12-10,19.516582489013672
2010-12-13,19.516582489013672
2010-12-14,20.62624168395996
2010-12-15,21.46824836730957
2010-12-16,22.304664611816406
2010-12-17,20.353008270263672
2010-12-20,20.353008270263672
2010-12-21,20.492412567138672
2010-12-22,20.43665313720703
2010-12-23,21.189437866210938
2010-12-27,20.63181495666504
2010-12-28,20.63181495666504
2010-12-29,20.63181495666504
2010-12-30,20.63181495666504
2010-12-31,20.63181495666504
2011-01-03,20.687576293945312
2011-01-04,21.46824836730957
