Date,WHR
2010-01-04,48.756710052490234
2010-01-05,48.65559387207031
2010-01-06,48.22719192504883
2010-01-07,49.262428283691406
2010-01-08,50.3095588684082
2010-01-11,49.98826217651367
2010-01-12,48.99470138549805
2010-01-13,49.42306900024414
2010-01-14,49.482547760009766
2010-01-15,48.964942932128906
2010-01-19,49.16722869873047
2010-01-20,48.40568923950195
2010-01-21,46.900447845458984
2010-01-22,46.15079879760742
2010-01-25,45.64508056640625
2010-01-26,45.276214599609375
2010-01-27,45.14532470703125
2010-01-28,45.02634811401367
2010-01-29,44.72886276245117
2010-02-01,45.252418518066406
2010-02-02,48.923309326171875
2010-02-03,48.83406066894531
2010-02-04,46.781455993652344
2010-02-05,45.28812026977539
2010-02-08,44.98469161987305
2010-02-09,46.33523941040039
2010-02-10,46.19246292114258
2010-02-11,47.7988166809082
2010-02-12,48.292640686035156
2010-02-16,48.97092056274414
2010-02-17,49.41709518432617
2010-02-18,50.3095588684082
2010-02-19,50.374996185302734
2010-02-22,50.2857551574707
2010-02-23,49.33381652832031
2010-02-24,49.967769622802734
2010-02-25,50.00364303588867
2010-02-26,50.33258056640625
2010-03-01,51.36722183227539
2010-03-02,51.660282135009766
2010-03-03,51.84567642211914
2010-03-04,51.13399124145508
2010-03-05,51.83370590209961
2010-03-08,51.95331954956055
2010-03-09,52.18056869506836
2010-03-10,51.99518585205078
2010-03-11,51.749961853027344
2010-03-12,51.43300247192383
2010-03-15,51.606468200683594
2010-03-16,52.670982360839844
2010-03-17,52.99394607543945
2010-03-18,53.167354583740234
2010-03-19,51.6004524230957
2010-03-22,52.898250579833984
2010-03-23,53.72357940673828
2010-03-24,53.310916900634766
2010-03-25,53.304931640625
2010-03-26,53.83121871948242
2010-03-29,53.87308883666992
2010-03-30,53.227176666259766
2010-03-31,52.18056869506836
2010-04-01,52.491580963134766
2010-04-05,54.26779556274414
2010-04-06,54.710365295410156
2010-04-07,53.29296875
2010-04-08,55.057212829589844
2010-04-09,55.804813385009766
2010-04-12,56.48060989379883
2010-04-13,55.099098205566406
2010-04-14,55.53567886352539
2010-04-15,55.750980377197266
2010-04-16,55.86461639404297
2010-04-19,55.97825241088867
2010-04-20,57.467411041259766
2010-04-21,59.0701904296875
2010-04-22,60.47563934326172
2010-04-23,61.13352584838867
2010-04-26,67.23369598388672
2010-04-27,64.4288101196289
2010-04-28,66.1930923461914
2010-04-29,66.2409439086914
2010-04-30,65.1106185913086
2010-05-03,66.80908203125
2010-05-04,65.27206420898438
2010-05-05,62.32365417480469
2010-05-06,61.540199279785156
2010-05-07,58.69342803955078
2010-05-10,63.77695083618164
2010-05-11,62.939674377441406
2010-05-12,66.6296615600586
2010-05-13,65.02686309814453
2010-05-14,63.80684280395508
2010-05-17,64.66209411621094
2010-05-18,62.47914123535156
2010-05-19,59.824798583984375
2010-05-20,55.93936538696289
2010-05-21,59.47649002075195
2010-05-24,58.46761703491211
2010-05-25,59.47649002075195
2010-05-26,59.45247268676758
2010-05-27,62.85145950317383
2010-05-28,62.7193717956543
2010-06-01,59.44047927856445
2010-06-02,62.17885971069336
2010-06-03,60.82769012451172
2010-06-04,57.440704345703125
2010-06-07,55.45895004272461
2010-06-08,56.50988006591797
2010-06-09,57.02632522583008
2010-06-10,59.91487121582031
2010-06-11,58.99607849121094
2010-06-14,58.99006652832031
2010-06-15,61.542320251464844
2010-06-16,61.73448181152344
2010-06-17,61.169979095458984
2010-06-18,60.86974334716797
2010-06-21,62.172874450683594
2010-06-22,58.815914154052734
2010-06-23,58.67778396606445
2010-06-24,56.623966217041016
2010-06-25,58.04124450683594
2010-06-28,57.434696197509766
2010-06-29,54.011661529541016
2010-06-30,52.73855209350586
2010-07-01,51.2552375793457
2010-07-02,50.50456619262695
2010-07-06,50.114219665527344
2010-07-07,54.13178253173828
2010-07-08,54.22184753417969
2010-07-09,55.48295974731445
2010-07-12,54.43205642700195
2010-07-13,56.81013107299805
2010-07-14,57.45874786376953
2010-07-15,56.678035736083984
2010-07-16,54.29389572143555
2010-07-19,54.86442565917969
2010-07-20,53.26701354980469
2010-07-21,51.74766159057617
2010-07-22,51.76568603515625
2010-07-23,51.627559661865234
2010-07-26,52.954734802246094
2010-07-27,51.75367736816406
2010-07-28,50.6126594543457
2010-07-29,50.51057434082031
2010-07-30,50.024139404296875
2010-08-02,52.095970153808594
2010-08-03,51.09909439086914
2010-08-04,51.561500549316406
2010-08-05,51.243228912353516
2010-08-06,50.99700164794922
2010-08-09,51.68762969970703
2010-08-10,49.6938362121582
2010-08-11,47.60401153564453
2010-08-12,46.919395446777344
2010-08-13,46.08467102050781
2010-08-16,46.354915618896484
2010-08-17,47.70009994506836
2010-08-18,48.030399322509766
2010-08-19,46.84734344482422
2010-08-20,46.5890998840332
2010-08-23,46.667179107666016
2010-08-24,45.15385818481445
2010-08-25,46.01151657104492
2010-08-26,45.00284957885742
2010-08-27,45.64912414550781
2010-08-30,44.918312072753906
2010-08-31,44.79145812988281
2010-09-01,47.08056640625
2010-09-02,46.675880432128906
2010-09-03,47.8355598449707
2010-09-07,45.89069747924805
2010-09-08,46.790645599365234
2010-09-09,45.7819938659668
2010-09-10,44.127071380615234
2010-09-13,43.257347106933594
2010-09-14,43.68012237548828
2010-09-15,43.95192337036133
2010-09-16,43.831119537353516
2010-09-17,44.990779876708984
2010-09-20,48.24624252319336
2010-09-21,47.394615173339844
2010-09-22,46.25310134887695
2010-09-23,45.82426071166992
2010-09-24,47.81138610839844
2010-09-27,46.941646575927734
2010-09-28,47.68454360961914
2010-09-29,48.7717170715332
2010-09-30,48.8985481262207
