Date,HUBG
2010-01-04,13.540984153747559
2010-01-05,13.301192283630371
2010-01-06,13.271829605102539
2010-01-07,12.890116691589355
2010-01-08,13.110337257385254
2010-01-11,13.51162338256836
2010-01-12,13.443108558654785
2010-01-13,13.33055305480957
2010-01-14,13.355024337768555
2010-01-15,13.448002815246582
2010-01-19,13.751416206359863
2010-01-20,13.795458793640137
2010-01-21,13.477365493774414
2010-01-22,12.899904251098633
2010-01-25,13.139697074890137
2010-01-26,12.836286544799805
2010-01-27,12.723730087280273
2010-01-28,12.469255447387695
2010-01-29,11.798813819885254
2010-02-01,11.622637748718262
2010-02-02,11.661787986755371
2010-02-03,11.549232482910156
2010-02-04,11.108794212341309
2010-02-05,10.815171241760254
2010-02-08,10.859214782714844
2010-02-09,10.883683204650879
2010-02-10,10.937514305114746
2010-02-11,11.451355934143066
2010-02-12,11.470932006835938
2010-02-16,11.666682243347168
2010-02-17,11.92115592956543
2010-02-18,11.818387985229492
2010-02-19,12.12179946899414
2010-02-22,12.753091812133789
2010-02-23,12.77756118774414
2010-02-24,12.850967407226562
2010-02-25,13.23267936706543
2010-02-26,13.198423385620117
2010-03-01,13.242465019226074
2010-03-02,13.139697074890137
2010-03-03,13.120122909545898
2010-03-04,13.164167404174805
2010-03-05,13.438215255737305
2010-03-08,13.609498023986816
2010-03-09,13.604602813720703
2010-03-10,13.589921951293945
2010-03-11,13.800353050231934
2010-03-12,13.795458793640137
2010-03-15,14.074402809143066
2010-03-16,14.17227554321289
2010-03-17,14.612714767456055
2010-03-18,14.55398941040039
2010-03-19,14.142914772033691
2010-03-22,14.162489891052246
2010-03-23,14.509944915771484
2010-03-24,14.093977928161621
2010-03-25,13.898226737976074
2010-03-26,13.658432960510254
2010-03-29,13.819928169250488
2010-03-30,13.810140609741211
2010-03-31,13.6926908493042
2010-04-01,13.819928169250488
2010-04-05,14.11844539642334
2010-04-06,14.123340606689453
2010-04-07,14.049932479858398
2010-04-08,14.328879356384277
2010-04-09,14.461008071899414
2010-04-12,14.431645393371582
2010-04-13,14.275046348571777
2010-04-14,14.945488929748535
2010-04-15,15.635507583618164
2010-04-16,15.327200889587402
2010-04-19,15.190176010131836
2010-04-20,15.165705680847168
2010-04-21,15.356561660766602
2010-04-22,15.889978408813477
2010-04-23,16.330419540405273
2010-04-26,16.19339370727539
2010-04-27,15.757848739624023
2010-04-28,15.718698501586914
2010-04-29,16.149351119995117
2010-04-30,15.664867401123047
2010-05-03,16.325523376464844
2010-05-04,15.684444427490234
2010-05-05,15.483799934387207
2010-05-06,15.116769790649414
2010-05-07,14.387601852416992
2010-05-10,15.469120979309082
2010-05-11,15.586568832397461
2010-05-12,16.144454956054688
2010-05-13,15.98296070098877
2010-05-14,15.718698501586914
2010-05-17,15.748062133789062
2010-05-18,15.792104721069336
2010-05-19,15.591463088989258
2010-05-20,14.847613334655762
2010-05-21,14.935702323913574
2010-05-24,14.847613334655762
2010-05-25,14.715481758117676
2010-05-26,14.6763334274292
2010-05-27,15.087408065795898
2010-05-28,14.974849700927734
2010-06-01,14.77910041809082
2010-06-02,15.787210464477539
2010-06-03,15.738275527954102
2010-06-04,14.916126251220703
2010-06-07,14.637181282043457
2010-06-08,14.607821464538574
2010-06-09,14.64207649230957
2010-06-10,15.278264045715332
2010-06-11,15.811681747436523
2010-06-14,16.051471710205078
2010-06-15,16.52127456665039
2010-06-16,16.281478881835938
2010-06-17,16.281478881835938
2010-06-18,16.30594825744629
2010-06-21,16.04168701171875
2010-06-22,15.434863090515137
2010-06-23,15.395711898803711
2010-06-24,15.258688926696777
2010-06-25,15.420181274414062
2010-06-28,15.493587493896484
2010-06-29,14.764420509338379
2010-06-30,14.686119079589844
2010-07-01,14.994425773620605
2010-07-02,14.59803295135498
2010-07-06,14.377813339233398
2010-07-07,14.945488929748535
2010-07-08,15.131451606750488
2010-07-09,15.366350173950195
2010-07-12,15.336987495422363
2010-07-13,15.997641563415527
2010-07-14,15.860616683959961
2010-07-15,15.880191802978516
2010-07-16,15.72848892211914
2010-07-19,15.792104721069336
2010-07-20,16.036792755126953
2010-07-21,15.6599760055542
2010-07-22,14.886764526367188
2010-07-23,15.503376007080078
2010-07-26,15.635507583618164
2010-07-27,15.547418594360352
