Date,ICUI
2010-01-04,36.72999954223633
2010-01-05,36.380001068115234
2010-01-06,36.5
2010-01-07,36.65999984741211
2010-01-08,37.09000015258789
2010-01-11,37.310001373291016
2010-01-12,36.939998626708984
2010-01-13,36.970001220703125
2010-01-14,37.099998474121094
2010-01-15,36.970001220703125
2010-01-19,37.04999923706055
2010-01-20,36.849998474121094
2010-01-21,36.27000045776367
2010-01-22,36.40999984741211
2010-01-25,35.79999923706055
2010-01-26,35.11000061035156
2010-01-27,35.369998931884766
2010-01-28,34.650001525878906
2010-01-29,34.779998779296875
2010-02-01,34.38999938964844
2010-02-02,32.599998474121094
2010-02-03,32.400001525878906
2010-02-04,32.310001373291016
2010-02-05,33.040000915527344
2010-02-08,33.349998474121094
2010-02-09,34.560001373291016
2010-02-10,34.11000061035156
2010-02-11,34.04999923706055
2010-02-12,34.5
2010-02-16,34.5
2010-02-17,34.130001068115234
2010-02-18,35.29999923706055
2010-02-19,34.79999923706055
2010-02-22,34.959999084472656
2010-02-23,35.31999969482422
2010-02-24,35.38999938964844
2010-02-25,34.72999954223633
2010-02-26,34.369998931884766
2010-03-01,34.79999923706055
2010-03-02,35.11000061035156
2010-03-03,35.08000183105469
2010-03-04,34.97999954223633
2010-03-05,35.189998626708984
2010-03-08,34.95000076293945
2010-03-09,35.08000183105469
2010-03-10,35.54999923706055
2010-03-11,35.20000076293945
2010-03-12,35.29999923706055
2010-03-15,35.38999938964844
2010-03-16,35.54999923706055
2010-03-17,35.84000015258789
2010-03-18,36.04999923706055
2010-03-19,36.02000045776367
2010-03-22,36.349998474121094
2010-03-23,36.13999938964844
2010-03-24,35.5
2010-03-25,35.20000076293945
2010-03-26,34.959999084472656
2010-03-29,34.88999938964844
2010-03-30,34.84000015258789
2010-03-31,34.45000076293945
2010-04-01,34.5
2010-04-05,34.599998474121094
2010-04-06,34.970001220703125
2010-04-07,35.060001373291016
2010-04-08,34.75
2010-04-09,34.77000045776367
2010-04-12,35.06999969482422
2010-04-13,35.189998626708984
2010-04-14,36.0
2010-04-15,35.54999923706055
2010-04-16,35.470001220703125
2010-04-19,35.0
2010-04-20,33.4900016784668
2010-04-21,33.52000045776367
2010-04-22,34.220001220703125
2010-04-23,34.79999923706055
2010-04-26,34.90999984741211
2010-04-27,34.720001220703125
2010-04-28,35.189998626708984
2010-04-29,35.779998779296875
2010-04-30,35.61000061035156
2010-05-03,35.560001373291016
2010-05-04,35.279998779296875
2010-05-05,35.27000045776367
2010-05-06,35.08000183105469
2010-05-07,33.689998626708984
2010-05-10,34.47999954223633
2010-05-11,34.25
2010-05-12,34.25
2010-05-13,34.29999923706055
2010-05-14,33.5099983215332
2010-05-17,32.900001525878906
2010-05-18,33.119998931884766
2010-05-19,32.939998626708984
2010-05-20,32.72999954223633
2010-05-21,32.150001525878906
2010-05-24,31.860000610351562
2010-05-25,31.690000534057617
2010-05-26,31.950000762939453
2010-05-27,32.0099983215332
2010-05-28,31.81999969482422
2010-06-01,31.030000686645508
2010-06-02,31.690000534057617
2010-06-03,32.529998779296875
2010-06-04,31.350000381469727
2010-06-07,31.010000228881836
2010-06-08,30.850000381469727
2010-06-09,30.729999542236328
2010-06-10,31.190000534057617
2010-06-11,31.770000457763672
2010-06-14,31.979999542236328
2010-06-15,32.58000183105469
2010-06-16,32.61000061035156
2010-06-17,32.75
2010-06-18,32.810001373291016
2010-06-21,33.290000915527344
2010-06-22,32.86000061035156
2010-06-23,32.689998626708984
2010-06-24,32.33000183105469
2010-06-25,32.939998626708984
2010-06-28,32.709999084472656
2010-06-29,32.58000183105469
2010-06-30,32.16999816894531
2010-07-01,31.5
2010-07-02,31.899999618530273
2010-07-06,31.059999465942383
2010-07-07,31.989999771118164
2010-07-08,32.790000915527344
2010-07-09,33.189998626708984
2010-07-12,33.0099983215332
2010-07-13,34.349998474121094
2010-07-14,34.93000030517578
2010-07-15,34.61000061035156
2010-07-16,32.9900016784668
2010-07-19,34.369998931884766
2010-07-20,37.880001068115234
2010-07-21,37.0
2010-07-22,37.130001068115234
2010-07-23,37.59000015258789
2010-07-26,38.38999938964844
2010-07-27,38.2599983215332
2010-07-28,37.2400016784668
2010-07-29,37.2599983215332
2010-07-30,37.209999084472656
2010-08-02,37.099998474121094
2010-08-03,37.02000045776367
2010-08-04,37.470001220703125
2010-08-05,37.02000045776367
2010-08-06,36.029998779296875
2010-08-09,36.720001220703125
2010-08-10,36.540000915527344
2010-08-11,34.04999923706055
2010-08-12,34.58000183105469
2010-08-13,34.4900016784668
2010-08-16,34.91999816894531
2010-08-17,35.79999923706055
2010-08-18,36.0
2010-08-19,36.25
2010-08-20,36.540000915527344
2010-08-23,36.22999954223633
2010-08-24,36.25
2010-08-25,36.9900016784668
2010-08-26,36.470001220703125
2010-08-27,36.75
2010-08-30,36.20000076293945
2010-08-31,35.61000061035156
2010-09-01,36.0099983215332
2010-09-02,36.66999816894531
2010-09-03,36.75
2010-09-07,36.06999969482422
2010-09-08,36.150001525878906
2010-09-09,35.83000183105469
2010-09-10,35.84000015258789
2010-09-13,35.95000076293945
2010-09-14,36.0
2010-09-15,36.540000915527344
2010-09-16,36.18000030517578
2010-09-17,36.220001220703125
2010-09-20,36.7400016784668
2010-09-21,36.279998779296875
2010-09-22,36.220001220703125
2010-09-23,36.02000045776367
2010-09-24,36.84000015258789
2010-09-27,36.97999954223633
2010-09-28,37.70000076293945
2010-09-29,37.310001373291016
2010-09-30,37.290000915527344
2010-10-01,37.08000183105469
2010-10-04,36.599998474121094
2010-10-05,37.599998474121094
2010-10-06,36.97999954223633
2010-10-07,37.0099983215332
2010-10-08,37.33000183105469
2010-10-11,37.099998474121094
2010-10-12,36.88999938964844
2010-10-13,37.41999816894531
