Date,CSGS
2010-01-04,15.142071723937988
2010-01-05,14.665521621704102
2010-01-06,14.365754127502441
2010-01-07,14.296581268310547
2010-01-08,14.196659088134766
2010-01-11,14.196659088134766
2010-01-12,14.158224105834961
2010-01-13,14.34269905090332
2010-01-14,14.219712257385254
2010-01-15,14.20434284210205
2010-01-19,14.427247047424316
2010-01-20,14.181282997131348
2010-01-21,13.866143226623535
2010-01-22,13.666300773620605
2010-01-25,13.64323902130127
2010-01-26,13.64323902130127
2010-01-27,14.465675354003906
2010-01-28,15.042155265808105
2010-01-29,14.919167518615723
2010-02-01,14.972972869873047
2010-02-02,15.203564643859863
2010-02-03,15.764669418334961
2010-02-04,15.71086597442627
2010-02-05,15.64168930053711
2010-02-08,15.434157371520996
2010-02-09,15.503329277038574
2010-02-10,15.226627349853516
2010-02-11,15.434157371520996
2010-02-12,15.449524879455566
2010-02-16,15.610942840576172
2010-02-17,15.718551635742188
2010-02-18,16.064434051513672
2010-02-19,16.225845336914062
2010-02-22,16.12592124938965
2010-02-23,16.00295066833496
2010-02-24,15.034468650817871
2010-02-25,15.326550483703613
2010-02-26,15.487960815429688
2010-03-01,15.741606712341309
2010-03-02,15.741606712341309
2010-03-03,15.664745330810547
2010-03-04,15.680118560791016
2010-03-05,15.910709381103516
2010-03-08,15.926080703735352
2010-03-09,16.11055564880371
2010-03-10,16.15667152404785
2010-03-11,16.13361167907715
2010-03-12,16.4794921875
2010-03-15,16.65628433227539
2010-03-16,16.748517990112305
2010-03-17,16.856128692626953
2010-03-18,16.979106903076172
2010-03-19,16.894559860229492
2010-03-22,16.748517990112305
2010-03-23,16.733142852783203
2010-03-24,16.441062927246094
2010-03-25,16.34883689880371
2010-03-26,16.33345603942871
2010-03-29,16.33345603942871
2010-03-30,16.456439971923828
2010-03-31,16.14130210876465
2010-04-01,16.14130210876465
2010-04-05,16.29502296447754
2010-04-06,16.27964973449707
2010-04-07,16.079805374145508
2010-04-08,16.064434051513672
2010-04-09,16.148984909057617
2010-04-12,16.27964973449707
2010-04-13,16.356517791748047
2010-04-14,16.59479331970215
2010-04-15,16.87150001525879
2010-04-16,16.87150001525879
2010-04-19,16.9483642578125
2010-04-20,16.979106903076172
2010-04-21,17.094406127929688
2010-04-22,17.409547805786133
2010-04-23,17.51715087890625
2010-04-26,17.455659866333008
2010-04-27,17.324993133544922
2010-04-28,17.716991424560547
2010-04-29,18.193546295166016
2010-04-30,17.463354110717773
2010-05-03,17.594009399414062
2010-05-04,17.51715087890625
2010-05-05,17.27887725830078
2010-05-06,16.80232810974121
2010-05-07,16.402637481689453
2010-05-10,16.763896942138672
2010-05-11,16.794639587402344
2010-05-12,17.26350212097168
2010-05-13,17.10209083557129
2010-05-14,17.20969009399414
2010-05-17,17.13283348083496
2010-05-18,16.902240753173828
2010-05-19,16.679344177246094
2010-05-20,16.01831817626953
2010-05-21,15.664745330810547
2010-05-24,15.703176498413086
2010-05-25,15.449524879455566
2010-05-26,15.411092758178711
2010-05-27,15.95682144165039
2010-05-28,15.772358894348145
2010-06-01,15.534079551696777
2010-06-02,15.749296188354492
2010-06-03,15.718551635742188
2010-06-04,15.057526588439941
2010-06-07,14.673213958740234
2010-06-08,14.450304985046387
2010-06-09,14.50411605834961
2010-06-10,14.719326972961426
2010-06-11,15.034468650817871
2010-06-14,14.980663299560547
2010-06-15,15.318860054016113
2010-06-16,15.25737190246582
2010-06-17,15.457220077514648
2010-06-18,15.518699645996094
2010-06-21,15.142071723937988
2010-06-22,15.026779174804688
2010-06-23,14.765443801879883
2010-06-24,14.419560432434082
2010-06-25,14.957599639892578
2010-06-28,15.003725051879883
2010-06-29,14.48873519897461
2010-06-30,14.08905029296875
2010-07-01,13.966068267822266
2010-07-02,13.820025444030762
2010-07-06,13.566376686096191
2010-07-07,13.981443405151367
2010-07-08,14.26583194732666
2010-07-09,14.350379943847656
2010-07-12,14.188968658447266
2010-07-13,14.796189308166504
2010-07-14,14.957599639892578
2010-07-15,14.56560230255127
2010-07-16,13.858455657958984
2010-07-19,14.112106323242188
2010-07-20,14.235089302062988
2010-07-21,14.004495620727539
2010-07-22,14.642463684082031
2010-07-23,14.849994659423828
2010-07-26,15.034468650817871
2010-07-27,14.803874015808105
2010-07-28,15.019094467163086
2010-07-29,15.072896957397461
2010-07-30,14.496420860290527
2010-08-02,14.619405746459961
2010-08-03,14.542542457580566
2010-08-04,14.934538841247559
2010-08-05,14.757758140563965
2010-08-06,14.634775161743164
2010-08-09,14.857671737670898
2010-08-10,14.719326972961426
2010-08-11,14.004495620727539
2010-08-12,13.912259101867676
2010-08-13,13.673988342285156
2010-08-16,13.727788925170898
2010-08-17,13.843088150024414
2010-08-18,13.843088150024414
2010-08-19,13.750847816467285
2010-08-20,13.612495422363281
2010-08-23,13.474143981933594
2010-08-24,13.481827735900879
2010-08-25,13.53563117980957
2010-08-26,13.451087951660156
2010-08-27,13.635557174682617
2010-08-30,14.050616264343262
2010-08-31,14.05829906463623
2010-09-01,14.465675354003906
2010-09-02,14.634775161743164
2010-09-03,15.057526588439941
2010-09-07,15.095956802368164
2010-09-08,15.119012832641602
2010-09-09,15.095956802368164
2010-09-10,15.103638648986816
2010-09-13,15.610942840576172
2010-09-14,15.62631607055664
2010-09-15,15.649374961853027
2010-09-16,15.657060623168945
2010-09-17,15.833850860595703
2010-09-20,16.07211685180664
2010-09-21,16.087491989135742
2010-09-22,16.148984909057617
2010-09-23,16.118242263793945
2010-09-24,15.872272491455078
2010-09-27,14.119794845581055
2010-09-28,14.250460624694824
2010-09-29,14.004495620727539
2010-09-30,14.012186050415039
2010-10-01,14.081358909606934
2010-10-04,13.850769996643066
2010-10-05,14.0659818649292
