Date,DOX
2010-01-04,23.035537719726562
2010-01-05,23.035537719726562
2010-01-06,22.8511905670166
2010-01-07,22.506534576416016
2010-01-08,22.835159301757812
2010-01-11,23.099655151367188
2010-01-12,22.947368621826172
2010-01-13,22.338220596313477
2010-01-14,22.787065505981445
2010-01-15,22.81912612915039
2010-01-19,22.843170166015625
2010-01-20,22.85920524597168
2010-01-21,23.949260711669922
2010-01-22,23.380191802978516
2010-01-25,23.604610443115234
2010-01-26,23.444305419921875
2010-01-27,23.524459838867188
2010-01-28,23.324081420898438
2010-01-29,22.915307998657227
2010-02-01,23.003475189208984
2010-02-02,23.780941009521484
2010-02-03,23.404233932495117
2010-02-04,22.85920524597168
2010-02-05,22.64279556274414
2010-02-08,22.570655822753906
2010-02-09,23.107667922973633
2010-02-10,23.003475189208984
2010-02-11,23.23591423034668
2010-02-12,23.131723403930664
2010-02-16,23.2278995513916
2010-02-17,23.24393081665039
2010-02-18,23.115680694580078
2010-02-19,23.19584083557129
2010-02-22,23.24393081665039
2010-02-23,23.02752113342285
2010-02-24,23.2278995513916
2010-02-25,23.18782615661621
2010-02-26,23.308046340942383
2010-03-01,23.716819763183594
2010-03-02,23.604610443115234
2010-03-03,23.436290740966797
2010-03-04,23.548503875732422
2010-03-05,23.724842071533203
2010-03-08,23.70880889892578
2010-03-09,24.165672302246094
2010-03-10,24.446199417114258
2010-03-11,24.462230682373047
2010-03-12,24.39810562133789
2010-03-15,24.702682495117188
2010-03-16,24.566434860229492
2010-03-17,24.43818473815918
2010-03-18,24.125598907470703
2010-03-19,24.08551597595215
2010-03-22,24.205738067626953
2010-03-23,24.462230682373047
2010-03-24,24.406126022338867
2010-03-25,24.542383193969727
2010-03-26,24.622526168823242
2010-03-29,24.245820999145508
2010-03-30,24.28590202331543
2010-03-31,24.133607864379883
2010-04-01,24.269874572753906
2010-04-05,24.462230682373047
2010-04-06,24.526351928710938
2010-04-07,24.245820999145508
2010-04-08,24.390092849731445
2010-04-09,24.726726531982422
2010-04-12,24.69466781616211
2010-04-13,24.806880950927734
2010-04-14,25.10344696044922
2010-04-15,24.959169387817383
2010-04-16,24.542383193969727
2010-04-19,24.43016815185547
2010-04-20,24.77482032775879
2010-04-21,24.83893585205078
2010-04-22,24.999248504638672
2010-04-23,25.263748168945312
2010-04-26,25.44007682800293
2010-04-27,25.047338485717773
2010-04-28,25.063365936279297
2010-04-29,25.83281707763672
2010-04-30,25.60038185119629
2010-05-03,25.472137451171875
2010-05-04,25.2316837310791
2010-05-05,24.92710304260254
2010-05-06,24.39810562133789
2010-05-07,23.89316177368164
2010-05-10,24.662614822387695
2010-05-11,24.702682495117188
2010-05-12,24.92710304260254
2010-05-13,24.983217239379883
2010-05-14,24.542383193969727
2010-05-17,24.919097900390625
2010-05-18,24.63055419921875
2010-05-19,24.806880950927734
2010-05-20,23.821014404296875
2010-05-21,23.85308265686035
2010-05-24,23.780941009521484
2010-05-25,23.380191802978516
2010-05-26,22.787065505981445
2010-05-27,23.115680694580078
2010-05-28,22.843170166015625
2010-06-01,22.242034912109375
2010-06-02,22.193941116333008
2010-06-03,22.64279556274414
2010-06-04,22.129823684692383
2010-06-07,21.664939880371094
2010-06-08,21.48860740661621
2010-06-09,21.51266098022461
2010-06-10,22.04165267944336
2010-06-11,22.13784408569336
2010-06-14,22.201963424682617
2010-06-15,22.39432716369629
2010-06-16,22.522560119628906
2010-06-17,22.49050521850586
2010-06-18,22.626760482788086
2010-06-21,22.482494354248047
2010-06-22,22.16989517211914
2010-06-23,22.201963424682617
2010-06-24,21.849294662475586
2010-06-25,21.70502281188965
2010-06-28,21.969512939453125
2010-06-29,21.64891242980957
2010-06-30,21.52066421508789
2010-07-01,21.28022575378418
2010-07-02,21.40045166015625
2010-07-06,21.56875991821289
2010-07-07,22.306156158447266
2010-07-08,22.282108306884766
2010-07-09,22.53057861328125
2010-07-12,22.53057861328125
2010-07-13,23.13973045349121
2010-07-14,23.292022705078125
2010-07-15,23.396215438842773
2010-07-16,22.674850463867188
2010-07-19,22.915307998657227
2010-07-20,23.115680694580078
2010-07-21,22.98744773864746
2010-07-22,21.745100021362305
2010-07-23,21.72907066345215
2010-07-26,22.121809005737305
2010-07-27,21.985553741455078
2010-07-28,21.985553741455078
2010-07-29,21.833261489868164
2010-07-30,21.905399322509766
2010-08-02,22.346229553222656
2010-08-03,22.522560119628906
2010-08-04,22.787065505981445
2010-08-05,22.53057861328125
2010-08-06,22.7309627532959
2010-08-09,22.650806427001953
2010-08-10,22.362262725830078
2010-08-11,21.360370635986328
2010-08-12,21.07984161376953
2010-08-13,21.015714645385742
2010-08-16,21.071823120117188
2010-08-17,21.368385314941406
2010-08-18,21.472585678100586
2010-08-19,21.368385314941406
2010-08-20,21.336320877075195
2010-08-23,20.975643157958984
2010-08-24,20.791296005249023
2010-08-25,20.783267974853516
2010-08-26,20.799301147460938
2010-08-27,21.103885650634766
2010-08-30,20.94357681274414
2010-08-31,21.02373504638672
2010-09-01,21.528682708740234
2010-09-02,21.632884979248047
2010-09-03,21.80921745300293
2010-09-07,21.52066421508789
2010-09-08,21.560752868652344
2010-09-09,21.304256439208984
2010-09-10,21.416475296020508
2010-09-13,22.073711395263672
2010-09-14,21.897380828857422
2010-09-15,21.889373779296875
2010-09-16,21.993572235107422
2010-09-17,21.849294662475586
2010-09-20,22.266082763671875
2010-09-21,22.049680709838867
2010-09-22,21.801204681396484
2010-09-23,21.961509704589844
2010-09-24,22.626760482788086
2010-09-27,22.714933395385742
2010-09-28,22.746990203857422
2010-09-29,23.0114803314209
2010-09-30,22.971418380737305
2010-10-01,23.13973045349121
2010-10-04,23.003475189208984
2010-10-05,23.556520462036133
2010-10-06,23.404233932495117
2010-10-07,23.356142044067383
2010-10-08,23.131723403930664
2010-10-11,23.548503875732422
