Date,APAM
2013-03-07,13.417601585388184
2013-03-08,13.355402946472168
2013-03-11,12.69540786743164
2013-03-12,12.92000675201416
2013-03-13,12.940749168395996
2013-03-14,13.009856224060059
2013-03-15,12.802519798278809
2013-03-18,12.747238159179688
2013-03-19,12.743782043457031
2013-03-20,12.7265043258667
2013-03-21,13.044407844543457
2013-03-22,13.085871696472168
2013-03-25,13.144615173339844
2013-03-26,13.120426177978516
2013-03-27,13.165348052978516
2013-03-28,13.631839752197266
2013-04-01,13.611103057861328
2013-04-02,13.707860946655273
2013-04-03,13.770058631896973
2013-04-04,13.52817440032959
2013-04-05,13.127341270446777
2013-04-08,13.05477237701416
2013-04-09,13.020218849182129
2013-04-10,13.448698043823242
2013-04-11,13.469425201416016
2013-04-12,13.324300765991211
2013-04-15,13.210272789001465
2013-04-16,13.448698043823242
2013-04-17,13.165348052978516
2013-04-18,13.123887062072754
2013-04-19,13.089327812194824
2013-04-22,13.09969425201416
2013-04-23,13.116973876953125
2013-04-24,12.996026992797852
2013-04-25,13.082416534423828
2013-04-26,12.989116668701172
2013-04-29,12.940749168395996
2013-04-30,12.888912200927734
2013-05-01,13.642207145690918
2013-05-02,13.821887016296387
2013-05-03,14.074135780334473
2013-05-06,14.077593803405762
2013-05-07,14.029213905334473
2013-05-08,13.897910118103027
2013-05-09,14.163978576660156
2013-05-10,14.979466438293457
2013-05-13,15.273184776306152
2013-05-14,15.964285850524902
2013-05-15,16.5344295501709
2013-05-16,16.62427520751953
2013-05-17,16.77631950378418
2013-05-20,17.032020568847656
2013-05-21,17.291179656982422
2013-05-22,17.280813217163086
2013-05-23,16.994009017944336
2013-05-24,17.111499786376953
2013-05-28,17.1287784576416
2013-05-29,16.586265563964844
2013-05-30,16.365116119384766
2013-05-31,16.147418975830078
2013-06-03,16.102497100830078
2013-06-04,16.147418975830078
2013-06-05,16.07485580444336
2013-06-06,16.23381233215332
2013-06-07,16.658828735351562
2013-06-10,18.130857467651367
2013-06-11,18.265628814697266
2013-06-12,18.14813995361328
2013-06-13,18.52132797241211
2013-06-14,18.324371337890625
2013-06-17,18.517871856689453
2013-06-18,19.264249801635742
2013-06-19,19.26079750061035
2013-06-20,19.18132209777832
2013-06-21,18.911800384521484
2013-06-24,18.320907592773438
2013-06-25,17.709293365478516
2013-06-26,17.19443130493164
2013-06-27,17.36374855041504
2013-06-28,17.24626350402832
2013-07-01,17.405216217041016
2013-07-02,17.419034957885742
2013-07-03,17.50541877746582
2013-07-05,17.477779388427734
2013-07-08,17.543432235717773
2013-07-09,17.88551902770996
2013-07-10,18.18614387512207
2013-07-11,18.24834442138672
2013-07-12,17.933900833129883
2013-07-15,18.144683837890625
2013-07-16,17.88551902770996
2013-07-17,18.22761344909668
2013-07-18,18.428035736083984
2013-07-19,18.40730094909668
2013-07-22,18.52132797241211
2013-07-23,18.130857467651367
2013-07-24,17.878612518310547
2013-07-25,18.510967254638672
2013-07-26,18.493682861328125
2013-07-29,18.45221519470215
2013-07-30,18.52478790283203
2013-07-31,18.314008712768555
2013-08-01,18.314008712768555
2013-08-02,18.19651985168457
2013-08-05,17.968456268310547
2013-08-06,17.968456268310547
2013-08-07,17.9615421295166
2013-08-08,17.965030670166016
2013-08-09,17.888376235961914
2013-08-12,17.88140106201172
2013-08-13,17.57826805114746
2013-08-14,17.588726043701172
2013-08-15,17.438899993896484
2013-08-16,17.32740592956543
2013-08-19,17.41451072692871
2013-08-20,17.29604148864746
2013-08-21,17.37618637084961
2013-08-22,17.31694984436035
2013-08-23,17.34482192993164
2013-08-26,17.212417602539062
2013-08-27,16.912771224975586
2013-08-28,16.623573303222656
2013-08-29,16.247270584106445
2013-08-30,16.721141815185547
2013-09-03,16.745525360107422
2013-09-04,16.891864776611328
2013-09-05,16.860504150390625
2013-09-06,17.257719039916992
2013-09-09,17.330888748168945
2013-09-10,17.801265716552734
2013-09-11,18.08349609375
2013-09-12,18.10091209411621
2013-09-13,18.024267196655273
2013-09-16,18.045169830322266
2013-09-17,18.038198471069336
2013-09-18,18.703697204589844
2013-09-19,18.564329147338867
2013-09-20,18.323915481567383
2013-09-23,18.289072036743164
2013-09-24,18.118335723876953
2013-09-25,18.107885360717773
2013-09-26,17.933664321899414
2013-09-27,18.135759353637695
2013-09-30,18.243764877319336
2013-10-01,18.452829360961914
2013-10-02,18.149686813354492
2013-10-03,18.6026554107666
2013-10-04,18.550392150878906
2013-10-07,18.299522399902344
2013-10-08,18.086973190307617
2013-10-09,17.95457649230957
2013-10-10,18.710670471191406
2013-10-11,19.031219482421875
2013-10-14,19.107879638671875
2013-10-15,18.85352325439453
2013-10-16,18.431926727294922
2013-10-17,18.459800720214844
2013-10-18,18.463279724121094
2013-10-21,19.07651710510254
2013-10-22,19.77337646484375
2013-10-23,20.341318130493164
2013-10-24,19.954559326171875
2013-10-25,20.05908966064453
2013-10-28,20.923192977905273
2013-10-29,21.874412536621094
2013-10-30,21.731552124023438
2013-10-31,20.860477447509766
2013-11-01,20.644451141357422
2013-11-04,20.856990814208984
2013-11-05,21.3413143157959
2013-11-06,21.200950622558594
2013-11-07,20.45705795288086
2013-11-08,21.183406829833984
2013-11-11,21.52728271484375
2013-11-12,21.941333770751953
2013-11-13,22.309770584106445
2013-11-14,22.264156341552734
