Date,AVBP
2025-01-03,27.520000457763672
2025-01-06,26.149999618530273
2025-01-07,26.84000015258789
2025-01-08,26.860000610351562
2025-01-10,24.8799991607666
2025-01-13,25.415000915527344
2025-01-14,24.850000381469727
2025-01-15,24.920000076293945
2025-01-16,24.479999542236328
2025-01-17,24.40999984741211
2025-01-21,25.309999465942383
2025-01-22,26.6299991607666
2025-01-23,27.25
2025-01-24,27.299999237060547
2025-01-27,28.239999771118164
2025-01-28,28.799999237060547
2025-01-29,29.020000457763672
2025-01-30,29.09000015258789
2025-01-31,28.540000915527344
2025-02-03,27.559999465942383
2025-02-04,28.19499969482422
2025-02-05,29.25
2025-02-06,27.3799991607666
2025-02-07,26.09000015258789
2025-02-10,26.90999984741211
2025-02-11,26.899999618530273
2025-02-12,26.899999618530273
2025-02-13,26.850000381469727
2025-02-14,26.600000381469727
2025-02-18,26.209999084472656
2025-02-19,27.110000610351562
2025-02-20,27.389999389648438
2025-02-21,27.06999969482422
2025-02-24,25.260000228881836
2025-02-25,25.229999542236328
2025-02-26,24.3799991607666
2025-02-27,23.700000762939453
2025-02-28,23.610000610351562
2025-03-03,22.030000686645508
2025-03-04,21.954999923706055
2025-03-05,22.469999313354492
2025-03-06,21.809999465942383
2025-03-07,21.8700008392334
2025-03-10,21.729999542236328
2025-03-11,22.479999542236328
2025-03-12,22.450000762939453
2025-03-13,21.75
2025-03-14,21.0
2025-03-17,20.559999465942383
2025-03-18,19.5
2025-03-19,19.600000381469727
2025-03-20,19.540000915527344
2025-03-21,19.520000457763672
2025-03-24,20.209999084472656
2025-03-25,18.989999771118164
2025-03-26,18.280000686645508
2025-03-27,18.56999969482422
2025-03-28,18.950000762939453
2025-03-31,18.489999771118164
2025-04-01,18.030000686645508
2025-04-02,18.0
2025-04-03,16.940000534057617
2025-04-04,16.420000076293945
2025-04-07,16.610000610351562
2025-04-08,16.299999237060547
2025-04-09,17.559999465942383
2025-04-10,16.860000610351562
2025-04-11,18.149999618530273
2025-04-14,18.385000228881836
2025-04-15,18.6299991607666
2025-04-16,17.899999618530273
2025-04-17,18.139999389648438
2025-04-21,19.540000915527344
2025-04-22,20.280000686645508
2025-04-23,21.079999923706055
2025-04-24,21.170000076293945
2025-04-25,20.81999969482422
2025-04-28,20.920000076293945
2025-04-29,20.899999618530273
2025-04-30,21.260000228881836
2025-05-01,21.079999923706055
2025-05-02,21.299999237060547
2025-05-05,20.809999465942383
2025-05-06,19.690000534057617
2025-05-07,19.799999237060547
2025-05-08,19.75
2025-05-09,20.149999618530273
2025-05-12,19.989999771118164
2025-05-13,19.100000381469727
2025-05-14,18.75
2025-05-15,19.239999771118164
2025-05-16,19.360000610351562
2025-05-19,19.350000381469727
2025-05-20,20.860000610351562
2025-05-21,20.469999313354492
2025-05-22,20.6299991607666
2025-05-23,20.399999618530273
2025-05-27,20.6299991607666
2025-05-28,20.040000915527344
2025-05-29,21.0
2025-05-30,21.25
2025-06-02,22.0
2025-06-03,23.1200008392334
2025-06-04,22.719999313354492
2025-06-05,23.469999313354492
2025-06-06,23.520000457763672
2025-06-09,23.600000381469727
2025-06-10,24.5
2025-06-11,23.28499984741211
2025-06-12,23.6299991607666
2025-06-13,23.270000457763672
2025-06-16,25.420000076293945
2025-06-17,24.979999542236328
2025-06-18,24.889999389648438
2025-06-20,25.219999313354492
2025-06-23,22.799999237060547
2025-06-24,23.110000610351562
2025-06-25,22.799999237060547
2025-06-26,22.809999465942383
2025-06-27,22.90999984741211
2025-06-30,21.770000457763672
2025-07-01,20.889999389648438
2025-07-02,21.100000381469727
2025-07-03,20.770000457763672
2025-07-07,20.170000076293945
2025-07-08,20.329999923706055
2025-07-09,21.34000015258789
2025-07-10,22.030000686645508
2025-07-11,21.6299991607666
2025-07-14,21.8700008392334
2025-07-15,21.6200008392334
2025-07-16,21.899999618530273
2025-07-17,22.719999313354492
2025-07-18,22.049999237060547
2025-07-21,21.549999237060547
2025-07-22,21.559999465942383
2025-07-23,21.889999389648438
2025-07-24,21.450000762939453
2025-07-25,21.18000030517578
2025-07-28,20.93000030517578
2025-07-29,20.239999771118164
2025-07-30,19.59000015258789
2025-07-31,19.510000228881836
2025-08-01,18.65999984741211
2025-08-04,18.780000686645508
2025-08-05,19.450000762939453
2025-08-06,19.09000015258789
2025-08-07,18.540000915527344
2025-08-08,17.989999771118164
2025-08-11,17.389999389648438
2025-08-12,16.950000762939453
2025-08-13,18.020000457763672
2025-08-14,18.6200008392334
2025-08-15,19.530000686645508
2025-08-18,19.239999771118164
2025-08-19,19.200000762939453
2025-08-20,19.270000457763672
2025-08-21,19.8799991607666
2025-08-22,20.110000610351562
2025-08-25,19.350000381469727
2025-08-26,19.59000015258789
2025-08-27,19.209999084472656
2025-08-28,19.209999084472656
2025-08-29,19.1200008392334
2025-09-02,19.84000015258789
2025-09-03,19.239999771118164
2025-09-04,19.520000457763672
2025-09-05,20.190000534057617
2025-09-08,20.209999084472656
2025-09-09,19.81999969482422
2025-09-10,18.8700008392334
2025-09-11,19.020000457763672
2025-09-12,19.709999084472656
2025-09-15,18.950000762939453
2025-09-16,18.200000762939453
2025-09-17,17.510000228881836
2025-09-18,18.579999923706055
2025-09-19,17.649999618530273
