Date,AVBP
2024-01-26,20.0
2024-01-29,19.90999984741211
2024-01-30,22.0
2024-01-31,21.549999237060547
2024-02-01,21.979999542236328
2024-02-02,21.850000381469727
2024-02-05,21.520000457763672
2024-02-06,22.0
2024-02-07,22.15999984741211
2024-02-08,22.0
2024-02-09,21.010000228881836
2024-02-12,21.030000686645508
2024-02-13,21.899999618530273
2024-02-14,21.479999542236328
2024-02-15,22.06999969482422
2024-02-16,22.469999313354492
2024-02-20,20.6299991607666
2024-02-21,19.8799991607666
2024-02-22,19.670000076293945
2024-02-23,19.31999969482422
2024-02-26,18.940000534057617
2024-02-27,19.540000915527344
2024-02-28,20.450000762939453
2024-02-29,21.540000915527344
2024-03-01,20.940000534057617
2024-03-04,22.75
2024-03-05,20.43000030517578
2024-03-06,20.25
2024-03-07,20.100000381469727
2024-03-08,19.610000610351562
2024-03-11,19.329999923706055
2024-03-12,19.149999618530273
2024-03-13,19.75
2024-03-14,18.56999969482422
2024-03-15,19.489999771118164
2024-03-18,18.549999237060547
2024-03-19,18.1299991607666
2024-03-20,18.420000076293945
2024-03-21,18.209999084472656
2024-03-22,18.280000686645508
2024-03-25,16.959999084472656
2024-03-26,17.799999237060547
2024-03-27,18.0
2024-03-28,17.860000610351562
2024-04-01,18.309999465942383
2024-04-02,18.0
2024-04-03,18.1200008392334
2024-04-04,18.299999237060547
2024-04-05,18.450000762939453
2024-04-08,17.489999771118164
2024-04-09,17.329999923706055
2024-04-10,17.290000915527344
2024-04-11,17.670000076293945
2024-04-12,16.889999389648438
2024-04-15,17.0
2024-04-16,16.799999237060547
2024-04-17,16.040000915527344
2024-04-18,15.5
2024-04-19,15.5
2024-04-22,15.899999618530273
2024-04-23,15.770000457763672
2024-04-24,15.300000190734863
2024-04-25,15.539999961853027
2024-04-26,15.4399995803833
2024-04-29,16.34000015258789
2024-04-30,16.520000457763672
2024-05-01,16.690000534057617
2024-05-02,16.799999237060547
2024-05-03,17.229999542236328
2024-05-06,17.239999771118164
2024-05-07,17.25
2024-05-08,17.360000610351562
2024-05-09,17.989999771118164
2024-05-10,17.700000762939453
2024-05-13,17.93000030517578
2024-05-14,18.459999084472656
2024-05-15,19.5
2024-05-16,20.149999618530273
2024-05-17,20.100000381469727
2024-05-20,19.579999923706055
2024-05-21,19.950000762939453
2024-05-22,19.889999389648438
2024-05-23,18.8799991607666
2024-05-24,19.239999771118164
2024-05-28,18.969999313354492
2024-05-29,18.780000686645508
2024-05-30,19.459999084472656
2024-05-31,19.40999984741211
2024-06-03,19.190000534057617
2024-06-04,18.329999923706055
2024-06-05,18.670000076293945
2024-06-06,18.350000381469727
2024-06-07,18.549999237060547
2024-06-10,18.56999969482422
2024-06-11,18.709999084472656
2024-06-12,18.65999984741211
2024-06-13,18.829999923706055
2024-06-14,18.700000762939453
2024-06-17,18.510000228881836
2024-06-18,17.510000228881836
2024-06-20,16.600000381469727
2024-06-21,18.0
2024-06-24,17.860000610351562
2024-06-25,17.479999542236328
2024-06-26,16.950000762939453
2024-06-27,17.399999618530273
2024-06-28,18.549999237060547
2024-07-01,18.149999618530273
2024-07-02,18.40999984741211
2024-07-03,18.270000457763672
2024-07-05,18.600000381469727
2024-07-08,18.65999984741211
2024-07-09,18.420000076293945
2024-07-10,17.93000030517578
2024-07-11,18.40999984741211
2024-07-12,18.389999389648438
2024-07-15,19.6299991607666
2024-07-16,19.81999969482422
2024-07-17,19.649999618530273
2024-07-18,19.200000762939453
2024-07-19,18.770000457763672
2024-07-22,19.510000228881836
2024-07-23,20.43000030517578
2024-07-24,20.510000228881836
2024-07-25,21.139999389648438
2024-07-26,22.3799991607666
2024-07-29,21.68000030517578
2024-07-30,22.0
2024-07-31,21.899999618530273
2024-08-01,21.5
2024-08-02,21.790000915527344
2024-08-05,21.059999465942383
2024-08-06,21.459999084472656
2024-08-07,21.75
2024-08-08,22.850000381469727
2024-08-09,21.729999542236328
2024-08-12,22.399999618530273
2024-08-13,23.110000610351562
2024-08-14,23.950000762939453
2024-08-15,23.860000610351562
2024-08-16,24.360000610351562
2024-08-19,23.989999771118164
2024-08-20,24.200000762939453
2024-08-21,23.920000076293945
2024-08-22,23.8700008392334
2024-08-23,24.270000457763672
2024-08-26,27.34000015258789
2024-08-27,27.719999313354492
2024-08-28,27.209999084472656
2024-08-29,26.780000686645508
2024-08-30,26.729999542236328
2024-09-03,26.0
2024-09-04,26.1200008392334
2024-09-05,26.600000381469727
2024-09-06,28.010000228881836
2024-09-09,27.729999542236328
2024-09-10,27.290000915527344
2024-09-11,25.360000610351562
2024-09-12,23.790000915527344
2024-09-13,23.760000228881836
2024-09-16,24.540000915527344
2024-09-17,23.940000534057617
2024-09-18,23.59000015258789
2024-09-19,24.200000762939453
2024-09-20,24.809999465942383
2024-09-23,22.639999389648438
2024-09-24,23.559999465942383
2024-09-25,23.110000610351562
2024-09-26,23.510000228881836
2024-09-27,23.0
2024-09-30,23.5
2024-10-01,23.790000915527344
2024-10-02,23.790000915527344
2024-10-03,25.6200008392334
2024-10-04,27.260000228881836
2024-10-07,27.450000762939453
2024-10-08,27.389999389648438
2024-10-09,27.06999969482422
2024-10-10,27.790000915527344
2024-10-11,28.239999771118164
2024-10-14,27.940000534057617
2024-10-15,28.40999984741211
2024-10-16,29.739999771118164
2024-10-17,28.989999771118164
2024-10-18,29.15999984741211
2024-10-21,28.709999084472656
2024-10-22,30.049999237060547
2024-10-23,30.239999771118164
2024-10-24,31.020000457763672
2024-10-25,31.68000030517578
2024-10-28,32.16999816894531
2024-10-29,31.219999313354492
2024-10-30,31.469999313354492
2024-10-31,29.34000015258789
2024-11-01,30.780000686645508
2024-11-04,31.489999771118164
2024-11-05,31.979999542236328
2024-11-06,34.90999984741211
2024-11-07,35.630001068115234
2024-11-08,34.189998626708984
2024-11-11,34.33000183105469
2024-11-12,32.9900016784668
2024-11-13,31.860000610351562
2024-11-14,28.079999923706055
2024-11-15,27.209999084472656
2024-11-18,27.049999237060547
2024-11-19,27.420000076293945
2024-11-20,27.40999984741211
2024-11-21,26.59000015258789
2024-11-22,27.450000762939453
2024-11-25,27.5
2024-11-26,28.739999771118164
2024-11-27,29.110000610351562
2024-11-29,29.959999084472656
2024-12-02,29.559999465942383
2024-12-03,29.1200008392334
2024-12-04,29.25
2024-12-05,28.549999237060547
2024-12-06,29.260000228881836
2024-12-09,28.030000686645508
2024-12-10,28.329999923706055
2024-12-11,27.5
2024-12-12,25.8799991607666
2024-12-13,26.719999313354492
2024-12-16,26.479999542236328
2024-12-17,26.920000076293945
2024-12-18,25.760000228881836
2024-12-19,25.649999618530273
2024-12-20,26.09000015258789
2024-12-23,26.030000686645508
2024-12-24,26.6299991607666
2024-12-26,27.579999923706055
2024-12-27,27.260000228881836
2024-12-30,26.950000762939453
2024-12-31,26.639999389648438
2025-01-02,27.469999313354492
