Date,SXT
2010-01-04,19.866649627685547
2010-01-05,19.644468307495117
2010-01-06,19.622962951660156
2010-01-07,19.544130325317383
2010-01-08,19.708967208862305
2010-01-11,19.622962951660156
2010-01-12,19.57279396057129
2010-01-13,19.759130477905273
2010-01-14,19.637304306030273
2010-01-15,19.307619094848633
2010-01-19,19.565631866455078
2010-01-20,19.67313003540039
2010-01-21,19.66596794128418
2010-01-22,19.493967056274414
2010-01-25,19.336288452148438
2010-01-26,19.364957809448242
2010-01-27,19.415122985839844
2010-01-28,19.0352840423584
2010-01-29,18.59809684753418
2010-02-01,18.906274795532227
2010-02-02,18.999448776245117
2010-02-03,18.963603973388672
2010-02-04,18.62677001953125
2010-02-05,18.475154876708984
2010-02-08,18.034751892089844
2010-02-09,18.208030700683594
2010-02-10,18.208030700683594
2010-02-11,18.359628677368164
2010-02-12,18.467939376831055
2010-02-16,18.691747665405273
2010-02-17,18.78560447692871
2010-02-18,18.821697235107422
2010-02-19,19.16103172302246
2010-02-22,19.348730087280273
2010-02-23,19.03107261657715
2010-02-24,19.36317253112793
2010-02-25,19.24043846130371
2010-02-26,19.074390411376953
2010-03-01,19.846895217895508
2010-03-02,20.150121688842773
2010-03-03,20.280075073242188
2010-03-04,20.4100341796875
2010-03-05,20.850421905517578
2010-03-08,20.785451889038086
2010-03-09,20.83599281311035
2010-03-10,20.900962829589844
2010-03-11,20.980379104614258
2010-03-12,21.088674545288086
2010-03-15,21.103113174438477
2010-03-16,21.16086769104004
2010-03-17,21.240297317504883
2010-03-18,21.247514724731445
2010-03-19,20.900962829589844
2010-03-22,20.951507568359375
2010-03-23,21.023710250854492
2010-03-24,20.778234481811523
2010-03-25,20.900962829589844
2010-03-26,20.900962829589844
2010-03-29,21.19697380065918
2010-03-30,21.204191207885742
2010-03-31,20.980379104614258
2010-04-01,21.16086769104004
2010-04-05,21.370250701904297
2010-04-06,21.5218563079834
2010-04-07,21.651811599731445
2010-04-08,21.435222625732422
2010-04-09,21.464096069335938
2010-04-12,21.44965934753418
2010-04-13,21.659032821655273
2010-04-14,22.07777214050293
2010-04-15,22.272705078125
2010-04-16,22.113872528076172
2010-04-19,22.86471939086914
2010-04-20,22.445972442626953
2010-04-21,22.496519088745117
2010-04-22,22.86471939086914
2010-04-23,23.19682502746582
2010-04-26,23.153505325317383
2010-04-27,22.785303115844727
2010-04-28,22.95135498046875
2010-04-29,23.225698471069336
2010-04-30,22.763643264770508
2010-05-03,23.312339782714844
2010-05-04,22.30980682373047
2010-05-05,22.004697799682617
2010-05-06,21.3726749420166
2010-05-07,20.624406814575195
2010-05-10,21.16925811767578
2010-05-11,21.038497924804688
2010-05-12,21.278223037719727
2010-05-13,21.21285057067871
2010-05-14,21.038497924804688
2010-05-17,21.045759201049805
2010-05-18,20.82781410217285
2010-05-19,20.47184944152832
2010-05-20,19.752647399902344
2010-05-21,19.665468215942383
2010-05-24,19.68726921081543
2010-05-25,19.629146575927734
2010-05-26,19.53470802307129
2010-05-27,20.40647315979004
2010-05-28,20.115880966186523
2010-06-01,19.73084831237793
2010-06-02,20.12314796447754
2010-06-03,20.115880966186523
2010-06-04,19.498380661010742
2010-06-07,19.396677017211914
2010-06-08,19.36035919189453
2010-06-09,19.35308837890625
2010-06-10,19.839818954467773
2010-06-11,19.926998138427734
2010-06-14,19.93426513671875
2010-06-15,20.326549530029297
2010-06-16,20.40647315979004
2010-06-17,20.47184944152832
2010-06-18,20.55902862548828
2010-06-21,20.23210906982422
2010-06-22,20.115880966186523
2010-06-23,19.854354858398438
2010-06-24,19.607351303100586
2010-06-25,19.87614631652832
2010-06-28,19.861616134643555
2010-06-29,19.193267822265625
2010-06-30,18.837291717529297
2010-07-01,18.86635398864746
2010-07-02,18.830028533935547
2010-07-06,18.735591888427734
2010-07-07,19.178739547729492
2010-07-08,19.498380661010742
2010-07-09,19.65094566345215
2010-07-12,19.389413833618164
2010-07-13,19.95606231689453
2010-07-14,19.941530227661133
2010-07-15,19.832557678222656
2010-07-16,19.142419815063477
2010-07-19,19.294973373413086
2010-07-20,19.810766220092773
2010-07-21,19.48385238647461
2010-07-22,20.173999786376953
2010-07-23,21.53976821899414
2010-07-26,21.895729064941406
2010-07-27,21.699588775634766
2010-07-28,21.4017333984375
2010-07-29,21.496164321899414
2010-07-30,21.4017333984375
2010-08-02,21.794023513793945
2010-08-03,21.53976821899414
2010-08-04,21.75185775756836
2010-08-05,21.51050567626953
2010-08-06,21.196002960205078
2010-08-09,21.45930290222168
2010-08-10,21.25450897216797
2010-08-11,20.54505729675293
2010-08-12,20.442655563354492
2010-08-13,20.128149032592773
2010-08-16,20.237871170043945
2010-08-17,20.691333770751953
2010-08-18,20.742536544799805
2010-08-19,20.142778396606445
2010-08-20,20.113525390625
2010-08-23,20.025753021240234
2010-08-24,19.689319610595703
2010-08-25,19.886791229248047
2010-08-26,19.799020767211914
2010-08-27,20.252492904663086
2010-08-30,19.90142059326172
2010-08-31,20.28174591064453
2010-09-01,20.727909088134766
2010-09-02,20.69864845275879
2010-09-03,21.04241180419922
2010-09-07,20.844928741455078
2010-09-08,20.9838924407959
2010-09-09,20.93269157409668
2010-09-10,20.976581573486328
2010-09-13,21.55438995361328
2010-09-14,21.620214462280273
2010-09-15,21.759172439575195
2010-09-16,21.59095573425293
2010-09-17,21.693347930908203
2010-09-20,22.161447525024414
2010-09-21,22.095626831054688
2010-09-22,21.87620735168457
2010-09-23,21.664094924926758
2010-09-24,22.300413131713867
2010-09-27,22.161447525024414
2010-09-28,22.388185501098633
2010-09-29,22.351613998413086
2010-09-30,22.300413131713867
2010-10-01,22.66611099243164
2010-10-04,22.161447525024414
2010-10-05,22.79776382446289
2010-10-06,22.805078506469727
2010-10-07,22.74656867980957
2010-10-08,23.0025634765625
2010-10-11,22.848968505859375
2010-10-12,22.86358642578125
2010-10-13,23.30974578857422
2010-10-14,23.331689834594727
2010-10-15,22.929418563842773
2010-10-18,23.331689834594727
2010-10-19,22.892850875854492
2010-10-20,23.456022262573242
2010-10-21,23.448715209960938
2010-10-22,23.492597579956055
2010-10-25,23.53648567199707
2010-10-26,23.50722312927246
2010-10-27,23.3609561920166
2010-10-28,23.397518157958984
2010-10-29,23.631561279296875
2010-11-01,23.71933937072754
2010-11-02,24.3995304107666
2010-11-03,24.41415786743164
2010-11-04,25.13825035095215
2010-11-05,25.145610809326172
2010-11-08,24.97640037536621
2010-11-09,24.689481735229492
2010-11-10,24.954330444335938
2010-11-11,24.807193756103516
2010-11-12,24.564416885375977
2010-11-15,24.733631134033203
2010-11-16,24.27750015258789
2010-11-17,24.306934356689453
2010-11-18,24.748342514038086
2010-11-19,24.689481735229492
2010-11-22,24.78512191772461
2010-11-23,24.748342514038086
2010-11-24,25.21917724609375
2010-11-26,25.167686462402344
2010-11-29,25.167686462402344
2010-11-30,24.991111755371094
2010-12-01,25.807727813720703
2010-12-02,25.99163818359375
2010-12-03,26.10933494567871
2010-12-06,26.07256317138672
2010-12-07,26.249122619628906
2010-12-08,26.160846710205078
2010-12-09,26.1682071685791
2010-12-10,26.506622314453125
2010-12-13,26.433048248291016
2010-12-14,26.57282066345215
2010-12-15,26.45511817932129
2010-12-16,26.778825759887695
2010-12-17,26.837675094604492
2010-12-20,27.13930892944336
2010-12-21,27.352657318115234
2010-12-22,27.44093894958496
2010-12-23,27.367366790771484
2010-12-27,27.418865203857422
2010-12-28,27.514503479003906
2010-12-29,27.56599998474121
2010-12-30,27.360008239746094
2010-12-31,27.021591186523438
2011-01-03,27.360008239746094
2011-01-04,27.01423454284668
2011-01-05,27.25701141357422
2011-01-06,27.058380126953125
2011-01-07,26.124061584472656
2011-01-10,26.15349578857422
2011-01-11,26.197635650634766
2011-01-12,25.741506576538086
2011-01-13,26.2564754486084
2011-01-14,26.49190902709961
2011-01-18,26.808242797851562
2011-01-19,26.32270050048828
2011-01-20,26.07256317138672
2011-01-21,25.962209701538086
2011-01-24,26.00634765625
2011-01-25,25.888647079467773
2011-01-26,25.881288528442383
2011-01-27,25.719436645507812
2011-01-28,25.0941162109375
2011-01-31,24.946969985961914
2011-02-01,25.138254165649414
2011-02-02,25.160320281982422
2011-02-03,25.278030395507812
2011-02-04,24.858688354492188
2011-02-07,24.42193031311035
2011-02-08,24.61439323425293
2011-02-09,24.688419342041016
2011-02-10,24.606996536254883
2011-02-11,24.799468994140625
2011-02-14,24.858688354492188
2011-02-15,24.792062759399414
2011-02-16,24.873493194580078
2011-02-17,24.940122604370117
2011-02-18,24.999345779418945
2011-02-22,24.532968521118164
2011-02-23,24.46634292602539
2011-02-24,24.55516815185547
2011-02-25,24.799468994140625
2011-02-28,24.71062660217285
2011-03-01,24.458942413330078
2011-03-02,24.54776954650879
2011-03-03,24.903106689453125
2011-03-04,24.41451644897461
2011-03-07,24.18503189086914
2011-03-08,24.55516815185547
2011-03-09,24.407123565673828
2011-03-10,23.985153198242188
2011-03-11,24.229448318481445
2011-03-14,24.42193031311035
2011-03-15,24.18503189086914
2011-03-16,24.15542221069336
2011-03-17,24.75504493713379
2011-03-18,25.19921875
2011-03-21,25.84326171875
2011-03-22,25.8654727935791
2011-03-23,25.99873161315918
2011-03-24,26.06534194946289
2011-03-25,26.479902267456055
2011-03-28,26.302244186401367
2011-03-29,26.56874656677246
2011-03-30,26.709402084350586
2011-03-31,26.531726837158203
2011-04-01,26.9685001373291
2011-04-04,27.22018814086914
2011-04-05,27.44968032836914
