Date,BTSG
2024-01-26,11.0
2024-01-29,10.5600004196167
2024-01-30,11.210000038146973
2024-01-31,11.020000457763672
2024-02-01,11.3100004196167
2024-02-02,11.100000381469727
2024-02-05,11.100000381469727
2024-02-06,11.329999923706055
2024-02-07,11.489999771118164
2024-02-08,11.34000015258789
2024-02-09,11.319999694824219
2024-02-12,11.359999656677246
2024-02-13,11.170000076293945
2024-02-14,10.960000038146973
2024-02-15,10.65999984741211
2024-02-16,10.710000038146973
2024-02-20,10.430000305175781
2024-02-21,10.0600004196167
2024-02-22,9.8100004196167
2024-02-23,9.319999694824219
2024-02-26,9.260000228881836
2024-02-27,9.75
2024-02-28,9.729999542236328
2024-02-29,8.989999771118164
2024-03-01,8.949999809265137
2024-03-04,9.399999618530273
2024-03-05,9.1899995803833
2024-03-06,9.09000015258789
2024-03-07,9.020000457763672
2024-03-08,9.0600004196167
2024-03-11,9.239999771118164
2024-03-12,9.170000076293945
2024-03-13,8.75
2024-03-14,8.229999542236328
2024-03-15,8.239999771118164
2024-03-18,8.829999923706055
2024-03-19,9.210000038146973
2024-03-20,9.0
2024-03-21,9.350000381469727
2024-03-22,9.609999656677246
2024-03-25,9.699999809265137
2024-03-26,9.859999656677246
2024-03-27,10.15999984741211
2024-03-28,10.869999885559082
2024-04-01,10.989999771118164
2024-04-02,10.569999694824219
2024-04-03,10.4399995803833
2024-04-04,10.289999961853027
2024-04-05,10.220000267028809
2024-04-08,10.420000076293945
2024-04-09,10.420000076293945
2024-04-10,10.4399995803833
2024-04-11,10.430000305175781
2024-04-12,10.050000190734863
2024-04-15,10.390000343322754
2024-04-16,10.569999694824219
2024-04-17,10.270000457763672
2024-04-18,10.289999961853027
2024-04-19,10.510000228881836
2024-04-22,10.609999656677246
2024-04-23,10.699999809265137
2024-04-24,10.779999732971191
2024-04-25,10.40999984741211
2024-04-26,10.579999923706055
2024-04-29,10.90999984741211
2024-04-30,10.6899995803833
2024-05-01,10.65999984741211
2024-05-02,11.0600004196167
2024-05-03,11.5
2024-05-06,11.40999984741211
2024-05-07,11.479999542236328
2024-05-08,11.369999885559082
2024-05-09,11.510000228881836
2024-05-10,11.239999771118164
2024-05-13,11.239999771118164
2024-05-14,11.300000190734863
2024-05-15,11.630000114440918
2024-05-16,11.399999618530273
2024-05-17,11.470000267028809
2024-05-20,11.449999809265137
2024-05-21,11.149999618530273
2024-05-22,11.479999542236328
2024-05-23,11.430000305175781
2024-05-24,11.319999694824219
2024-05-28,11.279999732971191
2024-05-29,11.350000381469727
2024-05-30,11.449999809265137
2024-05-31,11.25
2024-06-03,11.520000457763672
2024-06-04,11.479999542236328
2024-06-05,11.550000190734863
2024-06-06,11.479999542236328
2024-06-07,10.949999809265137
2024-06-10,11.210000038146973
2024-06-11,10.84000015258789
2024-06-12,10.84000015258789
2024-06-13,10.630000114440918
2024-06-14,10.470000267028809
2024-06-17,10.399999618530273
2024-06-18,10.520000457763672
2024-06-20,10.420000076293945
2024-06-21,10.619999885559082
2024-06-24,10.8100004196167
2024-06-25,10.65999984741211
2024-06-26,10.789999961853027
2024-06-27,10.819999694824219
2024-06-28,11.359999656677246
2024-07-01,10.960000038146973
2024-07-02,11.100000381469727
2024-07-03,11.3100004196167
2024-07-05,11.140000343322754
2024-07-08,11.039999961853027
2024-07-09,10.979999542236328
2024-07-10,10.899999618530273
2024-07-11,11.100000381469727
2024-07-12,11.0600004196167
2024-07-15,11.319999694824219
2024-07-16,11.989999771118164
2024-07-17,11.850000381469727
2024-07-18,11.630000114440918
2024-07-19,11.699999809265137
2024-07-22,11.960000038146973
2024-07-23,12.170000076293945
2024-07-24,12.039999961853027
2024-07-25,12.09000015258789
2024-07-26,12.329999923706055
2024-07-29,12.484999656677246
2024-07-30,12.65999984741211
2024-07-31,12.390000343322754
2024-08-01,12.229999542236328
2024-08-02,11.15999984741211
2024-08-05,11.170000076293945
2024-08-06,11.25
2024-08-07,11.239999771118164
2024-08-08,11.520000457763672
2024-08-09,11.539999961853027
2024-08-12,11.619999885559082
2024-08-13,11.84000015258789
2024-08-14,11.6899995803833
2024-08-15,11.9399995803833
2024-08-16,12.010000228881836
2024-08-19,11.989999771118164
2024-08-20,12.25
2024-08-21,12.210000038146973
2024-08-22,11.970000267028809
2024-08-23,12.569999694824219
2024-08-26,12.75
2024-08-27,12.65999984741211
2024-08-28,12.630000114440918
2024-08-29,12.760000228881836
2024-08-30,12.550000190734863
2024-09-03,12.520000457763672
2024-09-04,12.979999542236328
2024-09-05,13.0
2024-09-06,12.930000305175781
2024-09-09,13.0600004196167
2024-09-10,13.569999694824219
2024-09-11,13.520000457763672
2024-09-12,14.039999961853027
2024-09-13,13.850000381469727
2024-09-16,13.920000076293945
2024-09-17,14.640000343322754
2024-09-18,14.869999885559082
2024-09-19,15.029999732971191
2024-09-20,14.729999542236328
2024-09-23,15.010000228881836
2024-09-24,15.220000267028809
2024-09-25,14.960000038146973
2024-09-26,14.720000267028809
2024-09-27,14.989999771118164
2024-09-30,14.680000305175781
2024-10-01,14.779999732971191
2024-10-02,14.8100004196167
2024-10-03,14.720000267028809
2024-10-04,14.760000228881836
2024-10-07,14.59000015258789
2024-10-08,15.010000228881836
2024-10-09,15.239999771118164
2024-10-10,15.170000076293945
2024-10-11,15.15999984741211
2024-10-14,15.289999961853027
2024-10-15,15.210000038146973
2024-10-16,15.859999656677246
2024-10-17,15.90999984741211
2024-10-18,16.260000228881836
2024-10-21,16.09000015258789
2024-10-22,16.110000610351562
2024-10-23,15.779999732971191
2024-10-24,15.550000190734863
2024-10-25,15.5
2024-10-28,15.779999732971191
2024-10-29,15.90999984741211
2024-10-30,14.960000038146973
2024-10-31,14.970000267028809
2024-11-01,17.25
2024-11-04,16.809999465942383
2024-11-05,17.6299991607666
2024-11-06,18.350000381469727
2024-11-07,18.920000076293945
2024-11-08,19.56999969482422
2024-11-11,20.040000915527344
2024-11-12,19.540000915527344
2024-11-13,19.65999984741211
2024-11-14,19.190000534057617
2024-11-15,19.6299991607666
2024-11-18,18.68000030517578
2024-11-19,18.649999618530273
2024-11-20,18.790000915527344
2024-11-21,18.75
2024-11-22,18.75
2024-11-25,19.030000686645508
2024-11-26,18.739999771118164
2024-11-27,19.049999237060547
2024-11-29,19.299999237060547
2024-12-02,19.079999923706055
