Date,BTSG
2024-12-03,18.979999542236328
2024-12-04,18.709999084472656
2024-12-05,18.510000228881836
2024-12-06,18.280000686645508
2024-12-09,18.020000457763672
2024-12-10,18.260000228881836
2024-12-11,18.3700008392334
2024-12-12,17.940000534057617
2024-12-13,18.559999465942383
2024-12-16,18.8799991607666
2024-12-17,18.459999084472656
2024-12-18,17.1299991607666
2024-12-19,17.040000915527344
2024-12-20,17.270000457763672
2024-12-23,17.399999618530273
2024-12-24,17.440000534057617
2024-12-26,17.600000381469727
2024-12-27,17.020000457763672
2024-12-30,17.010000228881836
2024-12-31,17.030000686645508
2025-01-02,17.329999923706055
2025-01-03,17.639999389648438
2025-01-06,17.049999237060547
2025-01-07,17.34000015258789
2025-01-08,17.31999969482422
2025-01-10,17.170000076293945
2025-01-13,17.280000686645508
2025-01-14,17.799999237060547
2025-01-15,18.0
2025-01-16,18.479999542236328
2025-01-17,18.549999237060547
2025-01-21,20.889999389648438
2025-01-22,21.190000534057617
2025-01-23,21.549999237060547
2025-01-24,22.81999969482422
2025-01-27,23.719999313354492
2025-01-28,22.729999542236328
2025-01-29,23.75
2025-01-30,24.239999771118164
2025-01-31,23.600000381469727
2025-02-03,23.719999313354492
2025-02-04,23.5
2025-02-05,23.399999618530273
2025-02-06,22.469999313354492
2025-02-07,22.110000610351562
2025-02-10,22.270000457763672
2025-02-11,21.969999313354492
2025-02-12,21.670000076293945
2025-02-13,22.079999923706055
2025-02-14,22.049999237060547
2025-02-18,22.149999618530273
2025-02-19,20.899999618530273
2025-02-20,20.399999618530273
2025-02-21,19.489999771118164
2025-02-24,19.420000076293945
2025-02-25,19.489999771118164
2025-02-26,19.25
2025-02-27,19.229999542236328
2025-02-28,19.280000686645508
2025-03-03,18.510000228881836
2025-03-04,18.149999618530273
2025-03-05,18.389999389648438
2025-03-06,17.229999542236328
2025-03-07,17.479999542236328
2025-03-10,16.030000686645508
2025-03-11,16.790000915527344
2025-03-12,17.760000228881836
2025-03-13,16.959999084472656
2025-03-14,17.420000076293945
2025-03-17,17.450000762939453
2025-03-18,17.719999313354492
2025-03-19,18.34000015258789
2025-03-20,18.1299991607666
2025-03-21,18.049999237060547
2025-03-24,18.690000534057617
2025-03-25,18.639999389648438
2025-03-26,18.469999313354492
2025-03-27,18.40999984741211
2025-03-28,18.030000686645508
2025-03-31,18.09000015258789
2025-04-01,17.940000534057617
2025-04-02,18.18000030517578
2025-04-03,17.780000686645508
2025-04-04,17.149999618530273
2025-04-07,17.280000686645508
2025-04-08,16.389999389648438
2025-04-09,18.139999389648438
2025-04-10,17.40999984741211
2025-04-11,17.09000015258789
2025-04-14,17.100000381469727
2025-04-15,17.079999923706055
2025-04-16,16.809999465942383
2025-04-17,16.600000381469727
2025-04-21,15.619999885559082
2025-04-22,16.09000015258789
2025-04-23,16.270000457763672
2025-04-24,16.549999237060547
2025-04-25,16.920000076293945
2025-04-28,17.309999465942383
2025-04-29,17.530000686645508
2025-04-30,17.530000686645508
2025-05-01,17.899999618530273
2025-05-02,20.8700008392334
2025-05-05,21.149999618530273
2025-05-06,21.829999923706055
2025-05-07,23.040000915527344
2025-05-08,22.520000457763672
2025-05-09,22.81999969482422
2025-05-12,22.350000381469727
2025-05-13,23.239999771118164
2025-05-14,23.489999771118164
2025-05-15,24.020000457763672
2025-05-16,24.43000030517578
2025-05-19,24.110000610351562
2025-05-20,23.81999969482422
2025-05-21,23.739999771118164
2025-05-22,22.920000076293945
2025-05-23,23.229999542236328
2025-05-27,23.3799991607666
2025-05-28,23.200000762939453
2025-05-29,23.399999618530273
2025-05-30,23.809999465942383
2025-06-02,23.93000030517578
2025-06-03,23.649999618530273
2025-06-04,23.579999923706055
2025-06-05,23.5
2025-06-06,24.110000610351562
2025-06-09,23.860000610351562
2025-06-10,22.239999771118164
2025-06-11,21.889999389648438
2025-06-12,21.600000381469727
2025-06-13,21.18000030517578
2025-06-16,21.31999969482422
2025-06-17,21.350000381469727
2025-06-18,22.3799991607666
2025-06-20,22.270000457763672
2025-06-23,22.770000457763672
2025-06-24,22.889999389648438
2025-06-25,22.610000610351562
2025-06-26,23.079999923706055
2025-06-27,23.540000915527344
2025-06-30,23.59000015258789
2025-07-01,22.270000457763672
2025-07-02,22.0
2025-07-03,22.1200008392334
2025-07-07,22.0
2025-07-08,21.440000534057617
2025-07-09,21.389999389648438
2025-07-10,20.860000610351562
2025-07-11,20.309999465942383
2025-07-14,20.309999465942383
2025-07-15,20.059999465942383
2025-07-16,20.059999465942383
2025-07-17,20.100000381469727
2025-07-18,19.94499969482422
2025-07-21,19.709999084472656
2025-07-22,20.149999618530273
2025-07-23,21.299999237060547
2025-07-24,20.65999984741211
2025-07-25,20.530000686645508
2025-07-28,20.479999542236328
2025-07-29,20.100000381469727
2025-07-30,21.309999465942383
2025-07-31,20.649999618530273
2025-08-01,19.639999389648438
2025-08-04,19.360000610351562
2025-08-05,19.850000381469727
2025-08-06,20.5
2025-08-07,20.459999084472656
2025-08-08,20.780000686645508
2025-08-11,20.65999984741211
2025-08-12,21.719999313354492
2025-08-13,22.389999389648438
2025-08-14,22.579999923706055
2025-08-15,22.440000534057617
2025-08-18,23.09000015258789
2025-08-19,23.18000030517578
2025-08-20,23.6299991607666
2025-08-21,23.959999084472656
2025-08-22,24.8700008392334
2025-08-25,24.079999923706055
2025-08-26,23.969999313354492
2025-08-27,23.93000030517578
2025-08-28,23.729999542236328
2025-08-29,23.690000534057617
2025-09-02,23.8799991607666
2025-09-03,24.079999923706055
2025-09-04,24.09000015258789
2025-09-05,24.1299991607666
2025-09-08,25.479999542236328
2025-09-09,26.239999771118164
2025-09-10,28.079999923706055
2025-09-11,27.989999771118164
2025-09-12,26.450000762939453
2025-09-15,27.18000030517578
2025-09-16,27.100000381469727
2025-09-17,27.399999618530273
2025-09-18,27.25
2025-09-19,27.309999465942383
