Date,TGT
2010-01-04,31.648210525512695
2010-01-05,31.76555633544922
2010-01-06,32.371803283691406
2010-01-07,32.76941680908203
2010-01-08,32.639060974121094
2010-01-11,32.71074676513672
2010-01-12,32.16318130493164
2010-01-13,32.16318130493164
2010-01-14,32.65861892700195
2010-01-15,32.704246520996094
2010-01-19,33.375675201416016
2010-01-20,33.06278610229492
2010-01-21,32.73682403564453
2010-01-22,32.84113693237305
2010-01-25,33.09536361694336
2010-01-26,33.910194396972656
2010-01-27,33.87108612060547
2010-01-28,33.83848571777344
2010-01-29,33.421302795410156
2010-02-01,33.30396270751953
2010-02-02,33.12794876098633
2010-02-03,32.98453140258789
2010-02-04,31.9871826171875
2010-02-05,32.137123107910156
2010-02-08,31.79814910888672
2010-02-09,32.0328254699707
2010-02-10,31.908971786499023
2010-02-11,32.04586410522461
2010-02-12,31.70688819885254
2010-02-16,32.652095794677734
2010-02-17,33.09686279296875
2010-02-18,33.188446044921875
2010-02-19,33.18191146850586
2010-02-22,33.1230354309082
2010-02-23,32.74367141723633
2010-02-24,33.35197448730469
2010-02-25,33.325801849365234
2010-02-26,33.69862747192383
2010-03-01,34.169578552246094
2010-03-02,33.79674530029297
2010-03-03,33.803287506103516
2010-03-04,34.627445220947266
2010-03-05,34.9871826171875
2010-03-08,34.980648040771484
2010-03-09,34.57510757446289
2010-03-10,34.43121337890625
2010-03-11,34.54240417480469
2010-03-12,34.7190055847168
2010-03-15,34.97411346435547
2010-03-16,34.95448684692383
2010-03-17,34.784420013427734
2010-03-18,34.692848205566406
2010-03-19,34.862918853759766
2010-03-22,35.24228286743164
2010-03-23,35.24884033203125
2010-03-24,34.90869903564453
2010-03-25,34.961021423339844
2010-03-26,35.56277847290039
2010-03-29,35.294612884521484
2010-03-30,35.15072250366211
2010-03-31,34.405052185058594
2010-04-01,34.75172424316406
2010-04-05,35.16379928588867
2010-04-06,35.379642486572266
2010-04-07,35.32730484008789
2010-04-08,36.39348220825195
2010-04-09,36.4130973815918
2010-04-12,36.61585998535156
2010-04-13,36.929832458496094
2010-04-14,37.11296844482422
2010-04-15,37.021392822265625
2010-04-16,36.62242126464844
2010-04-19,36.67472457885742
2010-04-20,36.72053146362305
2010-04-21,37.23724365234375
2010-04-22,37.67549514770508
2010-04-23,37.89786911010742
2010-04-26,37.96983337402344
2010-04-27,37.067176818847656
2010-04-28,37.0279426574707
2010-04-29,37.511985778808594
2010-04-30,37.19800567626953
2010-05-03,37.2765007019043
2010-05-04,36.354248046875
2010-05-05,36.66819763183594
2010-05-06,35.987937927246094
2010-05-07,35.516990661621094
2010-05-10,37.067176818847656
2010-05-11,36.81208801269531
2010-05-12,37.36808395385742
2010-05-13,36.02064514160156
2010-05-14,36.086063385009766
2010-05-17,36.661643981933594
2010-05-18,35.57255935668945
2010-05-19,35.447906494140625
2010-05-20,34.62779998779297
2010-05-21,35.657840728759766
2010-05-24,35.61848449707031
2010-05-25,35.80875015258789
2010-05-26,35.15923309326172
2010-05-27,36.287696838378906
2010-05-28,35.775943756103516
2010-06-01,35.369171142578125
2010-06-02,35.67097091674805
2010-06-03,35.743141174316406
2010-06-04,34.640926361083984
2010-06-07,34.11607360839844
2010-06-08,34.39162826538086
2010-06-09,34.35881423950195
2010-06-10,35.1723518371582
2010-06-11,35.23797607421875
2010-06-14,35.461029052734375
2010-06-15,35.82188034057617
2010-06-16,35.54631423950195
2010-06-17,35.5069465637207
2010-06-18,35.21172332763672
2010-06-21,34.69999313354492
2010-06-22,34.29977035522461
2010-06-23,34.555641174316406
2010-06-24,33.282867431640625
2010-06-25,33.131954193115234
2010-06-28,32.751426696777344
2010-06-29,32.14784622192383
2010-06-30,32.259361267089844
2010-07-01,32.54804229736328
2010-07-02,32.49555969238281
2010-07-06,32.757991790771484
2010-07-07,33.08602523803711
2010-07-08,32.81703567504883
2010-07-09,32.70551681518555
2010-07-12,32.252811431884766
2010-07-13,32.73173522949219
2010-07-14,32.574283599853516
2010-07-15,33.32221984863281
2010-07-16,32.98760223388672
2010-07-19,32.9548225402832
2010-07-20,33.479679107666016
2010-07-21,32.91544723510742
2010-07-22,33.761775970458984
2010-07-23,34.04391098022461
2010-07-26,34.673744201660156
2010-07-27,34.20136642456055
2010-07-28,33.984859466552734
2010-07-29,33.79458236694336
2010-07-30,33.66994094848633
2010-08-02,33.952049255371094
2010-08-03,33.446868896484375
2010-08-04,33.78804397583008
2010-08-05,34.680294036865234
2010-08-06,34.32600402832031
2010-08-09,35.00177764892578
2010-08-10,34.73277282714844
2010-08-11,34.12262725830078
2010-08-12,33.99140930175781
2010-08-13,33.33533477783203
2010-08-16,33.27628707885742
2010-08-17,33.414066314697266
2010-08-18,34.25139617919922
2010-08-19,34.18547058105469
2010-08-20,34.38325119018555
2010-08-23,34.290950775146484
2010-08-24,33.974483489990234
2010-08-25,34.0008659362793
2010-08-26,34.06019973754883
2010-08-27,34.11293411254883
2010-08-30,33.49317932128906
2010-08-31,33.730533599853516
2010-09-01,34.442604064941406
2010-09-02,34.646976470947266
2010-09-03,34.83159255981445
2010-09-07,34.501930236816406
2010-09-08,34.607418060302734
2010-09-09,34.75906753540039
2010-09-10,34.983245849609375
2010-09-13,35.06894302368164
2010-09-14,35.43816375732422
2010-09-15,35.444759368896484
2010-09-16,35.57662582397461
2010-09-17,35.43157196044922
2010-09-20,35.99858474731445
2010-09-21,35.64913558959961
2010-09-22,35.66892623901367
2010-09-23,35.451358795166016
2010-09-24,36.295257568359375
2010-09-27,35.86013412475586
2010-09-28,35.952423095703125
2010-09-29,35.29970932006836
2010-09-30,35.23377990722656
2010-10-01,35.25355529785156
2010-10-04,35.220577239990234
2010-10-05,35.76123809814453
2010-10-06,35.64913558959961
2010-10-07,35.813968658447266
2010-10-08,35.73485565185547
2010-10-11,36.16341781616211
2010-10-12,36.09088897705078
2010-10-13,35.879905700683594
2010-10-14,35.64913558959961
2010-10-15,35.82057571411133
2010-10-18,35.62936019897461
2010-10-19,35.27333068847656
2010-10-20,35.72166442871094
2010-10-21,35.74143981933594
2010-10-22,35.51728057861328
2010-10-25,35.444759368896484
2010-10-26,35.035980224609375
2010-10-27,34.76565170288086
2010-10-28,34.52171325683594
2010-10-29,34.24479675292969
2010-11-01,35.26015090942383
2010-11-02,35.57004165649414
2010-11-03,35.58321762084961
2010-11-04,36.10406494140625
2010-11-05,36.36119842529297
2010-11-08,36.19639205932617
2010-11-09,35.90625762939453
2010-11-10,35.98538589477539
2010-11-11,35.80077362060547
2010-11-12,35.72826385498047
2010-11-15,35.70848846435547
2010-11-16,35.46453857421875
2010-11-17,36.842323303222656
2010-11-18,36.64360427856445
2010-11-19,37.29938507080078
2010-11-22,36.941673278808594
2010-11-23,36.59061050415039
2010-11-24,37.92201232910156
2010-11-26,37.65706253051758
2010-11-29,37.31261444091797
2010-11-30,37.7166748046875
2010-12-01,38.43206024169922
2010-12-02,39.51175308227539
2010-12-03,39.16068649291992
2010-12-06,39.233551025390625
2010-12-07,39.14081573486328
2010-12-08,39.16731262207031
2010-12-09,39.35279083251953
2010-12-10,39.04807662963867
2010-12-13,38.94209671020508
2010-12-14,39.134193420410156
2010-12-15,38.93547439575195
2010-12-16,39.120948791503906
2010-12-17,38.76325607299805
2010-12-20,38.81624221801758
2010-12-21,39.54487609863281
2010-12-22,39.763465881347656
2010-12-23,39.91582107543945
2010-12-27,39.77671432495117
2010-12-28,39.683963775634766
2010-12-29,39.67072296142578
2010-12-30,39.71047592163086
2010-12-31,39.829715728759766
2011-01-03,40.25363540649414
2011-01-04,39.736968994140625
2011-01-05,39.04143142700195
2011-01-06,36.385257720947266
2011-01-07,36.464744567871094
2011-01-10,36.577354431152344
2011-01-11,36.55748748779297
