Date,DBD
2023-08-14,20.56999969482422
2023-08-15,21.5
2023-08-16,19.440000534057617
2023-08-17,19.290000915527344
2023-08-18,20.06999969482422
2023-08-21,20.190000534057617
2023-08-22,20.100000381469727
2023-08-23,20.5
2023-08-24,20.149999618530273
2023-08-25,20.0
2023-08-28,20.399999618530273
2023-08-29,19.8700008392334
2023-08-30,18.709999084472656
2023-08-31,17.809999465942383
2023-09-01,18.65999984741211
2023-09-05,17.389999389648438
2023-09-06,17.170000076293945
2023-09-07,17.079999923706055
2023-09-08,17.860000610351562
2023-09-11,18.3700008392334
2023-09-12,18.0
2023-09-13,17.959999084472656
2023-09-14,18.450000762939453
2023-09-15,19.020000457763672
2023-09-18,19.010000228881836
2023-09-19,18.799999237060547
2023-09-20,18.479999542236328
2023-09-21,18.450000762939453
2023-09-22,18.84000015258789
2023-09-25,18.940000534057617
2023-09-26,18.020000457763672
2023-09-27,18.209999084472656
2023-09-28,18.93000030517578
2023-09-29,18.940000534057617
2023-10-02,18.260000228881836
2023-10-03,18.270000457763672
2023-10-04,18.34000015258789
2023-10-05,18.100000381469727
2023-10-06,18.0
2023-10-09,18.0
2023-10-10,18.600000381469727
2023-10-11,19.0
2023-10-12,18.8700008392334
2023-10-13,18.790000915527344
2023-10-16,18.420000076293945
2023-10-17,18.559999465942383
2023-10-18,17.969999313354492
2023-10-19,17.75
2023-10-20,17.6299991607666
2023-10-23,18.149999618530273
2023-10-24,18.950000762939453
2023-10-25,18.43000030517578
2023-10-26,18.540000915527344
2023-10-27,18.3799991607666
2023-10-30,18.93000030517578
2023-10-31,18.979999542236328
2023-11-01,18.34000015258789
2023-11-02,19.09000015258789
2023-11-03,19.299999237060547
2023-11-06,19.149999618530273
2023-11-07,19.219999313354492
2023-11-08,19.489999771118164
2023-11-09,21.399999618530273
2023-11-10,21.270000457763672
2023-11-13,21.739999771118164
2023-11-14,23.280000686645508
2023-11-15,22.989999771118164
2023-11-16,23.049999237060547
2023-11-17,24.049999237060547
2023-11-20,24.530000686645508
2023-11-21,24.309999465942383
2023-11-22,24.299999237060547
2023-11-24,24.84000015258789
2023-11-27,25.440000534057617
2023-11-28,25.0
2023-11-29,25.989999771118164
2023-11-30,25.68000030517578
2023-12-01,25.040000915527344
2023-12-04,26.5
2023-12-05,26.5
2023-12-06,27.31999969482422
2023-12-07,27.700000762939453
2023-12-08,28.31999969482422
2023-12-11,27.690000534057617
2023-12-12,27.68000030517578
2023-12-13,27.56999969482422
2023-12-14,28.600000381469727
2023-12-15,28.530000686645508
2023-12-18,27.700000762939453
2023-12-19,27.809999465942383
2023-12-20,28.469999313354492
2023-12-21,28.729999542236328
2023-12-22,29.0
2023-12-26,29.0
2023-12-27,29.0
2023-12-28,28.850000381469727
2023-12-29,28.950000762939453
2024-01-02,28.360000610351562
2024-01-03,27.739999771118164
2024-01-04,27.93000030517578
2024-01-05,28.84000015258789
2024-01-08,28.489999771118164
2024-01-09,28.1200008392334
2024-01-10,28.540000915527344
2024-01-11,29.0
2024-01-12,28.56999969482422
2024-01-16,28.829999923706055
2024-01-17,29.200000762939453
2024-01-18,29.75
2024-01-19,30.899999618530273
2024-01-22,31.0
2024-01-23,31.200000762939453
2024-01-24,31.25
2024-01-25,31.030000686645508
2024-01-26,31.09000015258789
2024-01-29,31.010000228881836
2024-01-30,30.260000228881836
2024-01-31,30.399999618530273
2024-02-01,31.139999389648438
2024-02-02,30.559999465942383
2024-02-05,30.1200008392334
2024-02-06,30.290000915527344
2024-02-07,30.780000686645508
2024-02-08,30.940000534057617
2024-02-09,32.56999969482422
2024-02-12,32.43000030517578
2024-02-13,31.940000534057617
2024-02-14,33.560001373291016
2024-02-15,34.0
2024-02-16,33.630001068115234
2024-02-20,34.66999816894531
2024-02-21,33.93000030517578
2024-02-22,34.2599983215332
2024-02-23,34.5
2024-02-26,34.18000030517578
2024-02-27,33.70000076293945
2024-02-28,32.61000061035156
2024-02-29,32.959999084472656
2024-03-01,32.97999954223633
2024-03-04,32.88999938964844
2024-03-05,32.63999938964844
2024-03-06,32.83000183105469
2024-03-07,33.220001220703125
2024-03-08,34.720001220703125
2024-03-11,34.060001373291016
2024-03-12,34.279998779296875
2024-03-13,33.91999816894531
2024-03-14,33.88999938964844
2024-03-15,34.959999084472656
2024-03-18,35.0
2024-03-19,35.0099983215332
2024-03-20,35.59000015258789
2024-03-21,35.310001373291016
2024-03-22,34.79999923706055
2024-03-25,34.529998779296875
2024-03-26,34.599998474121094
2024-03-27,34.47999954223633
2024-03-28,34.439998626708984
2024-04-01,34.22999954223633
2024-04-02,33.560001373291016
2024-04-03,33.09000015258789
2024-04-04,33.470001220703125
2024-04-05,33.439998626708984
2024-04-08,34.380001068115234
2024-04-09,34.83000183105469
2024-04-10,33.060001373291016
2024-04-11,33.38999938964844
2024-04-12,33.09000015258789
2024-04-15,33.099998474121094
2024-04-16,33.18000030517578
2024-04-17,32.900001525878906
2024-04-18,32.060001373291016
2024-04-19,31.93000030517578
2024-04-22,31.360000610351562
2024-04-23,32.52000045776367
2024-04-24,32.93000030517578
2024-04-25,32.31999969482422
2024-04-26,32.029998779296875
2024-04-29,32.599998474121094
2024-04-30,31.65999984741211
2024-05-01,31.15999984741211
2024-05-02,34.52000045776367
2024-05-03,38.0
2024-05-06,38.5
2024-05-07,39.93000030517578
2024-05-08,40.63999938964844
2024-05-09,41.0
2024-05-10,41.0
2024-05-13,42.25
2024-05-14,42.52000045776367
2024-05-15,42.849998474121094
2024-05-16,43.29999923706055
2024-05-17,44.540000915527344
2024-05-20,44.13999938964844
2024-05-21,44.38999938964844
2024-05-22,44.20000076293945
2024-05-23,44.38999938964844
2024-05-24,44.599998474121094
2024-05-28,43.5
2024-05-29,42.900001525878906
2024-05-30,43.95000076293945
2024-05-31,43.75
2024-06-03,43.45000076293945
2024-06-04,42.29999923706055
2024-06-05,42.7400016784668
2024-06-06,42.619998931884766
2024-06-07,41.91999816894531
2024-06-10,41.689998626708984
2024-06-11,40.59000015258789
2024-06-12,40.84000015258789
2024-06-13,40.33000183105469
2024-06-14,39.81999969482422
2024-06-17,40.900001525878906
2024-06-18,40.040000915527344
2024-06-20,39.029998779296875
2024-06-21,38.29999923706055
2024-06-24,37.040000915527344
2024-06-25,35.38999938964844
2024-06-26,37.08000183105469
2024-06-27,37.2599983215332
2024-06-28,38.47999954223633
2024-07-01,40.279998779296875
2024-07-02,39.16999816894531
2024-07-03,40.34000015258789
2024-07-05,39.540000915527344
2024-07-08,40.58000183105469
2024-07-09,39.22999954223633
2024-07-10,39.41999816894531
2024-07-11,39.9900016784668
2024-07-12,40.7599983215332
2024-07-15,41.709999084472656
2024-07-16,44.599998474121094
2024-07-17,42.9900016784668
2024-07-18,42.45000076293945
2024-07-19,42.31999969482422
2024-07-22,43.16999816894531
2024-07-23,44.09000015258789
2024-07-24,43.5
2024-07-25,43.25
2024-07-26,43.68000030517578
2024-07-29,43.2400016784668
2024-07-30,43.18000030517578
2024-07-31,43.54999923706055
2024-08-01,41.41999816894531
2024-08-02,38.540000915527344
2024-08-05,35.709999084472656
2024-08-06,37.029998779296875
2024-08-07,40.900001525878906
2024-08-08,35.93000030517578
2024-08-09,37.84000015258789
2024-08-12,39.060001373291016
2024-08-13,38.56999969482422
2024-08-14,38.95000076293945
2024-08-15,40.45000076293945
2024-08-16,38.7599983215332
2024-08-19,38.16999816894531
2024-08-20,38.189998626708984
2024-08-21,39.279998779296875
2024-08-22,38.70000076293945
2024-08-23,39.68000030517578
2024-08-26,40.25
2024-08-27,40.90999984741211
2024-08-28,43.119998931884766
2024-08-29,43.63999938964844
2024-08-30,44.81999969482422
2024-09-03,42.5
2024-09-04,43.25
2024-09-05,42.66999816894531
2024-09-06,40.970001220703125
2024-09-09,40.810001373291016
2024-09-10,40.790000915527344
2024-09-11,41.7400016784668
2024-09-12,41.880001068115234
2024-09-13,42.970001220703125
2024-09-16,42.56999969482422
2024-09-17,43.290000915527344
2024-09-18,42.880001068115234
2024-09-19,43.13999938964844
2024-09-20,44.209999084472656
2024-09-23,43.970001220703125
2024-09-24,44.18000030517578
2024-09-25,43.27000045776367
2024-09-26,42.939998626708984
2024-09-27,43.119998931884766
2024-09-30,44.65999984741211
2024-10-01,43.31999969482422
2024-10-02,42.29999923706055
2024-10-03,42.68000030517578
2024-10-04,44.2599983215332
2024-10-07,43.970001220703125
2024-10-08,44.06999969482422
2024-10-09,44.880001068115234
2024-10-10,44.83000183105469
2024-10-11,45.91999816894531
2024-10-14,46.79999923706055
2024-10-15,45.849998474121094
2024-10-16,46.0
2024-10-17,46.0
2024-10-18,45.790000915527344
2024-10-21,44.75
2024-10-22,45.29999923706055
2024-10-23,45.4900016784668
2024-10-24,45.970001220703125
2024-10-25,46.75
2024-10-28,47.0
2024-10-29,47.290000915527344
2024-10-30,47.54999923706055
2024-10-31,46.279998779296875
2024-11-01,46.540000915527344
2024-11-04,46.93000030517578
2024-11-05,48.310001373291016
2024-11-06,49.88999938964844
2024-11-07,43.040000915527344
2024-11-08,41.04999923706055
2024-11-11,40.31999969482422
2024-11-12,40.5099983215332
2024-11-13,39.68000030517578
2024-11-14,39.11000061035156
2024-11-15,40.58000183105469
2024-11-18,41.310001373291016
2024-11-19,41.970001220703125
2024-11-20,42.79999923706055
2024-11-21,44.22999954223633
2024-11-22,45.689998626708984
2024-11-25,46.68000030517578
2024-11-26,46.970001220703125
2024-11-27,46.529998779296875
2024-11-29,46.220001220703125
2024-12-02,47.099998474121094
2024-12-03,46.349998474121094
2024-12-04,46.75
2024-12-05,46.2599983215332
2024-12-06,46.88999938964844
2024-12-09,47.15999984741211
2024-12-10,48.68000030517578
2024-12-11,49.380001068115234
2024-12-12,47.77000045776367
2024-12-13,48.40999984741211
2024-12-16,47.709999084472656
2024-12-17,47.220001220703125
2024-12-18,44.72999954223633
2024-12-19,43.5099983215332
2024-12-20,43.86000061035156
2024-12-23,43.29999923706055
2024-12-24,43.61000061035156
2024-12-26,43.560001373291016
2024-12-27,42.939998626708984
2024-12-30,42.790000915527344
2024-12-31,43.040000915527344
2025-01-02,42.5
2025-01-03,42.75
2025-01-06,42.630001068115234
2025-01-07,42.38999938964844
2025-01-08,42.06999969482422
2025-01-10,41.060001373291016
2025-01-13,40.599998474121094
2025-01-14,41.84000015258789
2025-01-15,43.0099983215332
2025-01-16,43.02000045776367
2025-01-17,44.4900016784668
2025-01-21,45.900001525878906
2025-01-22,44.790000915527344
2025-01-23,44.439998626708984
2025-01-24,44.97999954223633
2025-01-27,43.4900016784668
2025-01-28,43.7400016784668
2025-01-29,42.65999984741211
2025-01-30,43.459999084472656
2025-01-31,43.290000915527344
2025-02-03,42.060001373291016
2025-02-04,42.540000915527344
2025-02-05,43.0
2025-02-06,43.93000030517578
2025-02-07,44.540000915527344
2025-02-10,44.09000015258789
2025-02-11,44.0
2025-02-12,46.36000061035156
2025-02-13,47.0
2025-02-14,46.599998474121094
2025-02-18,46.22999954223633
2025-02-19,45.540000915527344
2025-02-20,44.869998931884766
2025-02-21,44.40999984741211
2025-02-24,43.2400016784668
2025-02-25,42.84000015258789
2025-02-26,44.560001373291016
2025-02-27,43.029998779296875
2025-02-28,44.22999954223633
2025-03-03,43.060001373291016
2025-03-04,42.9900016784668
2025-03-05,43.310001373291016
2025-03-06,42.72999954223633
2025-03-07,43.72999954223633
2025-03-10,43.369998931884766
2025-03-11,43.310001373291016
2025-03-12,42.29999923706055
2025-03-13,41.72999954223633
2025-03-14,42.63999938964844
2025-03-17,43.779998779296875
2025-03-18,43.880001068115234
2025-03-19,43.5099983215332
2025-03-20,43.2599983215332
2025-03-21,42.63999938964844
2025-03-24,43.68000030517578
2025-03-25,43.16999816894531
2025-03-26,43.11000061035156
2025-03-27,45.0099983215332
2025-03-28,43.529998779296875
2025-03-31,43.720001220703125
2025-04-01,44.09000015258789
2025-04-02,44.7400016784668
2025-04-03,40.040000915527344
2025-04-04,38.13999938964844
2025-04-07,37.380001068115234
2025-04-08,37.040000915527344
2025-04-09,41.40999984741211
2025-04-10,40.4900016784668
2025-04-11,41.369998931884766
2025-04-14,41.66999816894531
2025-04-15,42.90999984741211
2025-04-16,42.04999923706055
2025-04-17,41.900001525878906
2025-04-21,40.599998474121094
2025-04-22,41.790000915527344
2025-04-23,42.540000915527344
2025-04-24,43.31999969482422
2025-04-25,43.779998779296875
2025-04-28,44.0
2025-04-29,44.119998931884766
2025-04-30,44.33000183105469
2025-05-01,45.369998931884766
2025-05-02,46.41999816894531
2025-05-05,45.31999969482422
2025-05-06,45.25
2025-05-07,44.0
2025-05-08,46.369998931884766
2025-05-09,46.25
2025-05-12,47.97999954223633
2025-05-13,48.7400016784668
2025-05-14,48.88999938964844
2025-05-15,49.459999084472656
2025-05-16,49.38999938964844
2025-05-19,48.7400016784668
2025-05-20,48.79999923706055
2025-05-21,47.7599983215332
2025-05-22,47.40999984741211
2025-05-23,47.349998474121094
2025-05-27,48.7599983215332
2025-05-28,48.400001525878906
2025-05-29,48.58000183105469
2025-05-30,48.16999816894531
2025-06-02,47.880001068115234
2025-06-03,49.25
2025-06-04,49.41999816894531
2025-06-05,49.709999084472656
2025-06-06,50.0
2025-06-09,51.220001220703125
2025-06-10,51.0099983215332
2025-06-11,50.9900016784668
2025-06-12,51.099998474121094
2025-06-13,51.029998779296875
