Date,DDD
2010-01-04,3.8833329677581787
2010-01-05,3.876667022705078
2010-01-06,3.9200000762939453
2010-01-07,4.053332805633545
2010-01-08,4.076666831970215
2010-01-11,4.110000133514404
2010-01-12,4.156667232513428
2010-01-13,4.260000228881836
2010-01-14,4.233333110809326
2010-01-15,4.090000152587891
2010-01-19,4.27666711807251
2010-01-20,4.0233330726623535
2010-01-21,3.7966670989990234
2010-01-22,3.6766669750213623
2010-01-25,3.686666965484619
2010-01-26,3.680000066757202
2010-01-27,3.7133328914642334
2010-01-28,3.5966670513153076
2010-01-29,3.5
2010-02-01,3.5199999809265137
2010-02-02,3.5
2010-02-03,4.073332786560059
2010-02-04,4.03000020980835
2010-02-05,4.073332786560059
2010-02-08,4.0
2010-02-09,3.990000009536743
2010-02-10,4.033332824707031
2010-02-11,4.24666690826416
2010-02-12,4.2733330726623535
2010-02-16,4.230000019073486
2010-02-17,4.266666889190674
2010-02-18,4.260000228881836
2010-02-19,4.296667098999023
2010-02-22,4.486667156219482
2010-02-23,4.546667098999023
2010-02-24,4.633333206176758
2010-02-25,4.386666774749756
2010-02-26,4.71999979019165
2010-03-01,4.960000038146973
2010-03-02,5.0966668128967285
2010-03-03,4.906667232513428
2010-03-04,4.836667060852051
2010-03-05,4.949999809265137
2010-03-08,4.933332920074463
2010-03-09,4.9033331871032715
2010-03-10,4.906667232513428
2010-03-11,4.860000133514404
2010-03-12,4.876667022705078
2010-03-15,4.869999885559082
2010-03-16,4.873332977294922
2010-03-17,4.983333110809326
2010-03-18,4.97333288192749
2010-03-19,4.896667003631592
2010-03-22,4.933332920074463
2010-03-23,5.00333309173584
2010-03-24,4.956666946411133
2010-03-25,4.809999942779541
2010-03-26,4.673333168029785
2010-03-29,4.769999980926514
2010-03-30,4.75
2010-03-31,4.550000190734863
2010-04-01,4.613333225250244
2010-04-05,4.769999980926514
2010-04-06,4.599999904632568
2010-04-07,4.6533331871032715
2010-04-08,4.686666965484619
2010-04-09,4.650000095367432
2010-04-12,4.436666965484619
2010-04-13,4.513332843780518
2010-04-14,4.7866668701171875
2010-04-15,4.886666774749756
2010-04-16,4.860000133514404
2010-04-19,4.739999771118164
2010-04-20,4.909999847412109
2010-04-21,4.966667175292969
2010-04-22,4.9633331298828125
2010-04-23,4.949999809265137
2010-04-26,5.0366668701171875
2010-04-27,5.1433329582214355
2010-04-28,5.266666889190674
2010-04-29,5.50333309173584
2010-04-30,5.186666965484619
2010-05-03,5.466667175292969
2010-05-04,5.236667156219482
2010-05-05,4.926667213439941
2010-05-06,4.703332901000977
2010-05-07,4.539999961853027
2010-05-10,4.940000057220459
2010-05-11,5.00333309173584
2010-05-12,5.303332805633545
2010-05-13,5.243332862854004
2010-05-14,5.170000076293945
2010-05-17,4.869999885559082
2010-05-18,4.763332843780518
2010-05-19,4.6666669845581055
2010-05-20,4.303332805633545
2010-05-21,4.3566670417785645
2010-05-24,4.230000019073486
2010-05-25,4.303332805633545
2010-05-26,4.260000228881836
2010-05-27,4.75333309173584
2010-05-28,4.586667060852051
2010-06-01,4.300000190734863
2010-06-02,4.436666965484619
2010-06-03,4.4033331871032715
2010-06-04,4.093332767486572
2010-06-07,3.9766669273376465
2010-06-08,3.9166669845581055
2010-06-09,3.933332920074463
2010-06-10,4.156667232513428
2010-06-11,4.24666690826416
2010-06-14,4.21999979019165
2010-06-15,4.400000095367432
2010-06-16,4.423333168029785
2010-06-17,4.489999771118164
2010-06-18,4.633333206176758
2010-06-21,4.443333148956299
2010-06-22,4.353332996368408
2010-06-23,4.389999866485596
2010-06-24,4.28000020980835
2010-06-25,4.52666711807251
2010-06-28,4.636666774749756
2010-06-29,4.306666851043701
2010-06-30,4.183332920074463
2010-07-01,4.00333309173584
2010-07-02,3.936666965484619
2010-07-06,3.7799999713897705
2010-07-07,3.7799999713897705
2010-07-08,4.039999961853027
2010-07-09,4.119999885559082
2010-07-12,3.9000000953674316
2010-07-13,4.199999809265137
2010-07-14,4.110000133514404
2010-07-15,4.103332996368408
2010-07-16,3.9666669368743896
2010-07-19,3.99666690826416
2010-07-20,4.139999866485596
2010-07-21,3.9600000381469727
2010-07-22,4.323332786560059
2010-07-23,4.659999847412109
2010-07-26,4.829999923706055
2010-07-27,4.803332805633545
2010-07-28,4.8566670417785645
2010-07-29,4.616666793823242
2010-07-30,4.933332920074463
2010-08-02,5.306666851043701
2010-08-03,5.216667175292969
2010-08-04,5.263332843780518
2010-08-05,5.186666965484619
2010-08-06,5.206666946411133
2010-08-09,5.369999885559082
2010-08-10,5.183332920074463
2010-08-11,4.766666889190674
2010-08-12,4.706666946411133
2010-08-13,4.6433329582214355
2010-08-16,4.730000019073486
2010-08-17,4.7866668701171875
2010-08-18,4.7133331298828125
2010-08-19,4.380000114440918
2010-08-20,4.360000133514404
2010-08-23,4.193333148956299
2010-08-24,4.176667213439941
2010-08-25,4.269999980926514
2010-08-26,4.190000057220459
2010-08-27,4.480000019073486
2010-08-30,4.27666711807251
2010-08-31,4.196667194366455
2010-09-01,4.456666946411133
2010-09-02,4.4633331298828125
2010-09-03,4.5233330726623535
2010-09-07,4.3466668128967285
2010-09-08,4.426667213439941
2010-09-09,4.329999923706055
2010-09-10,4.313333034515381
2010-09-13,4.869999885559082
2010-09-14,4.793333053588867
2010-09-15,4.809999942779541
2010-09-16,4.733333110809326
2010-09-17,4.766666889190674
2010-09-20,5.0833330154418945
2010-09-21,4.99666690826416
2010-09-22,4.966667175292969
2010-09-23,4.78000020980835
2010-09-24,5.059999942779541
2010-09-27,4.943333148956299
2010-09-28,5.113333225250244
2010-09-29,5.123332977294922
2010-09-30,5.236667156219482
2010-10-01,5.309999942779541
2010-10-04,5.099999904632568
2010-10-05,5.233333110809326
2010-10-06,5.616666793823242
2010-10-07,5.52666711807251
2010-10-08,5.6066670417785645
2010-10-11,5.8333330154418945
2010-10-12,5.826666831970215
2010-10-13,5.966667175292969
2010-10-14,6.063333034515381
2010-10-15,6.119999885559082
2010-10-18,6.456666946411133
2010-10-19,6.039999961853027
2010-10-20,6.199999809265137
2010-10-21,6.203332901000977
2010-10-22,6.289999961853027
2010-10-25,6.320000171661377
2010-10-26,6.75333309173584
2010-10-27,6.71999979019165
2010-10-28,8.09000015258789
2010-10-29,8.613332748413086
2010-11-01,8.65666675567627
2010-11-02,8.866666793823242
2010-11-03,9.16333293914795
2010-11-04,9.449999809265137
2010-11-05,9.100000381469727
2010-11-08,9.053333282470703
2010-11-09,8.970000267028809
2010-11-10,9.123332977294922
2010-11-11,8.880000114440918
2010-11-12,8.516667366027832
2010-11-15,8.766667366027832
2010-11-16,8.69333267211914
2010-11-17,8.416666984558105
2010-11-18,9.033332824707031
2010-11-19,9.223333358764648
2010-11-22,9.316666603088379
2010-11-23,9.319999694824219
2010-11-24,9.710000038146973
2010-11-26,9.766667366027832
2010-11-29,9.786666870117188
2010-11-30,9.380000114440918
2010-12-01,9.686667442321777
2010-12-02,9.523332595825195
2010-12-03,9.66333293914795
2010-12-06,9.696666717529297
2010-12-07,9.989999771118164
2010-12-08,10.170000076293945
2010-12-09,10.239999771118164
2010-12-10,10.359999656677246
2010-12-13,10.100000381469727
2010-12-14,9.706666946411133
2010-12-15,9.770000457763672
2010-12-16,10.30666732788086
2010-12-17,10.579999923706055
2010-12-20,10.433333396911621
2010-12-21,11.050000190734863
2010-12-22,11.300000190734863
2010-12-23,10.779999732971191
2010-12-27,10.916666984558105
