Date,AM
2017-05-04,10.436877250671387
2017-05-05,10.569708824157715
2017-05-08,10.451108932495117
2017-05-09,10.436877250671387
2017-05-10,10.21865177154541
2017-05-11,10.081073760986328
2017-05-12,10.199673652648926
2017-05-15,10.100053787231445
2017-05-16,10.12851619720459
2017-05-17,9.962472915649414
2017-05-18,9.967218399047852
2017-05-19,9.962472915649414
2017-05-22,10.394184112548828
2017-05-23,10.451108932495117
2017-05-24,10.285069465637207
2017-05-25,10.465341567993164
2017-05-26,10.422643661499023
2017-05-30,10.48906135559082
2017-05-31,10.474830627441406
2017-06-01,10.707289695739746
2017-06-02,10.569708824157715
2017-06-05,10.579198837280273
2017-06-06,10.697799682617188
2017-06-07,10.550731658935547
2017-06-08,10.441619873046875
2017-06-09,10.427388191223145
2017-06-12,10.261346817016602
2017-06-13,10.470083236694336
2017-06-14,10.455853462219238
2017-06-15,9.952985763549805
2017-06-16,10.142744064331055
2017-06-19,10.095305442810059
2017-06-20,9.748991012573242
2017-06-21,9.701555252075195
2017-06-22,9.78219985961914
2017-06-23,9.905545234680176
2017-06-26,10.114279747009277
2017-06-27,10.185444831848145
2017-06-28,10.446367263793945
2017-06-29,10.270833015441895
2017-06-30,10.427388191223145
2017-07-03,10.394184112548828
2017-07-05,10.01940631866455
2017-07-06,10.114279747009277
2017-07-07,10.047865867614746
2017-07-10,9.986191749572754
2017-07-11,10.12851619720459
2017-07-12,10.194929122924805
2017-07-13,10.2945556640625
2017-07-14,10.204419136047363
2017-07-17,10.323019981384277
2017-07-18,10.232882499694824
2017-07-19,10.142744064331055
2017-07-20,10.1047945022583
2017-07-21,10.01940631866455
2017-07-24,9.971961975097656
2017-07-25,9.967218399047852
2017-07-26,9.967218399047852
2017-07-27,9.971961975097656
2017-07-28,10.005168914794922
2017-07-31,10.07158374786377
2017-08-01,10.226913452148438
2017-08-02,9.956158638000488
2017-08-03,9.637906074523926
2017-08-04,9.656905174255371
2017-08-07,9.504899024963379
2017-08-08,9.26264762878418
2017-08-09,9.200897216796875
2017-08-10,8.996644020080566
2017-08-11,9.010892868041992
2017-08-14,9.058392524719238
2017-08-15,8.88739013671875
2017-08-16,8.84938907623291
2017-08-17,8.778141021728516
2017-08-18,8.725889205932617
2017-08-21,8.616637229919434
2017-08-22,8.626137733459473
2017-08-23,8.75439167022705
2017-08-24,8.778141021728516
2017-08-25,8.73063850402832
2017-08-28,8.58338737487793
2017-08-29,8.521637916564941
2017-08-30,8.763891220092773
2017-08-31,9.053644180297852
2017-09-01,9.167646408081055
2017-09-05,9.310150146484375
2017-09-06,9.428899765014648
2017-09-07,9.40040111541748
2017-09-08,9.13439655303955
2017-09-11,9.101146697998047
2017-09-12,9.186646461486816
2017-09-13,9.229401588439941
2017-09-14,9.224649429321289
2017-09-15,9.26264762878418
2017-09-18,9.243646621704102
2017-09-19,9.210396766662598
2017-09-20,9.319649696350098
2017-09-21,9.281651496887207
2017-09-22,9.305398941040039
2017-09-25,9.542903900146484
2017-09-26,9.66640567779541
2017-09-27,9.547652244567871
2017-09-28,9.566654205322266
2017-09-29,9.723408699035645
2017-10-02,9.685404777526855
2017-10-03,9.609403610229492
2017-10-04,9.509652137756348
2017-10-05,9.590404510498047
2017-10-06,9.533401489257812
2017-10-09,9.55715274810791
2017-10-10,9.718650817871094
2017-10-11,9.718650817871094
2017-10-12,9.628405570983887
2017-10-13,9.542903900146484
2017-10-16,9.381402015686035
2017-10-17,9.343398094177246
2017-10-18,9.196147918701172
2017-10-19,9.03464412689209
2017-10-20,9.072644233703613
2017-10-23,8.744892120361328
2017-10-24,8.744892120361328
2017-10-25,8.73538875579834
2017-10-26,8.744892120361328
2017-10-27,8.692639350891113
2017-10-30,8.706889152526855
2017-10-31,8.916091918945312
2017-11-01,9.125768661499023
2017-11-02,8.66352367401123
2017-11-03,8.730238914489746
2017-11-06,8.68735122680664
2017-11-07,8.611104965209961
2017-11-08,8.5300931930542
2017-11-09,8.50149917602539
2017-11-10,8.434784889221191
2017-11-13,8.23940372467041
2017-11-14,8.044017791748047
2017-11-15,8.210808753967285
2017-11-16,8.101204872131348
2017-11-17,8.21557331085205
2017-11-20,8.120267868041992
2017-11-21,7.99636697769165
2017-11-22,8.06784725189209
2017-11-24,8.301353454589844
2017-11-27,8.248932838439941
2017-11-28,8.2822904586792
2017-11-29,8.296587944030762
2017-11-30,8.458609580993652
2017-12-01,8.582512855529785
2017-12-04,8.55391788482666
2017-12-05,8.520561218261719
2017-12-06,8.544388771057129
2017-12-07,8.773130416870117
2017-12-08,8.863672256469727
2017-12-11,8.968509674072266
2017-12-12,9.035223960876465
2017-12-13,9.001869201660156
2017-12-14,9.054286003112793
2017-12-15,9.206782341003418
2017-12-18,9.211546897888184
2017-12-19,9.154364585876465
2017-12-20,8.9637451171875
2017-12-21,8.83984375
2017-12-22,8.83984375
2017-12-26,8.954216003417969
2017-12-27,8.768363952636719
2017-12-28,9.025696754455566
2017-12-29,9.397398948669434
2018-01-02,9.869172096252441
2018-01-03,10.00737190246582
2018-01-04,9.97401237487793
2018-01-05,9.916827201843262
2018-01-08,9.816755294799805
2018-01-09,9.873936653137207
2018-01-10,9.988309860229492
2018-01-11,9.983546257019043
2018-01-12,10.026433944702148
2018-01-16,10.00737190246582
2018-01-17,9.954950332641602
2018-01-18,9.96448040008545
2018-01-19,9.869172096252441
2018-01-22,10.231344223022461
2018-01-23,10.483912467956543
2018-01-24,10.488677978515625
2018-01-25,10.488677978515625
2018-01-26,10.493444442749023
2018-01-29,10.402900695800781
2018-01-30,10.145567893981934
2018-01-31,10.071442604064941
2018-02-01,9.918407440185547
2018-02-02,9.856243133544922
2018-02-05,9.684080123901367
2018-02-06,9.904061317443848
2018-02-07,9.856243133544922
2018-02-08,9.35888671875
2018-02-09,9.21541976928711
2018-02-12,9.37801456451416
2018-02-13,9.473660469055176
2018-02-14,9.80363655090332
2018-02-15,9.865805625915527
2018-02-16,9.813201904296875
2018-02-20,9.41627311706543
2018-02-21,9.191507339477539
2018-02-22,9.009780883789062
2018-02-23,9.177160263061523
2018-02-26,9.019344329833984
2018-02-27,8.851967811584473
2018-02-28,8.847185134887695
2018-03-01,8.875875473022461
2018-03-02,8.83761978149414
2018-03-05,8.751537322998047
2018-03-06,8.751537322998047
2018-03-07,8.646329879760742
2018-03-08,8.612854957580566
2018-03-09,8.679805755615234
2018-03-12,8.77545166015625
2018-03-13,8.565031051635742
2018-03-14,8.239837646484375
2018-03-15,8.120278358459473
2018-03-16,8.034200668334961
2018-03-19,7.756827354431152
2018-03-20,7.6946587562561035
2018-03-21,7.823779106140137
2018-03-22,7.775956153869629
