Date,JLL
2010-01-04,58.5646858215332
2010-01-05,60.001914978027344
2010-01-06,60.38262939453125
2010-01-07,60.60154724121094
2010-01-08,60.753841400146484
2010-01-11,59.821067810058594
2010-01-12,57.54624938964844
2010-01-13,57.09890365600586
2010-01-14,56.27082824707031
2010-01-15,55.49986267089844
2010-01-19,56.156612396240234
2010-01-20,56.4326286315918
2010-01-21,55.623600006103516
2010-01-22,54.871673583984375
2010-01-25,55.395164489746094
2010-01-26,56.04239273071289
2010-01-27,56.63251876831055
2010-01-28,56.42311477661133
2010-01-29,54.262508392333984
2010-02-01,55.4522819519043
2010-02-02,55.195289611816406
2010-02-03,59.012027740478516
2010-02-04,56.31840896606445
2010-02-05,57.09890365600586
2010-02-08,56.44215393066406
2010-02-09,57.35588455200195
2010-02-10,57.260711669921875
2010-02-11,58.935882568359375
2010-02-12,59.30709457397461
2010-02-16,60.839500427246094
2010-02-17,60.98227310180664
2010-02-18,61.63901901245117
2010-02-19,61.401058197021484
2010-02-22,61.524810791015625
2010-02-23,60.36359405517578
2010-02-24,60.649139404296875
2010-02-25,60.477806091308594
2010-02-26,60.62058639526367
2010-03-01,61.81985092163086
2010-03-02,62.42900466918945
2010-03-03,63.11432647705078
2010-03-04,63.46647262573242
2010-03-05,63.69491195678711
2010-03-08,64.18986511230469
2010-03-09,63.82816696166992
2010-03-10,63.580718994140625
2010-03-11,63.49503707885742
2010-03-12,64.55155181884766
2010-03-15,63.20000076293945
2010-03-16,65.50336456298828
2010-03-17,66.99768829345703
2010-03-18,66.70262908935547
2010-03-19,66.22673034667969
2010-03-22,66.16011810302734
2010-03-23,66.96913146972656
2010-03-24,65.90308380126953
2010-03-25,66.40757751464844
2010-03-26,68.21600341796875
2010-03-29,70.52890014648438
2010-03-30,69.89116668701172
2010-03-31,69.37718963623047
2010-04-01,70.84297180175781
2010-04-05,71.45215606689453
2010-04-06,71.29032897949219
2010-04-07,69.11070251464844
2010-04-08,70.49080657958984
2010-04-09,73.69842529296875
2010-04-12,72.68949127197266
2010-04-13,74.06959533691406
2010-04-14,74.36466979980469
2010-04-15,74.5264892578125
2010-04-16,72.04226684570312
2010-04-19,72.099365234375
2010-04-20,73.12733459472656
2010-04-21,74.94527435302734
2010-04-22,75.91613006591797
2010-04-23,77.72455596923828
2010-04-26,77.57227325439453
2010-04-27,75.23081970214844
2010-04-28,76.62998962402344
2010-04-29,77.36285400390625
2010-04-30,75.0785140991211
2010-05-03,77.80068969726562
2010-05-04,76.5157699584961
2010-05-05,75.88756561279297
2010-05-06,72.23263549804688
2010-05-07,69.27252960205078
2010-05-10,75.16421508789062
2010-05-11,75.49732208251953
2010-05-12,76.41222381591797
2010-05-13,76.1644287109375
2010-05-14,72.33333587646484
2010-05-17,73.09575653076172
2010-05-18,71.76152801513672
2010-05-19,70.67510223388672
2010-05-20,66.0339584350586
2010-05-21,68.22586059570312
2010-05-24,68.76908874511719
2010-05-25,68.68331909179688
2010-05-26,68.22586059570312
2010-05-27,72.33333587646484
2010-05-28,71.1135025024414
2010-06-01,68.68331909179688
2010-06-02,72.238037109375
2010-06-03,71.68529510498047
2010-06-04,66.46282958984375
2010-06-07,63.4703483581543
2010-06-08,63.40364456176758
2010-06-09,64.928466796875
2010-06-10,67.29193115234375
2010-06-11,67.12991333007812
2010-06-14,68.08293914794922
2010-06-15,70.47498321533203
2010-06-16,70.04612731933594
2010-06-17,69.807861328125
2010-06-18,69.92222595214844
2010-06-21,69.20748901367188
2010-06-22,66.9583740234375
2010-06-23,67.23475646972656
