Date,RSI
2020-04-27,9.789999961853027
2020-04-28,9.789999961853027
2020-04-29,9.789999961853027
2020-04-30,9.789999961853027
2020-05-01,9.789999961853027
2020-05-04,9.789999961853027
2020-05-05,9.789999961853027
2020-05-06,9.789999961853027
2020-05-07,9.600000381469727
2020-05-08,9.600000381469727
2020-05-11,9.600000381469727
2020-05-12,9.600000381469727
2020-05-13,9.800000190734863
2020-05-14,9.800000190734863
2020-05-15,9.75
2020-05-18,9.75
2020-05-19,9.75
2020-05-20,9.75
2020-05-21,9.75
2020-05-22,9.75
2020-05-26,9.75
2020-05-27,9.75
2020-05-28,9.75
2020-05-29,9.75
2020-06-01,9.75
2020-06-02,9.600000381469727
2020-06-03,9.600000381469727
2020-06-04,9.673999786376953
2020-06-05,9.779999732971191
2020-06-08,9.510000228881836
2020-06-09,9.630000114440918
2020-06-10,9.6899995803833
2020-06-11,9.890000343322754
2020-06-12,9.890000343322754
2020-06-15,9.612000465393066
2020-06-16,9.612000465393066
2020-06-17,9.739999771118164
2020-06-18,9.789999961853027
2020-06-19,9.779999732971191
2020-06-22,9.800000190734863
2020-06-23,9.729999542236328
2020-06-24,9.8100004196167
2020-06-25,9.819999694824219
2020-06-26,9.770000457763672
2020-06-29,10.010000228881836
2020-06-30,10.029999732971191
2020-07-01,10.15999984741211
2020-07-02,10.199999809265137
2020-07-06,10.1899995803833
2020-07-07,10.109999656677246
2020-07-08,10.220000267028809
2020-07-09,10.100000381469727
2020-07-10,10.390000343322754
2020-07-13,10.40999984741211
2020-07-14,10.510000228881836
2020-07-15,10.529999732971191
2020-07-16,10.619999885559082
2020-07-17,10.609999656677246
2020-07-20,10.630000114440918
2020-07-21,10.699999809265137
2020-07-22,10.869999885559082
2020-07-23,10.850000381469727
2020-07-24,11.300000190734863
2020-07-27,11.850000381469727
2020-07-28,11.75
2020-07-29,11.460000038146973
2020-07-30,10.75
2020-07-31,10.585000038146973
2020-08-03,10.460000038146973
2020-08-04,10.479999542236328
2020-08-05,10.529999732971191
2020-08-06,10.460000038146973
2020-08-07,10.15999984741211
2020-08-10,10.5
2020-08-11,10.569999694824219
2020-08-12,10.670000076293945
2020-08-13,10.800000190734863
2020-08-14,10.619999885559082
2020-08-17,10.645000457763672
2020-08-18,10.609999656677246
2020-08-19,10.579999923706055
2020-08-20,10.59000015258789
2020-08-21,10.699999809265137
2020-08-24,10.729999542236328
2020-08-25,11.109999656677246
2020-08-26,11.359999656677246
2020-08-27,11.199999809265137
2020-08-28,11.279999732971191
2020-08-31,11.359999656677246
2020-09-01,11.4399995803833
2020-09-02,11.529999732971191
2020-09-03,11.649999618530273
2020-09-04,11.520000457763672
2020-09-08,11.619999885559082
2020-09-09,12.739999771118164
2020-09-10,12.850000381469727
2020-09-11,13.40999984741211
2020-09-14,13.430000305175781
2020-09-15,13.399999618530273
2020-09-16,14.0
2020-09-17,14.239999771118164
2020-09-18,14.180000305175781
2020-09-21,13.600000381469727
2020-09-22,13.0
2020-09-23,12.960000038146973
2020-09-24,11.949999809265137
2020-09-25,12.550000190734863
2020-09-28,12.920000076293945
2020-09-29,12.619999885559082
2020-09-30,12.760000228881836
2020-10-01,12.100000381469727
2020-10-02,11.739999771118164
2020-10-05,11.920000076293945
2020-10-06,11.729999542236328
2020-10-07,11.829999923706055
2020-10-08,11.710000038146973
2020-10-09,11.899999618530273
2020-10-12,12.390000343322754
2020-10-13,12.069999694824219
2020-10-14,12.239999771118164
2020-10-15,12.40999984741211
2020-10-16,13.260000228881836
2020-10-19,13.3100004196167
2020-10-20,13.210000038146973
2020-10-21,12.979999542236328
2020-10-22,12.5
2020-10-23,12.199999809265137
2020-10-26,11.619999885559082
2020-10-27,11.640000343322754
2020-10-28,11.300000190734863
2020-10-29,11.199999809265137
2020-10-30,11.140000343322754
2020-11-02,11.359999656677246
2020-11-03,11.15999984741211
2020-11-04,11.109999656677246
2020-11-05,11.199999809265137
2020-11-06,11.260000228881836
2020-11-09,11.239999771118164
2020-11-10,11.199999809265137
2020-11-11,11.15999984741211
2020-11-12,10.989999771118164
2020-11-13,11.069999694824219
2020-11-16,11.319999694824219
2020-11-17,11.600000381469727
2020-11-18,12.640000343322754
2020-11-19,13.300000190734863
2020-11-20,13.920000076293945
2020-11-23,13.5
2020-11-24,15.649999618530273
2020-11-25,16.229999542236328
2020-11-27,16.25
2020-11-30,15.989999771118164
2020-12-01,16.5
2020-12-02,16.329999923706055
2020-12-03,16.8700008392334
2020-12-04,17.239999771118164
2020-12-07,19.020000457763672
2020-12-08,18.75
2020-12-09,18.31999969482422
2020-12-10,19.209999084472656
2020-12-11,18.899999618530273
2020-12-14,18.81999969482422
2020-12-15,19.030000686645508
2020-12-16,20.0
2020-12-17,20.31999969482422
2020-12-18,20.600000381469727
2020-12-21,20.950000762939453
2020-12-22,21.559999465942383
2020-12-23,22.829999923706055
