Date,BPOP
2010-01-04,18.129343032836914
2010-01-05,17.294937133789062
2010-01-06,17.37078857421875
2010-01-07,18.2052001953125
2010-01-08,16.99151611328125
2010-01-11,17.143226623535156
2010-01-12,16.688091278076172
2010-01-13,16.384679794311523
2010-01-14,16.99151611328125
2010-01-15,16.384679794311523
2010-01-19,16.53639030456543
2010-01-20,16.00539779663086
2010-01-21,16.460535049438477
2010-01-22,16.081254959106445
2010-01-25,16.763952255249023
2010-01-26,16.00539779663086
2010-01-27,16.384679794311523
2010-01-28,16.081254959106445
2010-01-29,16.308818817138672
2010-02-01,16.081254959106445
2010-02-02,16.00539779663086
2010-02-03,14.943434715270996
2010-02-04,13.653897285461426
2010-02-05,14.109028816223145
2010-02-08,13.274621963500977
2010-02-09,13.653897285461426
2010-02-10,14.488304138183594
2010-02-11,14.109028816223145
2010-02-12,14.715869903564453
2010-02-16,15.171002388000488
2010-02-17,15.019286155700684
2010-02-18,14.943434715270996
2010-02-19,15.171002388000488
2010-02-22,14.715869903564453
2010-02-23,13.805610656738281
2010-02-24,14.336593627929688
2010-02-25,14.033175468444824
2010-02-26,14.6400146484375
2010-03-01,15.398566246032715
2010-03-02,15.626128196716309
2010-03-03,15.929553985595703
2010-03-04,15.929553985595703
2010-03-05,16.839807510375977
2010-03-08,16.99151611328125
2010-03-09,16.612239837646484
2010-03-10,16.460535049438477
2010-03-11,17.219083786010742
2010-03-12,17.598360061645508
2010-03-15,17.143226623535156
2010-03-16,19.41887855529785
2010-03-17,19.115459442138672
2010-03-18,19.79815101623535
2010-03-19,20.708406448364258
2010-03-22,20.025718688964844
2010-03-23,21.08768653869629
2010-03-24,20.784265518188477
2010-03-25,20.55670738220215
2010-03-26,20.632556915283203
2010-03-29,21.163541793823242
2010-03-30,20.935972213745117
2010-03-31,22.07379913330078
2010-04-01,22.5289306640625
2010-04-05,23.363338470458984
2010-04-06,23.74260902404785
2010-04-07,23.894319534301758
2010-04-08,24.04603385925293
2010-04-09,23.363338470458984
2010-04-12,23.135774612426758
2010-04-13,26.549243927001953
2010-04-14,29.886869430541992
2010-04-15,28.976608276367188
2010-04-16,28.82489776611328
2010-04-19,28.673187255859375
2010-04-20,29.659292221069336
2010-04-21,30.266143798828125
2010-04-22,29.659292221069336
2010-04-23,29.659292221069336
2010-04-26,30.493694305419922
2010-04-27,29.280029296875
2010-04-28,30.038572311401367
2010-04-29,28.673187255859375
2010-04-30,29.962722778320312
2010-05-03,28.142202377319336
2010-05-04,28.749038696289062
2010-05-05,27.687063217163086
2010-05-06,27.231935501098633
2010-05-07,25.032146453857422
2010-05-10,26.39752960205078
2010-05-11,26.700952529907227
2010-05-12,26.928529739379883
2010-05-13,27.459503173828125
2010-05-14,26.776805877685547
2010-05-17,25.411422729492188
2010-05-18,25.638988494873047
2010-05-19,24.27359390258789
2010-05-20,22.604785919189453
2010-05-21,23.211620330810547
2010-05-24,21.46695899963379
2010-05-25,22.225513458251953
2010-05-26,21.997949600219727
2010-05-27,22.5289306640625
2010-05-28,22.984060287475586
2010-06-01,21.46695899963379
2010-06-02,22.377220153808594
2010-06-03,22.68063735961914
2010-06-04,21.54281997680664
2010-06-07,20.32913589477539
2010-06-08,20.101566314697266
2010-06-09,20.025718688964844
2010-06-10,21.01183319091797
2010-06-11,21.997949600219727
2010-06-14,21.618667602539062
2010-06-15,22.5289306640625
2010-06-16,22.756492614746094
2010-06-17,21.997949600219727
2010-06-18,22.756492614746094
2010-06-21,22.832355499267578
2010-06-22,22.68063735961914
2010-06-23,21.92209243774414
2010-06-24,21.770383834838867
2010-06-25,22.225513458251953
2010-06-28,21.846237182617188
2010-06-29,20.860118865966797
2010-06-30,20.32913589477539
2010-07-01,19.41887855529785
2010-07-02,18.963748931884766
2010-07-06,18.58447265625
2010-07-07,19.191307067871094
2010-07-08,20.860118865966797
2010-07-09,22.30136489868164
2010-07-12,21.92209243774414
2010-07-13,21.846237182617188
2010-07-14,21.315256118774414
2010-07-15,21.23939323425293
2010-07-16,19.874004364013672
2010-07-19,20.025718688964844
2010-07-20,20.177427291870117
2010-07-21,19.191307067871094
2010-07-22,19.949861526489258
2010-07-23,19.874004364013672
2010-07-26,21.3911075592041
2010-07-27,21.770383834838867
2010-07-28,21.315256118774414
2010-07-29,22.07379913330078
2010-07-30,21.770383834838867
2010-08-02,21.23939323425293
2010-08-03,20.784265518188477
2010-08-04,20.708406448364258
2010-08-05,20.480838775634766
2010-08-06,20.32913589477539
2010-08-09,19.79815101623535
2010-08-10,21.01183319091797
2010-08-11,20.101566314697266
2010-08-12,19.570587158203125
2010-08-13,19.494726181030273
2010-08-16,19.039600372314453
2010-08-17,19.949861526489258
2010-08-18,19.874004364013672
2010-08-19,19.191307067871094
2010-08-20,19.41887855529785
2010-08-23,19.191307067871094
2010-08-24,19.267166137695312
2010-08-25,19.874004364013672
2010-08-26,19.343019485473633
2010-08-27,19.570587158203125
2010-08-30,19.191307067871094
2010-08-31,19.343019485473633
2010-09-01,20.480838775634766
2010-09-02,20.860118865966797
2010-09-03,21.46695899963379
2010-09-07,20.55670738220215
2010-09-08,20.32913589477539
2010-09-09,21.23939323425293
2010-09-10,21.3911075592041
2010-09-13,21.997949600219727
2010-09-14,22.377220153808594
2010-09-15,21.163541793823242
2010-09-16,21.01183319091797
2010-09-17,21.46695899963379
2010-09-20,21.846237182617188
2010-09-21,21.770383834838867
2010-09-22,21.163541793823242
2010-09-23,20.860118865966797
2010-09-24,21.01183319091797
2010-09-27,21.163541793823242
2010-09-28,21.23939323425293
2010-09-29,21.23939323425293
2010-09-30,21.997949600219727
2010-10-01,21.618667602539062
2010-10-04,21.54281997680664
2010-10-05,21.618667602539062
2010-10-06,21.618667602539062
2010-10-07,21.3911075592041
2010-10-08,21.08768653869629
2010-10-11,20.784265518188477
2010-10-12,20.935972213745117
2010-10-13,21.3911075592041
2010-10-14,21.92209243774414
2010-10-15,21.54281997680664
2010-10-18,21.92209243774414
2010-10-19,21.54281997680664
2010-10-20,21.315256118774414
2010-10-21,20.480838775634766
2010-10-22,21.618667602539062
2010-10-25,21.92209243774414
2010-10-26,21.846237182617188
2010-10-27,21.08768653869629
2010-10-28,21.23939323425293
2010-10-29,20.708406448364258
2010-11-01,20.860118865966797
2010-11-02,20.632556915283203
2010-11-03,20.860118865966797
2010-11-04,21.46695899963379
2010-11-05,21.770383834838867
2010-11-08,21.618667602539062
2010-11-09,21.23939323425293
2010-11-10,21.997949600219727
2010-11-11,22.225513458251953
2010-11-12,21.54281997680664
2010-11-15,21.846237182617188
2010-11-16,21.3911075592041
2010-11-17,21.46695899963379
2010-11-18,21.694530487060547
2010-11-19,21.618667602539062
2010-11-22,21.54281997680664
2010-11-23,21.618667602539062
2010-11-24,21.770383834838867
2010-11-26,21.46695899963379
2010-11-29,21.92209243774414
2010-11-30,21.846237182617188
2010-12-01,21.997949600219727
2010-12-02,22.832355499267578
2010-12-03,22.225513458251953
2010-12-06,21.92209243774414
2010-12-07,22.07379913330078
2010-12-08,22.453075408935547
2010-12-09,22.68063735961914
2010-12-10,23.590900421142578
2010-12-13,22.984060287475586
2010-12-14,22.832355499267578
2010-12-15,22.225513458251953
2010-12-16,21.92209243774414
2010-12-17,21.694530487060547
2010-12-20,21.92209243774414
2010-12-21,22.30136489868164
2010-12-22,23.2874813079834
2010-12-23,22.604785919189453
2010-12-27,22.984060287475586
2010-12-28,23.363338470458984
2010-12-29,23.2874813079834
2010-12-30,23.515043258666992
2010-12-31,23.81846809387207
2011-01-03,24.27359390258789
2011-01-04,23.6667537689209
2011-01-05,24.27359390258789
2011-01-06,23.74260902404785
2011-01-07,24.19774055480957
2011-01-10,23.970176696777344
2011-01-11,24.27359390258789
2011-01-12,24.728727340698242
2011-01-13,24.349454879760742
2011-01-14,25.032146453857422
2011-01-18,24.425310134887695
2011-01-19,24.04603385925293
2011-01-20,23.74260902404785
2011-01-21,24.425310134887695
2011-01-24,24.425310134887695
2011-01-25,24.27359390258789
2011-01-26,24.9562931060791
2011-01-27,24.652873992919922
2011-01-28,24.121885299682617
2011-01-31,24.349454879760742
2011-02-01,25.411422729492188
2011-02-02,25.335569381713867
2011-02-03,25.107995986938477
2011-02-04,25.411422729492188
2011-02-07,26.776805877685547
2011-02-08,26.549243927001953
2011-02-09,26.16996192932129
2011-02-10,25.335569381713867
2011-02-11,25.25971031188965
2011-02-14,25.714839935302734
2011-02-15,25.48727035522461
2011-02-16,25.86655044555664
2011-02-17,25.638988494873047
2011-02-18,25.563125610351562
2011-02-22,24.121885299682617
2011-02-23,24.19774055480957
2011-02-24,24.27359390258789
2011-02-25,24.425310134887695
2011-02-28,24.652873992919922
2011-03-01,24.425310134887695
2011-03-02,24.04603385925293
2011-03-03,23.894319534301758
2011-03-04,23.590900421142578
2011-03-07,23.2874813079834
2011-03-08,24.04603385925293
2011-03-09,23.6667537689209
2011-03-10,23.439189910888672
2011-03-11,23.439189910888672
2011-03-14,22.756492614746094
2011-03-15,22.756492614746094
2011-03-16,22.832355499267578
2011-03-17,23.439189910888672
2011-03-18,22.756492614746094
2011-03-21,22.756492614746094
2011-03-22,22.149654388427734
2011-03-23,21.770383834838867
2011-03-24,22.225513458251953
2011-03-25,22.5289306640625
2011-03-28,21.997949600219727
2011-03-29,22.149654388427734
2011-03-30,22.68063735961914
2011-03-31,22.149654388427734
2011-04-01,22.30136489868164
2011-04-04,22.756492614746094
2011-04-05,23.2874813079834
2011-04-06,23.6667537689209
2011-04-07,22.984060287475586
2011-04-08,22.984060287475586
2011-04-11,23.515043258666992
2011-04-12,23.6667537689209
2011-04-13,23.515043258666992
2011-04-14,23.590900421142578
2011-04-15,23.6667537689209
2011-04-18,23.363338470458984
2011-04-19,23.363338470458984
2011-04-20,23.2874813079834
2011-04-21,23.970176696777344
2011-04-25,24.57701873779297
2011-04-26,24.121885299682617
2011-04-27,23.894319534301758
2011-04-28,23.590900421142578
2011-04-29,23.894319534301758
2011-05-02,24.27359390258789
2011-05-03,24.27359390258789
2011-05-04,23.970176696777344
2011-05-05,23.515043258666992
2011-05-06,23.2874813079834
2011-05-09,23.515043258666992
2011-05-10,23.515043258666992
2011-05-11,23.2874813079834
2011-05-12,23.135774612426758
2011-05-13,22.604785919189453
