Date,EBF
2010-01-04,7.1057000160217285
2010-01-05,6.8467888832092285
2010-01-06,6.723491668701172
2010-01-07,6.866634845733643
2010-01-08,6.850039958953857
2010-01-11,6.713123321533203
2010-01-12,6.5554609298706055
2010-01-13,6.679931163787842
2010-01-14,6.854189872741699
2010-01-15,6.721419334411621
2010-01-19,7.049195289611816
2010-01-20,6.84589147567749
2010-01-21,6.310668468475342
2010-01-22,6.29407262802124
2010-01-25,6.381204605102539
2010-01-26,6.215241432189941
2010-01-27,6.4475860595703125
2010-01-28,6.323115348815918
2010-01-29,6.22353982925415
2010-02-01,6.285773754119873
2010-02-02,6.231835842132568
2010-02-03,6.082470417022705
2010-02-04,5.812783241271973
2010-02-05,6.090770244598389
2010-02-08,5.999491214752197
2010-02-09,5.987042427062988
2010-02-10,5.787890911102295
2010-02-11,5.899913311004639
2010-02-12,5.883318901062012
2010-02-16,6.22353982925415
2010-02-17,6.12811279296875
2010-02-18,6.343858242034912
2010-02-19,6.443436622619629
2010-02-22,6.49737548828125
2010-02-23,6.331414222717285
2010-02-24,6.480776786804199
2010-02-25,6.401946067810059
2010-02-26,6.37705135345459
2010-03-01,6.7338666915893555
2010-03-02,6.7338666915893555
2010-03-03,6.72971773147583
2010-03-04,6.74631404876709
2010-03-05,6.9869561195373535
2010-03-08,6.957916736602783
2010-03-09,6.9869561195373535
2010-03-10,6.9081268310546875
2010-03-11,6.866634845733643
2010-03-12,6.7338666915893555
2010-03-15,6.696526050567627
2010-03-16,6.704824447631836
2010-03-17,6.879085063934326
2010-03-18,6.879085063934326
2010-03-19,6.8209991455078125
2010-03-22,6.966214656829834
2010-03-23,7.028448581695557
2010-03-24,6.895681381225586
2010-03-25,6.870786190032959
2010-03-26,6.933022499084473
2010-03-29,6.928874969482422
2010-03-30,6.920572280883789
2010-03-31,6.7504658699035645
2010-04-01,6.704824447631836
2010-04-05,6.937169551849365
2010-04-06,6.9081268310546875
2010-04-07,7.032598495483398
2010-04-08,7.064002990722656
2010-04-09,6.984447002410889
2010-04-12,7.00956916809082
2010-04-13,6.879760265350342
2010-04-14,7.022130012512207
2010-04-15,7.101690292358398
2010-04-16,7.18962287902832
2010-04-19,7.118437767028809
2010-04-20,7.17287540435791
2010-04-21,7.323616981506348
2010-04-22,7.478546619415283
2010-04-23,7.474359512329102
2010-04-26,7.419923782348633
2010-04-27,7.256618022918701
2010-04-28,7.7297868728637695
2010-04-29,7.947526931762695
2010-04-30,7.742347717285156
2010-05-03,8.073147773742676
2010-05-04,7.759097576141357
2010-05-05,7.696287155151367
2010-05-06,6.9802565574646
2010-05-07,7.047255516052246
2010-05-10,7.595791816711426
2010-05-11,7.595791816711426
2010-05-12,7.985211372375488
2010-05-13,7.834468364715576
2010-05-14,7.754909992218018
2010-05-17,7.784223556518555
2010-05-18,7.5413594245910645
2010-05-19,7.407362937927246
2010-05-20,6.8253278732299805
2010-05-21,6.930007457733154
2010-05-24,6.8085784912109375
2010-05-25,6.8295111656188965
2010-05-26,7.038878440856934
2010-05-27,7.620917797088623
2010-05-28,7.365487098693848
2010-06-01,6.754141330718994
2010-06-02,7.12262487411499
2010-06-03,7.001192569732666
2010-06-04,6.528026580810547
2010-06-07,6.410782814025879
2010-06-08,6.360533714294434
2010-06-09,6.44009256362915
2010-06-10,6.615961074829102
2010-06-11,6.507091522216797
2010-06-14,6.364721298217773
2010-06-15,6.733205795288086
2010-06-16,6.624335289001465
2010-06-17,6.624335289001465
2010-06-18,6.60758638381958
2010-06-21,6.770892143249512
2010-06-22,6.816951274871826
2010-06-23,6.821138381958008
2010-06-24,6.737392902374268
2010-06-25,6.875575542449951
2010-06-28,6.888136863708496
2010-06-29,6.636898517608643
2010-06-30,6.285161972045898
2010-07-01,6.465219020843506
2010-07-02,6.314474105834961
2010-07-06,6.163731098175049
2010-07-07,6.402406692504883
2010-07-08,6.489125728607178
2010-07-09,6.594879627227783
2010-07-12,6.611802101135254
2010-07-13,7.149035930633545
2010-07-14,7.157496452331543
2010-07-15,7.034823417663574
2010-07-16,6.734477996826172
2010-07-19,6.865612506866455
2010-07-20,6.912146091461182
2010-07-21,6.802160263061523
2010-07-22,6.924837112426758
2010-07-23,7.187108993530273
2010-07-26,7.453614234924316
2010-07-27,7.4451518058776855
2010-07-28,7.297094821929932
2010-07-29,7.297094821929932
2010-07-30,7.157496452331543
2010-08-02,7.161728382110596
2010-08-03,7.00098180770874
2010-08-04,7.17018985748291
2010-08-05,7.06020450592041
2010-08-06,7.187108993530273
2010-08-09,7.364774703979492
2010-08-10,6.992518424987793
2010-08-11,6.616031646728516
2010-08-12,6.544116497039795
2010-08-13,6.480666637420654
2010-08-16,6.514507293701172
2010-08-17,6.764089107513428
2010-08-18,6.776778697967529
2010-08-19,6.624490261077881
2010-08-20,6.55681037902832
2010-08-23,6.49758768081665
2010-08-24,6.400290012359619
2010-08-25,6.49758768081665
2010-08-26,6.417213439941406
2010-08-27,6.55681037902832
2010-08-30,6.417213439941406
2010-08-31,6.510274887084961
2010-09-01,6.781009674072266
2010-09-02,6.6541056632995605
2010-09-03,6.789471626281738
2010-09-07,6.624490261077881
2010-09-08,6.679483890533447
2010-09-09,6.734477996826172
2010-09-10,6.726019382476807
2010-09-13,7.00098180770874
2010-09-14,7.051742076873779
2010-09-15,7.187108993530273
2010-09-16,7.00098180770874
2010-09-17,7.06443452835083
2010-09-20,7.872402667999268
2010-09-21,7.80048942565918
2010-09-22,7.635509014129639
2010-09-23,7.407078742980957
2010-09-24,7.69473123550415
2010-09-27,7.474761962890625
2010-09-28,7.584746837615967
2010-09-29,7.52552604675293
2010-09-30,7.5678300857543945
2010-10-01,7.80048942565918
2010-10-04,7.470529079437256
2010-10-05,7.825868129730225
2010-10-06,7.665896892547607
2010-10-07,8.028502464294434
2010-10-08,8.199140548706055
2010-10-11,8.002902030944824
2010-10-12,7.934650421142578
2010-10-13,8.06689453125
2010-10-14,8.045568466186523
2010-10-15,7.955982208251953
2010-10-18,8.241795539855957
2010-10-19,7.9943742752075195
2010-10-20,8.122349739074707
2010-10-21,8.037034034729004
2010-10-22,8.113821029663086
2010-10-25,8.135146141052246
2010-10-26,7.909055709838867
2010-10-27,7.729883193969727
2010-10-28,7.704290390014648
2010-10-29,7.695759296417236
2010-11-01,7.5635151863098145
2010-11-02,7.7768096923828125
2010-11-03,7.815206050872803
2010-11-04,7.853597164154053
2010-11-05,7.845066547393799
2010-11-08,7.828001976013184
2010-11-09,7.576312065124512
2010-11-10,7.7768096923828125
2010-11-11,7.554981708526611
2010-11-12,7.358748912811279
2010-11-15,7.589110374450684
2010-11-16,7.358748912811279
2010-11-17,7.081462860107422
2010-11-18,7.14971923828125
2010-11-19,6.987608909606934
2010-11-22,7.026001453399658
2010-11-23,7.0046772956848145
2010-11-24,7.153982162475586
2010-11-26,7.111324310302734
2010-11-29,7.1582489013671875
2010-11-30,7.281959533691406
2010-12-01,7.439803600311279
2010-12-02,7.584846496582031
2010-12-03,7.525119304656982
2010-12-06,7.618971347808838
2010-12-07,7.853597164154053
2010-12-08,7.712822914123535
2010-12-09,7.589110374450684
2010-12-10,7.695759296417236
2010-12-13,7.384342193603516
2010-12-14,7.584846496582031
2010-12-15,7.665896892547607
2010-12-16,7.8791937828063965
2010-12-17,7.947446823120117
2010-12-20,7.985842227935791
2010-12-21,7.610435485839844
2010-12-22,7.422735214233398
2010-12-23,7.350216388702393
2010-12-27,7.3971428871154785
2010-12-28,7.36728048324585
2010-12-29,7.414206027984619
2010-12-30,7.392876148223877
2010-12-31,7.294759273529053
2011-01-03,7.435534954071045
2011-01-04,7.3032917976379395
2011-01-05,7.418471813201904
2011-01-06,7.291492462158203
2011-01-07,7.226929664611816
2011-01-10,7.3388447761535645
2011-01-11,7.196799278259277
2011-01-12,7.1924943923950195
2011-01-13,7.089189529418945
2011-01-14,7.089189529418945
2011-01-18,7.007410526275635
2011-01-19,6.8825860023498535
2011-01-20,6.904108047485352
2011-01-21,6.886887073516846
2011-01-24,6.84384822845459
