Date,SENEA
2010-01-04,24.010000228881836
2010-01-05,23.239999771118164
2010-01-06,23.760000228881836
2010-01-07,23.829999923706055
2010-01-08,23.93000030517578
2010-01-11,23.299999237060547
2010-01-12,22.899999618530273
2010-01-13,23.209999084472656
2010-01-14,24.579999923706055
2010-01-15,24.290000915527344
2010-01-19,24.639999389648438
2010-01-20,25.0
2010-01-21,25.0
2010-01-22,25.06999969482422
2010-01-25,26.149999618530273
2010-01-26,26.440000534057617
2010-01-27,26.8799991607666
2010-01-28,26.799999237060547
2010-01-29,27.0
2010-02-01,27.040000915527344
2010-02-02,26.8700008392334
2010-02-03,26.940000534057617
2010-02-04,27.010000228881836
2010-02-05,27.5
2010-02-08,27.329999923706055
2010-02-09,27.5
2010-02-10,27.399999618530273
2010-02-11,27.489999771118164
2010-02-12,27.399999618530273
2010-02-16,27.489999771118164
2010-02-17,27.139999389648438
2010-02-18,27.450000762939453
2010-02-19,27.440000534057617
2010-02-22,27.5
2010-02-23,27.489999771118164
2010-02-24,27.489999771118164
2010-02-25,26.940000534057617
2010-02-26,26.149999618530273
2010-03-01,27.479999542236328
2010-03-02,28.0
2010-03-03,27.770000457763672
2010-03-04,27.860000610351562
2010-03-05,28.020000457763672
2010-03-08,27.729999542236328
2010-03-09,28.399999618530273
2010-03-10,28.59000015258789
2010-03-11,28.579999923706055
2010-03-12,28.06999969482422
2010-03-15,27.729999542236328
2010-03-16,28.09000015258789
2010-03-17,28.25
2010-03-18,28.25
2010-03-19,28.43000030517578
2010-03-22,28.739999771118164
2010-03-23,28.889999389648438
2010-03-24,29.459999084472656
2010-03-25,29.479999542236328
2010-03-26,29.530000686645508
2010-03-29,30.100000381469727
2010-03-30,29.850000381469727
2010-03-31,29.1200008392334
2010-04-01,28.889999389648438
2010-04-05,29.850000381469727
2010-04-06,29.350000381469727
2010-04-07,29.969999313354492
2010-04-08,30.149999618530273
2010-04-09,29.34000015258789
2010-04-12,29.600000381469727
2010-04-13,29.360000610351562
2010-04-14,30.5
2010-04-15,30.239999771118164
2010-04-16,30.84000015258789
2010-04-19,30.68000030517578
2010-04-20,30.8700008392334
2010-04-21,30.770000457763672
2010-04-22,31.299999237060547
2010-04-23,32.290000915527344
2010-04-26,32.79999923706055
2010-04-27,32.380001068115234
2010-04-28,31.8700008392334
2010-04-29,32.939998626708984
2010-04-30,32.84000015258789
2010-05-03,32.9900016784668
2010-05-04,32.34000015258789
2010-05-05,31.709999084472656
2010-05-06,31.049999237060547
2010-05-07,30.600000381469727
2010-05-10,31.81999969482422
2010-05-11,32.4900016784668
2010-05-12,32.91999816894531
2010-05-13,32.7400016784668
2010-05-14,31.610000610351562
2010-05-17,32.11000061035156
2010-05-18,31.84000015258789
2010-05-19,31.3700008392334
2010-05-20,29.68000030517578
2010-05-21,29.68000030517578
2010-05-24,28.860000610351562
2010-05-25,28.510000228881836
2010-05-26,28.969999313354492
2010-05-27,30.969999313354492
2010-05-28,29.459999084472656
2010-06-01,30.030000686645508
2010-06-02,32.529998779296875
2010-06-03,31.770000457763672
2010-06-04,31.420000076293945
2010-06-07,31.5
2010-06-08,31.479999542236328
2010-06-09,31.969999313354492
2010-06-10,31.81999969482422
2010-06-11,32.040000915527344
2010-06-14,31.59000015258789
2010-06-15,31.709999084472656
2010-06-16,32.290000915527344
2010-06-17,32.650001525878906
2010-06-18,32.68000030517578
2010-06-21,31.540000915527344
2010-06-22,30.510000228881836
2010-06-23,30.829999923706055
2010-06-24,30.34000015258789
2010-06-25,32.119998931884766
2010-06-28,32.25
2010-06-29,31.959999084472656
2010-06-30,32.2599983215332
2010-07-01,31.899999618530273
2010-07-02,31.68000030517578
2010-07-06,31.149999618530273
2010-07-07,32.189998626708984
2010-07-08,31.959999084472656
2010-07-09,32.02000045776367
2010-07-12,31.610000610351562
2010-07-13,32.43000030517578
2010-07-14,32.0
2010-07-15,31.850000381469727
2010-07-16,30.510000228881836
2010-07-19,29.959999084472656
2010-07-20,32.689998626708984
2010-07-21,31.270000457763672
2010-07-22,31.989999771118164
2010-07-23,31.829999923706055
2010-07-26,32.04999923706055
2010-07-27,31.549999237060547
2010-07-28,31.299999237060547
2010-07-29,31.31999969482422
2010-07-30,30.579999923706055
2010-08-02,30.889999389648438
2010-08-03,30.200000762939453
2010-08-04,30.959999084472656
2010-08-05,28.809999465942383
2010-08-06,27.280000686645508
2010-08-09,27.290000915527344
2010-08-10,26.600000381469727
2010-08-11,25.93000030517578
2010-08-12,25.8700008392334
2010-08-13,25.520000457763672
2010-08-16,25.799999237060547
2010-08-17,25.459999084472656
2010-08-18,25.309999465942383
2010-08-19,24.8700008392334
2010-08-20,25.059999465942383
2010-08-23,24.940000534057617
2010-08-24,24.459999084472656
2010-08-25,24.969999313354492
2010-08-26,25.010000228881836
2010-08-27,25.040000915527344
2010-08-30,24.979999542236328
2010-08-31,24.959999084472656
2010-09-01,24.780000686645508
2010-09-02,24.969999313354492
2010-09-03,24.950000762939453
