Date,AMP
2010-01-04,28.590211868286133
2010-01-05,29.256921768188477
2010-01-06,29.665565490722656
2010-01-07,29.88780403137207
2010-01-08,29.99534034729004
2010-01-11,30.38247299194336
2010-01-12,29.89497184753418
2010-01-13,30.260595321655273
2010-01-14,30.124391555786133
2010-01-15,29.837631225585938
2010-01-19,30.15306282043457
2010-01-20,30.038362503051758
2010-01-21,29.213912963867188
2010-01-22,28.504182815551758
2010-01-25,28.984506607055664
2010-01-26,28.7479190826416
2010-01-27,29.32862091064453
2010-01-28,28.65473175048828
2010-01-29,27.41448402404785
2010-02-01,28.504182815551758
2010-02-02,28.661903381347656
2010-02-03,28.095542907714844
2010-02-04,26.969999313354492
2010-02-05,27.192245483398438
2010-02-08,26.690414428710938
2010-02-09,27.192245483398438
2010-02-10,27.75395965576172
2010-02-11,27.40828514099121
2010-02-12,27.552310943603516
2010-02-16,28.27243995666504
2010-02-17,28.675718307495117
2010-02-18,28.646907806396484
2010-02-19,28.906158447265625
2010-02-22,29.151002883911133
2010-02-23,28.639699935913086
2010-02-24,29.273422241210938
2010-02-25,28.927753448486328
2010-02-26,28.826948165893555
2010-03-01,29.01417350769043
2010-03-02,29.165403366088867
2010-03-03,29.280637741088867
2010-03-04,29.712717056274414
2010-03-05,30.893726348876953
2010-03-08,30.994539260864258
2010-03-09,30.821718215942383
2010-03-10,30.85771942138672
2010-03-11,30.85771942138672
2010-03-12,31.20338249206543
2010-03-15,31.289806365966797
2010-03-16,31.66427230834961
2010-03-17,32.3195915222168
2010-03-18,32.276397705078125
2010-03-19,31.81549835205078
2010-03-22,31.96671485900879
2010-03-23,32.18276596069336
2010-03-24,32.17558670043945
2010-03-25,32.18999099731445
2010-03-26,31.657073974609375
2010-03-29,32.04595184326172
2010-03-30,32.6004524230957
2010-03-31,32.66526794433594
2010-04-01,33.248558044433594
2010-04-05,33.29895782470703
2010-04-06,33.11894226074219
2010-04-07,32.6148567199707
2010-04-08,33.13334655761719
2010-04-09,33.24136734008789
2010-04-12,33.64464569091797
2010-04-13,34.27117919921875
2010-04-14,34.80405044555664
2010-04-15,34.72483825683594
2010-04-16,33.93267822265625
2010-04-19,34.328758239746094
2010-04-20,34.890480041503906
2010-04-21,34.832847595214844
2010-04-22,34.98409652709961
2010-04-23,35.32255554199219
2010-04-26,34.933677673339844
2010-04-27,32.35559844970703
2010-04-28,33.46460723876953
2010-04-29,34.638427734375
2010-04-30,33.38540267944336
2010-05-03,34.206336975097656
2010-05-04,33.06852722167969
2010-05-05,32.902244567871094
2010-05-06,31.57920265197754
2010-05-07,30.755043029785156
2010-05-10,33.003456115722656
2010-05-11,33.38664245605469
2010-05-12,33.487850189208984
2010-05-13,32.71427917480469
2010-05-14,31.369558334350586
2010-05-17,31.217741012573242
2010-05-18,29.938079833984375
2010-05-19,29.81517791748047
2010-05-20,27.84146499633789
2010-05-21,29.21512222290039
2010-05-24,28.202964782714844
2010-05-25,27.79810905456543
2010-05-26,27.993309020996094
2010-05-27,29.598285675048828
2010-05-28,28.76688003540039
2010-06-01,28.043903350830078
2010-06-02,29.13558578491211
2010-06-03,29.092208862304688
2010-06-04,27.76917266845703
2010-06-07,27.132963180541992
2010-06-08,27.559524536132812
2010-06-09,27.393238067626953
2010-06-10,28.246334075927734
2010-06-11,28.5355167388916
2010-06-14,28.542741775512695
2010-06-15,29.316326141357422
2010-06-16,29.453699111938477
2010-06-17,28.868093490600586
2010-06-18,28.74519157409668
2010-06-21,28.737958908081055
2010-06-22,28.2752685546875
2010-06-23,27.94269561767578
2010-06-24,27.299253463745117
2010-06-25,27.827014923095703
2010-06-28,27.508914947509766
2010-06-29,26.019609451293945
2010-06-30,26.120811462402344
2010-07-01,25.903921127319336
2010-07-02,26.15695571899414
2010-07-06,26.366621017456055
2010-07-07,27.5739803314209
2010-07-08,27.63181495666504
2010-07-09,28.195722579956055
2010-07-12,27.913776397705078
2010-07-13,28.615055084228516
2010-07-14,28.499372482299805
2010-07-15,28.34033203125
2010-07-16,27.147432327270508
2010-07-19,27.255859375
2010-07-20,27.74749183654785
2010-07-21,26.973909378051758
2010-07-22,28.072832107543945
2010-07-23,27.94269561767578
2010-07-26,27.834257125854492
2010-07-27,28.00775909423828
2010-07-28,27.675188064575195
