Date,ADEA
2010-01-04,5.358903884887695
2010-01-05,5.415172100067139
2010-01-06,5.264376163482666
2010-01-07,4.505890846252441
2010-01-08,4.566658020019531
2010-01-11,4.55990743637085
2010-01-12,4.456374645233154
2010-01-13,4.57341194152832
2010-01-14,4.532897472381592
2010-01-15,4.2560625076293945
2010-01-19,4.357345104217529
2010-01-20,4.325836181640625
2010-01-21,4.2493109703063965
2010-01-22,4.080507278442383
2010-01-25,4.141277313232422
2010-01-26,4.096261501312256
2010-01-27,4.2110490798950195
2010-01-28,4.26056432723999
2010-01-29,3.8644425868988037
2010-02-01,3.8824472427368164
2010-02-02,3.907205820083618
2010-02-03,3.9994845390319824
2010-02-04,3.857689619064331
2010-02-05,3.830681085586548
2010-02-08,3.82167911529541
2010-02-09,3.857689619064331
2010-02-10,4.107518196105957
2010-02-11,4.148029804229736
2010-02-12,4.2110490798950195
2010-02-16,4.3123297691345215
2010-02-17,4.274068355560303
2010-02-18,4.379851341247559
2010-02-19,4.382101058959961
2010-02-22,4.323583126068115
2010-02-23,4.15928316116333
2010-02-24,4.098515033721924
2010-02-25,4.094013214111328
2010-02-26,4.042245864868164
2010-03-01,4.208798885345459
2010-03-02,4.395606994628906
2010-03-03,4.508142471313477
2010-03-04,4.4721293449401855
2010-03-05,4.494635581970215
2010-03-08,4.5396504402160645
2010-03-09,4.4766316413879395
2010-03-10,4.557656764984131
2010-03-11,4.5711588859558105
2010-03-12,4.553153991699219
2010-03-15,4.530646800994873
2010-03-16,4.580163478851318
2010-03-17,4.627427577972412
2010-03-18,4.564409255981445
2010-03-19,4.499138355255127
2010-03-22,4.609421253204346
2010-03-23,4.658937454223633
2010-03-24,4.55990743637085
2010-03-25,4.65443754196167
2010-03-26,4.56890869140625
2010-03-29,4.510392189025879
2010-03-30,4.553153991699219
2010-03-31,4.564409255981445
2010-04-01,4.57341194152832
2010-04-05,4.68819522857666
2010-04-06,4.661187648773193
2010-04-07,4.694949626922607
2010-04-08,4.636431694030762
2010-04-09,4.627427577972412
2010-04-12,4.575662612915039
2010-04-13,4.56890869140625
2010-04-14,4.829989910125732
2010-04-15,4.868252754211426
2010-04-16,4.850246429443359
2010-04-19,4.904263496398926
2010-04-20,4.9627814292907715
2010-04-21,5.003294467926025
2010-04-22,5.052809238433838
2010-04-23,4.987538814544678
2010-04-26,4.949276924133301
2010-04-27,4.805234432220459
2010-04-28,4.890758514404297
2010-04-29,4.91101598739624
2010-04-30,4.564409255981445
2010-05-03,4.604921340942383
2010-05-04,4.433869361877441
2010-05-05,4.350592136383057
2010-05-06,4.343838691711426
2010-05-07,4.163785457611084
2010-05-10,4.29657506942749
2010-05-11,4.262814044952393
2010-05-12,4.276320934295654
2010-05-13,4.238056659698486
2010-05-14,4.118770599365234
2010-05-17,4.154782295227051
2010-05-18,3.992732286453247
2010-05-19,4.103015899658203
2010-05-20,3.9319629669189453
2010-05-21,3.92521071434021
2010-05-24,3.8734471797943115
2010-05-25,3.82392954826355
2010-05-26,3.776665210723877
2010-05-27,3.9499685764312744
2010-05-28,3.9117062091827393
2010-06-01,3.796921491622925
2010-06-02,4.285321235656738
2010-06-03,4.24030876159668
2010-06-04,4.165472507476807
2010-06-07,4.019741058349609
2010-06-08,3.9117062091827393
2010-06-09,3.868943452835083
2010-06-10,4.0152387619018555
2010-06-11,4.019741058349609
2010-06-14,3.9657230377197266
2010-06-15,4.15928316116333
2010-06-16,4.188542366027832
2010-06-17,4.091763496398926
2010-06-18,4.071505069732666
2010-06-21,4.0512495040893555
2010-06-22,3.9837286472320557
2010-06-23,3.8644425868988037
2010-06-24,3.7676620483398438
2010-06-25,3.7946693897247314
2010-06-28,3.871194362640381
2010-06-29,3.745154619216919
2010-06-30,3.6123640537261963
2010-07-01,3.5605978965759277
2010-07-02,3.5110836029052734
2010-07-06,3.4593164920806885
2010-07-07,3.540341854095459
2010-07-08,3.6506271362304688
2010-07-09,3.7361533641815186
2010-07-12,3.6978909969329834
2010-07-13,3.7811670303344727
2010-07-14,3.7609102725982666
2010-07-15,3.677633285522461
2010-07-16,3.540341854095459
2010-07-19,3.6416234970092773
2010-07-20,3.7789154052734375
2010-07-21,3.7519075870513916
2010-07-22,3.82392954826355
2010-07-23,3.8441851139068604
2010-07-26,3.92521071434021
2010-07-27,3.9904820919036865
2010-07-28,3.8824472427368164
2010-07-29,3.87569522857666
2010-07-30,3.82167911529541
2010-08-02,3.787919759750366
2010-08-03,3.785667657852173
2010-08-04,3.837432622909546
2010-08-05,3.8194289207458496
2010-08-06,3.796921491622925
2010-08-09,3.7834181785583496
2010-08-10,3.6596288681030273
2010-08-11,3.553847312927246
2010-08-12,3.558347225189209
2010-08-13,3.5290884971618652
