Date,WEN
2010-01-04,3.081084728240967
2010-01-05,3.028075695037842
2010-01-06,2.9154350757598877
2010-01-07,2.981694221496582
2010-01-08,2.9883203506469727
2010-01-11,2.9353115558624268
2010-01-12,2.928685426712036
2010-01-13,3.0479536056518555
2010-01-14,3.0943353176116943
2010-01-15,3.081084728240967
2010-01-19,3.1407177448272705
2010-01-20,3.107588529586792
2010-01-21,3.0744569301605225
2010-01-22,3.180474281311035
2010-01-25,3.0413286685943604
2010-01-26,3.014824151992798
2010-01-27,3.021449565887451
2010-01-28,3.0744569301605225
2010-01-29,3.054579973220825
2010-02-01,3.0678329467773438
2010-02-02,3.0744569301605225
2010-02-03,3.0744569301605225
2010-02-04,3.0081992149353027
2010-02-05,3.001572608947754
2010-02-08,2.9618160724639893
2010-02-09,2.9949469566345215
2010-02-10,3.1274664402008057
2010-02-11,3.1473448276519775
2010-02-12,3.1605958938598633
2010-02-16,3.1738483905792236
2010-02-17,3.2599856853485107
2010-02-18,3.240108013153076
2010-02-19,3.246732234954834
2010-02-22,3.1870999336242676
2010-02-23,3.2268564701080322
2010-02-24,3.220229148864746
2010-02-25,3.1770284175872803
2010-02-26,3.243492364883423
2010-03-01,3.2102577686309814
2010-03-02,3.2767255306243896
2010-03-03,3.283372640609741
2010-03-04,3.0507445335388184
2010-03-05,3.0108656883239746
2010-03-08,3.0507445335388184
2010-03-09,3.097269296646118
2010-03-10,3.1637346744537354
2010-03-11,3.2301995754241943
2010-03-12,3.256784439086914
2010-03-15,3.2102577686309814
2010-03-16,3.2301995754241943
2010-03-17,3.203613519668579
2010-03-18,3.1637346744537354
2010-03-19,3.1305017471313477
2010-03-22,3.110562324523926
2010-03-23,3.2301995754241943
2010-03-24,3.243492364883423
2010-03-25,3.2501394748687744
2010-03-26,3.190321445465088
2010-03-29,3.203613519668579
2010-03-30,3.3365447521209717
2010-03-31,3.323249340057373
2010-04-01,3.356483221054077
2010-04-05,3.4096553325653076
2010-04-06,3.45617938041687
2010-04-07,3.4827682971954346
2010-04-08,3.5027048587799072
2010-04-09,3.4827682971954346
2010-04-12,3.5691728591918945
2010-04-13,3.5292916297912598
2010-04-14,3.6024036407470703
2010-04-15,3.6223437786102295
2010-04-16,3.535938024520874
2010-04-19,3.5425853729248047
2010-04-20,3.6090500354766846
2010-04-21,3.6156961917877197
2010-04-22,3.662222385406494
2010-04-23,3.655575752258301
2010-04-26,3.6688692569732666
2010-04-27,3.5292916297912598
2010-04-28,3.4495339393615723
2010-04-29,3.562525510787964
2010-04-30,3.5292916297912598
2010-05-03,3.6024036407470703
2010-05-04,3.515998125076294
2010-05-05,3.4694745540618896
2010-05-06,3.2966654300689697
2010-05-07,3.13714861869812
2010-05-10,3.3033108711242676
2010-05-11,3.376422643661499
2010-05-12,3.3830697536468506
2010-05-13,3.283372640609741
2010-05-14,3.190321445465088
2010-05-17,3.0773305892944336
2010-05-18,3.0773305892944336
2010-05-19,3.0773305892944336
2010-05-20,2.94439959526062
2010-05-21,2.8646419048309326
2010-05-24,2.9045217037200928
2010-05-25,2.9111685752868652
2010-05-26,2.957692861557007
2010-05-27,3.0143797397613525
2010-05-28,3.0077106952667236
2010-06-01,2.9610276222229004
2010-06-02,3.0077106952667236
2010-06-03,3.0077106952667236
2010-06-04,2.8676626682281494
2010-06-07,2.8409862518310547
2010-06-08,2.7009379863739014
2010-06-09,2.767627239227295
2010-06-10,2.8943381309509277
2010-06-11,3.101076364517212
2010-06-14,3.0277183055877686
2010-06-15,3.0744001865386963
2010-06-16,2.981034994125366
2010-06-17,2.8876683712005615
2010-06-18,2.874330759048462
2010-06-21,2.8343164920806885
2010-06-22,2.767627239227295
2010-06-23,2.747619152069092
2010-06-24,2.807640552520752
2010-06-25,2.780965566635132
2010-06-28,2.7742955684661865
2010-06-29,2.7009379863739014
2010-06-30,2.667592763900757
2010-07-01,2.6742615699768066
2010-07-02,2.667592763900757
2010-07-06,2.594233274459839
2010-07-07,2.594233274459839
2010-07-08,2.634247064590454
2010-07-09,2.794302463531494
2010-07-12,2.7742955684661865
2010-07-13,2.8476550579071045
2010-07-14,2.794302463531494
2010-07-15,2.767627239227295
2010-07-16,2.71427583694458
2010-07-19,2.694268226623535
2010-07-20,2.7342824935913086
2010-07-21,2.7342824935913086
2010-07-22,2.7542896270751953
2010-07-23,2.860992670059204
2010-07-26,2.9343514442443848
2010-07-27,2.927682638168335
2010-07-28,2.8676626682281494
2010-07-29,2.9143450260162354
2010-07-30,2.90767502784729
2010-08-02,2.90767502784729
2010-08-03,2.8476550579071045
2010-08-04,2.8676626682281494
