Date,GIC
2010-01-04,8.100948333740234
2010-01-05,8.116155624389648
2010-01-06,8.095877647399902
2010-01-07,8.161781311035156
2010-01-08,8.430461883544922
2010-01-11,8.2885160446167
2010-01-12,8.33414363861084
2010-01-13,8.53184986114502
2010-01-14,8.602822303771973
2010-01-15,8.607888221740723
2010-01-19,9.008374214172363
2010-01-20,8.846152305603027
2010-01-21,8.998239517211914
2010-01-22,8.937402725219727
2010-01-25,9.02358341217041
2010-01-26,8.881643295288086
2010-01-27,9.05906867980957
2010-01-28,8.962753295898438
2010-01-29,8.886709213256836
2010-02-01,9.02358341217041
2010-02-02,8.947540283203125
2010-02-03,9.05906867980957
2010-02-04,8.770112991333008
2010-02-05,8.759971618652344
2010-02-08,8.501434326171875
2010-02-09,8.628169059753418
2010-02-10,8.506501197814941
2010-02-11,8.694070816040039
2010-02-12,8.009696960449219
2010-02-16,8.32400131225586
2010-02-17,8.339211463928223
2010-02-18,8.57240104675293
2010-02-19,8.58254337310791
2010-02-22,8.59775161743164
2010-02-23,8.516641616821289
2010-02-24,8.612958908081055
2010-02-25,8.364558219909668
2010-02-26,8.26317024230957
2010-03-01,8.623096466064453
2010-03-02,8.663653373718262
2010-03-03,8.562265396118164
2010-03-04,8.704211235046387
2010-03-05,8.871499061584473
2010-03-08,8.962753295898438
2010-03-09,10.240248680114746
2010-03-10,10.417675971984863
2010-03-11,10.27573299407959
2010-03-12,10.138855934143066
2010-03-15,10.133788108825684
2010-03-16,10.108444213867188
2010-03-17,10.346702575683594
2010-03-18,10.38219165802002
2010-03-19,10.443023681640625
2010-03-22,10.949967384338379
2010-03-23,10.914482116699219
2010-03-24,10.762397766113281
2010-03-25,10.828300476074219
2010-03-26,10.924617767333984
2010-03-29,11.005735397338867
2010-03-30,11.000663757324219
2010-03-31,11.0209379196167
2010-04-01,11.102051734924316
2010-04-05,11.776280403137207
2010-04-06,11.903021812438965
2010-04-07,11.685032844543457
2010-04-08,11.695171356201172
2010-04-09,11.532950401306152
2010-04-12,11.56336498260498
2010-04-13,11.522811889648438
2010-04-14,11.603919982910156
2010-04-15,11.740799903869629
2010-04-16,11.735730171203613
2010-04-19,11.416352272033691
2010-04-20,11.370729446411133
2010-04-21,11.467048645019531
2010-04-22,11.553226470947266
2010-04-23,11.710382461547852
2010-04-26,12.090591430664062
2010-04-27,11.837116241455078
2010-04-28,11.781354904174805
2010-04-29,11.95371150970459
2010-04-30,11.776280403137207
2010-05-03,11.761075973510742
2010-05-04,11.096976280212402
2010-05-05,11.0209379196167
2010-05-06,10.995594024658203
2010-05-07,10.539345741271973
2010-05-10,10.88913345336914
2010-05-11,10.970244407653809
2010-05-12,10.422747611999512
2010-05-13,10.676217079162598
2010-05-14,10.133788108825684
2010-05-17,10.245315551757812
2010-05-18,9.986776351928711
2010-05-19,9.758650779724121
2010-05-20,9.271985054016113
2010-05-21,9.37337589263916
2010-05-24,9.424067497253418
2010-05-25,9.398721694946289
2010-05-26,9.474764823913574
2010-05-27,9.839763641357422
2010-05-28,9.778929710388184
2010-06-01,9.271985054016113
2010-06-02,9.545735359191895
2010-06-03,9.6978178024292
2010-06-04,9.069209098815918
2010-06-07,8.759971618652344
2010-06-08,8.977959632873535
2010-06-09,8.96782112121582
2010-06-10,9.32267951965332
2010-06-11,9.51025104522705
2010-06-14,9.51025104522705
2010-06-15,9.408857345581055
2010-06-16,9.246639251708984
2010-06-17,9.195941925048828
2010-06-18,9.114834785461426
2010-06-21,8.805597305297852
2010-06-22,8.547054290771484
2010-06-23,8.44059944152832
2010-06-24,8.065461158752441
2010-06-25,8.298657417297363
2010-06-28,8.31893253326416
2010-06-29,8.009696960449219
2010-06-30,7.639632225036621
2010-07-01,7.852544784545898
2010-07-02,7.801849365234375
2010-07-06,7.472339630126953
2010-07-07,7.6700439453125
2010-07-08,7.654839038848877
2010-07-09,7.908308506011963
2010-07-12,7.7258100509643555
2010-07-13,8.121224403381348
2010-07-14,8.329073905944824
2010-07-15,8.18205738067627
2010-07-16,7.741018772125244
2010-07-19,7.791711330413818
2010-07-20,7.857614517211914
2010-07-21,7.664974689483643
2010-07-22,8.161781311035156
2010-07-23,8.349346160888672
2010-07-26,8.567334175109863
2010-07-27,8.339211463928223
2010-07-28,8.136434555053711
2010-07-29,8.242890357971191
2010-07-30,8.29358959197998
2010-08-02,8.602822303771973
2010-08-03,8.344284057617188
2010-08-04,8.303723335266113
2010-08-05,8.21754264831543
2010-08-06,8.222614288330078
2010-08-09,8.430461883544922
2010-08-10,8.278379440307617
2010-08-11,6.605467319488525
2010-08-12,6.706855297088623
2010-08-13,6.519286155700684
2010-08-16,6.514217376708984
2010-08-17,6.722062110900879
2010-08-18,6.691647529602051
2010-08-19,6.640951633453369
2010-08-20,6.590258598327637
2010-08-23,6.407759666442871
2010-08-24,6.113730430603027
2010-08-25,6.2810235023498535
2010-08-26,6.07317590713501
2010-08-27,6.179633617401123
2010-08-30,6.007272720336914
2010-08-31,5.9667181968688965
2010-09-01,6.220190048217773
2010-09-02,6.301299095153809
2010-09-03,6.438175201416016
2010-09-07,6.33678674697876
2010-09-08,6.088385105133057
2010-09-09,6.083315849304199
2010-09-10,6.123868942260742
2010-09-13,6.311439037322998
2010-09-14,6.189770698547363
2010-09-15,6.1847052574157715
2010-09-16,6.07317590713501
2010-09-17,6.078243732452393
2010-09-20,6.240468502044678
2010-09-21,6.149219036102295
2010-09-22,6.068106651306152
2010-09-23,6.083315849304199
2010-09-24,6.2860918045043945
2010-09-27,6.225257396697998
2010-09-28,6.2100510597229
2010-09-29,6.220190048217773
2010-09-30,6.225257396697998
2010-10-01,6.215120315551758
2010-10-04,6.128939151763916
2010-10-05,6.351995468139648
2010-10-06,6.306369304656982
2010-10-07,6.275952339172363
2010-10-08,6.362133502960205
2010-10-11,6.321578502655029
2010-10-12,6.351995468139648
2010-10-13,6.524354457855225
2010-10-14,6.569980621337891
2010-10-15,6.620675086975098
2010-10-18,6.747406959533691
2010-10-19,6.600396156311035
2010-10-20,6.8437299728393555
