Date,NTB
2016-09-16,16.30476188659668
2016-09-19,16.140066146850586
2016-09-20,16.173004150390625
2016-09-21,15.830437660217285
2016-09-22,15.81726360321045
2016-09-23,15.856793403625488
2016-09-26,15.856793403625488
2016-09-27,15.830437660217285
2016-09-28,15.843608856201172
2016-09-29,16.054426193237305
2016-09-30,16.311351776123047
2016-10-03,16.31793212890625
2016-10-04,16.489221572875977
2016-10-05,16.752723693847656
2016-10-06,16.85154914855957
2016-10-07,16.85813331604004
2016-10-10,16.871307373046875
2016-10-11,16.97012710571289
2016-10-12,16.99648094177246
2016-10-13,16.950363159179688
2016-10-14,16.99648094177246
2016-10-17,16.943775177001953
2016-10-18,16.85154914855957
2016-10-19,16.891071319580078
2016-10-20,16.864721298217773
2016-10-21,16.765907287597656
2016-10-24,16.680269241333008
2016-10-25,16.798845291137695
2016-10-26,16.798845291137695
2016-10-27,16.64073944091797
2016-10-28,16.535327911376953
2016-10-31,16.667085647583008
2016-11-01,16.779083251953125
2016-11-02,16.772489547729492
2016-11-03,16.917428970336914
2016-11-04,17.286334991455078
2016-11-07,17.31269073486328
2016-11-08,17.371980667114258
2016-11-09,17.8216552734375
2016-11-10,18.099393844604492
2016-11-11,18.99874496459961
2016-11-14,18.91277503967285
2016-11-15,19.177289962768555
2016-11-16,19.64019012451172
2016-11-17,19.50132179260254
2016-11-18,19.521160125732422
2016-11-21,19.362455368041992
2016-11-22,19.177289962768555
2016-11-23,19.296321868896484
2016-11-25,19.197132110595703
2016-11-28,18.654870986938477
2016-11-29,18.35068702697754
2016-11-30,19.04503059387207
2016-12-01,18.99874496459961
2016-12-02,18.99874496459961
2016-12-05,19.157453536987305
2016-12-06,19.190515518188477
2016-12-07,18.87971305847168
2016-12-08,19.177289962768555
2016-12-09,19.71293067932129
2016-12-12,19.87825584411621
2016-12-13,19.84518814086914
2016-12-14,20.1229305267334
2016-12-15,20.678409576416016
2016-12-16,21.009056091308594
2016-12-19,21.095022201538086
2016-12-20,21.49840545654297
2016-12-21,21.663726806640625
2016-12-22,21.491792678833008
2016-12-23,21.359533309936523
2016-12-27,21.49840545654297
2016-12-28,20.96276092529297
2016-12-29,20.969375610351562
2016-12-30,20.79083251953125
2017-01-03,20.896635055541992
2017-01-04,21.41904640197754
2017-01-05,21.233888626098633
2017-01-06,21.478567123413086
2017-01-09,21.22066307067871
2017-01-10,21.161149978637695
2017-01-11,21.161149978637695
2017-01-12,20.797439575195312
2017-01-13,21.227272033691406
2017-01-17,20.949535369873047
2017-01-18,21.306631088256836
2017-01-19,21.372760772705078
2017-01-20,21.70340347290039
2017-01-23,21.967918395996094
2017-01-24,22.457271575927734
2017-01-25,22.708560943603516
2017-01-26,22.536624908447266
2017-01-27,22.417593002319336
2017-01-30,22.014205932617188
2017-01-31,21.749698638916016
2017-02-01,21.921628952026367
2017-02-02,21.915014266967773
2017-02-03,21.809206008911133
2017-02-06,21.590984344482422
2017-02-07,21.293407440185547
2017-02-08,20.691638946533203
2017-02-09,21.3463134765625
2017-02-10,21.55130958557129
2017-02-13,21.26034164428711
2017-02-14,21.49840545654297
2017-02-15,22.000988006591797
2017-02-16,21.68356704711914
2017-02-17,21.82904815673828
2017-02-21,21.776147842407227
2017-02-22,21.432279586791992
2017-02-23,20.92970085144043
2017-02-24,21.07518196105957
2017-02-27,21.286792755126953
2017-02-28,21.55791664123535
2017-03-01,22.153078079223633
2017-03-02,22.146461486816406
2017-03-03,22.397750854492188
2017-03-06,22.682104110717773
2017-03-07,22.695335388183594
2017-03-08,22.503557205200195
2017-03-09,22.34334373474121
2017-03-10,22.02958869934082
2017-03-13,22.209829330444336
2017-03-14,22.163103103637695
2017-03-15,22.089672088623047
2017-03-16,21.896074295043945
2017-03-17,22.04294204711914
2017-03-20,21.842674255371094
2017-03-21,20.894729614257812
2017-03-22,21.10167694091797
2017-03-23,21.061614990234375
2017-03-24,20.701135635375977
2017-03-27,20.26721954345703
2017-03-28,20.273902893066406
2017-03-29,21.09499740600586
2017-03-30,21.4621639251709
2017-03-31,21.301944732666016
2017-04-03,21.61570167541504
2017-04-04,21.522239685058594
2017-04-05,21.195133209228516
2017-04-06,21.301944732666016
2017-04-07,21.248538970947266
2017-04-10,21.168432235717773
2017-04-11,21.128379821777344
2017-04-12,20.881380081176758
