Date,SRE
2010-01-04,17.155834197998047
2010-01-05,16.790616989135742
2010-01-06,16.560443878173828
2010-01-07,16.523611068725586
2010-01-08,16.514408111572266
2010-01-11,16.75379180908203
2010-01-12,16.695478439331055
2010-01-13,16.532825469970703
2010-01-14,16.44995880126953
2010-01-15,16.087812423706055
2010-01-19,16.121570587158203
2010-01-20,15.922080993652344
2010-01-21,16.020292282104492
2010-01-22,15.820805549621582
2010-01-25,15.833078384399414
2010-01-26,15.790122032165527
2010-01-27,15.676565170288086
2010-01-28,15.5906343460083
2010-01-29,15.575286865234375
2010-02-01,15.719531059265137
2010-02-02,15.802395820617676
2010-02-03,15.599841117858887
2010-02-04,15.213142395019531
2010-02-05,15.246906280517578
2010-02-08,15.041280746459961
2010-02-09,15.21927547454834
2010-02-10,15.11800479888916
2010-02-11,15.274519920349121
2010-02-12,15.18552303314209
2010-02-16,15.038207054138184
2010-02-17,14.789620399475098
2010-02-18,14.77120304107666
2010-02-19,15.022852897644043
2010-02-22,14.924656867980957
2010-02-23,14.804962158203125
2010-02-24,14.893959045410156
2010-02-25,15.443319320678711
2010-02-26,15.090377807617188
2010-03-01,15.130279541015625
2010-03-02,14.973755836486816
2010-03-03,15.019790649414062
2010-03-04,14.979894638061523
2010-03-05,15.262248039245605
2010-03-08,15.65201187133789
2010-03-09,15.544597625732422
2010-03-10,15.553808212280273
2010-03-11,15.52618408203125
2010-03-12,15.42797565460205
2010-03-15,15.421833992004395
2010-03-16,15.567205429077148
2010-03-17,15.561014175415039
2010-03-18,15.697110176086426
2010-03-19,15.619792938232422
2010-03-22,15.561014175415039
2010-03-23,15.483694076538086
2010-03-24,15.332139015197754
2010-03-25,15.075419425964355
2010-03-26,15.20223331451416
2010-03-29,15.601229667663574
2010-03-30,15.545557022094727
2010-03-31,15.434209823608398
2010-04-01,15.681646347045898
2010-04-05,15.851770401000977
2010-04-06,15.885788917541504
2010-04-07,15.728047370910645
2010-04-08,15.561014175415039
2010-04-09,15.616690635681152
2010-04-12,15.61359691619873
2010-04-13,15.511534690856934
2010-04-14,15.400181770324707
2010-04-15,15.359978675842285
2010-04-16,15.186759948730469
2010-04-19,15.310486793518066
2010-04-20,15.452760696411133
2010-04-21,15.511534690856934
2010-04-22,15.505352973937988
2010-04-23,15.616690635681152
2010-04-26,15.52700138092041
2010-04-27,15.162018775939941
2010-04-28,15.310486793518066
2010-04-29,15.288832664489746
2010-04-30,15.211512565612793
2010-05-03,15.579574584960938
2010-05-04,15.140365600585938
2010-05-05,14.886740684509277
2010-05-06,14.549596786499023
2010-05-07,14.364018440246582
2010-05-10,14.68569564819336
2010-05-11,14.630017280578613
2010-05-12,14.589812278747559
2010-05-13,14.664040565490723
2010-05-14,14.602180480957031
2010-05-17,14.586721420288086
2010-05-18,14.630017280578613
2010-05-19,14.642394065856934
2010-05-20,14.166069030761719
2010-05-21,14.258859634399414
2010-05-24,14.067086219787598
2010-05-25,13.940271377563477
2010-05-26,13.906253814697266
2010-05-27,14.132039070129395
2010-05-28,14.227922439575195
2010-06-01,13.872233390808105
2010-06-02,14.159878730773926
2010-06-03,14.249582290649414
2010-06-04,13.767069816589355
2010-06-07,13.909347534179688
2010-06-08,14.351654052734375
2010-06-09,14.299065589904785
2010-06-10,14.725908279418945
2010-06-11,14.88055419921875
2010-06-14,14.914583206176758
2010-06-15,15.20223331451416
2010-06-16,15.348766326904297
2010-06-17,15.579482078552246
2010-06-18,15.620009422302246
2010-06-21,15.379941940307617
2010-06-22,14.909152030944824
2010-06-23,14.893571853637695
2010-06-24,14.94969367980957
2010-06-25,15.040101051330566
2010-06-28,15.15857982635498
2010-06-29,14.809385299682617
2010-06-30,14.588028907775879
2010-07-01,14.475790977478027
2010-07-02,14.500732421875
2010-07-06,14.672208786010742
2010-07-07,15.118056297302246
2010-07-08,15.230292320251465
2010-07-09,15.358118057250977
2010-07-12,15.373705863952637
2010-07-13,15.510886192321777
2010-07-14,15.395527839660645
2010-07-15,15.401762962341309
2010-07-16,15.13363265991211
2010-07-19,15.417354583740234
2010-07-20,15.573244094848633
2010-07-21,15.345640182495117
2010-07-22,15.697958946228027
2010-07-23,15.732247352600098
2010-07-26,15.82577896118164
2010-07-27,15.950493812561035
2010-07-28,15.769664764404297
2010-07-29,15.576359748840332
2010-07-30,15.510886192321777
2010-08-02,15.729132652282715
2010-08-03,16.012847900390625
2010-08-04,16.04090690612793
2010-08-05,16.156265258789062
2010-08-06,16.150035858154297
2010-08-09,16.193675994873047
2010-08-10,16.346446990966797
2010-08-11,16.137557983398438
2010-08-12,15.987909317016602
2010-08-13,15.947375297546387
2010-08-16,15.97544002532959
2010-08-17,16.025320053100586
2010-08-18,15.994146347045898
2010-08-19,15.775896072387695
2010-08-20,15.757195472717285
2010-08-23,15.900609970092773
2010-08-24,15.931784629821777
2010-08-25,15.978551864624023
2010-08-26,16.003501892089844
2010-08-27,16.203035354614258
2010-08-30,15.903724670410156
2010-08-31,15.875666618347168
2010-09-01,16.365158081054688
2010-09-02,16.661340713500977
2010-09-03,16.698766708374023
2010-09-07,16.5989990234375
2010-09-08,16.433746337890625
2010-09-09,16.567813873291016
2010-09-10,16.61457061767578
2010-09-13,16.639524459838867
2010-09-14,16.664464950561523
2010-09-15,16.570934295654297
2010-09-16,16.567813873291016
2010-09-17,16.549100875854492
2010-09-20,16.64887237548828
2010-09-21,16.4960994720459
2010-09-22,16.711231231689453
2010-09-23,16.42750358581543
2010-09-24,16.798521041870117
2010-09-27,16.842493057250977
2010-09-28,16.93670654296875
2010-09-29,16.873905181884766
2010-09-30,16.8958797454834
2010-10-01,17.00893783569336
2010-10-04,16.861337661743164
2010-10-05,17.012073516845703
2010-10-06,16.986955642700195
2010-10-07,16.92414665222168
2010-10-08,16.880184173583984
2010-10-11,16.79538917541504
2010-10-12,16.833065032958984
2010-10-13,16.79224967956543
2010-10-14,16.70745277404785
2010-10-15,16.748275756835938
2010-10-18,16.921003341674805
2010-10-19,16.770265579223633
2010-10-20,16.892742156982422
2010-10-21,16.754554748535156
2010-10-22,16.807945251464844
2010-10-25,16.892742156982422
2010-10-26,16.748275756835938
2010-10-27,16.688610076904297
2010-10-28,16.798524856567383
2010-10-29,16.79538917541504
2010-11-01,16.688610076904297
2010-11-02,16.92414665222168
2010-11-03,16.848773956298828
2010-11-04,16.889598846435547
2010-11-05,16.9775390625
2010-11-08,16.845638275146484
2010-11-09,16.20182991027832
2010-11-10,16.29918098449707
2010-11-11,16.104476928710938
2010-11-12,16.007122039794922
2010-11-15,15.925463676452637
2010-11-16,15.68993091583252
2010-11-17,15.686789512634277
2010-11-18,15.818685531616211
2010-11-19,15.850092887878418
2010-11-22,15.862653732299805
2010-11-23,15.724475860595703
2010-11-24,15.850092887878418
2010-11-26,15.781005859375
2010-11-29,15.664806365966797
2010-11-30,15.730755805969238
2010-12-01,15.875218391418457
2010-12-02,16.019681930541992
2010-12-03,16.013408660888672
2010-12-06,15.99769401550293
2010-12-07,15.99769401550293
2010-12-08,15.953730583190918
2010-12-09,16.12331771850586
2010-12-10,16.104476928710938
2010-12-13,16.12645721435547
2010-12-14,16.252090454101562
2010-12-15,16.195547103881836
2010-12-16,16.302322387695312
2010-12-17,16.478195190429688
2010-12-20,16.459346771240234
2010-12-21,16.421382904052734
2010-12-22,16.48783302307129
2010-12-23,16.503644943237305
2010-12-27,16.516307830810547
2010-12-28,16.54161834716797
2010-12-29,16.554277420043945
2010-12-30,16.570087432861328
2010-12-31,16.604900360107422
2011-01-03,16.598575592041016
2011-01-04,16.60173225402832
2011-01-05,16.421382904052734
2011-01-06,16.380260467529297
2011-01-07,16.342283248901367
2011-01-10,16.310638427734375
2011-01-11,16.35810661315918
2011-01-12,16.421382904052734
2011-01-13,16.440366744995117
2011-01-14,16.563764572143555
2011-01-18,16.47834014892578
2011-01-19,16.434038162231445
2011-01-20,16.54794692993164
2011-01-21,16.58907699584961
2011-01-24,16.649198532104492
2011-01-25,16.636550903320312
2011-01-26,16.59541130065918
2011-01-27,16.557437896728516
2011-01-28,16.41189193725586
2011-01-31,16.47517204284668
2011-02-01,16.740951538085938
2011-02-02,16.630218505859375
2011-02-03,16.446699142456055
2011-02-04,16.490991592407227
2011-02-07,16.71247673034668
2011-02-08,16.886497497558594
2011-02-09,16.8959903717041
2011-02-10,16.911808013916016
2011-02-11,16.8548583984375
2011-02-14,16.797903060913086
2011-02-15,16.82005500793457
