Date,CURB
2025-01-03,23.172542572021484
2025-01-06,22.610485076904297
2025-01-07,22.580904006958008
2025-01-08,22.67951011657715
2025-01-10,23.083797454833984
2025-01-13,23.093658447265625
2025-01-14,23.123241424560547
2025-01-15,23.202125549316406
2025-01-16,23.202125549316406
2025-01-17,23.211986541748047
2025-01-21,23.33031463623047
2025-01-22,23.211986541748047
2025-01-23,23.37961769104004
2025-01-24,24.17833137512207
2025-01-27,24.602340698242188
2025-01-28,24.89815902709961
2025-01-29,24.23749542236328
2025-01-30,24.40512466430664
2025-01-31,24.129026412963867
2025-02-03,24.3065185546875
2025-02-04,24.25721549987793
2025-02-05,24.493871688842773
2025-02-06,24.25721549987793
2025-02-07,24.24735450744629
2025-02-10,24.27693748474121
2025-02-11,24.691085815429688
2025-02-12,24.29665756225586
2025-02-13,24.878437042236328
2025-02-14,24.395263671875
2025-02-18,24.45442771911621
2025-02-19,24.14874839782715
2025-02-20,24.10930824279785
2025-02-21,24.020559310913086
2025-02-24,23.961395263671875
2025-02-25,24.336101531982422
2025-02-26,24.3065185546875
2025-02-27,24.079723358154297
2025-02-28,24.28679847717285
2025-03-03,24.040281295776367
2025-03-04,23.803625106811523
2025-03-05,23.862791061401367
2025-03-06,23.675437927246094
2025-03-07,23.58669090270996
2025-03-10,23.024633407592773
2025-03-11,23.882509231567383
2025-03-12,23.852928161621094
2025-03-13,22.916166305541992
2025-03-14,23.19417953491211
2025-03-17,23.472190856933594
2025-03-18,23.720417022705078
2025-03-19,23.55162239074707
2025-03-20,23.412616729736328
2025-03-21,23.13460350036621
2025-03-24,23.531766891479492
2025-03-25,23.372901916503906
2025-03-26,23.52183723449707
2025-03-27,23.87928009033203
2025-03-28,23.690629959106445
2025-03-31,24.018287658691406
2025-04-01,24.514738082885742
2025-04-02,24.77289390563965
2025-04-03,24.06793212890625
2025-04-04,23.015457153320312
2025-04-07,22.290639877319336
2025-04-08,21.36724090576172
2025-04-09,22.201278686523438
2025-04-10,21.843833923339844
2025-04-11,22.44950294494629
2025-04-14,22.87645149230957
2025-04-15,22.628225326538086
2025-04-16,22.578580856323242
2025-04-17,23.015457153320312
2025-04-21,22.5587215423584
2025-04-22,22.89630889892578
2025-04-23,23.23389434814453
2025-04-24,22.88637924194336
2025-04-25,23.114748001098633
2025-04-28,23.025386810302734
2025-04-29,22.727514266967773
2025-04-30,22.727514266967773
2025-05-01,23.015457153320312
2025-05-02,23.382829666137695
2025-05-05,23.20410919189453
2025-05-06,23.362972259521484
2025-05-07,23.21403694152832
2025-05-08,23.32325553894043
2025-05-09,23.184249877929688
2025-05-12,23.581411361694336
2025-05-13,23.23389434814453
2025-05-14,22.955883026123047
2025-05-15,23.33318519592285
2025-05-16,23.571481704711914
2025-05-19,23.452333450317383
2025-05-20,23.025386810302734
2025-05-21,22.171489715576172
2025-05-22,22.14170265197754
2025-05-23,22.14170265197754
2025-05-27,22.66794204711914
2025-05-28,22.34028434753418
2025-05-29,22.479290008544922
2025-05-30,22.5289363861084
2025-06-02,22.578580856323242
2025-06-03,22.717586517333984
2025-06-04,22.767230987548828
2025-06-05,22.499147415161133
2025-06-06,22.628225326538086
2025-06-09,22.727514266967773
2025-06-10,22.955883026123047
2025-06-11,22.628225326538086
2025-06-12,22.56865119934082
2025-06-13,22.290639877319336
2025-06-16,22.429645538330078
2025-06-17,22.380001068115234
2025-06-18,22.600000381469727
2025-06-20,22.90999984741211
2025-06-23,23.260000228881836
2025-06-24,23.100000381469727
2025-06-25,22.549999237060547
2025-06-26,22.84000015258789
2025-06-27,22.8700008392334
2025-06-30,22.829999923706055
2025-07-01,22.799999237060547
2025-07-02,22.920000076293945
2025-07-03,22.899999618530273
2025-07-07,22.389999389648438
2025-07-08,22.06999969482422
2025-07-09,22.25
2025-07-10,22.600000381469727
2025-07-11,22.760000228881836
2025-07-14,22.829999923706055
2025-07-15,22.489999771118164
2025-07-16,22.850000381469727
2025-07-17,23.1299991607666
2025-07-18,22.940000534057617
2025-07-21,22.979999542236328
2025-07-22,23.299999237060547
2025-07-23,23.049999237060547
2025-07-24,22.860000610351562
2025-07-25,22.860000610351562
2025-07-28,23.3700008392334
2025-07-29,22.940000534057617
2025-07-30,22.43000030517578
2025-07-31,22.100000381469727
2025-08-01,21.889999389648438
2025-08-04,21.889999389648438
2025-08-05,22.459999084472656
2025-08-06,22.479999542236328
2025-08-07,22.56999969482422
2025-08-08,22.06999969482422
2025-08-11,21.899999618530273
2025-08-12,22.6299991607666
2025-08-13,22.799999237060547
2025-08-14,22.709999084472656
2025-08-15,22.440000534057617
2025-08-18,22.040000915527344
2025-08-19,22.299999237060547
2025-08-20,22.34000015258789
2025-08-21,22.219999313354492
2025-08-22,22.719999313354492
2025-08-25,22.299999237060547
2025-08-26,22.469999313354492
2025-08-27,22.739999771118164
2025-08-28,22.56999969482422
2025-08-29,22.530000686645508
2025-09-02,22.219999313354492
2025-09-03,22.260000228881836
2025-09-04,22.809999465942383
2025-09-05,22.950000762939453
2025-09-08,22.579999923706055
2025-09-09,22.510000228881836
2025-09-10,22.350000381469727
2025-09-11,22.860000610351562
2025-09-12,22.469999313354492
2025-09-15,22.450000762939453
2025-09-16,22.100000381469727
2025-09-17,22.440000534057617
2025-09-18,22.700000762939453
2025-09-19,22.469999313354492
