Date,SFST
2010-01-04,4.928625106811523
2010-01-05,4.545454978942871
2010-01-06,4.545454978942871
2010-01-07,4.8685197830200195
2010-01-08,4.733283042907715
2010-01-11,4.733283042907715
2010-01-12,5.093914031982422
2010-01-13,5.537189960479736
2010-01-14,5.672427177429199
2010-01-15,5.672427177429199
2010-01-19,5.672427177429199
2010-01-20,5.634860992431641
2010-01-21,5.672427177429199
2010-01-22,5.792636871337891
2010-01-25,5.8076629638671875
2010-01-26,5.694965839385986
2010-01-27,5.672427177429199
2010-01-28,5.672427177429199
2010-01-29,5.664914131164551
2010-02-01,5.672427177429199
2010-02-02,5.672427177429199
2010-02-03,5.672427177429199
2010-02-04,5.672427177429199
2010-02-05,5.672427177429199
2010-02-08,5.664914131164551
2010-02-09,5.5221638679504395
2010-02-10,5.5221638679504395
2010-02-11,5.5221638679504395
2010-02-12,5.5221638679504395
2010-02-16,5.589782238006592
2010-02-17,5.589782238006592
2010-02-18,5.5221638679504395
2010-02-19,5.5221638679504395
2010-02-22,5.627347946166992
2010-02-23,5.4470319747924805
2010-02-24,5.499623775482178
2010-02-25,5.499623775482178
2010-02-26,5.4470319747924805
2010-03-01,5.4470319747924805
2010-03-02,5.4470319747924805
2010-03-03,5.4470319747924805
2010-03-04,5.4470319747924805
2010-03-05,5.499623775482178
2010-03-08,5.499623775482178
2010-03-09,5.634860992431641
2010-03-10,5.762585163116455
2010-03-11,5.762585163116455
2010-03-12,5.762585163116455
2010-03-15,5.672427177429199
2010-03-16,5.957925796508789
2010-03-17,5.957925796508789
2010-03-18,5.822690010070801
2010-03-19,5.822690010070801
2010-03-22,5.822690010070801
2010-03-23,5.822690010070801
2010-03-24,5.822690010070801
2010-03-25,6.190834045410156
2010-03-26,6.0105180740356445
2010-03-29,5.484598159790039
2010-03-30,5.8076629638671875
2010-03-31,6.0856499671936035
2010-04-01,6.0105180740356445
2010-04-05,6.0856499671936035
2010-04-06,6.0856499671936035
2010-04-07,6.0856499671936035
2010-04-08,6.0856499671936035
2010-04-09,6.0856499671936035
2010-04-12,6.123216152191162
2010-04-13,6.0856499671936035
2010-04-14,6.0856499671936035
2010-04-15,6.0856499671936035
2010-04-16,6.0105180740356445
2010-04-19,6.198347091674805
2010-04-20,6.198347091674805
2010-04-21,6.341096878051758
2010-04-22,6.341096878051758
2010-04-23,6.341096878051758
2010-04-26,6.641623020172119
2010-04-27,6.641623020172119
2010-04-28,6.641623020172119
2010-04-29,6.0105180740356445
2010-04-30,6.198347091674805
2010-05-03,6.386176109313965
2010-05-04,6.386176109313965
2010-05-05,6.386176109313965
2010-05-06,6.198347091674805
2010-05-07,6.198347091674805
2010-05-10,6.198347091674805
2010-05-11,6.198347091674805
2010-05-12,6.198347091674805
2010-05-13,6.198347091674805
2010-05-14,6.0105180740356445
2010-05-17,6.198347091674805
2010-05-18,6.198347091674805
2010-05-19,6.190834045410156
2010-05-20,6.190834045410156
2010-05-21,5.935387134552002
2010-05-24,6.198347091674805
2010-05-25,6.198347091674805
2010-05-26,6.198347091674805
2010-05-27,6.198347091674805
2010-05-28,6.198347091674805
2010-06-01,6.198347091674805
2010-06-02,6.198347091674805
2010-06-03,6.198347091674805
2010-06-04,6.198347091674805
2010-06-07,6.198347091674805
2010-06-08,6.198347091674805
2010-06-09,6.078136920928955
2010-06-10,6.078136920928955
2010-06-11,5.747558116912842
2010-06-14,5.747558116912842
2010-06-15,5.777610778808594
2010-06-16,5.777610778808594
2010-06-17,5.259203910827637
2010-06-18,5.642374038696289
2010-06-21,5.634860992431641
2010-06-22,5.634860992431641
2010-06-23,5.634860992431641
2010-06-24,5.740045070648193
2010-06-25,5.4470319747924805
2010-06-28,5.4470319747924805
2010-06-29,5.4470319747924805
2010-06-30,5.4470319747924805
2010-07-01,5.4470319747924805
2010-07-02,5.259203910827637
2010-07-06,5.259203910827637
2010-07-07,5.259203910827637
2010-07-08,5.259203910827637
2010-07-09,5.259203910827637
2010-07-12,5.259203910827637
2010-07-13,5.071374893188477
2010-07-14,5.274230003356934
2010-07-15,4.883545875549316
2010-07-16,4.973703861236572
2010-07-19,4.973703861236572
2010-07-20,4.921112060546875
2010-07-21,4.883545875549316
2010-07-22,4.695717811584473
2010-07-23,4.838467121124268
2010-07-26,4.522914886474609
2010-07-27,4.755823135375977
2010-07-28,4.537940979003906
2010-07-29,4.537940979003906
2010-07-30,4.5078887939453125
2010-08-02,4.5078887939453125
2010-08-03,4.470323085784912
2010-08-04,4.500376224517822
2010-08-05,4.575507164001465
2010-08-06,4.575507164001465
2010-08-09,4.883545875549316
2010-08-10,4.883545875549316
2010-08-11,4.695717811584473
2010-08-12,4.733283042907715
2010-08-13,4.733283042907715
2010-08-16,4.778361797332764
2010-08-17,4.808414936065674
2010-08-18,5.071374893188477
2010-08-19,5.071374893188477
2010-08-20,4.958677768707275
2010-08-23,4.845980167388916
2010-08-24,4.845980167388916
2010-08-25,4.830954074859619
2010-08-26,4.815927982330322
2010-08-27,4.808414936065674
2010-08-30,4.808414936065674
2010-08-31,4.808414936065674
2010-09-01,4.808414936065674
2010-09-02,4.808414936065674
2010-09-03,4.8685197830200195
2010-09-07,4.883545875549316
2010-09-08,4.958677768707275
2010-09-09,4.958677768707275
2010-09-10,4.958677768707275
2010-09-13,4.958677768707275
2010-09-14,5.026296138763428
2010-09-15,4.958677768707275
2010-09-16,4.958677768707275
2010-09-17,4.94365119934082
2010-09-20,4.583020210266113
2010-09-21,4.583020210266113
2010-09-22,4.583020210266113
2010-09-23,4.5078887939453125
2010-09-24,4.5078887939453125
2010-09-27,4.8685197830200195
2010-09-28,4.5078887939453125
2010-09-29,4.883545875549316
2010-09-30,4.973703861236572
2010-10-01,4.695717811584473
2010-10-04,4.695717811584473
2010-10-05,4.5078887939453125
2010-10-06,4.5078887939453125
2010-10-07,4.5078887939453125
2010-10-08,4.695717811584473
2010-10-11,4.5078887939453125
2010-10-12,4.5078887939453125
2010-10-13,4.5078887939453125
2010-10-14,4.522914886474609
2010-10-15,4.522914886474609
2010-10-18,4.522914886474609
2010-10-19,4.620585918426514
2010-10-20,4.845980167388916
2010-10-21,4.845980167388916
2010-10-22,4.958677768707275
2010-10-25,5.071374893188477
2010-10-26,4.906085968017578
2010-10-27,4.883545875549316
2010-10-28,4.883545875549316
2010-10-29,4.883545875549316
2010-11-01,4.928625106811523
2010-11-02,4.921112060546875
2010-11-03,4.921112060546875
2010-11-04,5.071374893188477
2010-11-05,5.078887939453125
2010-11-08,5.078887939453125
2010-11-09,5.078887939453125
2010-11-10,5.078887939453125
2010-11-11,4.958677768707275
2010-11-12,4.845980167388916
2010-11-15,4.770849227905273
2010-11-16,4.733283042907715
2010-11-17,4.733283042907715
2010-11-18,4.89857292175293
2010-11-19,4.89857292175293
2010-11-22,4.876032829284668
2010-11-23,4.620585918426514
2010-11-24,4.620585918426514
2010-11-26,4.620585918426514
2010-11-29,4.658152103424072
2010-11-30,4.725769996643066
2010-12-01,4.658152103424072
2010-12-02,4.815927982330322
2010-12-03,4.658152103424072
2010-12-06,4.725769996643066
2010-12-07,4.725769996643066
2010-12-08,4.688203811645508
2010-12-09,4.688203811645508
2010-12-10,4.808414936065674
2010-12-13,4.921112060546875
2010-12-14,4.883545875549316
2010-12-15,4.883545875549316
2010-12-16,4.883545875549316
2010-12-17,5.033809185028076
2010-12-20,5.259203910827637
2010-12-21,5.259203910827637
2010-12-22,5.634860992431641
2010-12-23,5.634860992431641
2010-12-27,5.822690010070801
2010-12-28,5.672427177429199
2010-12-29,5.732532024383545
2010-12-30,5.589782238006592
2010-12-31,5.6048078536987305
2011-01-03,5.6048078536987305
2011-01-04,5.830203056335449
2011-01-05,5.777610778808594
2011-01-06,5.777610778808594
2011-01-07,5.634860992431641
2011-01-10,5.634860992431641
2011-01-11,5.642374038696289
2011-01-12,5.642374038696289
2011-01-13,5.642374038696289
2011-01-14,5.642374038696289
2011-01-18,5.965439796447754
2011-01-19,6.0856499671936035
2011-01-20,5.972952842712402
2011-01-21,6.153267860412598
2011-01-24,6.235912799835205
2011-01-25,6.235912799835205
2011-01-26,6.9421491622924805
2011-01-27,6.9421491622924805
2011-01-28,6.65289306640625
2011-01-31,6.611569881439209
2011-02-01,6.611569881439209
2011-02-02,6.611569881439209
2011-02-03,6.611569881439209
2011-02-04,6.611569881439209
2011-02-07,6.776860237121582
2011-02-08,6.86776876449585
2011-02-09,6.818181991577148
2011-02-10,6.818181991577148
2011-02-11,7.2892560958862305
2011-02-14,6.694214820861816
2011-02-15,6.702478885650635
2011-02-16,7.123967170715332
