Date,DIS
2010-01-04,27.47587776184082
2010-01-05,27.40733528137207
2010-01-06,27.261688232421875
2010-01-07,27.270254135131836
2010-01-08,27.313098907470703
2010-01-11,26.86758804321289
2010-01-12,26.40494155883789
2010-01-13,26.807615280151367
2010-01-14,26.576295852661133
2010-01-15,26.216461181640625
2010-01-19,26.567726135253906
2010-01-20,26.721940994262695
2010-01-21,26.22503089904785
2010-01-22,25.685274124145508
2010-01-25,25.633872985839844
2010-01-26,25.411115646362305
2010-01-27,25.11982536315918
2010-01-28,25.14552879333496
2010-01-29,25.316871643066406
2010-02-01,25.291175842285156
2010-02-02,25.685274124145508
2010-02-03,26.344972610473633
2010-02-04,25.4196834564209
2010-02-05,25.308311462402344
2010-02-08,25.256898880004883
2010-02-09,25.565330505371094
2010-02-10,25.728116989135742
2010-02-11,25.83949089050293
2010-02-12,25.76238441467285
2010-02-16,26.105079650878906
2010-02-17,26.4392147064209
2010-02-18,26.576295852661133
2010-02-19,26.75621223449707
2010-02-22,26.661970138549805
2010-02-23,26.490623474121094
2010-02-24,26.89328956604004
2010-02-25,26.86758804321289
2010-02-26,26.764774322509766
2010-03-01,27.021806716918945
2010-03-02,27.313098907470703
2010-03-03,27.10747718811035
2010-03-04,27.904253005981445
2010-03-05,28.461135864257812
2010-03-08,28.435436248779297
2010-03-09,28.538244247436523
2010-03-10,28.555383682250977
2010-03-11,28.96661949157715
2010-03-12,28.86380386352539
2010-03-15,28.889509201049805
2010-03-16,28.91521453857422
2010-03-17,28.91521453857422
2010-03-18,28.940908432006836
2010-03-19,28.820966720581055
2010-03-22,29.08656120300293
2010-03-23,29.137968063354492
2010-03-24,29.463531494140625
2010-03-25,30.063247680664062
2010-03-26,30.25174331665039
2010-03-29,30.123220443725586
2010-03-30,30.071823120117188
2010-03-31,29.90903663635254
2010-04-01,30.457355499267578
2010-04-05,30.174636840820312
2010-04-06,30.388813018798828
2010-04-07,30.260305404663086
2010-04-08,30.560169219970703
2010-04-09,31.0313777923584
2010-04-12,30.74864959716797
2010-04-13,30.705814361572266
2010-04-14,31.014249801635742
2010-04-15,31.18559455871582
2010-04-16,30.697250366210938
2010-04-19,30.988540649414062
2010-04-20,31.305538177490234
2010-04-21,31.322677612304688
2010-04-22,31.51115608215332
2010-04-23,31.519725799560547
2010-04-26,31.733917236328125
2010-04-27,31.117050170898438
2010-04-28,31.091350555419922
2010-04-29,31.88812828063965
2010-04-30,31.562562942504883
2010-05-03,32.17941665649414
2010-05-04,31.348373413085938
2010-05-05,30.277442932128906
2010-05-06,29.137968063354492
2010-05-07,28.62392234802246
2010-05-10,30.234607696533203
2010-05-11,30.637266159057617
2010-05-12,30.097532272338867
2010-05-13,29.771953582763672
2010-05-14,29.180805206298828
2010-05-17,29.300743103027344
2010-05-18,28.898080825805664
2010-05-19,28.606782913208008
2010-05-20,27.40733528137207
2010-05-21,28.161277770996094
2010-05-24,27.8271427154541
2010-05-25,27.690061569213867
2010-05-26,28.332622528076172
2010-05-27,29.446388244628906
2010-05-28,28.632484436035156
2010-06-01,28.555383682250977
2010-06-02,29.76339340209961
2010-06-03,29.737688064575195
2010-06-04,28.86380386352539
2010-06-07,28.306926727294922
2010-06-08,28.401166915893555
2010-06-09,28.22124481201172
2010-06-10,29.22364044189453
2010-06-11,29.33502197265625
2010-06-14,29.069425582885742
2010-06-15,29.977581024169922
2010-06-16,29.80623435974121
2010-06-17,30.046119689941406
2010-06-18,30.114662170410156
2010-06-21,30.037551879882812
2010-06-22,29.429258346557617
2010-06-23,29.42069435119629
2010-06-24,28.78669548034668
2010-06-25,28.683887481689453
2010-06-28,28.461135864257812
2010-06-29,27.672931671142578
2010-06-30,26.98753547668457
2010-07-01,26.97896385192871
2010-07-02,26.884719848632812
2010-07-06,27.1760196685791
2010-07-07,28.39259910583496
2010-07-08,28.563947677612305
2010-07-09,28.91521453857422
2010-07-12,28.93234634399414
2010-07-13,29.514934539794922
2010-07-14,29.33502197265625
2010-07-15,29.172237396240234
2010-07-16,28.29835319519043
2010-07-19,28.538244247436523
2010-07-20,28.61534881591797
2010-07-21,28.10987091064453
2010-07-22,28.77813148498535
2010-07-23,29.24078369140625
2010-07-26,29.47209930419922
2010-07-27,29.369291305541992
2010-07-28,29.163673400878906
2010-07-29,28.880939483642578
2010-07-30,28.86380386352539
2010-08-02,29.540632247924805
2010-08-03,29.309316635131836
2010-08-04,29.840503692626953
2010-08-05,29.969013214111328
2010-08-06,29.986143112182617
2010-08-09,30.123220443725586
2010-08-10,30.234607696533203
2010-08-11,29.317888259887695
2010-08-12,29.120832443237305
2010-08-13,28.855239868164062
2010-08-16,28.83810806274414
2010-08-17,28.92378044128418
2010-08-18,29.052291870117188
2010-08-19,28.435436248779297
2010-08-20,28.315492630004883
2010-08-23,28.21268081665039
2010-08-24,27.535850524902344
2010-08-25,27.510149002075195
2010-08-26,27.364498138427734
2010-08-27,28.084169387817383
2010-08-30,27.715768814086914
2010-08-31,27.878555297851562
2010-09-01,28.709590911865234
2010-09-02,29.052291870117188
2010-09-03,29.703426361083984
2010-09-07,28.9923152923584
2010-09-08,28.9923152923584
2010-09-09,29.19793701171875
2010-09-10,29.257915496826172
2010-09-13,29.360721588134766
2010-09-14,29.172237396240234
2010-09-15,29.309316635131836
2010-09-16,29.27504539489746
2010-09-17,29.60918426513672
2010-09-20,29.90047264099121
2010-09-21,29.55777931213379
2010-09-22,29.120832443237305
2010-09-23,28.375465393066406
2010-09-24,28.769575119018555
2010-09-27,28.5211124420166
2010-09-28,28.461135864257812
2010-09-29,28.281213760375977
2010-09-30,28.358325958251953
2010-10-01,28.563947677612305
2010-10-04,28.39259910583496
2010-10-05,28.983755111694336
2010-10-06,28.889509201049805
2010-10-07,29.052291870117188
