Date,SSRM
2010-01-04,21.68132972717285
2010-01-05,22.252893447875977
2010-01-06,22.557727813720703
2010-01-07,22.748247146606445
2010-01-08,22.88161277770996
2010-01-11,22.86256217956543
2010-01-12,21.97663688659668
2010-01-13,22.5958309173584
2010-01-14,22.700618743896484
2010-01-15,22.0814266204834
2010-01-19,22.071895599365234
2010-01-20,20.100000381469727
2010-01-21,18.73777198791504
2010-01-22,18.499622344970703
2010-01-25,17.975688934326172
2010-01-26,17.794692993164062
2010-01-27,17.737537384033203
2010-01-28,17.413654327392578
2010-01-29,16.575353622436523
2010-02-01,17.442228317260742
2010-02-02,17.289810180664062
2010-02-03,17.080238342285156
2010-02-04,16.213361740112305
2010-02-05,17.2421817779541
2010-02-08,16.45151710510254
2010-02-09,16.889713287353516
2010-02-10,17.127870559692383
2010-02-11,17.432703018188477
2010-02-12,16.803979873657227
2010-02-16,17.032604217529297
2010-02-17,16.956398010253906
2010-02-18,16.765880584716797
2010-02-19,16.699199676513672
2010-02-22,16.708721160888672
2010-02-23,15.99426555633545
2010-02-24,15.75611686706543
2010-02-25,16.108579635620117
2010-02-26,16.203840255737305
2010-03-01,16.499149322509766
2010-03-02,17.051654815673828
2010-03-03,17.089763641357422
2010-03-04,16.956398010253906
2010-03-05,17.537487030029297
2010-03-08,17.146923065185547
2010-03-09,16.823036193847656
2010-03-10,16.62298583984375
2010-03-11,16.546777725219727
2010-03-12,16.422941207885742
2010-03-15,16.241943359375
2010-03-16,17.089763641357422
2010-03-17,17.251707077026367
2010-03-18,16.92782211303711
2010-03-19,16.499149322509766
2010-03-22,16.575353622436523
2010-03-23,17.004030227661133
2010-03-24,16.394363403320312
2010-03-25,16.089527130126953
2010-03-26,16.661090850830078
2010-03-29,16.727773666381836
2010-03-30,16.642038345336914
2010-03-31,16.946870803833008
2010-04-01,17.832799911499023
2010-04-05,18.223365783691406
2010-04-06,18.299571990966797
2010-04-07,18.899717330932617
2010-04-08,18.61393928527832
2010-04-09,18.661561965942383
2010-04-12,18.490093231201172
2010-04-13,18.547252655029297
2010-04-14,18.642515182495117
2010-04-15,18.432937622070312
2010-04-16,17.985212326049805
2010-04-19,18.032846450805664
2010-04-20,17.937583923339844
2010-04-21,18.099529266357422
2010-04-22,18.280521392822266
2010-04-23,18.747299194335938
2010-04-26,18.585357666015625
2010-04-27,18.728246688842773
2010-04-28,19.137868881225586
2010-04-29,19.604646682739258
2010-04-30,19.461761474609375
2010-05-03,19.56654167175293
2010-05-04,18.604408264160156
2010-05-05,18.347204208374023
2010-05-06,18.080474853515625
2010-05-07,17.966163635253906
2010-05-10,18.451993942260742
2010-05-11,19.33791160583496
2010-05-12,19.376020431518555
2010-05-13,18.975923538208008
2010-05-14,18.852088928222656
2010-05-17,17.80422019958496
2010-05-18,17.985212326049805
2010-05-19,17.27075958251953
2010-05-20,16.37531089782715
2010-05-21,16.308631896972656
2010-05-24,16.11810302734375
2010-05-25,16.55630874633789
2010-05-26,16.946870803833008
2010-05-27,17.28028678894043
2010-05-28,17.146923065185547
2010-06-01,17.042131423950195
2010-06-02,17.11834144592285
2010-06-03,17.051654815673828
2010-06-04,16.34673309326172
2010-06-07,16.527725219726562
2010-06-08,17.251707077026367
2010-06-09,17.09929084777832
2010-06-10,17.57559585571289
2010-06-11,17.394596099853516
2010-06-14,17.5184383392334
2010-06-15,17.537487030029297
2010-06-16,17.537487030029297
2010-06-17,17.842321395874023
2010-06-18,18.232892990112305
2010-06-21,17.461280822753906
2010-06-22,17.47080421447754
2010-06-23,17.442228317260742
2010-06-24,17.2421817779541
2010-06-25,17.718486785888672
2010-06-28,17.48033332824707
2010-06-29,17.042131423950195
2010-06-30,17.004030227661133
2010-07-01,16.394363403320312
2010-07-02,16.146684646606445
2010-07-06,15.55606746673584
2010-07-07,16.0037899017334
2010-07-08,15.622748374938965
2010-07-09,15.984743118286133
2010-07-12,15.927580833435059
2010-07-13,16.0037899017334
2010-07-14,15.937108993530273
2010-07-15,15.91805648803711
2010-07-16,15.441753387451172
2010-07-19,15.070239067077637
2010-07-20,15.660857200622559
2010-07-21,15.270286560058594
2010-07-22,15.42270278930664
2010-07-23,15.37507152557373
2010-07-26,15.213129997253418
2010-07-27,15.051183700561523
2010-07-28,15.270286560058594
2010-07-29,15.40365219116211
2010-07-30,15.584646224975586
2010-08-02,15.537013053894043
2010-08-03,15.803744316101074
2010-08-04,16.28005027770996
2010-08-05,16.299102783203125
2010-08-06,16.241943359375
2010-08-09,16.156206130981445
2010-08-10,16.013317108154297
2010-08-11,15.670380592346191
2010-08-12,15.660857200622559
2010-08-13,15.50843620300293
2010-08-16,15.784692764282227
2010-08-17,16.34673309326172
2010-08-18,16.71824836730957
2010-08-19,16.670618057250977
2010-08-20,16.260997772216797
2010-08-23,16.06094741821289
2010-08-24,15.698956489562988
2010-08-25,16.413414001464844
2010-08-26,16.7563533782959
2010-08-27,17.051654815673828
2010-08-30,16.699199676513672
2010-08-31,16.775407791137695
2010-09-01,16.699199676513672
2010-09-02,17.5089111328125
2010-09-03,17.527963638305664
2010-09-07,17.661331176757812
2010-09-08,17.62322235107422
2010-09-09,17.57559585571289
2010-09-10,17.62322235107422
2010-09-13,17.966163635253906
2010-09-14,19.0330810546875
2010-09-15,19.00450325012207
2010-09-16,19.56654167175293
2010-09-17,19.233129501342773
2010-09-20,19.39507293701172
2010-09-21,19.309335708618164
2010-09-22,19.614173889160156
2010-09-23,19.59511947631836
2010-09-24,19.280757904052734
2010-09-27,18.966400146484375
2010-09-28,19.48080825805664
2010-09-29,19.452228546142578
2010-09-30,19.0330810546875
2010-10-01,19.442703247070312
2010-10-04,19.35696792602539
2010-10-05,19.87137794494629
2010-10-06,21.3288631439209
2010-10-07,20.59535789489746
2010-10-08,20.94782257080078
2010-10-11,21.35744285583496
2010-10-12,21.52890968322754
