Date,CDRE
2021-11-04,14.557101249694824
2021-11-05,14.566620826721191
2021-11-08,17.1181583404541
2021-11-09,16.689733505249023
2021-11-10,16.28034019470215
2021-11-11,18.850919723510742
2021-11-12,18.917570114135742
2021-11-15,20.669368743896484
2021-11-16,20.383750915527344
2021-11-17,19.888675689697266
2021-11-18,19.269838333129883
2021-11-19,19.948482513427734
2021-11-22,19.317626953125
2021-11-23,18.075023651123047
2021-11-24,18.725000381469727
2021-11-26,18.638973236083984
2021-11-29,19.10733985900879
2021-11-30,19.374975204467773
2021-12-01,19.126455307006836
2021-12-02,19.346302032470703
2021-12-03,19.346302032470703
2021-12-06,21.009475708007812
2021-12-07,18.8779354095459
2021-12-08,17.205211639404297
2021-12-09,19.690404891967773
2021-12-10,18.466920852661133
2021-12-13,18.23752212524414
2021-12-14,19.193363189697266
2021-12-15,20.521989822387695
2021-12-16,19.518352508544922
2021-12-17,19.690404891967773
2021-12-20,20.063186645507812
2021-12-21,19.75731086730957
2021-12-22,20.21611785888672
2021-12-23,20.311704635620117
2021-12-27,22.051340103149414
2021-12-28,22.538820266723633
2021-12-29,22.443239212036133
2021-12-30,22.87336540222168
2021-12-31,24.297576904296875
2022-01-03,23.905677795410156
2022-01-04,23.552017211914062
2022-01-05,21.57341766357422
2022-01-06,21.085933685302734
2022-01-07,20.08230209350586
2022-01-10,20.18744468688965
2022-01-11,20.273469924926758
2022-01-12,20.51243019104004
2022-01-13,19.88157081604004
2022-01-14,20.62712860107422
2022-01-18,21.181522369384766
2022-01-19,20.923444747924805
2022-01-20,20.330820083618164
2022-01-21,18.868375778198242
2022-01-24,20.44552230834961
2022-01-25,20.206560134887695
2022-01-26,19.604379653930664
2022-01-27,19.642608642578125
2022-01-28,20.59845542907715
2022-01-31,20.8660945892334
2022-02-01,21.057262420654297
2022-02-02,21.20063591003418
2022-02-03,21.191043853759766
2022-02-04,21.440465927124023
2022-02-07,21.258195877075195
2022-02-08,21.757034301757812
2022-02-09,21.77622413635254
2022-02-10,21.613140106201172
2022-02-11,21.85296630859375
2022-02-14,22.399770736694336
2022-02-15,22.05441665649414
2022-02-16,21.4020938873291
2022-02-17,21.33493995666504
2022-02-18,21.267791748046875
2022-02-22,20.653837203979492
2022-02-23,20.145402908325195
2022-02-24,20.644245147705078
2022-02-25,21.075925827026367
2022-02-28,21.1238956451416
2022-03-01,20.951223373413086
2022-03-02,21.517210006713867
2022-03-03,20.60586929321289
2022-03-04,20.097442626953125
2022-03-07,19.550636291503906
2022-03-08,21.075925827026367
2022-03-09,22.495702743530273
2022-03-10,22.48610496520996
2022-03-11,21.87215232849121
2022-03-14,23.550935745239258
2022-03-15,24.280006408691406
2022-03-16,23.96343994140625
2022-03-17,24.81722068786621
2022-03-18,24.030588150024414
2022-03-21,22.725936889648438
2022-03-22,23.953842163085938
2022-03-23,24.020999908447266
2022-03-24,23.435819625854492
2022-03-25,22.91779327392578
2022-03-28,22.98494529724121
2022-03-29,23.838729858398438
2022-03-30,23.272737503051758
2022-03-31,23.56052589416504
2022-04-01,24.251230239868164
2022-04-04,22.831459045410156
2022-04-05,21.62273406982422
2022-04-06,22.05441665649414
2022-04-07,23.05209732055664
2022-04-08,23.368667602539062
2022-04-11,23.378263473510742
2022-04-12,23.56052589416504
2022-04-13,23.82913589477539
2022-04-14,22.735525131225586
2022-04-18,22.77389907836914
2022-04-19,24.385534286499023
2022-04-20,24.44308853149414
2022-04-21,23.60849380493164
2022-04-22,23.272737503051758
2022-04-25,23.57012367248535
2022-04-26,23.29192352294922
2022-04-27,23.387855529785156
2022-04-28,24.203262329101562
2022-04-29,24.424604415893555
2022-05-02,24.568960189819336
2022-05-03,24.944278717041016
2022-05-04,24.7421817779541
2022-05-05,24.58820915222168
2022-05-06,24.05891227722168
2022-05-09,22.55763816833496
2022-05-10,23.57773208618164
2022-05-11,22.31705093383789
2022-05-12,22.586503982543945
2022-05-13,23.009944915771484
2022-05-16,22.8559627532959
2022-05-17,23.154296875
2022-05-18,23.0965576171875
2022-05-19,23.433378219604492
2022-05-20,23.115800857543945
2022-05-23,24.020418167114258
2022-05-24,23.664342880249023
2022-05-25,25.531314849853516
2022-05-26,25.146371841430664
2022-05-27,26.233835220336914
2022-05-31,24.24175453186035
2022-06-01,25.155994415283203
2022-06-02,25.579437255859375
2022-06-03,25.964370727539062
2022-06-06,26.772756576538086
2022-06-07,26.888240814208984
2022-06-08,23.106182098388672
2022-06-09,23.702838897705078
2022-06-10,20.60405158996582
2022-06-13,18.66008949279785
2022-06-14,17.466766357421875
2022-06-15,18.352136611938477
2022-06-16,17.70735740661621
2022-06-17,18.236652374267578
2022-06-21,18.1019229888916
2022-06-22,18.419498443603516
2022-06-23,18.06342887878418
2022-06-24,18.429126739501953
2022-06-27,19.218259811401367
2022-06-28,18.939178466796875
2022-06-29,18.236652374267578
2022-06-30,18.929550170898438
2022-07-01,19.199012756347656
2022-07-05,19.526214599609375
2022-07-06,20.228731155395508
2022-07-07,21.32581901550293
2022-07-08,21.826242446899414
2022-07-11,19.786048889160156
2022-07-12,20.170989990234375
2022-07-13,19.978519439697266
2022-07-14,19.23750114440918
2022-07-15,20.527063369750977
2022-07-18,20.51744270324707
2022-07-19,21.065982818603516
2022-07-20,21.42205238342285
2022-07-21,21.508668899536133
2022-07-22,20.988994598388672
2022-07-25,21.15259552001953
2022-07-26,21.547157287597656
2022-07-27,21.9224796295166
2022-07-28,22.143821716308594
2022-07-29,22.839136123657227
2022-08-01,22.829477310180664
2022-08-02,23.331647872924805
2022-08-03,23.49582290649414
2022-08-04,23.88210678100586
2022-08-05,24.741592407226562
2022-08-08,25.33067512512207
2022-08-09,24.8188533782959
2022-08-10,25.668678283691406
2022-08-11,25.919763565063477
2022-08-12,24.625707626342773
2022-08-15,25.166505813598633
2022-08-16,25.97770118713379
2022-08-17,26.373645782470703
2022-08-18,26.05495834350586
2022-08-19,25.601076126098633
2022-08-22,25.11821937561035
2022-08-23,25.108562469482422
2022-08-24,25.581764221191406
2022-08-25,25.803876876831055
2022-08-26,24.94439125061035
2022-08-29,24.741592407226562
2022-08-30,24.9057674407959
2022-08-31,24.625707626342773
2022-09-01,24.287704467773438
2022-09-02,24.08490753173828
2022-09-06,25.533475875854492
2022-09-07,26.788904190063477
2022-09-08,26.219133377075195
2022-09-09,26.663366317749023
2022-09-12,26.190166473388672
2022-09-13,25.900453567504883
2022-09-14,26.460561752319336
2022-09-15,25.823190689086914
2022-09-16,25.098901748657227
2022-09-19,25.33067512512207
2022-09-20,23.80484962463379
2022-09-21,23.93039321899414
2022-09-22,23.592395782470703
2022-09-23,23.215763092041016
2022-09-26,23.157817840576172
2022-09-27,23.080562591552734
2022-09-28,23.90142250061035
2022-09-29,23.437875747680664
2022-09-30,23.23508071899414
2022-10-03,24.529132843017578
2022-10-04,25.349990844726562
2022-10-05,25.195476531982422
2022-10-06,25.446563720703125
2022-10-07,25.011991500854492
2022-10-10,25.369306564331055
2022-10-11,25.987361907958984
2022-10-12,25.958389282226562
2022-10-13,27.42627716064453
2022-10-14,26.170846939086914
2022-10-17,27.406959533691406
2022-10-18,27.204160690307617
2022-10-19,27.281415939331055
2022-10-20,27.339359283447266
2022-10-21,27.918790817260742
2022-10-24,28.498220443725586
2022-10-25,27.55181884765625
2022-10-26,27.43593406677246
2022-10-27,27.493877410888672
2022-10-28,28.923131942749023
2022-10-31,28.43898582458496
2022-11-01,29.504108428955078
2022-11-02,29.03932762145996
2022-11-03,29.33950424194336
2022-11-04,29.049013137817383
2022-11-07,28.874719619750977
2022-11-08,28.322784423828125
2022-11-09,27.654661178588867
2022-11-10,27.528783798217773
2022-11-11,28.79725456237793
2022-11-14,28.545495986938477
2022-11-15,24.49799919128418
2022-11-16,25.359783172607422
2022-11-17,25.553449630737305
2022-11-18,24.585145950317383
2022-11-21,24.4495849609375
2022-11-22,24.48831558227539
2022-11-23,24.1494140625
2022-11-25,24.827220916748047
2022-11-28,24.885324478149414
2022-11-29,24.527050018310547
2022-11-30,25.11771583557129
2022-12-01,25.35010528564453
2022-12-02,25.195178985595703
2022-12-05,24.904682159423828
2022-12-06,24.08163070678711
2022-12-07,22.416152954101562
2022-12-08,22.27090835571289
2022-12-09,22.532350540161133
2022-12-12,21.34134292602539
2022-12-13,21.060535430908203
2022-12-14,21.205780029296875
2022-12-15,21.070215225219727
2022-12-16,20.886240005493164
2022-12-19,20.740995407104492
2022-12-20,20.469871520996094
2022-12-21,20.32462501525879
2022-12-22,19.7436466217041
2022-12-23,19.47252082824707
2022-12-27,19.201396942138672
2022-12-28,18.92059326171875
2022-12-29,19.240131378173828
2022-12-30,19.501567840576172
2023-01-03,19.395061492919922
2023-01-04,19.80174446105957
2023-01-05,20.23748016357422
2023-01-06,20.808773040771484
2023-01-09,20.566699981689453
2023-01-10,20.85719108581543
2023-01-11,20.992752075195312
2023-01-12,21.302608489990234
2023-01-13,21.26387596130371
2023-01-17,21.157367706298828
2023-01-18,21.302608489990234
2023-01-19,21.021800994873047
2023-01-20,21.32197380065918
2023-01-23,21.07990074157715
2023-01-24,21.48658561706543
2023-01-25,21.718975067138672
2023-01-26,21.612464904785156
2023-01-27,21.835172653198242
2023-01-30,21.622148513793945
2023-01-31,22.164396286010742
2023-02-01,22.299959182739258
2023-02-02,22.51372718811035
2023-02-03,22.445709228515625
2023-02-06,22.474857330322266
2023-02-07,22.70806121826172
2023-02-08,22.591463088989258
2023-02-09,22.358259201049805
2023-02-10,22.6206111907959
2023-02-13,22.698348999023438
2023-02-14,22.7663631439209
2023-02-15,22.980133056640625
2023-02-16,22.572025299072266
2023-02-17,23.087017059326172
2023-02-21,22.115339279174805
2023-02-22,22.338829040527344
2023-02-23,22.484577178955078
2023-02-24,21.153383255004883
2023-02-27,21.11450958251953
2023-02-28,20.87159538269043
2023-03-01,21.240833282470703
2023-03-02,21.133949279785156
2023-03-03,21.59063720703125
