Date,DAVE
2021-04-26,313.6000061035156
2021-04-27,320.0
2021-04-28,312.32000732421875
2021-04-29,315.5199890136719
2021-04-30,315.5199890136719
2021-05-03,316.4800109863281
2021-05-04,316.4800109863281
2021-05-05,313.2799987792969
2021-05-06,313.2799987792969
2021-05-07,312.3840026855469
2021-05-10,312.57598876953125
2021-05-11,312.57598876953125
2021-05-12,312.57598876953125
2021-05-13,312.57598876953125
2021-05-14,312.0
2021-05-17,312.0
2021-05-18,312.0
2021-05-19,311.67999267578125
2021-05-20,311.67999267578125
2021-05-21,311.67999267578125
2021-05-24,311.67999267578125
2021-05-25,311.67999267578125
2021-05-26,316.79998779296875
2021-05-27,316.79998779296875
2021-05-28,316.79998779296875
2021-06-01,316.79998779296875
2021-06-02,316.79998779296875
2021-06-03,311.3599853515625
2021-06-04,316.4800109863281
2021-06-07,316.1600036621094
2021-06-08,317.1199951171875
2021-06-09,316.79998779296875
2021-06-10,317.44000244140625
2021-06-11,318.0799865722656
2021-06-14,316.79998779296875
2021-06-15,318.3999938964844
2021-06-16,317.760009765625
2021-06-17,316.4800109863281
2021-06-18,316.79998779296875
2021-06-21,316.79998779296875
2021-06-22,316.4800109863281
2021-06-23,316.79998779296875
2021-06-24,316.79998779296875
2021-06-25,317.1199951171875
2021-06-28,316.79998779296875
2021-06-29,316.79998779296875
2021-06-30,316.4800109863281
2021-07-01,316.4800109863281
2021-07-02,316.79998779296875
2021-07-06,316.4800109863281
2021-07-07,316.4800109863281
2021-07-08,316.4800109863281
2021-07-09,316.4800109863281
2021-07-12,316.79998779296875
2021-07-13,316.4800109863281
2021-07-14,316.1600036621094
2021-07-15,316.1600036621094
2021-07-16,316.79998779296875
2021-07-19,316.79998779296875
2021-07-20,316.32000732421875
2021-07-21,316.4800109863281
2021-07-22,315.8399963378906
2021-07-23,316.79998779296875
2021-07-26,316.1600036621094
2021-07-27,316.1600036621094
2021-07-28,315.20001220703125
2021-07-29,315.3599853515625
2021-07-30,315.5199890136719
2021-08-02,315.20001220703125
2021-08-03,316.1600036621094
2021-08-04,316.1600036621094
2021-08-05,315.8399963378906
2021-08-06,315.20001220703125
2021-08-09,315.20001220703125
2021-08-10,316.79998779296875
2021-08-11,317.44000244140625
2021-08-12,316.79998779296875
2021-08-13,317.1199951171875
2021-08-16,317.1199951171875
2021-08-17,316.1600036621094
2021-08-18,316.1600036621094
2021-08-19,316.4800109863281
2021-08-20,316.79998779296875
2021-08-23,316.1600036621094
2021-08-24,316.57598876953125
2021-08-25,315.9360046386719
2021-08-26,315.8399963378906
2021-08-27,316.0
2021-08-30,315.8399963378906
2021-08-31,316.4800109863281
2021-09-01,316.4800109863281
2021-09-02,316.4800109863281
2021-09-03,317.44000244140625
2021-09-07,317.44000244140625
2021-09-08,319.1679992675781
2021-09-09,318.7200012207031
2021-09-10,320.32000732421875
2021-09-13,320.0
2021-09-14,320.0
2021-09-15,318.3999938964844
2021-09-16,319.0400085449219
2021-09-17,318.7200012207031
2021-09-20,317.44000244140625
2021-09-21,317.760009765625
2021-09-22,317.760009765625
2021-09-23,318.7200012207031
2021-09-24,318.7200012207031
2021-09-27,317.1199951171875
2021-09-28,317.6000061035156
2021-09-29,317.760009765625
2021-09-30,317.1199951171875
2021-10-01,317.1199951171875
2021-10-04,317.44000244140625
2021-10-05,317.760009765625
2021-10-06,317.1199951171875
2021-10-07,320.0
2021-10-08,317.1199951171875
2021-10-11,318.0799865722656
2021-10-12,317.760009765625
2021-10-13,317.760009765625
2021-10-14,317.760009765625
2021-10-15,318.0799865722656
2021-10-18,318.0799865722656
2021-10-19,318.3999938964844
2021-10-20,317.760009765625
2021-10-21,318.0799865722656
2021-10-22,318.0799865722656
2021-10-25,318.0799865722656
2021-10-26,318.3999938964844
2021-10-27,318.52801513671875
2021-10-28,319.3599853515625
2021-10-29,318.3999938964844
2021-11-01,320.32000732421875
2021-11-02,319.67999267578125
2021-11-03,320.0
2021-11-04,318.3999938964844
2021-11-05,319.3599853515625
2021-11-08,320.0
2021-11-09,318.7200012207031
2021-11-10,319.3919982910156
2021-11-11,319.67999267578125
2021-11-12,319.0400085449219
2021-11-15,320.0
2021-11-16,318.7200012207031
2021-11-17,318.3999938964844
2021-11-18,318.3999938964844
2021-11-19,320.32000732421875
2021-11-22,319.0400085449219
2021-11-23,320.0
2021-11-24,320.0
2021-11-26,317.760009765625
2021-11-29,318.1759948730469
2021-11-30,320.0
2021-12-01,318.3999938964844
2021-12-02,319.0400085449219
2021-12-03,317.9200134277344
2021-12-06,318.0799865722656
2021-12-07,317.6000061035156
2021-12-08,319.0400085449219
2021-12-09,319.0400085449219
2021-12-10,318.3999938964844
2021-12-13,319.0400085449219
2021-12-14,318.7200012207031
2021-12-15,319.0400085449219
2021-12-16,318.7200012207031
2021-12-17,318.3999938964844
2021-12-20,318.7200012207031
2021-12-21,318.7200012207031
2021-12-22,318.3999938964844
2021-12-23,318.7200012207031
2021-12-27,319.0400085449219
2021-12-28,318.7200012207031
2021-12-29,319.0400085449219
2021-12-30,311.67999267578125
2021-12-31,328.0
2022-01-03,266.55999755859375
2022-01-04,256.6400146484375
2022-01-05,262.7200012207031
2022-01-06,272.9599914550781
2022-01-07,186.24000549316406
2022-01-10,162.55999755859375
2022-01-11,160.16000366210938
2022-01-12,166.39999389648438
2022-01-13,198.0800018310547
2022-01-14,194.8800048828125
2022-01-18,197.75999450683594
2022-01-19,216.32000732421875
2022-01-20,231.67999267578125
2022-01-21,301.760009765625
2022-01-24,282.239990234375
2022-01-25,290.55999755859375
2022-01-26,307.5199890136719
2022-01-27,294.7200012207031
2022-01-28,364.4800109863281
2022-01-31,401.6000061035156
2022-02-01,457.6000061035156
2022-02-02,445.44000244140625
2022-02-03,346.239990234375
2022-02-04,364.1600036621094
2022-02-07,359.67999267578125
2022-02-08,371.5199890136719
2022-02-09,335.67999267578125
2022-02-10,326.7200012207031
2022-02-11,298.239990234375
2022-02-14,188.16000366210938
2022-02-15,183.36000061035156
2022-02-16,182.0800018310547
2022-02-17,167.67999267578125
2022-02-18,167.36000061035156
2022-02-22,154.55999755859375
2022-02-23,154.8800048828125
2022-02-24,148.16000366210938
2022-02-25,153.60000610351562
2022-02-28,139.83999633789062
2022-03-01,137.60000610351562
2022-03-02,131.83999633789062
2022-03-03,145.60000610351562
2022-03-04,140.8000030517578
2022-03-07,130.55999755859375
2022-03-08,139.52000427246094
2022-03-09,165.1199951171875
2022-03-10,177.60000610351562
2022-03-11,185.60000610351562
2022-03-14,205.75999450683594
2022-03-15,214.0800018310547
2022-03-16,237.44000244140625
2022-03-17,254.72000122070312
2022-03-18,323.5199890136719
2022-03-21,339.20001220703125
2022-03-22,305.9200134277344
2022-03-23,280.0
2022-03-24,269.44000244140625
2022-03-25,232.9600067138672
2022-03-28,208.63999938964844
2022-03-29,265.9200134277344
2022-03-30,248.63999938964844
2022-03-31,228.8000030517578
2022-04-01,218.55999755859375
2022-04-04,232.63999938964844
2022-04-05,233.27999877929688
2022-04-06,211.52000427246094
2022-04-07,193.9199981689453
2022-04-08,181.9199981689453
2022-04-11,178.24000549316406
2022-04-12,180.47999572753906
2022-04-13,173.75999450683594
2022-04-14,163.52000427246094
2022-04-18,158.0800018310547
2022-04-19,158.72000122070312
2022-04-20,160.0
2022-04-21,155.52000427246094
2022-04-22,141.75999450683594
2022-04-25,144.0
2022-04-26,135.67999267578125
2022-04-27,131.1999969482422
2022-04-28,135.67999267578125
2022-04-29,129.60000610351562
2022-05-02,123.5199966430664
2022-05-03,123.19999694824219
2022-05-04,122.23999786376953
2022-05-05,112.63999938964844
2022-05-06,103.36000061035156
2022-05-09,84.4800033569336
2022-05-10,73.44000244140625
2022-05-11,64.0
2022-05-12,74.87999725341797
2022-05-13,91.83999633789062
2022-05-16,82.87999725341797
2022-05-17,83.5199966430664
2022-05-18,78.08000183105469
2022-05-19,74.23999786376953
2022-05-20,73.27999877929688
2022-05-23,72.31999969482422
2022-05-24,68.80000305175781
2022-05-25,71.36000061035156
2022-05-26,73.27999877929688
2022-05-27,73.91999816894531
2022-05-31,73.27999877929688
2022-06-01,72.95999908447266
2022-06-02,73.5999984741211
2022-06-03,63.68000030517578
2022-06-06,46.720001220703125
2022-06-07,43.84000015258789
2022-06-08,45.119998931884766
2022-06-09,40.0
2022-06-10,31.68000030517578
2022-06-13,30.304000854492188
2022-06-14,29.440000534057617
2022-06-15,31.520000457763672
2022-06-16,30.27199935913086
2022-06-17,31.68000030517578
2022-06-21,31.775999069213867
2022-06-22,29.055999755859375
2022-06-23,27.90399932861328
2022-06-24,29.503999710083008
2022-06-27,27.520000457763672
2022-06-28,26.176000595092773
2022-06-29,24.0
2022-06-30,22.016000747680664
2022-07-01,22.079999923706055
2022-07-05,23.040000915527344
2022-07-06,23.167999267578125
2022-07-07,22.016000747680664
2022-07-08,20.86400032043457
2022-07-11,19.392000198364258
2022-07-12,18.239999771118164
2022-07-13,17.920000076293945
2022-07-14,18.624000549316406
2022-07-15,19.200000762939453
2022-07-18,18.91200065612793
2022-07-19,18.27199935913086
2022-07-20,21.920000076293945
2022-07-21,22.559999465942383
2022-07-22,20.256000518798828
2022-07-25,18.6560001373291
2022-07-26,20.031999588012695
2022-07-27,23.360000610351562
2022-07-28,23.040000915527344
2022-07-29,22.079999923706055
2022-08-01,20.31999969482422
2022-08-02,21.1200008392334
2022-08-03,23.583999633789062
2022-08-04,25.280000686645508
2022-08-05,24.959999084472656
2022-08-08,22.8799991607666
2022-08-09,22.399999618530273
2022-08-10,23.808000564575195
2022-08-11,27.488000869750977
2022-08-12,21.3439998626709
2022-08-15,18.8799991607666
2022-08-16,19.93600082397461
2022-08-17,19.68000030517578
2022-08-18,19.167999267578125
2022-08-19,18.176000595092773
2022-08-22,16.288000106811523
2022-08-23,15.776000022888184
2022-08-24,16.70400047302246
2022-08-25,17.280000686645508
2022-08-26,16.92799949645996
2022-08-29,16.128000259399414
2022-08-30,16.0
2022-08-31,16.479999542236328
2022-09-01,16.0
2022-09-02,15.13599967956543
2022-09-06,15.616000175476074
2022-09-07,15.64799976348877
2022-09-08,15.359999656677246
2022-09-09,15.583999633789062
2022-09-12,17.02400016784668
2022-09-13,15.392000198364258
2022-09-14,15.64799976348877
2022-09-15,15.935999870300293
2022-09-16,15.871999740600586
2022-09-19,14.911999702453613
2022-09-20,15.104000091552734
2022-09-21,14.527999877929688
2022-09-22,13.279999732971191
2022-09-23,13.279999732971191
2022-09-26,13.696000099182129
2022-09-27,13.920000076293945
2022-09-28,12.895999908447266
2022-09-29,11.520000457763672
2022-09-30,11.48799991607666
2022-10-03,13.055999755859375
2022-10-04,13.855999946594238
2022-10-05,14.112000465393066
2022-10-06,14.144000053405762
2022-10-07,12.51200008392334
2022-10-10,12.064000129699707
2022-10-11,11.84000015258789
2022-10-12,12.15999984741211
2022-10-13,12.640000343322754
2022-10-14,11.423999786376953
2022-10-17,11.456000328063965
2022-10-18,11.008000373840332
2022-10-19,10.368000030517578
2022-10-20,10.399999618530273
2022-10-21,10.239999771118164
2022-10-24,9.920000076293945
2022-10-25,10.5600004196167
2022-10-26,10.336000442504883
2022-10-27,9.920000076293945
2022-10-28,9.760000228881836
2022-10-31,10.04800033569336
2022-11-01,10.112000465393066
2022-11-02,8.831999778747559
2022-11-03,8.543999671936035
2022-11-04,9.279999732971191
2022-11-07,9.4399995803833
2022-11-08,9.37600040435791
2022-11-09,8.960000038146973
2022-11-10,9.503999710083008
2022-11-11,10.880000114440918
2022-11-14,10.239999771118164
2022-11-15,10.880000114440918
2022-11-16,10.592000007629395
2022-11-17,9.4399995803833
2022-11-18,9.343999862670898
2022-11-21,10.079999923706055
2022-11-22,11.744000434875488
2022-11-23,11.680000305175781
2022-11-25,13.119999885559082
2022-11-28,12.800000190734863
2022-11-29,13.37600040435791
2022-11-30,13.02400016784668
2022-12-01,12.800000190734863
2022-12-02,12.800000190734863
