Date,AAMI
2014-10-09,12.818611145019531
2014-10-10,12.745100021362305
2014-10-13,12.864557266235352
2014-10-14,12.864557266235352
2014-10-15,12.864557266235352
2014-10-16,12.781855583190918
2014-10-17,12.827802658081055
2014-10-20,13.131036758422852
2014-10-21,13.489407539367676
2014-10-22,13.507782936096191
2014-10-23,13.324002265930176
2014-10-24,13.691559791564941
2014-10-27,13.56291675567627
2014-10-28,13.783454895019531
2014-10-29,13.581296920776367
2014-10-30,13.443461418151855
2014-10-31,13.755887985229492
2014-11-03,13.54454231262207
2014-11-04,13.507782936096191
2014-11-05,13.893721580505371
2014-11-06,14.15101146697998
2014-11-07,14.399115562438965
2014-11-10,14.196955680847168
2014-11-11,14.123448371887207
2014-11-12,14.408306121826172
2014-11-13,14.325605392456055
2014-11-14,14.30722427368164
2014-11-17,14.472625732421875
2014-11-18,14.389925956726074
2014-11-19,13.902909278869629
2014-11-20,14.105071067810059
2014-11-21,14.206147193908691
2014-11-24,14.316412925720215
2014-11-25,14.242902755737305
2014-11-26,14.417492866516113
2014-11-28,14.242902755737305
2014-12-01,14.261280059814453
2014-12-02,14.288846015930176
2014-12-03,14.316412925720215
2014-12-04,14.242902755737305
2014-12-05,14.509381294250488
2014-12-08,14.628840446472168
2014-12-09,14.64721393585205
2014-12-10,14.665594100952148
2014-12-11,14.72072696685791
2014-12-12,14.582893371582031
2014-12-15,14.683974266052246
2014-12-16,14.491007804870605
2014-12-17,14.785051345825195
2014-12-18,15.069910049438477
2014-12-19,15.327201843261719
2014-12-22,15.10666561126709
2014-12-23,14.91369342803955
2014-12-24,14.849370956420898
2014-12-26,14.932080268859863
2014-12-29,14.932080268859863
2014-12-30,14.904505729675293
2014-12-31,14.92288589477539
2015-01-02,14.81261920928955
2015-01-05,14.610459327697754
2015-01-06,14.215336799621582
2015-01-07,14.27966022491455
2015-01-08,14.252091407775879
2015-01-09,14.15101146697998
2015-01-12,14.15101146697998
2015-01-13,14.371546745300293
2015-01-14,14.288846015930176
2015-01-15,14.298038482666016
2015-01-16,14.491007804870605
2015-01-20,14.748294830322266
2015-01-21,14.491007804870605
2015-01-22,14.950453758239746
2015-01-23,14.389925956726074
2015-01-26,14.206147193908691
2015-01-27,14.049931526184082
2015-01-28,13.95804214477539
2015-01-29,14.196955680847168
2015-01-30,13.9304780960083
2015-02-02,14.683974266052246
2015-02-03,14.72072696685791
2015-02-04,14.81261920928955
2015-02-05,14.886126518249512
2015-02-06,14.702350616455078
2015-02-09,14.564518928527832
2015-02-10,14.702350616455078
2015-02-11,14.766670227050781
2015-02-12,14.91369342803955
2015-02-13,15.180179595947266
2015-02-17,15.648813247680664
2015-02-18,15.510982513427734
2015-02-19,15.814213752746582
2015-02-20,15.80502986907959
2015-02-23,15.933676719665527
2015-02-24,15.823408126831055
2015-02-25,15.630435943603516
2015-02-26,15.814213752746582
2015-02-27,16.50339126586914
2015-03-02,16.319608688354492
2015-03-03,16.37474250793457
2015-03-04,16.108264923095703
2015-03-05,16.218528747558594
2015-03-06,16.135828018188477
2015-03-09,16.062318801879883
2015-03-10,15.997987747192383
2015-03-11,15.869345664978027
2015-03-12,16.282852172851562
2015-03-13,15.71313762664795
2015-03-16,15.997987747192383
2015-03-17,16.549331665039062
2015-03-18,16.540151596069336
2015-03-19,16.825002670288086
2015-03-20,17.256887435913086
2015-03-23,17.220125198364258
2015-03-24,17.19255828857422
2015-03-25,16.7790584564209
2015-03-26,16.50339126586914
2015-03-27,16.42987060546875
2015-03-30,16.586091995239258
2015-03-31,17.128238677978516
2015-04-01,17.073102951049805
2015-04-02,17.09148597717285
2015-04-06,17.045536041259766
2015-04-07,17.46823501586914
2015-04-08,17.339584350585938
2015-04-09,17.357961654663086
2015-04-10,17.109861373901367
2015-04-13,17.376340866088867
2015-04-14,17.394718170166016
2015-04-15,16.999595642089844
2015-04-16,17.449848175048828
2015-04-17,17.15580177307129
2015-04-20,17.440662384033203
2015-04-21,17.40390968322754
2015-04-22,17.532548904418945
2015-04-23,17.799034118652344
2015-04-24,17.808225631713867
2015-04-27,17.86335563659668
2015-04-28,18.08388900756836
2015-04-29,18.037948608398438
2015-04-30,17.789844512939453
2015-05-01,17.854169845581055
2015-05-04,18.037948608398438
2015-05-05,18.028762817382812
2015-05-06,17.97362518310547
2015-05-07,17.83578872680664
2015-05-08,18.001188278198242
2015-05-11,17.56011962890625
2015-05-12,17.789844512939453
2015-05-13,18.074705123901367
2015-05-14,17.41309928894043
2015-05-15,17.670387268066406
2015-05-18,18.139020919799805
2015-05-19,18.139020919799805
2015-05-20,18.028762817382812
2015-05-21,18.06551170349121
2015-05-22,17.955245971679688
2015-05-26,17.844980239868164
2015-05-27,17.872541427612305
2015-05-28,17.9093017578125
2015-05-29,17.890920639038086
2015-06-01,17.68876838684082
2015-06-02,17.93686866760254
2015-06-03,17.982812881469727
2015-06-04,17.65201187133789
2015-06-05,17.780654907226562
2015-06-08,17.449848175048828
2015-06-09,16.76986312866211
2015-06-10,17.229318618774414
2015-06-11,17.256887435913086
