Date,HE
2010-01-04,11.758662223815918
2010-01-05,11.590197563171387
2010-01-06,11.803585052490234
2010-01-07,11.797969818115234
2010-01-08,11.876582145690918
2010-01-11,12.0169677734375
2010-01-12,11.9046630859375
2010-01-13,12.045045852661133
2010-01-14,12.08435344696045
2010-01-15,12.07312297821045
2010-01-19,12.129278182983398
2010-01-20,12.202278137207031
2010-01-21,12.033818244934082
2010-01-22,11.8485107421875
2010-01-25,11.854125022888184
2010-01-26,11.887816429138184
2010-01-27,11.286965370178223
2010-01-28,11.24204158782959
2010-01-29,11.10727596282959
2010-02-01,11.112890243530273
2010-02-02,11.073580741882324
2010-02-03,11.028658866882324
2010-02-04,10.787195205688477
2010-02-05,10.680503845214844
2010-02-08,10.545733451843262
2010-02-09,10.680503845214844
2010-02-10,10.899506568908691
2010-02-11,11.140966415405273
2010-02-12,11.197121620178223
2010-02-16,11.309430122375488
2010-02-17,11.455428123474121
2010-02-18,11.352791786193848
2010-02-19,11.35849666595459
2010-02-22,12.076955795288086
2010-02-23,12.059845924377441
2010-02-24,11.997121810913086
2010-02-25,11.786148071289062
2010-02-26,11.615087509155273
2010-03-01,11.689214706420898
2010-03-02,11.774744033813477
2010-03-03,11.780445098876953
2010-03-04,11.803257942199707
2010-03-05,11.991421699523926
2010-03-08,11.843170166015625
2010-03-09,11.871678352355957
2010-03-10,12.230911254882812
2010-03-11,12.504608154296875
2010-03-12,12.48180103302002
2010-03-15,12.498906135559082
2010-03-16,12.880942344665527
2010-03-17,12.886651039123535
2010-03-18,12.744093894958496
2010-03-19,12.715583801269531
2010-03-22,12.647162437438965
2010-03-23,12.795419692993164
2010-03-24,12.715583801269531
2010-03-25,12.652865409851074
2010-03-26,12.687070846557617
2010-03-29,12.795419692993164
2010-03-30,12.86954116821289
2010-03-31,12.801115989685059
2010-04-01,12.926562309265137
2010-04-05,13.017792701721191
2010-04-06,13.28009033203125
2010-04-07,13.16033935546875
2010-04-08,12.926562309265137
2010-04-09,12.903753280639648
2010-04-12,13.000680923461914
2010-04-13,13.029194831848145
2010-04-14,13.091917991638184
2010-04-15,13.097620964050293
2010-04-16,12.972176551818848
2010-04-19,13.029194831848145
2010-04-20,13.14323902130127
2010-04-21,13.439741134643555
2010-04-22,13.502470016479492
2010-04-23,13.627910614013672
2010-04-26,13.536677360534668
2010-04-27,13.32000732421875
2010-04-28,13.46826171875
2010-04-29,13.473957061767578
2010-04-30,13.31429672241211
2010-05-03,13.525274276733398
2010-05-04,13.394125938415527
2010-05-05,13.365615844726562
2010-05-06,12.858135223388672
2010-05-07,12.612947463989258
2010-05-10,13.16033935546875
2010-05-11,12.886651039123535
2010-05-12,13.2002592086792
2010-05-13,13.166047096252441
2010-05-14,13.188851356506348
2010-05-17,13.18315601348877
2010-05-18,13.18315601348877
2010-05-19,12.946195602416992
2010-05-20,12.62253475189209
2010-05-21,12.645649909973145
2010-05-24,12.662992477416992
2010-05-25,12.43181324005127
2010-05-26,12.454934120178223
2010-05-27,12.78436279296875
2010-05-28,12.691889762878418
2010-06-01,12.530065536499023
2010-06-02,12.662992477416992
2010-06-03,12.969317436218262
2010-06-04,12.530065536499023
2010-06-07,12.52428150177002
2010-06-08,12.639872550964355
2010-06-09,12.52428150177002
2010-06-10,12.969317436218262
2010-06-11,12.969317436218262
2010-06-14,13.015544891357422
2010-06-15,13.339198112487793
2010-06-16,13.483688354492188
2010-06-17,13.541484832763672
2010-06-18,13.495244026184082
2010-06-21,13.547263145446777
2010-06-22,13.206268310546875
2010-06-23,13.223609924316406
2010-06-24,13.275626182556152
2010-06-25,13.38543701171875
2010-06-28,13.472129821777344
2010-06-29,13.171592712402344
2010-06-30,13.165813446044922
2010-07-01,12.95775032043457
2010-07-02,12.95775032043457
2010-07-06,13.090681076049805
2010-07-07,13.454790115356445
2010-07-08,13.547263145446777
2010-07-09,13.628181457519531
2010-07-12,13.605055809020996
2010-07-13,13.703307151794434
2010-07-14,13.737988471984863
2010-07-15,13.714872360229492
2010-07-16,13.449009895324707
2010-07-19,13.535706520080566
2010-07-20,13.639740943908691
2010-07-21,13.402779579162598
2010-07-22,13.726428031921387
2010-07-23,13.882475852966309
2010-07-26,14.171457290649414
2010-07-27,14.304386138916016
2010-07-28,14.050085067749023
2010-07-29,13.784226417541504
2010-07-30,13.610835075378418
2010-08-02,13.801563262939453
2010-08-03,13.749550819396973
2010-08-04,13.801563262939453
2010-08-05,13.813121795654297
2010-08-06,13.784226417541504
2010-08-09,13.934494018554688
2010-08-10,14.269707679748535
2010-08-11,14.003843307495117
2010-08-12,13.813121795654297
2010-08-13,13.772666931152344
2010-08-16,13.974952697753906
2010-08-17,14.269707679748535
2010-08-18,14.206134796142578
2010-08-19,13.983705520629883
2010-08-20,14.001262664794922
2010-08-23,13.907611846923828
2010-08-24,13.85492992401123
2010-08-25,13.85492992401123
2010-08-26,13.80224895477295
2010-08-27,14.053949356079102
2010-08-30,13.907611846923828
2010-08-31,14.059798240661621
2010-09-01,14.32905101776123
2010-09-02,14.241252899169922
2010-09-03,14.147604942321777
2010-09-07,14.059798240661621
2010-09-08,13.825672149658203
2010-09-09,13.597382545471191
2010-09-10,13.515430450439453
2010-09-13,13.55640983581543
2010-09-14,13.521292686462402
2010-09-15,13.59152889251709
2010-09-16,13.497873306274414
2010-09-17,13.532999992370605
2010-09-20,13.544699668884277
2010-09-21,13.462752342224121
2010-09-22,13.41007137298584
2010-09-23,13.269596099853516
2010-09-24,13.228626251220703
2010-09-27,13.357390403747559
2010-09-28,13.269596099853516
2010-09-29,13.152524948120117
2010-09-30,13.193499565124512
2010-10-01,13.304716110229492
2010-10-04,13.175938606262207
2010-10-05,13.404218673706055
2010-10-06,13.293004989624023
2010-10-07,13.293004989624023
2010-10-08,13.170092582702637
2010-10-11,13.16423511505127
2010-10-12,13.093993186950684
2010-10-13,13.187644958496094
2010-10-14,13.257888793945312
2010-10-15,13.252032279968262
2010-10-18,13.333977699279785
2010-10-19,13.170092582702637
2010-10-20,13.310563087463379
2010-10-21,13.199348449707031
2010-10-22,12.988633155822754
2010-10-25,12.894981384277344
2010-10-26,13.035456657409668
2010-10-27,12.994485855102539
2010-10-28,13.08228588104248
2010-10-29,13.193499565124512
2010-11-01,12.865714073181152
2010-11-02,13.158380508422852
2010-11-03,13.252032279968262
2010-11-04,13.480310440063477
2010-11-05,13.661767959594727
2010-11-08,13.544699668884277
2010-11-09,13.597382545471191
2010-11-10,13.437206268310547
2010-11-11,13.460935592651367
2010-11-12,13.199899673461914
2010-11-15,13.472796440124512
2010-11-16,13.158376693725586
2010-11-17,13.199899673461914
2010-11-18,13.27109432220459
2010-11-19,13.31262493133545
2010-11-22,13.288895606994629
2010-11-23,13.110915184020996
2010-11-24,13.199899673461914
2010-11-26,13.182106971740723
2010-11-29,13.09311580657959
2010-11-30,12.986329078674316
2010-12-01,13.15244197845459
2010-12-02,13.146507263183594
2010-12-03,13.17024040222168
2010-12-06,13.10498332977295
2010-12-07,13.15244197845459
2010-12-08,13.075319290161133
2010-12-09,13.17617130279541
2010-12-10,13.199899673461914
2010-12-13,13.217697143554688
2010-12-14,13.3719482421875
2010-12-15,13.17617130279541
2010-12-16,13.30075454711914
2010-12-17,13.235496520996094
2010-12-20,13.20583438873291
2010-12-21,13.217697143554688
2010-12-22,13.36008071899414
2010-12-23,13.318553924560547
2010-12-27,13.354145050048828
2010-12-28,13.496529579162598
2010-12-29,13.484663963317871
2010-12-30,13.597382545471191
2010-12-31,13.520257949829102
2011-01-03,13.597382545471191
2011-01-04,14.149113655090332
2011-01-05,14.125374794006348
2011-01-06,14.160974502563477
2011-01-07,14.688972473144531
2011-01-10,14.481332778930664
2011-01-11,14.558455467224121
2011-01-12,14.647446632385254
2011-01-13,14.582185745239258
2011-01-14,14.623713493347168
2011-01-18,14.677107810974121
2011-01-19,14.647446632385254
2011-01-20,14.623713493347168
2011-01-21,14.653369903564453
2011-01-24,14.7423677444458
2011-01-25,14.766090393066406
2011-01-26,14.736429214477539
2011-01-27,14.843215942382812
2011-01-28,14.694900512695312
2011-01-31,14.772026062011719
2011-02-01,14.99746036529541
2011-02-02,14.944066047668457
2011-02-03,14.902544975280762
2011-02-04,14.801692008972168
2011-02-07,14.926270484924316
2011-02-08,14.920339584350586
2011-02-09,14.866943359375
2011-02-10,14.884746551513672
2011-02-11,14.849145889282227
2011-02-14,14.694900512695312
2011-02-15,14.712699890136719
2011-02-16,14.766090393066406
2011-02-17,14.772098541259766
2011-02-18,14.742066383361816
2011-02-22,14.597886085510254
2011-02-23,14.417670249938965
2011-02-24,14.279499053955078
2011-02-25,14.435691833496094
2011-02-28,14.50777530670166
2011-03-01,14.543824195861816
2011-03-02,14.79612922668457
2011-03-03,14.964333534240723
2011-03-04,14.814151763916016
2011-03-07,14.700010299682617
2011-03-08,14.874228477478027
2011-03-09,14.892242431640625
2011-03-10,14.615906715393066
2011-03-11,14.730051040649414
2011-03-14,14.62192153930664
2011-03-15,14.441695213317871
2011-03-16,14.159347534179688
2011-03-17,14.219423294067383
2011-03-18,14.129312515258789
2011-03-21,14.585874557495117
2011-03-22,14.543824195861816
2011-03-23,14.531804084777832
2011-03-24,14.645941734313965
2011-03-25,14.609903335571289
2011-03-28,14.543824195861816
2011-03-29,14.633931159973145
2011-03-30,14.772098541259766
2011-03-31,14.89825439453125
2011-04-01,15.186606407165527
2011-04-04,15.108510971069336
2011-04-05,15.162575721740723
2011-04-06,15.30074691772461
2011-04-07,15.042433738708496
2011-04-08,14.994369506835938
2011-04-11,14.814151763916016
2011-04-12,14.693997383117676
2011-04-13,14.633931159973145
2011-04-14,14.669979095458984
2011-04-15,14.802135467529297
2011-04-18,14.561840057373047
2011-04-19,14.513785362243652
2011-04-20,14.730051040649414
2011-04-21,14.82015609741211
2011-04-25,14.880233764648438
2011-04-26,15.096501350402832
2011-04-27,15.294736862182617
2011-04-28,15.330785751342773
2011-04-29,15.312766075134277
2011-05-02,15.444925308227539
2011-05-03,15.511005401611328
2011-05-04,15.444925308227539
2011-05-05,15.396864891052246
2011-05-06,15.619133949279785
2011-05-09,15.67320442199707
2011-05-10,15.715252876281738
2011-05-11,15.589104652404785
2011-05-12,15.769320487976074
2011-05-13,15.63715934753418
2011-05-16,15.62514591217041
2011-05-17,15.595107078552246
2011-05-18,15.473512649536133
2011-05-19,15.45527172088623
2011-05-20,15.558629989624023
2011-05-23,15.181673049926758
2011-05-24,14.944552421569824
2011-05-25,14.9080810546875
2011-05-26,14.9080810546875
2011-05-27,14.962794303894043
2011-05-31,15.096553802490234
2011-06-01,14.816876411437988
2011-06-02,14.749994277954102
2011-06-03,14.531112670898438
2011-06-06,14.445993423461914
2011-06-07,14.42167854309082
2011-06-08,14.427754402160645
2011-06-09,14.385194778442383
2011-06-10,14.2271146774292
2011-06-13,14.31223201751709
2011-06-14,14.494641304016113
2011-06-15,14.269674301147461
2011-06-16,14.34871768951416
2011-06-17,14.439915657043457
2011-06-20,14.555436134338379
2011-06-21,14.512872695922852
2011-06-22,14.336553573608398
2011-06-23,14.257515907287598
2011-06-24,14.318315505981445
2011-06-27,14.330474853515625
2011-06-28,14.409513473510742
2011-06-29,14.622310638427734
2011-06-30,14.628396034240723
2011-07-01,14.9080810546875
2011-07-05,14.835110664367676
2011-07-06,14.968870162963867
2011-07-07,15.011434555053711
2011-07-08,15.023589134216309
2011-07-11,14.749994277954102
2011-07-12,14.835110664367676
2011-07-13,14.822949409484863
2011-07-14,14.689193725585938
2011-07-15,14.658797264099121
2011-07-18,14.482473373413086
2011-07-19,14.591919898986816
2011-07-20,14.932392120361328
2011-07-21,15.139108657836914
2011-07-22,15.023589134216309
2011-07-25,15.011434555053711
2011-07-26,14.883752822875977
2011-07-27,14.628396034240723
2011-07-28,14.439915657043457
2011-07-29,14.2271146774292
2011-08-01,14.202798843383789
2011-08-02,14.050801277160645
2011-08-03,14.026473999023438
2011-08-04,13.564404487609863
2011-08-05,13.704238891601562
2011-08-08,12.804403305053711
2011-08-09,13.34552001953125
2011-08-10,13.071922302246094
2011-08-11,13.935574531555176
2011-08-12,13.83686637878418
2011-08-15,14.398238182067871
2011-08-16,14.305706024169922
2011-08-17,14.367396354675293
