Date,PTEN
2010-01-04,12.506019592285156
2010-01-05,13.479310035705566
2010-01-06,13.64924430847168
2010-01-07,13.726497650146484
2010-01-08,14.189969062805176
2010-01-11,13.74966812133789
2010-01-12,13.463862419128418
2010-01-13,13.64924430847168
2010-01-14,14.066372871398926
2010-01-15,13.888713836669922
2010-01-19,14.01230239868164
2010-01-20,13.888713836669922
2010-01-21,13.942788124084473
2010-01-22,12.81500244140625
2010-01-25,13.069911003112793
2010-01-26,12.776378631591797
2010-01-27,12.675956726074219
2010-01-28,12.536911964416504
2010-01-29,11.864882469177246
2010-02-01,12.436497688293457
2010-02-02,12.699128150939941
2010-02-03,12.598712921142578
2010-02-04,11.98075008392334
2010-02-05,11.857158660888672
2010-02-08,11.625420570373535
2010-02-09,12.390151023864746
2010-02-10,12.7609281539917
2010-02-11,12.892244338989258
2010-02-12,12.675956726074219
2010-02-16,12.72230339050293
2010-02-17,12.730027198791504
2010-02-18,12.459671020507812
2010-02-19,12.266557693481445
2010-02-22,12.050272941589355
2010-02-23,11.671769142150879
2010-02-24,11.664045333862305
2010-02-25,11.864882469177246
2010-02-26,11.926674842834473
2010-03-01,11.87260627746582
2010-03-02,11.857158660888672
2010-03-03,12.019368171691895
2010-03-04,11.810812950134277
2010-03-05,11.7644624710083
2010-03-08,11.803083419799805
2010-03-09,11.818533897399902
2010-03-10,12.2356595993042
2010-03-11,12.134923934936523
2010-03-12,11.863704681396484
2010-03-15,11.422015190124512
2010-03-16,11.51500129699707
2010-03-17,11.274784088134766
2010-03-18,10.778847694396973
2010-03-19,10.817593574523926
2010-03-22,10.833090782165527
2010-03-23,10.631617546081543
2010-03-24,10.70910930633545
2010-03-25,10.267415046691895
2010-03-26,10.476637840270996
2010-03-29,10.76335334777832
2010-03-30,10.833090782165527
2010-03-31,10.82534408569336
2010-04-01,10.933829307556152
2010-04-05,11.329026222229004
2010-04-06,11.282532691955566
2010-04-07,11.088808059692383
2010-04-08,10.933829307556152
2010-04-09,11.088808059692383
2010-04-12,11.081060409545898
2010-04-13,11.197295188903809
2010-04-14,11.414266586303711
2010-04-15,11.360020637512207
2010-04-16,11.189545631408691
2010-04-19,11.220538139343262
2010-04-20,11.491752624511719
2010-04-21,11.793968200683594
2010-04-22,12.057435035705566
2010-04-23,12.119425773620605
2010-04-26,11.879203796386719
2010-04-27,11.491752624511719
2010-04-28,11.68548583984375
2010-04-29,11.987693786621094
2010-04-30,11.863704681396484
2010-05-03,11.662233352661133
2010-05-04,11.445262908935547
2010-05-05,11.228290557861328
2010-05-06,10.716856002807617
2010-05-07,10.36815357208252
2010-05-10,10.918331146240234
2010-05-11,10.716856002807617
2010-05-12,10.933829307556152
2010-05-13,10.80209732055664
2010-05-14,10.492133140563965
2010-05-17,10.437893867492676
2010-05-18,10.360404014587402
2010-05-19,10.329405784606934
2010-05-20,9.926458358764648
2010-05-21,10.050443649291992
2010-05-24,9.678489685058594
2010-05-25,9.655243873596191
2010-05-26,9.833474159240723
2010-05-27,10.530879020690918
2010-05-28,10.871837615966797
2010-06-01,10.56962776184082
2010-06-02,10.732356071472168
2010-06-03,11.336777687072754
2010-06-04,10.771100997924805
2010-06-07,10.662612915039062
2010-06-08,10.716856002807617
2010-06-09,10.7013578414917
2010-06-10,11.422015190124512
2010-06-11,11.406464576721191
2010-06-14,11.2587308883667
2010-06-15,11.608628273010254
2010-06-16,11.600850105285645
2010-06-17,11.491992950439453
2010-06-18,11.608628273010254
2010-06-21,11.476439476013184
