Date,AESI
2023-03-09,14.824969291687012
2023-03-10,14.431387901306152
2023-03-13,13.98532485961914
2023-03-14,14.527594566345215
2023-03-15,14.037801742553711
2023-03-16,14.099027633666992
2023-03-17,13.93284797668457
2023-03-20,14.081534385681152
2023-03-21,14.30893611907959
2023-03-22,14.352669715881348
2023-03-23,13.994071006774902
2023-03-24,14.099027633666992
2023-03-27,14.448878288269043
2023-03-28,14.527594566345215
2023-03-29,14.676281929016113
2023-03-30,14.833715438842773
2023-03-31,14.894940376281738
2023-04-03,15.60339069366455
2023-04-04,15.061118125915527
2023-04-05,15.139835357666016
2023-04-06,15.402225494384766
2023-04-10,15.1660737991333
2023-04-11,15.55965805053711
2023-04-12,15.577147483825684
2023-04-13,15.69959831237793
2023-04-14,15.953238487243652
2023-04-17,15.935751914978027
2023-04-18,15.682106018066406
2023-04-19,15.804553031921387
2023-04-20,15.664613723754883
2023-04-21,15.900762557983398
2023-04-24,16.434289932250977
2023-04-25,15.918256759643555
2023-04-26,15.743329048156738
2023-04-27,15.647119522094727
2023-04-28,15.778315544128418
2023-05-01,15.892016410827637
2023-05-02,14.9649076461792
2023-05-03,14.824969291687012
2023-05-04,14.754998207092285
2023-05-05,14.868701934814453
2023-05-08,14.903685569763184
2023-05-09,15.349745750427246
2023-05-10,15.21855354309082
2023-05-11,14.991147994995117
2023-05-12,15.02675724029541
2023-05-15,15.551980972290039
2023-05-16,15.578686714172363
2023-05-17,15.587589263916016
2023-05-18,15.614295959472656
2023-05-19,15.774534225463867
2023-05-22,15.738926887512207
2023-05-23,15.783435821533203
2023-05-24,15.382842063903809
2023-05-25,15.115777015686035
2023-05-26,14.501533508300781
2023-05-30,13.89618968963623
2023-05-31,13.905091285705566
2023-06-01,14.421414375305176
2023-06-02,15.186992645263672
2023-06-05,15.1068754196167
2023-06-06,15.756730079650879
2023-06-07,16.05940055847168
2023-06-08,16.03269386291504
2023-06-09,15.64990520477295
2023-06-12,15.391741752624512
2023-06-13,15.43625259399414
2023-06-14,15.50747013092041
2023-06-15,15.480764389038086
2023-06-16,15.943674087524414
2023-06-20,15.64990520477295
2023-06-21,15.605395317077637
2023-06-22,15.160289764404297
2023-06-23,14.465922355651855
2023-06-26,14.937736511230469
2023-06-27,14.8665189743042
2023-06-28,15.169190406799316
2023-06-29,15.89026165008545
2023-06-30,15.454056739807129
2023-07-03,15.293819427490234
2023-07-05,15.43625259399414
2023-07-06,15.36503791809082
2023-07-07,16.00598907470703
2023-07-10,15.801241874694824
2023-07-11,15.89026165008545
2023-07-12,15.74782657623291
2023-07-13,15.836849212646484
2023-07-14,15.67661190032959
2023-07-17,15.267114639282227
2023-07-18,15.516373634338379
2023-07-19,15.943674087524414
2023-07-20,16.52231216430664
2023-07-21,16.4867000579834
2023-07-24,17.287893295288086
2023-07-25,17.61726951599121
2023-07-26,17.501543045043945
2023-07-27,17.083141326904297
2023-07-28,17.376914978027344
2023-07-31,17.5816593170166
2023-08-01,19.050508499145508
2023-08-02,18.569795608520508
2023-08-03,18.676618576049805
2023-08-04,18.623210906982422
2023-08-07,18.614307403564453
2023-08-08,18.560890197753906
2023-08-09,18.255292892456055
2023-08-10,18.192371368408203
2023-08-11,18.372140884399414
2023-08-14,19.58556365966797
2023-08-15,18.830543518066406
2023-08-16,19.190074920654297
2023-08-17,19.558597564697266
2023-08-18,19.855215072631836
2023-08-21,19.77431869506836
2023-08-22,19.954084396362305
2023-08-23,19.855215072631836
2023-08-24,19.639493942260742
2023-08-25,18.902450561523438
2023-08-28,19.32490348815918
2023-08-29,19.019298553466797
2023-08-30,19.261985778808594
2023-08-31,19.13614845275879
2023-09-01,20.04396629333496
2023-09-05,19.91813087463379
2023-09-06,20.34956932067871
2023-09-07,20.897859573364258
2023-09-08,20.960777282714844
2023-09-11,20.73607063293457
2023-09-12,21.40120506286621
2023-09-13,20.933813095092773
2023-09-14,21.059650421142578
2023-09-15,20.709102630615234
2023-09-18,20.73607063293457
2023-09-19,20.789997100830078
2023-09-20,21.248403549194336
2023-09-21,20.385526657104492
2023-09-22,21.014705657958984
2023-09-25,21.356264114379883
2023-09-26,21.72478675842285
2023-09-27,21.131559371948242
2023-09-28,20.73607063293457
2023-09-29,19.981048583984375
2023-10-02,19.891164779663086
2023-10-03,19.77431869506836
2023-10-04,18.920425415039062
2023-10-05,18.875484466552734
2023-10-06,19.15412139892578
2023-10-09,19.306922912597656
2023-10-10,18.848520278930664
2023-10-11,18.66875457763672
2023-10-12,17.922719955444336
2023-10-13,18.20136070251465
2023-10-16,18.14743423461914
2023-10-17,18.372140884399414
2023-10-18,18.075525283813477
2023-10-19,17.98564338684082
2023-10-20,17.994626998901367
2023-10-23,17.75194549560547
2023-10-24,17.976654052734375
2023-10-25,17.374433517456055
2023-10-26,17.14972496032715
2023-10-27,17.02389144897461
2023-10-30,17.338483810424805
2023-10-31,16.367740631103516
2023-11-01,16.53851890563965
2023-11-02,16.898054122924805
2023-11-03,17.0418643951416
2023-11-06,17.0418643951416
2023-11-07,16.385719299316406
2023-11-08,15.540532112121582
2023-11-09,15.604147911071777
2023-11-10,15.967669486999512
2023-11-13,15.894964218139648
2023-11-14,16.240312576293945
2023-11-15,15.667764663696289
2023-11-16,14.967985153198242
2023-11-17,15.513266563415527
2023-11-20,15.540532112121582
2023-11-21,15.640499114990234
2023-11-22,15.522355079650879
2023-11-24,15.713205337524414
2023-11-27,15.458740234375
2023-11-28,15.44056224822998
2023-11-29,15.33150863647461
2023-11-30,15.504178047180176
2023-12-01,16.131256103515625
2023-12-04,16.176692962646484
2023-12-05,15.922229766845703
2023-12-06,15.558709144592285
2023-12-07,15.23154067993164
2023-12-08,15.395123481750488
2023-12-11,15.367860794067383
2023-12-12,15.249716758728027
2023-12-13,15.22244930267334
2023-12-14,15.894964218139648
2023-12-15,15.913142204284668
2023-12-18,15.86770248413086
2023-12-19,16.07672691345215
2023-12-20,15.249716758728027
2023-12-21,15.23154067993164
2023-12-22,15.486004829406738
2023-12-26,16.12216567993164
2023-12-27,16.285751342773438
2023-12-28,15.667764663696289
2023-12-29,15.649587631225586
2024-01-02,15.06795597076416
2024-01-03,15.531445503234863
