Date,MATV
2010-01-04,19.403648376464844
2010-01-05,19.88982582092285
2010-01-06,20.710079193115234
2010-01-07,21.087610244750977
2010-01-08,20.981689453125
2010-01-11,21.557498931884766
2010-01-12,21.40268325805664
2010-01-13,21.68243980407715
2010-01-14,22.271831512451172
2010-01-15,21.62812042236328
2010-01-19,22.168611526489258
2010-01-20,21.663434982299805
2010-01-21,20.7535400390625
2010-01-22,21.318483352661133
2010-01-25,21.041439056396484
2010-01-26,20.905641555786133
2010-01-27,21.055021286010742
2010-01-28,20.476499557495117
2010-01-29,20.435762405395508
2010-02-01,20.636760711669922
2010-02-02,20.75897979736328
2010-02-03,19.88982582092285
2010-02-04,19.409082412719727
2010-02-05,19.31401824951172
2010-02-08,18.626855850219727
2010-02-09,18.61326789855957
2010-02-10,19.075002670288086
2010-02-11,12.670493125915527
2010-02-12,13.849272727966309
2010-02-16,13.794953346252441
2010-02-17,14.240386962890625
2010-02-18,13.699884414672852
2010-02-19,13.881867408752441
2010-02-22,13.71569538116455
2010-02-23,13.293465614318848
2010-02-24,12.972026824951172
2010-02-25,12.677827835083008
2010-02-26,12.503485679626465
2010-03-01,12.57431411743164
2010-03-02,12.577038764953613
2010-03-03,12.312806129455566
2010-03-04,12.067631721496582
2010-03-05,11.98591423034668
2010-03-08,11.626338005065918
2010-03-09,11.871503829956055
2010-03-10,11.871503829956055
2010-03-11,12.255599021911621
2010-03-12,12.498039245605469
2010-03-15,12.590654373168945
2010-03-16,12.705062866210938
2010-03-17,12.604275703430176
2010-03-18,12.54434871673584
2010-03-19,12.266489028930664
2010-03-22,12.25014877319336
2010-03-23,12.645134925842285
2010-03-24,12.887582778930664
2010-03-25,12.762269973754883
2010-03-26,12.784064292907715
2010-03-29,12.846718788146973
2010-03-30,12.89575481414795
2010-03-31,12.955683708190918
2010-04-01,13.179061889648438
2010-04-05,13.522290229797363
2010-04-06,13.865523338317871
2010-04-07,14.13792896270752
2010-04-08,14.167892456054688
2010-04-09,14.301375389099121
2010-04-12,14.29592514038086
2010-04-13,14.276856422424316
2010-04-14,14.53292465209961
2010-04-15,14.79987621307373
2010-04-16,14.265959739685059
2010-04-19,14.276856422424316
2010-04-20,14.374919891357422
2010-04-21,14.791707038879395
2010-04-22,14.783529281616211
2010-04-23,14.903390884399414
2010-04-26,14.835291862487793
2010-04-27,13.99627685546875
2010-04-28,14.527466773986816
2010-04-29,15.554443359375
2010-04-30,15.505409240722656
2010-05-03,15.832298278808594
2010-05-04,16.407085418701172
2010-05-05,16.34442901611328
2010-05-06,16.140117645263672
2010-05-07,14.985112190246582
2010-05-10,15.551718711853027
2010-05-11,15.622550964355469
2010-05-12,16.126501083374023
2010-05-13,15.636170387268066
2010-05-14,15.32289981842041
2010-05-17,15.22754955291748
2010-05-18,14.930636405944824
2010-05-19,14.698453903198242
2010-05-20,13.898103713989258
2010-05-21,14.198575973510742
2010-05-24,13.537548065185547
2010-05-25,13.698705673217773
2010-05-26,13.813431739807129
2010-05-27,14.540023803710938
2010-05-28,15.078136444091797
2010-06-01,14.428032875061035
2010-06-02,14.739428520202637
2010-06-03,14.714839935302734
2010-06-04,14.1166353225708
2010-06-07,13.726022720336914
2010-06-08,13.944546699523926
2010-06-09,14.007369041442871
2010-06-10,14.605583190917969
2010-06-11,15.09998893737793
2010-06-14,15.023499488830566
2010-06-15,15.556158065795898
2010-06-16,15.162814140319824
2010-06-17,15.116377830505371
2010-06-18,15.26114559173584
2010-06-21,14.873272895812988
2010-06-22,14.329691886901855
2010-06-23,14.30238151550293
2010-06-24,14.255943298339844
2010-06-25,14.283262252807617
2010-06-28,14.381596565246582
2010-06-29,14.201310157775879
2010-06-30,13.780654907226562
2010-07-01,13.349063873291016
2010-07-02,13.20702838897705
2010-07-06,13.302638053894043
2010-07-07,13.619486808776855
2010-07-08,13.963669776916504
2010-07-09,14.097515106201172
2010-07-12,13.586709976196289
2010-07-13,14.17672348022461
2010-07-14,14.092052459716797
2010-07-15,13.944546699523926
2010-07-16,13.521151542663574
2010-07-19,13.750601768493652
2010-07-20,13.865327835083008
2010-07-21,13.458332061767578
2010-07-22,13.999174118041992
2010-07-23,14.469005584716797
2010-07-26,14.753079414367676
2010-07-27,14.684794425964355
2010-07-28,14.444415092468262
2010-07-29,14.428032875061035
2010-07-30,14.458073616027832
2010-08-02,14.444415092468262
2010-08-03,14.280518531799316
2010-08-04,13.611294746398926
2010-08-05,12.62520980834961
2010-08-06,12.802763938903809
2010-08-09,13.313557624816895
2010-08-10,13.215227127075195
2010-08-11,12.898360252380371
2010-08-12,13.116883277893066
2010-08-13,13.3627290725708
2010-08-16,13.444673538208008
2010-08-17,13.690511703491211
2010-08-18,13.69597053527832
2010-08-19,13.417360305786133
2010-08-20,13.491104125976562
2010-08-23,13.316293716430664
2010-08-24,13.313557624816895
2010-08-25,14.102669715881348
2010-08-26,14.387628555297852
2010-08-27,14.826026916503906
2010-08-30,14.582168579101562
2010-08-31,14.75204849243164
2010-09-01,15.36306381225586
2010-09-02,15.576786994934082
2010-09-03,15.686381340026855
2010-09-07,15.250726699829102
2010-09-08,15.327441215515137
2010-09-09,15.70556354522705
2010-09-10,15.34661865234375
2010-09-13,15.787761688232422
2010-09-14,15.590479850769043
2010-09-15,15.790501594543457
2010-09-16,15.719259262084961
2010-09-17,15.73844051361084
2010-09-20,16.1055908203125
2010-09-21,16.00695037841797
2010-09-22,15.708303451538086
2010-09-23,15.417861938476562
2010-09-24,16.02339744567871
2010-09-27,16.18505096435547
2010-09-28,16.259037017822266
2010-09-29,16.428913116455078
2010-09-30,15.976815223693848
2010-10-01,15.823381423950195
2010-10-04,15.338400840759277
2010-10-05,16.289182662963867
2010-10-06,16.33301544189453
2010-10-07,16.15492057800293
2010-10-08,16.620712280273438
2010-10-11,16.746755599975586
2010-10-12,17.182405471801758
2010-10-13,17.407089233398438
2010-10-14,17.511207580566406
2010-10-15,17.40435218811035
2010-10-18,17.672863006591797
2010-10-19,17.30296516418457
2010-10-20,17.398868560791016
2010-10-21,17.51395034790039
2010-10-22,17.489280700683594
2010-10-25,17.823566436767578
2010-10-26,17.557783126831055
2010-10-27,17.801651000976562
2010-10-28,17.798904418945312
2010-10-29,17.585187911987305
2010-11-01,17.692041397094727
2010-11-02,17.80986213684082
2010-11-03,17.535865783691406
2010-11-04,18.067428588867188
2010-11-05,18.050983428955078
2010-11-08,18.261959075927734
2010-11-09,17.60710334777832
2010-11-10,17.826305389404297
2010-11-11,17.779720306396484
2010-11-12,17.779720306396484
2010-11-15,17.519428253173828
2010-11-16,17.338590621948242
2010-11-17,17.215288162231445
2010-11-18,17.40435218811035
2010-11-19,17.393390655517578
2010-11-22,17.47284507751465
2010-11-23,17.418045043945312
2010-11-24,17.860227584838867
2010-11-26,18.06621551513672
2010-11-29,17.357622146606445
2010-11-30,17.25051498413086
2010-12-01,17.13515853881836
2010-12-02,17.74762535095215
2010-12-03,15.643832206726074
2010-12-06,15.984391212463379
2010-12-07,16.14094352722168
2010-12-08,16.124467849731445
2010-12-09,16.146438598632812
2010-12-10,16.341432571411133
2010-12-13,16.283763885498047
2010-12-14,16.720447540283203
2010-12-15,16.78911018371582
2010-12-16,17.017066955566406
2010-12-17,17.398818969726562
2010-12-20,17.711917877197266
2010-12-21,17.60205841064453
2010-12-22,17.5141658782959
2010-12-23,17.544384002685547
2010-12-27,17.57733917236328
2010-12-28,17.481225967407227
2010-12-29,17.492202758789062
2010-12-30,17.39058494567871
2010-12-31,17.28072166442871
2011-01-03,17.950857162475586
2011-01-04,17.972837448120117
2011-01-05,17.85198974609375
2011-01-06,18.200786590576172
2011-01-07,18.00029754638672
2011-01-10,17.890438079833984
2011-01-11,17.849239349365234
2011-01-12,17.67896270751953
2011-01-13,17.700931549072266
2011-01-14,17.481225967407227
2011-01-18,17.45924186706543
2011-01-19,17.288970947265625
2011-01-20,17.18459701538086
2011-01-21,16.96487808227539
2011-01-24,17.000579833984375
2011-01-25,17.003337860107422
2011-01-26,17.011573791503906
2011-01-27,16.984106063842773
2011-01-28,16.58312225341797
2011-01-31,16.4677734375
2011-02-01,16.423826217651367
2011-02-02,16.465024948120117
2011-02-03,14.69355583190918
2011-02-04,15.413126945495605
2011-02-07,15.547709465026855
2011-02-08,15.726229667663574
2011-02-09,15.76742935180664
2011-02-10,15.825104713439941
2011-02-11,15.65756893157959
2011-02-14,15.704255104064941
2011-02-15,15.635600090026855
2011-02-16,15.76468563079834
2011-02-17,16.168407440185547
2011-02-18,16.105236053466797
2011-02-22,15.158031463623047
2011-02-23,14.73123836517334
2011-02-24,14.921231269836426
2011-02-25,15.248899459838867
