Date,PKST
2023-04-14,15.596968650817871
2023-04-17,22.702251434326172
2023-04-18,30.414085388183594
2023-04-19,35.08451461791992
2023-04-20,31.887128829956055
2023-04-21,25.128448486328125
2023-04-24,20.960590362548828
2023-04-25,20.969255447387695
2023-04-26,18.846336364746094
2023-04-27,18.144472122192383
2023-04-28,19.236263275146484
2023-05-01,18.684167861938477
2023-05-02,17.823429107666016
2023-05-03,15.093398094177246
2023-05-04,14.667375564575195
2023-05-05,15.006457328796387
2023-05-08,15.6498384475708
2023-05-09,17.31915283203125
2023-05-10,17.197433471679688
2023-05-11,17.43218231201172
2023-05-12,17.362625122070312
2023-05-15,18.692859649658203
2023-05-16,18.51897621154785
2023-05-17,18.98847007751465
2023-05-18,19.39710807800293
2023-05-19,19.99701499938965
2023-05-22,21.553306579589844
2023-05-23,21.20553207397461
2023-05-24,21.544612884521484
2023-05-25,19.99701499938965
2023-05-26,21.109891891479492
2023-05-30,20.301319122314453
2023-05-31,20.944700241088867
2023-06-01,21.33595085144043
2023-06-02,22.34449005126953
2023-06-05,22.605321884155273
2023-06-06,24.718050003051758
2023-06-07,24.265941619873047
2023-06-08,24.257246017456055
2023-06-09,25.613571166992188
2023-06-12,26.735139846801758
2023-06-13,26.95250129699707
2023-06-14,27.361133575439453
2023-06-15,30.16940689086914
2023-06-16,34.47312545776367
2023-06-20,32.012611389160156
2023-06-21,31.838726043701172
2023-06-22,30.012914657592773
2023-06-23,29.039142608642578
2023-06-26,26.24825668334961
2023-06-27,27.674131393432617
2023-06-28,25.865705490112305
2023-06-29,24.81005096435547
2023-06-30,24.459627151489258
2023-07-03,23.9427490234375
2023-07-05,22.83015251159668
2023-07-06,21.594907760620117
2023-07-07,23.110492706298828
2023-07-10,22.944042205810547
2023-07-11,21.945331573486328
2023-07-12,21.857725143432617
2023-07-13,21.113073348999023
2023-07-14,20.797691345214844
2023-07-17,19.264583587646484
2023-07-18,19.851545333862305
2023-07-19,20.254535675048828
2023-07-20,20.36842155456543
2023-07-21,20.613718032836914
2023-07-24,20.27205467224121
2023-07-25,19.939151763916016
2023-07-26,20.850255966186523
2023-07-27,20.499828338623047
2023-07-28,20.806453704833984
2023-07-31,22.199392318725586
2023-08-01,20.13188362121582
2023-08-02,20.166929244995117
2023-08-03,18.78274917602539
2023-08-04,18.703907012939453
2023-08-07,19.273345947265625
2023-08-08,19.781461715698242
2023-08-09,18.80027198791504
2023-08-10,18.353483200073242
2023-08-11,18.5286922454834
2023-08-14,18.931682586669922
2023-08-15,17.968015670776367
2023-08-16,17.626352310180664
2023-08-17,17.118236541748047
2023-08-18,16.627639770507812
2023-08-21,17.582548141479492
2023-08-22,18.449848175048828
2023-08-23,18.554975509643555
2023-08-24,19.089374542236328
2023-08-25,18.379764556884766
2023-08-28,18.379764556884766
2023-08-29,18.511171340942383
2023-08-30,19.33466911315918
2023-08-31,17.214603424072266
2023-09-01,17.267166137695312
2023-09-05,16.40862464904785
2023-09-06,16.87293815612793
2023-09-07,16.51375389099121
2023-09-08,16.811613082885742
2023-09-11,15.944314002990723
2023-09-12,16.487472534179688
2023-09-13,15.79538345336914
2023-09-14,16.24217414855957
2023-09-15,16.96930694580078
2023-09-18,16.925500869750977
2023-09-19,16.785329818725586
2023-09-20,16.41738510131836
2023-09-21,15.67273235321045
2023-09-22,15.09453296661377
2023-09-25,15.488761901855469
2023-09-26,15.0156888961792
2023-09-27,15.199662208557129
2023-09-28,14.582798957824707
2023-09-29,14.769187927246094
2023-10-02,14.565046310424805
2023-10-03,14.405284881591797
2023-10-04,14.03250503540039
2023-10-05,13.988126754760742
2023-10-06,13.810612678527832
2023-10-09,14.112385749816895
2023-10-10,13.58871841430664
2023-10-11,13.775110244750977
2023-10-12,13.118305206298828
2023-10-13,13.07392692565918
2023-10-16,13.606470108032227
2023-10-17,13.686351776123047
2023-10-18,12.736651420593262
2023-10-19,12.275113105773926
2023-10-20,12.230733871459961
2023-10-23,11.760320663452148
2023-10-24,11.87570571899414
2023-10-25,12.053221702575684
2023-10-26,11.902331352233887
2023-10-27,11.27215576171875
2023-10-30,11.494050025939941
2023-10-31,11.467422485351562
2023-11-01,11.32541275024414
2023-11-02,11.485175132751465
2023-11-03,12.44375228881836
2023-11-06,12.283989906311035
2023-11-07,11.99109172821045
2023-11-08,12.097599029541016
2023-11-09,12.257363319396973
2023-11-10,12.51475715637207
2023-11-13,12.168604850769043
2023-11-14,13.278069496154785
2023-11-15,15.381613731384277
2023-11-16,14.999956130981445
2023-11-17,15.310608863830566
2023-11-20,14.653804779052734
2023-11-21,15.550251960754395
2023-11-22,15.505871772766113
2023-11-24,16.42894744873047
2023-11-27,15.470372200012207
2023-11-28,15.505871772766113
2023-11-29,14.565046310424805
2023-11-30,14.165639877319336
2023-12-01,15.159720420837402
2023-12-04,15.621258735656738
2023-12-05,15.443744659423828
2023-12-06,15.443744659423828
2023-12-07,15.585753440856934
2023-12-08,15.585753440856934
2023-12-11,15.488122940063477
2023-12-12,15.647884368896484
2023-12-13,16.588712692260742
2023-12-14,17.23664093017578
2023-12-15,17.405277252197266
2023-12-18,17.485157012939453
2023-12-19,17.81355857849121
2023-12-20,17.75143051147461
2023-12-21,17.707050323486328
2023-12-22,17.724803924560547
2023-12-26,18.47924041748047
2023-12-27,18.736635208129883
2023-12-28,18.83980369567871
2023-12-29,17.879871368408203
2024-01-02,16.52519989013672
2024-01-03,16.06766128540039
2024-01-04,15.556294441223145
2024-01-05,15.278182029724121
2024-01-08,15.538352012634277
2024-01-09,14.883444786071777
2024-01-10,15.00007152557373
2024-01-11,14.443849563598633
2024-01-12,14.650189399719238
2024-01-16,14.659161567687988
2024-01-17,14.30927848815918
2024-01-18,13.887625694274902
2024-01-19,14.04910945892334
2024-01-22,14.120880126953125
2024-01-23,14.17470932006836
2024-01-24,14.17470932006836
2024-01-25,14.4348783493042
2024-01-26,14.228537559509277
2024-01-29,14.031167984008789
2024-01-30,13.600543022155762
2024-01-31,12.990492820739746
2024-02-01,13.277576446533203
2024-02-02,12.900779724121094
2024-02-05,12.793124198913574
2024-02-06,12.84695053100586
2024-02-07,12.784152030944824
2024-02-08,13.457003593444824
2024-02-09,13.815855026245117
2024-02-12,14.291337966918945
