Date,RRR
2016-04-27,14.296720504760742
2016-04-28,14.319657325744629
2016-04-29,14.25084400177002
2016-05-02,14.426692962646484
2016-05-03,14.495497703552246
2016-05-04,14.357884407043457
2016-05-05,14.3731689453125
2016-05-06,14.426692962646484
2016-05-09,14.449626922607422
2016-05-10,14.518434524536133
2016-05-11,14.701925277709961
2016-05-12,14.908343315124512
2016-05-13,14.656047821044922
2016-05-16,14.938925743103027
2016-05-17,14.831889152526855
2016-05-18,14.862475395202637
2016-05-19,14.763082504272461
2016-05-20,14.77072525024414
2016-05-23,14.808956146240234
2016-05-24,14.96950626373291
2016-05-25,15.09183406829834
2016-05-26,15.168288230895996
2016-05-27,15.374714851379395
2016-05-31,15.58877944946289
2016-06-01,15.412928581237793
2016-06-02,15.665227890014648
2016-06-03,15.642294883728027
2016-06-06,15.672871589660645
2016-06-07,15.940460205078125
2016-06-08,16.192758560180664
2016-06-09,16.582672119140625
2016-06-10,16.605602264404297
2016-06-13,16.827316284179688
2016-06-14,16.888479232788086
2016-06-15,17.217226028442383
2016-06-16,17.133127212524414
2016-06-17,16.857898712158203
2016-06-20,17.163713455200195
2016-06-21,17.454233169555664
2016-06-22,17.354846954345703
2016-06-23,17.201934814453125
2016-06-24,16.345657348632812
2016-06-27,16.01691436767578
2016-06-28,16.101015090942383
2016-06-29,16.17746925354004
2016-06-30,16.804380416870117
2016-07-01,16.857898712158203
2016-07-05,16.643829345703125
2016-07-06,16.934349060058594
2016-07-07,16.94199562072754
2016-07-08,17.026086807250977
2016-07-11,17.026086807250977
2016-07-12,17.209577560424805
2016-07-13,17.14077377319336
2016-07-14,17.079612731933594
2016-07-15,17.133127212524414
2016-07-18,17.224870681762695
2016-07-19,17.209577560424805
2016-07-20,17.1866455078125
2016-07-21,16.857898712158203
2016-07-22,16.888479232788086
2016-07-25,16.903772354125977
2016-07-26,17.34719467163086
2016-07-27,17.691232681274414
2016-07-28,17.507749557495117
2016-07-29,17.591848373413086
2016-08-01,17.31661033630371
2016-08-02,17.561264038085938
2016-08-03,17.73710823059082
2016-08-04,17.301319122314453
2016-08-05,17.393064498901367
2016-08-08,17.530683517456055
2016-08-09,17.385421752929688
2016-08-10,16.980222702026367
2016-08-11,17.156864166259766
2016-08-12,16.918779373168945
2016-08-15,16.826616287231445
2016-08-16,17.702125549316406
2016-08-17,17.579248428344727
2016-08-18,17.6022891998291
2016-08-19,17.51781463623047
2016-08-22,17.540857315063477
2016-08-23,17.4179744720459
2016-08-24,17.057022094726562
2016-08-25,17.07238006591797
2016-08-26,17.07238006591797
2016-08-29,17.01093864440918
2016-08-30,17.133821487426758
2016-08-31,17.310455322265625
2016-09-01,17.540857315063477
2016-09-02,17.179903030395508
2016-09-06,17.133821487426758
2016-09-07,17.057022094726562
2016-09-08,16.880386352539062
2016-09-09,16.465665817260742
2016-09-12,16.550148010253906
2016-09-13,15.97415542602539
2016-09-14,16.16615104675293
2016-09-15,16.365833282470703
2016-09-16,16.50406837463379
2016-09-19,16.80358123779297
2016-09-20,16.765186309814453
2016-09-21,16.880386352539062
2016-09-22,17.44869613647461
2016-09-23,17.71748924255371
2016-09-26,17.763565063476562
2016-09-27,17.579248428344727
2016-09-28,17.656051635742188
2016-09-29,17.571571350097656
2016-09-30,18.116846084594727
2016-10-03,17.702125549316406
2016-10-04,17.6022891998291
2016-10-05,17.978605270385742
2016-10-06,17.90180778503418
2016-10-07,17.71748924255371
2016-10-10,17.886449813842773
2016-10-11,17.633012771606445
2016-10-12,17.47173309326172
2016-10-13,17.279739379882812
2016-10-14,17.210615158081055
2016-10-17,17.080062866210938
2016-10-18,16.90342140197754
2016-10-19,16.926462173461914
