Date,NTST
2020-08-13,14.127421379089355
2020-08-14,14.326400756835938
2020-08-17,14.52537727355957
2020-08-18,14.533336639404297
2020-08-19,14.366192817687988
2020-08-20,14.374153137207031
2020-08-21,14.374153137207031
2020-08-24,14.398030281066895
2020-08-25,14.61292552947998
2020-08-26,14.477622985839844
2020-08-27,14.541293144226074
2020-08-28,14.589049339294434
2020-08-31,14.597009658813477
2020-09-01,14.565167427062988
2020-09-02,14.573131561279297
2020-09-03,14.61292552947998
2020-09-04,14.620885848999023
2020-09-08,14.684561729431152
2020-09-09,14.533336639404297
2020-09-10,14.278645515441895
2020-09-11,14.366192817687988
2020-09-14,14.446227073669434
2020-09-15,14.646313667297363
2020-09-16,14.654319763183594
2020-09-17,14.534269332885742
2020-09-18,14.094075202941895
2020-09-21,13.805953025817871
2020-09-22,13.998037338256836
2020-09-23,13.701908111572266
2020-09-24,13.885985374450684
2020-09-25,14.038054466247559
2020-09-28,14.622302055358887
2020-09-29,14.550274848937988
2020-09-30,14.614302635192871
2020-10-01,15.070496559143066
2020-10-02,15.310601234436035
2020-10-05,15.254572868347168
2020-10-06,15.238571166992188
2020-10-07,15.43865966796875
2020-10-08,15.598725318908691
2020-10-09,15.61473560333252
2020-10-12,15.606733322143555
2020-10-13,15.014472007751465
2020-10-14,14.294164657592773
2020-10-15,14.262150764465332
2020-10-16,14.446227073669434
2020-10-19,14.02204418182373
2020-10-20,14.214126586914062
2020-10-21,14.030052185058594
2020-10-22,14.286162376403809
2020-10-23,14.47023868560791
2020-10-26,14.438227653503418
2020-10-27,14.118085861206055
2020-10-28,13.829964637756348
2020-10-29,14.118085861206055
2020-10-30,14.038054466247559
2020-11-02,14.390203475952148
2020-11-03,14.494250297546387
2020-11-04,14.286162376403809
2020-11-05,14.358194351196289
2020-11-06,14.518260955810547
2020-11-09,14.646313667297363
2020-11-10,14.998466491699219
2020-11-11,14.814387321472168
2020-11-12,14.294164657592773
2020-11-13,14.646313667297363
2020-11-16,15.102514266967773
2020-11-17,14.654319763183594
2020-11-18,14.13409423828125
2020-11-19,13.926007270812988
2020-11-20,14.382204055786133
2020-11-23,14.958450317382812
2020-11-24,15.366623878479004
2020-11-25,15.406638145446777
2020-11-27,15.334611892700195
2020-11-30,15.34270191192627
2020-12-01,15.14859390258789
2020-12-02,15.108152389526367
2020-12-03,15.12432861328125
2020-12-04,15.027271270751953
2020-12-07,15.32652759552002
2020-12-08,15.32652759552002
2020-12-09,14.865514755249023
2020-12-10,14.946395874023438
2020-12-11,14.614795684814453
2020-12-14,14.744197845458984
2020-12-15,15.132412910461426
2020-12-16,15.083888053894043
2020-12-17,15.205204010009766
2020-12-18,15.027271270751953
2020-12-21,14.784640312194824
2020-12-22,15.12432861328125
2020-12-23,14.946395874023438
2020-12-24,15.027271270751953
2020-12-28,15.35887336730957
2020-12-29,15.609602928161621
2020-12-30,15.771361351013184
2020-12-31,15.763269424438477
2021-01-04,15.164765357971191
2021-01-05,14.88169002532959
2021-01-06,14.582441329956055
2021-01-07,14.477295875549316
2021-01-08,14.477295875549316
2021-01-11,13.975851058959961
2021-01-12,13.668509483337402
2021-01-13,13.781742095947266
2021-01-14,13.571455001831055
2021-01-15,13.992025375366211
2021-01-19,13.814093589782715
2021-01-20,14.461121559143066
2021-01-21,14.275102615356445
2021-01-22,14.372159004211426
2021-01-25,14.436860084533691
2021-01-26,14.18613338470459
2021-01-27,13.838358879089355
2021-01-28,13.765567779541016
2021-01-29,13.935409545898438
2021-02-01,14.02437973022461
2021-02-02,14.242745399475098
2021-02-03,14.28318977355957
2021-02-04,14.339801788330078
2021-02-05,14.493473052978516
2021-02-08,14.0809907913208
2021-02-09,14.582441329956055
2021-02-10,14.647141456604004
2021-02-11,14.31554126739502
2021-02-12,14.574353218078613
2021-02-16,14.655233383178711
2021-02-17,14.930216789245605
2021-02-18,14.760374069213867
2021-02-19,14.857430458068848
2021-02-22,14.954482078552246
2021-02-23,14.889781951904297
2021-02-24,14.7765474319458
2021-02-25,14.461121559143066
2021-02-26,14.21039867401123
2021-03-01,14.541998863220215
2021-03-02,14.44494915008545
2021-03-03,14.63096809387207
2021-03-04,14.428771018981934
2021-03-05,14.18613338470459
2021-03-08,14.129520416259766
2021-03-09,14.291275024414062
2021-03-10,14.347892761230469
2021-03-11,14.291275024414062
2021-03-12,14.65939712524414
2021-03-15,15.076601028442383
2021-03-16,15.0929594039917
2021-03-17,15.109321594238281
2021-03-18,14.904810905456543
2021-03-19,14.332179069519043
2021-03-22,14.667576789855957
2021-03-23,14.733023643493652
2021-03-24,14.643036842346191
2021-03-25,14.814825057983398
2021-03-26,14.970256805419922
2021-03-29,14.790287017822266
2021-03-30,14.92116928100586
2021-03-31,15.12568473815918
2021-04-01,15.052061080932617
2021-04-05,15.452903747558594
2021-04-06,15.12568473815918
2021-04-07,15.6410493850708
2021-04-08,16.491823196411133
2021-04-09,16.67997169494629
2021-04-12,17.064455032348633
2021-04-13,16.96628761291504
2021-04-14,16.737234115600586
2021-04-15,16.941749572753906
2021-04-16,16.86812400817871
2021-04-19,16.990833282470703
2021-04-20,16.925386428833008
2021-04-21,17.0808162689209
2021-04-22,16.974468231201172
2021-04-23,17.0889949798584
2021-04-26,17.039915084838867
2021-04-27,17.056278228759766
2021-04-28,17.12171173095703
2021-04-29,17.039915084838867
2021-04-30,17.039915084838867
2021-05-03,17.35076904296875
2021-05-04,17.41621971130371
2021-05-05,17.0808162689209
2021-05-06,17.178983688354492
2021-05-07,17.424396514892578
2021-05-10,17.260787963867188
2021-05-11,17.11353874206543
2021-05-12,17.039915084838867
2021-05-13,17.187162399291992
2021-05-14,17.399858474731445
2021-05-17,17.506200790405273
2021-05-18,17.6534481048584
2021-05-19,17.596189498901367
2021-05-20,17.882503509521484
2021-05-21,18.08701515197754
2021-05-24,18.528757095336914
2021-05-25,18.234264373779297
2021-05-26,18.51239776611328
2021-05-27,18.7414493560791
2021-05-28,18.419607162475586
2021-06-01,18.815723419189453
2021-06-02,19.21184730529785
2021-06-03,19.335636138916016
2021-06-04,19.220096588134766
2021-06-07,19.34388542175293
2021-06-08,19.376895904541016
2021-06-09,19.583208084106445
2021-06-10,19.55845069885254
2021-06-11,19.731752395629883
2021-06-14,19.740005493164062
2021-06-15,19.599712371826172
2021-06-16,19.640974044799805
2021-06-17,19.36864471435547
2021-06-18,19.228349685668945
2021-06-21,19.484176635742188
2021-06-22,19.508934020996094
2021-06-23,19.566701889038086
2021-06-24,19.335636138916016
2021-06-25,19.25310516357422
2021-06-28,18.964269638061523
2021-06-29,19.187084197998047
2021-06-30,19.030288696289062
2021-07-01,19.583208084106445
2021-07-02,19.82253074645996
2021-07-06,20.004085540771484
2021-07-07,19.847288131713867
2021-07-08,19.756511688232422
2021-07-09,20.193891525268555
2021-07-12,20.680788040161133
2021-07-13,20.16913414001465
2021-07-14,20.66428565979004
2021-07-15,20.67254066467285
2021-07-16,20.845842361450195
2021-07-19,20.383705139160156
2021-07-20,21.258466720581055
2021-07-21,21.250213623046875
2021-07-22,20.961380004882812
2021-07-23,20.961380004882812
2021-07-26,20.779823303222656
2021-07-27,20.631277084350586
2021-07-28,20.837587356567383
2021-07-29,21.167688369750977
2021-07-30,21.415267944335938
2021-08-02,21.175939559936523
2021-08-03,21.770124435424805
2021-08-04,21.481285095214844
2021-08-05,21.992938995361328
2021-08-06,21.761871337890625
2021-08-09,21.50604248046875
2021-08-10,20.903610229492188
2021-08-11,21.085161209106445
2021-08-12,21.175939559936523
2021-08-13,21.40700912475586
2021-08-16,21.126426696777344
2021-08-17,20.944869995117188
2021-08-18,21.07691192626953
2021-08-19,21.175939559936523
2021-08-20,21.489540100097656
2021-08-23,21.50604248046875
2021-08-24,21.2667179107666
2021-08-25,21.151182174682617
