Date,NXDT
2010-01-04,1.4539018869400024
2010-01-05,1.456183910369873
2010-01-06,1.4630318880081177
2010-01-07,1.4630318880081177
2010-01-08,1.490421175956726
2010-01-11,1.5337870121002197
2010-01-12,1.5360691547393799
2010-01-13,1.545198678970337
2010-01-14,1.5320866107940674
2010-01-15,1.5343867540359497
2010-01-19,1.5504902601242065
2010-01-20,1.5481890439987183
2010-01-21,1.541287899017334
2010-01-22,1.5550910234451294
2010-01-25,1.541287899017334
2010-01-26,1.5228850841522217
2010-01-27,1.5113825798034668
2010-01-28,1.5228850841522217
2010-01-29,1.5205841064453125
2010-02-01,1.568893313407898
2010-02-02,1.594198226928711
2010-02-03,1.608000636100769
2010-02-04,1.5596911907196045
2010-02-05,1.4952787160873413
2010-02-08,1.483777642250061
2010-02-09,1.5366867780685425
2010-02-10,1.557391881942749
2010-02-11,1.5696803331375122
2010-02-12,1.5627238750457764
2010-02-16,1.609095573425293
2010-02-17,1.6160517930984497
2010-02-18,1.6369187831878662
2010-02-19,1.6438735723495483
2010-02-22,1.6369187831878662
2010-02-23,1.6438735723495483
2010-02-24,1.6740151643753052
2010-02-25,1.6763345003128052
2010-02-26,1.6856088638305664
2010-03-01,1.6948826313018799
2010-03-02,1.6809719800949097
2010-03-03,1.6577860116958618
2010-03-04,1.664740800857544
2010-03-05,1.6763345003128052
2010-03-08,1.6856088638305664
2010-03-09,1.687927007675171
2010-03-10,1.6809719800949097
2010-03-11,1.6925647258758545
2010-03-12,1.7203882932662964
2010-03-15,1.7366173267364502
2010-03-16,1.7667585611343384
2010-03-17,1.762790560722351
2010-03-18,1.7767983675003052
2010-03-19,1.7534512281417847
2010-03-22,1.7511154413223267
2010-03-23,1.7861382961273193
2010-03-24,1.8094865083694458
2010-03-25,1.8351691961288452
2010-03-26,1.8048166036605835
2010-03-29,1.830499529838562
2010-03-30,1.8585169315338135
2010-03-31,1.8445086479187012
2010-04-01,1.879531741142273
2010-04-05,1.88186514377594
2010-04-06,1.8982096910476685
2010-04-07,1.891205072402954
2010-04-08,1.9145539999008179
2010-04-09,1.9028788805007935
2010-04-12,1.8445086479187012
2010-04-13,1.832834005355835
2010-04-14,1.8188250064849854
2010-04-15,1.7744638919830322
2010-04-16,1.7916282415390015
2010-04-19,1.8127883672714233
2010-04-20,1.8315978050231934
2010-04-21,1.8080862760543823
2010-04-22,1.7728183269500732
2010-04-23,1.8033839464187622
2010-04-26,1.8221936225891113
2010-04-27,1.8104369640350342
2010-04-28,1.8386520147323608
2010-04-29,1.8551100492477417
2010-04-30,1.8527582883834839
2010-05-03,1.8809754848480225
2010-05-04,1.8386520147323608
2010-05-05,1.7422527074813843
2010-05-06,1.636447548866272
2010-05-07,1.6787691116333008
2010-05-10,1.7704672813415527
2010-05-11,1.7775200605392456
2010-05-12,1.8010326623916626
2010-05-13,1.8104369640350342
2010-05-14,1.7851053476333618
2010-05-17,1.7424912452697754
2010-05-18,1.728285312652588
2010-05-19,1.6927716732025146
2010-05-20,1.6525237560272217
2010-05-21,1.6643621921539307
2010-05-24,1.6809351444244385
2010-05-25,1.7022420167922974
2010-05-26,1.6525237560272217
2010-05-27,1.6809351444244385
2010-05-28,1.6572589874267578
2010-06-01,1.7046102285385132
2010-06-02,1.673831820487976
2010-06-03,1.673831820487976
2010-06-04,1.66672945022583
2010-06-07,1.6406867504119873
2010-06-08,1.6477892398834229
2010-06-09,1.669097661972046
2010-06-10,1.7046102285385132
2010-06-11,1.709344744682312
2010-06-14,1.7164459228515625
2010-06-15,1.7188149690628052
2010-06-16,1.7219159603118896
2010-06-17,1.7266855239868164
2010-06-18,1.7481485605239868
2010-06-21,1.7505334615707397
2010-06-22,1.7099900245666504
2010-06-23,1.6956815719604492
2010-06-24,1.664676547050476
2010-06-25,1.6861412525177002
2010-06-28,1.714760422706604
2010-06-29,1.6885268688201904
2010-06-30,1.7004505395889282
2010-07-01,1.6885268688201904
2010-07-02,1.6789867877960205
2010-07-06,1.6479825973510742
2010-07-07,1.6742172241210938
2010-07-08,1.6742172241210938
2010-07-09,1.6932965517044067
2010-07-12,1.6718322038650513
2010-07-13,1.681370496749878
2010-07-14,1.6909111738204956
2010-07-15,1.6599067449569702
2010-07-16,1.6750470399856567
2010-07-19,1.6750470399856567
2010-07-20,1.6822569370269775
2010-07-21,1.6942732334136963
2010-07-22,1.7303208112716675
2010-07-23,1.7423372268676758
