Date,SYRE
2021-04-23,195.5
2021-04-26,207.75
2021-04-27,201.25
2021-04-28,204.25
2021-04-29,205.25
2021-04-30,194.5
2021-05-03,198.75
2021-05-04,190.25
2021-05-05,183.75
2021-05-06,182.25
2021-05-07,181.0
2021-05-10,176.0
2021-05-11,185.0
2021-05-12,184.75
2021-05-13,183.5
2021-05-14,189.0
2021-05-17,186.75
2021-05-18,185.0
2021-05-19,179.75
2021-05-20,182.0
2021-05-21,183.5
2021-05-24,174.5
2021-05-25,167.0
2021-05-26,169.25
2021-05-27,169.0
2021-05-28,165.25
2021-06-01,173.25
2021-06-02,165.5
2021-06-03,167.5
2021-06-04,164.25
2021-06-07,167.5
2021-06-08,170.0
2021-06-09,166.25
2021-06-10,163.5
2021-06-11,165.0
2021-06-14,164.75
2021-06-15,164.0
2021-06-16,164.0
2021-06-17,163.25
2021-06-18,161.0
2021-06-21,159.25
2021-06-22,158.0
2021-06-23,163.25
2021-06-24,176.25
2021-06-25,195.75
2021-06-28,185.5
2021-06-29,179.5
2021-06-30,174.0
2021-07-01,178.25
2021-07-02,175.75
2021-07-06,175.75
2021-07-07,178.75
2021-07-08,178.25
2021-07-09,178.75
2021-07-12,177.5
2021-07-13,174.75
2021-07-14,175.25
2021-07-15,175.25
2021-07-16,169.25
2021-07-19,169.25
2021-07-20,172.75
2021-07-21,171.5
2021-07-22,165.0
2021-07-23,164.0
2021-07-26,162.25
2021-07-27,165.75
2021-07-28,166.5
2021-07-29,157.0
2021-07-30,153.25
2021-08-02,153.75
2021-08-03,156.75
2021-08-04,165.0
2021-08-05,170.25
2021-08-06,164.0
2021-08-09,162.25
2021-08-10,159.5
2021-08-11,162.25
2021-08-12,155.5
2021-08-13,150.75
2021-08-16,161.0
2021-08-17,163.0
2021-08-18,171.25
2021-08-19,175.25
2021-08-20,175.25
2021-08-23,178.5
2021-08-24,179.0
2021-08-25,181.5
2021-08-26,176.25
2021-08-27,184.0
2021-08-30,178.25
2021-08-31,181.25
2021-09-01,181.25
2021-09-02,186.25
2021-09-03,185.0
2021-09-07,190.75
2021-09-08,184.0
2021-09-09,177.5
2021-09-10,170.25
2021-09-13,173.75
2021-09-14,174.75
2021-09-15,174.75
2021-09-16,177.25
2021-09-17,186.75
2021-09-20,190.25
2021-09-21,192.5
2021-09-22,190.75
2021-09-23,194.25
2021-09-24,191.75
2021-09-27,195.5
2021-09-28,194.0
2021-09-29,194.0
2021-09-30,198.75
2021-10-01,205.0
2021-10-04,203.25
2021-10-05,199.25
2021-10-06,206.5
2021-10-07,195.25
2021-10-08,194.5
2021-10-11,199.25
2021-10-12,201.0
2021-10-13,198.25
2021-10-14,210.5
2021-10-15,204.5
2021-10-18,191.0
2021-10-19,188.25
2021-10-20,189.0
2021-10-21,182.25
2021-10-22,182.5
2021-10-25,191.75
2021-10-26,189.75
2021-10-27,186.5
2021-10-28,185.5
2021-10-29,183.0
2021-11-01,190.0
2021-11-02,187.25
2021-11-03,193.5
2021-11-04,191.5
2021-11-05,183.0
2021-11-08,184.0
2021-11-09,182.25
2021-11-10,178.0
2021-11-11,182.25
2021-11-12,176.0
2021-11-15,179.75
2021-11-16,172.0
2021-11-17,169.5
2021-11-18,163.75
2021-11-19,167.0
2021-11-22,158.0
2021-11-23,164.0
2021-11-24,165.0
2021-11-26,161.25
2021-11-29,152.0
2021-11-30,156.0
2021-12-01,149.5
2021-12-02,154.25
2021-12-03,150.0
2021-12-06,95.25
2021-12-07,91.0
2021-12-08,87.5
2021-12-09,90.5
2021-12-10,93.0
2021-12-13,94.25
2021-12-14,98.0
2021-12-15,96.0
2021-12-16,88.5
2021-12-17,101.25
2021-12-20,104.75
2021-12-21,102.25
2021-12-22,105.0
2021-12-23,105.25
2021-12-27,106.5
2021-12-28,107.5
2021-12-29,105.5
2021-12-30,113.75
2021-12-31,118.75
2022-01-03,119.25
2022-01-04,111.0
2022-01-05,112.5
2022-01-06,111.75
2022-01-07,107.0
2022-01-10,104.25
2022-01-11,103.0
2022-01-12,105.0
2022-01-13,108.0
2022-01-14,113.75
2022-01-18,115.0
2022-01-19,114.75
2022-01-20,108.0
2022-01-21,108.0
2022-01-24,111.75
2022-01-25,109.0
2022-01-26,105.0
2022-01-27,99.75
2022-01-28,101.0
2022-01-31,107.5
2022-02-01,111.5
2022-02-02,106.75
2022-02-03,104.75
2022-02-04,106.75
2022-02-07,109.75
2022-02-08,99.5
2022-02-09,96.5
2022-02-10,90.5
2022-02-11,85.75
2022-02-14,84.25
2022-02-15,83.5
2022-02-16,85.0
2022-02-17,79.25
2022-02-18,76.0
2022-02-22,73.0
2022-02-23,68.5
2022-02-24,71.75
2022-02-25,71.75
2022-02-28,69.25
2022-03-01,64.5
2022-03-02,64.75
2022-03-03,57.75
2022-03-04,56.25
2022-03-07,58.25
2022-03-08,60.5
2022-03-09,58.5
2022-03-10,53.0
2022-03-11,49.75
2022-03-14,47.25
2022-03-15,46.75
2022-03-16,60.25
2022-03-17,66.5
2022-03-18,68.0
2022-03-21,62.75
2022-03-22,66.25
2022-03-23,63.0
2022-03-24,62.75
2022-03-25,58.5
2022-03-28,58.0
2022-03-29,59.25
2022-03-30,57.25
2022-03-31,57.5
2022-04-01,65.25
2022-04-04,64.25
2022-04-05,63.25
2022-04-06,66.0
2022-04-07,66.5
2022-04-08,65.0
2022-04-11,60.75
2022-04-12,55.75
2022-04-13,52.25
2022-04-14,49.5
2022-04-18,47.5
2022-04-19,47.25
2022-04-20,47.25
2022-04-21,44.0
2022-04-22,43.25
2022-04-25,43.75
2022-04-26,39.75
2022-04-27,39.25
2022-04-28,39.0
2022-04-29,36.0
2022-05-02,38.0
2022-05-03,39.5
2022-05-04,39.0
2022-05-05,39.5
2022-05-06,34.75
2022-05-09,34.25
2022-05-10,36.75
2022-05-11,33.75
2022-05-12,32.75
2022-05-13,34.5
2022-05-16,35.75
2022-05-17,38.5
2022-05-18,37.5
2022-05-19,37.75
2022-05-20,37.5
2022-05-23,37.5
2022-05-24,34.25
2022-05-25,37.5
2022-05-26,38.75
2022-05-27,39.25
2022-05-31,39.5
2022-06-01,37.5
2022-06-02,18.25
2022-06-03,15.600000381469727
2022-06-06,14.625
2022-06-07,18.25
2022-06-08,17.5
2022-06-09,18.149999618530273
2022-06-10,17.75
2022-06-13,18.475000381469727
2022-06-14,17.424999237060547
2022-06-15,17.375
2022-06-16,16.700000762939453
2022-06-17,16.25
2022-06-21,15.975000381469727
2022-06-22,16.149999618530273
2022-06-23,16.25
2022-06-24,14.550000190734863
2022-06-27,14.649999618530273
2022-06-28,13.649999618530273
2022-06-29,12.925000190734863
2022-06-30,12.625
2022-07-01,12.75
2022-07-05,12.574999809265137
2022-07-06,12.449999809265137
2022-07-07,12.824999809265137
2022-07-08,13.074999809265137
2022-07-11,12.5
2022-07-12,12.425000190734863
2022-07-13,12.050000190734863
2022-07-14,11.75
2022-07-15,11.725000381469727
2022-07-18,11.524999618530273
2022-07-19,11.899999618530273
2022-07-20,11.850000381469727
2022-07-21,11.649999618530273
2022-07-22,10.725000381469727
2022-07-25,10.225000381469727
2022-07-26,10.175000190734863
2022-07-27,10.225000381469727
2022-07-28,10.399999618530273
2022-07-29,10.375
2022-08-01,9.75
2022-08-02,9.550000190734863
2022-08-03,9.75
2022-08-04,10.375
2022-08-05,10.5
2022-08-08,10.675000190734863
2022-08-09,10.324999809265137
2022-08-10,11.550000190734863
2022-08-11,12.5
2022-08-12,12.300000190734863
2022-08-15,12.975000381469727
2022-08-16,13.25
2022-08-17,13.0
2022-08-18,12.625
2022-08-19,22.75
2022-08-22,18.850000381469727
2022-08-23,17.0
2022-08-24,13.625
2022-08-25,13.074999809265137
2022-08-26,12.949999809265137
2022-08-29,15.125
2022-08-30,13.074999809265137
2022-08-31,13.074999809265137
2022-09-01,13.300000190734863
2022-09-02,13.0
2022-09-06,12.25
2022-09-07,12.5
2022-09-08,12.5
2022-09-09,12.25
2022-09-12,12.475000381469727
2022-09-13,12.324999809265137
2022-09-14,12.0
2022-09-15,13.25
2022-09-16,12.25
2022-09-19,13.125
2022-09-20,12.449999809265137
2022-09-21,12.199999809265137
2022-09-22,11.550000190734863
2022-09-23,11.024999618530273
2022-09-26,11.375
2022-09-27,11.5
2022-09-28,11.899999618530273
2022-09-29,12.25
2022-09-30,13.149999618530273
2022-10-03,13.75
2022-10-04,13.199999809265137
2022-10-05,13.25
2022-10-06,13.125
2022-10-07,12.550000190734863
2022-10-10,12.0
2022-10-11,12.25
2022-10-12,12.399999618530273
2022-10-13,11.675000190734863
2022-10-14,12.125
2022-10-17,11.800000190734863
2022-10-18,12.350000381469727
2022-10-19,12.25
2022-10-20,12.0
2022-10-21,12.725000381469727
2022-10-24,12.399999618530273
2022-10-25,13.0
2022-10-26,12.375
2022-10-27,14.25
2022-10-28,23.0
2022-10-31,25.75
2022-11-01,27.75
2022-11-02,30.5
2022-11-03,28.5
2022-11-04,27.75
2022-11-07,31.5
2022-11-08,31.625
2022-11-09,32.5
2022-11-10,38.5
2022-11-11,34.25
2022-11-14,34.0
2022-11-15,32.0
2022-11-16,32.0
2022-11-17,29.75
2022-11-18,30.25
2022-11-21,31.5
2022-11-22,30.5
2022-11-23,30.25
2022-11-25,31.0
2022-11-28,31.75
2022-11-29,30.5
2022-11-30,10.375
2022-12-01,10.574999809265137
2022-12-02,12.5
2022-12-05,11.774999618530273
2022-12-06,11.149999618530273
2022-12-07,10.925000190734863
2022-12-08,9.5
2022-12-09,9.399999618530273
2022-12-12,9.75
2022-12-13,9.75
2022-12-14,9.625
2022-12-15,9.625
2022-12-16,9.350000381469727
2022-12-19,9.0
2022-12-20,8.800000190734863
2022-12-21,9.050000190734863
2022-12-22,8.875
2022-12-23,8.975000381469727
2022-12-27,9.699999809265137
2022-12-28,8.725000381469727
2022-12-29,8.925000190734863
2022-12-30,11.25
2023-01-03,10.524999618530273
2023-01-04,11.100000381469727
2023-01-05,12.875
2023-01-06,12.5
2023-01-09,12.625
2023-01-10,13.0
2023-01-11,12.675000190734863
2023-01-12,13.024999618530273
2023-01-13,13.25
2023-01-17,15.25
2023-01-18,13.925000190734863
2023-01-19,12.975000381469727
2023-01-20,12.350000381469727
2023-01-23,12.875
2023-01-24,12.699999809265137
2023-01-25,12.0
2023-01-26,12.324999809265137
2023-01-27,12.75
2023-01-30,12.050000190734863
2023-01-31,12.5
2023-02-01,12.024999618530273
2023-02-02,12.25
2023-02-03,12.600000381469727
2023-02-06,13.0
2023-02-07,12.524999618530273
2023-02-08,14.149999618530273
2023-02-09,13.449999809265137
2023-02-10,13.399999618530273
2023-02-13,13.0
2023-02-14,12.0
2023-02-15,11.875
2023-02-16,11.75
2023-02-17,12.475000381469727
2023-02-21,11.375
2023-02-22,11.5
2023-02-23,11.0
2023-02-24,9.800000190734863
2023-02-27,9.550000190734863
2023-02-28,9.800000190734863
2023-03-01,9.875
2023-03-02,9.75
2023-03-03,9.850000381469727
2023-03-06,10.0
2023-03-07,10.074999809265137
2023-03-08,10.449999809265137
2023-03-09,10.399999618530273
2023-03-10,9.5
2023-03-13,9.25
2023-03-14,9.0
2023-03-15,7.75
2023-03-16,8.5
2023-03-17,7.800000190734863
2023-03-20,7.5
2023-03-21,8.149999618530273
2023-03-22,8.300000190734863
2023-03-23,8.050000190734863
2023-03-24,8.25
2023-03-27,7.625
2023-03-28,7.324999809265137
2023-03-29,7.5
2023-03-30,7.275000095367432
2023-03-31,7.25
2023-04-03,7.125
2023-04-04,6.925000190734863
2023-04-05,6.574999809265137
2023-04-06,6.474999904632568
2023-04-10,6.5
2023-04-11,6.449999809265137
2023-04-12,4.75
2023-04-13,4.400000095367432
2023-04-14,3.75
2023-04-17,3.8499999046325684
2023-04-18,3.924999952316284
2023-04-19,4.0
2023-04-20,4.0
2023-04-21,4.25
2023-04-24,4.074999809265137
2023-04-25,3.9749999046325684
2023-04-26,4.025000095367432
2023-04-27,4.025000095367432
2023-04-28,4.224999904632568
2023-05-01,4.199999809265137
2023-05-02,4.199999809265137
2023-05-03,3.875
2023-05-04,4.0
2023-05-05,4.0
2023-05-08,3.950000047683716
2023-05-09,4.074999809265137
2023-05-10,4.099999904632568
2023-05-11,3.950000047683716
2023-05-12,3.825000047683716
2023-05-15,3.5999999046325684
2023-05-16,3.7249999046325684
2023-05-17,3.75
2023-05-18,3.674999952316284
2023-05-19,3.6500000953674316
2023-05-22,3.75
2023-05-23,3.75
2023-05-24,3.575000047683716
2023-05-25,3.5
2023-05-26,3.375
2023-05-30,3.2249999046325684
2023-05-31,3.25
2023-06-01,3.25
2023-06-02,3.200000047683716
2023-06-05,3.2249999046325684
2023-06-06,3.1500000953674316
2023-06-07,3.2249999046325684
2023-06-08,3.2249999046325684
2023-06-09,3.3499999046325684
2023-06-12,3.5
2023-06-13,3.450000047683716
2023-06-14,3.625
2023-06-15,3.674999952316284
2023-06-16,3.5
2023-06-20,3.625
2023-06-21,2.6500000953674316
2023-06-22,11.399999618530273
2023-06-23,10.0
2023-06-26,9.475000381469727
2023-06-27,9.375
2023-06-28,9.5
2023-06-29,9.875
2023-06-30,11.274999618530273
2023-07-03,11.475000381469727
2023-07-05,10.75
2023-07-06,13.0
2023-07-07,12.0
2023-07-10,12.375
2023-07-11,12.5
2023-07-12,13.75
2023-07-13,13.574999809265137
2023-07-14,13.975000381469727
2023-07-17,15.0
2023-07-18,16.924999237060547
2023-07-19,16.0
2023-07-20,14.975000381469727
2023-07-21,14.824999809265137
2023-07-24,14.75
2023-07-25,14.75
2023-07-26,14.274999618530273
2023-07-27,14.024999618530273
2023-07-28,14.399999618530273
2023-07-31,14.125
2023-08-01,13.800000190734863
2023-08-02,13.800000190734863
2023-08-03,13.024999618530273
2023-08-04,12.0
2023-08-07,11.5
2023-08-08,11.524999618530273
2023-08-09,12.399999618530273
2023-08-10,13.125
2023-08-11,12.5
2023-08-14,11.774999618530273
2023-08-15,11.699999809265137
2023-08-16,11.550000190734863
2023-08-17,11.925000190734863
2023-08-18,12.25
2023-08-21,12.5
2023-08-22,12.975000381469727
2023-08-23,13.725000381469727
2023-08-24,13.649999618530273
2023-08-25,13.074999809265137
2023-08-28,13.274999618530273
2023-08-29,13.5
2023-08-30,14.199999809265137
2023-08-31,14.375
2023-09-01,14.5
2023-09-05,14.899999618530273
2023-09-06,15.0
2023-09-07,15.024999618530273
2023-09-08,14.0
2023-09-11,14.050000190734863
2023-09-12,13.850000381469727
2023-09-13,14.9399995803833
2023-09-14,13.949999809265137
2023-09-15,13.899999618530273
2023-09-18,12.40999984741211
2023-09-19,12.010000228881836
2023-09-20,10.859999656677246
2023-09-21,11.670000076293945
2023-09-22,11.859999656677246
2023-09-25,11.630000114440918
2023-09-26,11.329999923706055
2023-09-27,11.489999771118164
2023-09-28,11.460000038146973
2023-09-29,12.25
2023-10-02,11.699999809265137
2023-10-03,11.300000190734863
2023-10-04,9.920000076293945
2023-10-05,10.65999984741211
2023-10-06,11.75
2023-10-09,12.229999542236328
2023-10-10,12.979999542236328
2023-10-11,12.520000457763672
2023-10-12,11.859999656677246
2023-10-13,12.979999542236328
2023-10-16,13.760000228881836
2023-10-17,13.649999618530273
2023-10-18,13.300000190734863
2023-10-19,12.050000190734863
2023-10-20,13.25
2023-10-23,12.40999984741211
2023-10-24,11.600000381469727
2023-10-25,11.100000381469727
2023-10-26,11.300000190734863
2023-10-27,10.65999984741211
2023-10-30,11.680000305175781
2023-10-31,11.640000343322754
2023-11-01,11.430000305175781
2023-11-02,11.510000228881836
2023-11-03,11.3100004196167
2023-11-06,10.699999809265137
2023-11-07,10.0600004196167
2023-11-08,9.699999809265137
2023-11-09,9.470000267028809
2023-11-10,9.489999771118164
2023-11-13,10.180000305175781
2023-11-14,10.75
2023-11-15,10.8100004196167
2023-11-16,9.989999771118164
2023-11-17,10.25
2023-11-20,10.5
2023-11-21,9.970000267028809
2023-11-22,10.390000343322754
2023-11-24,11.039999961853027
2023-11-27,12.010000228881836
2023-11-28,14.5
2023-11-29,15.720000267028809
2023-11-30,18.65999984741211
2023-12-01,19.579999923706055
2023-12-04,19.290000915527344
2023-12-05,20.5
2023-12-06,20.25
2023-12-07,19.860000610351562
2023-12-08,19.610000610351562
2023-12-11,18.049999237060547
2023-12-12,16.5
2023-12-13,16.520000457763672
2023-12-14,14.84000015258789
2023-12-15,15.5
2023-12-18,15.8100004196167
2023-12-19,16.399999618530273
2023-12-20,15.550000190734863
2023-12-21,17.219999313354492
2023-12-22,18.170000076293945
2023-12-26,19.299999237060547
2023-12-27,20.200000762939453
2023-12-28,20.5
2023-12-29,21.520000457763672
2024-01-02,21.399999618530273
2024-01-03,21.0
2024-01-04,22.540000915527344
2024-01-05,22.239999771118164
2024-01-08,24.899999618530273
2024-01-09,23.360000610351562
2024-01-10,22.1299991607666
2024-01-11,20.989999771118164
2024-01-12,21.399999618530273
2024-01-16,21.799999237060547
2024-01-17,21.559999465942383
2024-01-18,21.780000686645508
2024-01-19,24.1200008392334
2024-01-22,27.1299991607666
2024-01-23,27.3799991607666
2024-01-24,26.899999618530273
2024-01-25,27.0
2024-01-26,27.5
2024-01-29,27.68000030517578
2024-01-30,27.600000381469727
2024-01-31,25.90999984741211
2024-02-01,25.860000610351562
2024-02-02,25.739999771118164
2024-02-05,25.309999465942383
2024-02-06,25.530000686645508
2024-02-07,24.0
2024-02-08,23.690000534057617
2024-02-09,23.950000762939453
2024-02-12,22.540000915527344
2024-02-13,22.46500015258789
2024-02-14,22.540000915527344
2024-02-15,22.559999465942383
2024-02-16,23.219999313354492
2024-02-20,21.950000762939453
2024-02-21,20.479999542236328
2024-02-22,20.40999984741211
2024-02-23,23.579999923706055
2024-02-26,24.0
2024-02-27,24.90999984741211
2024-02-28,26.100000381469727
2024-02-29,27.440000534057617
2024-03-01,29.899999618530273
2024-03-04,34.970001220703125
2024-03-05,37.650001525878906
2024-03-06,40.2599983215332
2024-03-07,38.849998474121094
2024-03-08,37.93000030517578
2024-03-11,40.88999938964844
2024-03-12,42.31999969482422
2024-03-13,44.5099983215332
2024-03-14,41.91999816894531
2024-03-15,45.369998931884766
2024-03-18,40.06999969482422
2024-03-19,38.38999938964844
2024-03-20,39.7599983215332
2024-03-21,39.86000061035156
2024-03-22,41.20000076293945
2024-03-25,38.47999954223633
2024-03-26,37.61000061035156
2024-03-27,37.0
2024-03-28,37.93000030517578
2024-04-01,37.0
2024-04-02,34.310001373291016
2024-04-03,34.65999984741211
2024-04-04,35.380001068115234
2024-04-05,36.18000030517578
2024-04-08,37.130001068115234
2024-04-09,39.18000030517578
2024-04-10,38.689998626708984
2024-04-11,38.59000015258789
2024-04-12,37.4900016784668
2024-04-15,37.20000076293945
2024-04-16,36.27000045776367
2024-04-17,34.310001373291016
2024-04-18,35.58000183105469
2024-04-19,32.40999984741211
2024-04-22,33.29499816894531
2024-04-23,34.25
2024-04-24,32.9900016784668
2024-04-25,32.470001220703125
2024-04-26,33.560001373291016
2024-04-29,34.88999938964844
2024-04-30,33.029998779296875
2024-05-01,33.869998931884766
2024-05-02,36.27000045776367
2024-05-03,35.779998779296875
2024-05-06,35.77000045776367
2024-05-07,34.2400016784668
2024-05-08,33.02000045776367
2024-05-09,35.189998626708984
2024-05-10,36.93000030517578
2024-05-13,37.0
2024-05-14,39.290000915527344
2024-05-15,37.380001068115234
2024-05-16,37.79999923706055
2024-05-17,37.79999923706055
2024-05-20,36.869998931884766
2024-05-21,36.09000015258789
2024-05-22,35.54999923706055
2024-05-23,32.68000030517578
2024-05-24,32.97999954223633
2024-05-28,33.09000015258789
2024-05-29,32.060001373291016
2024-05-30,34.04999923706055
2024-05-31,34.95000076293945
2024-06-03,36.790000915527344
2024-06-04,34.099998474121094
2024-06-05,35.130001068115234
2024-06-06,34.61000061035156
2024-06-07,33.66999816894531
2024-06-10,36.4900016784668
2024-06-11,37.97999954223633
2024-06-12,37.0
2024-06-13,32.36000061035156
2024-06-14,31.510000228881836
2024-06-17,25.43000030517578
2024-06-18,25.790000915527344
2024-06-20,25.6299991607666
2024-06-21,24.100000381469727
2024-06-24,24.229999542236328
2024-06-25,23.09000015258789
2024-06-26,23.389999389648438
2024-06-27,22.709999084472656
2024-06-28,23.510000228881836
2024-07-01,24.549999237060547
2024-07-02,23.790000915527344
2024-07-03,25.760000228881836
2024-07-05,25.489999771118164
2024-07-08,26.459999084472656
2024-07-09,27.040000915527344
2024-07-10,27.8799991607666
2024-07-11,28.1299991607666
2024-07-12,29.68000030517578
2024-07-15,28.799999237060547
2024-07-16,30.950000762939453
2024-07-17,31.399999618530273
2024-07-18,29.760000228881836
2024-07-19,29.5
2024-07-22,30.780000686645508
2024-07-23,31.829999923706055
2024-07-24,30.690000534057617
2024-07-25,30.110000610351562
2024-07-26,31.469999313354492
2024-07-29,29.940000534057617
2024-07-30,28.719999313354492
2024-07-31,27.5
2024-08-01,26.920000076293945
2024-08-02,26.190000534057617
2024-08-05,26.0
2024-08-06,26.040000915527344
2024-08-07,24.549999237060547
2024-08-08,25.25
2024-08-09,24.799999237060547
2024-08-12,24.309999465942383
2024-08-13,25.290000915527344
2024-08-14,24.729999542236328
2024-08-15,26.549999237060547
2024-08-16,26.040000915527344
2024-08-19,27.850000381469727
2024-08-20,26.690000534057617
2024-08-21,26.56999969482422
2024-08-22,24.760000228881836
2024-08-23,25.530000686645508
2024-08-26,26.989999771118164
2024-08-27,27.809999465942383
2024-08-28,28.030000686645508
2024-08-29,28.06999969482422
2024-08-30,28.75
2024-09-03,26.600000381469727
2024-09-04,28.0
2024-09-05,28.040000915527344
2024-09-06,27.959999084472656
2024-09-09,29.079999923706055
2024-09-10,28.190000534057617
2024-09-11,28.979999542236328
2024-09-12,28.440000534057617
2024-09-13,29.360000610351562
2024-09-16,28.959999084472656
2024-09-17,28.510000228881836
2024-09-18,28.959999084472656
2024-09-19,30.399999618530273
2024-09-20,30.170000076293945
2024-09-23,29.8799991607666
2024-09-24,28.15999984741211
2024-09-25,27.709999084472656
2024-09-26,29.059999465942383
2024-09-27,28.489999771118164
2024-09-30,29.40999984741211
2024-10-01,27.459999084472656
2024-10-02,27.68000030517578
2024-10-03,28.3700008392334
2024-10-04,29.149999618530273
2024-10-07,27.5
2024-10-08,27.8799991607666
2024-10-09,27.479999542236328
2024-10-10,27.219999313354492
2024-10-11,28.700000762939453
2024-10-14,30.65999984741211
2024-10-15,31.479999542236328
2024-10-16,32.369998931884766
2024-10-17,32.7599983215332
2024-10-18,32.7599983215332
2024-10-21,32.43000030517578
2024-10-22,34.150001525878906
2024-10-23,33.61000061035156
2024-10-24,33.70000076293945
2024-10-25,34.810001373291016
2024-10-28,34.400001525878906
2024-10-29,33.79999923706055
2024-10-30,34.15999984741211
2024-10-31,32.529998779296875
2024-11-01,33.97999954223633
2024-11-04,35.130001068115234
2024-11-05,35.91999816894531
2024-11-06,37.47999954223633
2024-11-07,37.689998626708984
2024-11-08,39.57500076293945
2024-11-11,39.349998474121094
2024-11-12,35.81999969482422
2024-11-13,32.97999954223633
2024-11-14,31.270000457763672
2024-11-15,29.200000762939453
2024-11-18,28.670000076293945
2024-11-19,26.899999618530273
2024-11-20,27.5
2024-11-21,27.0
2024-11-22,27.700000762939453
2024-11-25,27.809999465942383
2024-11-26,27.829999923706055
2024-11-27,27.75
2024-11-29,28.43000030517578
2024-12-02,27.649999618530273
2024-12-03,27.270000457763672
2024-12-04,27.989999771118164
2024-12-05,25.549999237060547
2024-12-06,27.079999923706055
2024-12-09,26.809999465942383
2024-12-10,26.489999771118164
2024-12-11,26.440000534057617
2024-12-12,23.920000076293945
2024-12-13,24.1200008392334
2024-12-16,24.420000076293945
2024-12-17,25.260000228881836
2024-12-18,23.15999984741211
2024-12-19,23.1299991607666
2024-12-20,23.860000610351562
2024-12-23,23.59000015258789
2024-12-24,23.34000015258789
2024-12-26,24.06999969482422
2024-12-27,23.670000076293945
2024-12-30,22.540000915527344
2024-12-31,23.280000686645508
2025-01-02,23.850000381469727
2025-01-03,24.350000381469727
2025-01-06,24.420000076293945
2025-01-07,24.350000381469727
2025-01-08,24.020000457763672
2025-01-10,22.459999084472656
2025-01-13,21.549999237060547
2025-01-14,20.799999237060547
2025-01-15,21.65999984741211
2025-01-16,20.549999237060547
2025-01-17,20.6200008392334
2025-01-21,22.280000686645508
2025-01-22,21.81999969482422
2025-01-23,21.809999465942383
2025-01-24,21.600000381469727
2025-01-27,20.81999969482422
2025-01-28,21.790000915527344
2025-01-29,21.899999618530273
2025-01-30,22.270000457763672
2025-01-31,22.989999771118164
2025-02-03,22.899999618530273
2025-02-04,23.700000762939453
2025-02-05,23.559999465942383
2025-02-06,23.860000610351562
2025-02-07,22.649999618530273
2025-02-10,22.75
2025-02-11,22.149999618530273
2025-02-12,23.270000457763672
2025-02-13,22.68000030517578
2025-02-14,22.920000076293945
2025-02-18,22.06999969482422
2025-02-19,22.3700008392334
2025-02-20,22.40999984741211
2025-02-21,21.290000915527344
2025-02-24,21.260000228881836
2025-02-25,20.649999618530273
2025-02-26,19.0
2025-02-27,18.3700008392334
2025-02-28,19.700000762939453
2025-03-03,17.940000534057617
2025-03-04,18.219999313354492
2025-03-05,19.469999313354492
2025-03-06,20.5
2025-03-07,19.489999771118164
2025-03-10,18.649999618530273
2025-03-11,18.559999465942383
2025-03-12,18.8799991607666
2025-03-13,18.030000686645508
2025-03-14,18.040000915527344
2025-03-17,18.540000915527344
2025-03-18,17.90999984741211
2025-03-19,18.399999618530273
2025-03-20,18.149999618530273
2025-03-21,18.170000076293945
2025-03-24,19.020000457763672
2025-03-25,18.15999984741211
2025-03-26,17.020000457763672
2025-03-27,17.690000534057617
2025-03-28,17.940000534057617
2025-03-31,16.135000228881836
2025-04-01,15.295000076293945
2025-04-02,15.489999771118164
2025-04-03,13.989999771118164
2025-04-04,12.789999961853027
2025-04-07,12.390000343322754
2025-04-08,11.800000190734863
2025-04-09,13.369999885559082
2025-04-10,11.930000305175781
2025-04-11,12.220000267028809
2025-04-14,13.020000457763672
2025-04-15,12.710000038146973
2025-04-16,12.420000076293945
2025-04-17,12.670000076293945
2025-04-21,13.569999694824219
2025-04-22,13.960000038146973
2025-04-23,14.220000267028809
2025-04-24,14.930000305175781
2025-04-25,14.130000114440918
2025-04-28,14.670000076293945
2025-04-29,15.020000457763672
2025-04-30,15.229999542236328
2025-05-01,14.65999984741211
2025-05-02,15.109999656677246
2025-05-05,14.09000015258789
2025-05-06,12.510000228881836
2025-05-07,12.710000038146973
2025-05-08,12.859999656677246
2025-05-09,14.100000381469727
2025-05-12,14.930000305175781
2025-05-13,14.75
2025-05-14,14.800000190734863
2025-05-15,14.539999961853027
2025-05-16,15.180000305175781
2025-05-19,14.880000114440918
2025-05-20,15.399999618530273
2025-05-21,14.779999732971191
2025-05-22,15.069999694824219
2025-05-23,15.010000228881836
2025-05-27,14.989999771118164
2025-05-28,15.079999923706055
2025-05-29,15.550000190734863
2025-05-30,15.279999732971191
2025-06-02,15.399999618530273
2025-06-03,16.56999969482422
2025-06-04,16.520000457763672
2025-06-05,16.6200008392334
2025-06-06,16.969999313354492
2025-06-09,17.15999984741211
2025-06-10,18.559999465942383
2025-06-11,18.0
2025-06-12,17.709999084472656
2025-06-13,17.290000915527344
2025-06-16,17.18000030517578
2025-06-17,15.180000305175781
2025-06-18,15.079999923706055
2025-06-20,15.010000228881836
2025-06-23,14.680000305175781
2025-06-24,15.40999984741211
2025-06-25,15.720000267028809
2025-06-26,16.020000457763672
2025-06-27,15.220000267028809
2025-06-30,14.970000267028809
2025-07-01,15.489999771118164
2025-07-02,15.5
2025-07-03,15.760000228881836
2025-07-07,15.300000190734863
2025-07-08,15.609999656677246
2025-07-09,16.549999237060547
2025-07-10,15.960000038146973
2025-07-11,15.6899995803833
