Date,VIRT
2015-04-16,14.208694458007812
2015-04-17,14.516188621520996
2015-04-20,14.708372116088867
2015-04-21,14.317597389221191
2015-04-22,13.97166633605957
2015-04-23,14.477755546569824
2015-04-24,14.192679405212402
2015-04-27,13.612931251525879
2015-04-28,13.88839054107666
2015-04-29,13.651366233825684
2015-04-30,13.702614784240723
2015-05-01,13.70902156829834
2015-05-04,13.548866271972656
2015-05-05,13.958856582641602
2015-05-06,14.183073043823242
2015-05-07,14.343222618103027
2015-05-08,14.285566329956055
2015-05-11,14.426504135131836
2015-05-12,14.298382759094238
2015-05-13,13.990889549255371
2015-05-14,14.074169158935547
2015-05-15,14.253541946411133
2015-05-18,14.119012832641602
2015-05-19,14.234321594238281
2015-05-20,14.279158592224121
2015-05-21,14.112606048583984
2015-05-22,14.163848876953125
2015-05-26,14.183073043823242
2015-05-27,14.356033325195312
2015-05-28,14.163848876953125
2015-05-29,14.026119232177734
2015-06-01,14.035731315612793
2015-06-02,14.21509838104248
2015-06-03,14.810866355895996
2015-06-04,14.573838233947754
2015-06-05,14.836494445800781
2015-06-08,15.003046989440918
2015-06-09,14.81727123260498
2015-06-10,15.035078048706055
2015-06-11,14.932584762573242
2015-06-12,14.87492847442627
2015-06-15,15.035078048706055
2015-06-16,15.515539169311523
2015-06-17,15.438664436340332
2015-06-18,15.188819885253906
2015-06-19,14.842893600463867
2015-06-22,14.945394515991211
2015-06-23,14.836494445800781
2015-06-24,14.906960487365723
2015-06-25,14.61868953704834
2015-06-26,14.503376960754395
2015-06-29,14.855706214904785
2015-06-30,15.041486740112305
2015-07-01,15.022268295288086
2015-07-02,15.003046989440918
2015-07-06,15.381004333496094
2015-07-07,15.252887725830078
2015-07-08,15.560379981994629
2015-07-09,15.361791610717773
2015-07-10,15.323357582092285
2015-07-13,15.438664436340332
2015-07-14,15.329761505126953
2015-07-15,15.400226593017578
2015-07-16,15.413039207458496
2015-07-17,15.34897518157959
2015-07-20,15.182421684265137
2015-07-21,14.958203315734863
2015-07-22,15.111956596374512
2015-07-23,14.830081939697266
2015-07-24,14.996644020080566
2015-07-27,15.240072250366211
2015-07-28,15.15038776397705
2015-07-29,15.214446067810059
2015-07-30,15.099136352539062
2015-07-31,15.054301261901855
2015-08-03,14.990238189697266
2015-08-04,14.900561332702637
2015-08-05,13.299033164978027
2015-08-06,12.959503173828125
2015-08-07,13.446370124816895
2015-08-10,13.555275917053223
2015-08-11,13.375903129577637
2015-08-12,13.484811782836914
2015-08-13,13.286219596862793
2015-08-14,13.516834259033203
2015-08-17,13.452775955200195
2015-08-18,13.388716697692871
2015-08-19,13.657772064208984
2015-08-20,13.516834259033203
2015-08-21,13.260595321655273
2015-08-24,13.664178848266602
2015-08-25,14.119012832641602
2015-08-26,14.61868953704834
2015-08-27,14.708372116088867
2015-08-28,14.559471130371094
2015-08-31,15.239218711853027
2015-09-01,15.336322784423828
2015-09-02,14.99321174621582
2015-09-03,15.038531303405762
2015-09-04,15.070902824401855
2015-09-08,15.265113830566406
2015-09-09,15.045005798339844
2015-09-10,15.155057907104492
2015-09-11,15.155057907104492
2015-09-14,15.077373504638672
2015-09-15,15.271585464477539
2015-09-16,15.375164031982422
2015-09-17,15.362215995788574
2015-09-18,15.38163948059082
2015-09-21,15.245691299438477
2015-09-22,15.16153335571289
2015-09-23,15.129165649414062
2015-09-24,15.258639335632324
2015-09-25,15.148589134216309
2015-09-28,15.245691299438477
2015-09-29,14.863740921020508
2015-09-30,14.837841987609863
2015-10-01,14.896109580993652
2015-10-02,14.876687049865723
2015-10-05,14.824901580810547
2015-10-06,14.8184232711792
2015-10-07,15.096794128417969
2015-10-08,15.025580406188965
2015-10-09,15.18742847442627
2015-10-12,15.504645347595215
2015-10-13,16.054906845092773
2015-10-14,15.899539947509766
2015-10-15,16.17144203186035
2015-10-16,16.061386108398438
2015-10-19,15.990175247192383
2015-10-20,16.054906845092773
2015-10-21,15.75064754486084
2015-10-22,15.88011646270752
2015-10-23,16.22322654724121
2015-10-26,16.352697372436523
2015-10-27,16.029010772705078
2015-10-28,16.19733238220215
2015-10-29,15.75064754486084
2015-10-30,15.666483879089355
2015-11-02,15.88011646270752
2015-11-03,16.249120712280273
2015-11-04,15.012636184692383
2015-11-05,15.446379661560059
2015-11-06,15.588801383972168
2015-11-09,15.096794128417969
2015-11-10,14.99321174621582
2015-11-11,14.954373359680176
2015-11-12,14.339362144470215
2015-11-13,14.339362144470215
2015-11-16,14.358787536621094
2015-11-17,14.19046688079834
2015-11-18,13.976832389831543
2015-11-19,14.177518844604492
2015-11-20,14.36526107788086
2015-11-23,14.235786437988281
2015-11-24,14.248729705810547
2015-11-25,14.2293119430542
2015-11-27,14.32094955444336
2015-11-30,14.563122749328613
2015-12-01,14.43875789642334
2015-12-02,14.419130325317383
2015-12-03,14.373306274414062
2015-12-04,14.622024536132812
2015-12-07,14.288214683532715
2015-12-08,14.176949501037598
2015-12-09,14.065677642822266
2015-12-10,13.967503547668457
2015-12-11,13.921686172485352
2015-12-14,13.928226470947266
2015-12-15,14.275127410888672
2015-12-16,14.5303955078125
2015-12-17,14.275127410888672
2015-12-18,14.196581840515137
2015-12-21,14.327489852905273
2015-12-22,14.432215690612793
2015-12-23,14.628571510314941
2015-12-24,14.536933898925781
2015-12-28,14.589298248291016
2015-12-29,14.89037799835205
2015-12-30,14.733292579650879
2015-12-31,14.818380355834961
2016-01-04,14.550027847290039
2016-01-05,14.700570106506348
2016-01-06,14.608933448791504
