Date,SSD
2010-01-04,22.272279739379883
2010-01-05,21.914886474609375
2010-01-06,21.955507278442383
2010-01-07,22.42661476135254
2010-01-08,22.42661476135254
2010-01-11,22.231674194335938
2010-01-12,22.020479202270508
2010-01-13,22.052974700927734
2010-01-14,21.69557762145996
2010-01-15,21.00514793395996
2010-01-19,21.297565460205078
2010-01-20,20.542160034179688
2010-01-21,20.395954132080078
2010-01-22,20.542160034179688
2010-01-25,20.2822322845459
2010-01-26,19.932960510253906
2010-01-27,20.06292152404785
2010-01-28,19.738025665283203
2010-01-29,20.030433654785156
2010-02-01,20.103538513183594
2010-02-02,20.32284927368164
2010-02-03,19.242544174194336
2010-02-04,18.446516036987305
2010-02-05,18.097244262695312
2010-02-08,18.73080825805664
2010-02-09,19.258790969848633
2010-02-10,19.104454040527344
2010-02-11,19.6811580657959
2010-02-12,20.03856086730957
2010-02-16,20.265989303588867
2010-02-17,19.957334518432617
2010-02-18,19.82736587524414
2010-02-19,20.11166000366211
2010-02-22,20.37970542907715
2010-02-23,19.746137619018555
2010-02-24,19.98170280456543
2010-02-25,20.0548038482666
2010-02-26,19.9654598236084
2010-03-01,20.241628646850586
2010-03-02,20.517797470092773
2010-03-03,20.558406829833984
2010-03-04,20.639633178710938
2010-03-05,21.086381912231445
2010-03-08,21.8580322265625
2010-03-09,21.97987174987793
2010-03-10,21.801172256469727
2010-03-11,21.99611473083496
2010-03-12,22.07733917236328
2010-03-15,23.1495304107666
2010-03-16,23.230754852294922
2010-03-17,22.99519920349121
2010-03-18,22.85711669921875
2010-03-19,22.11795425415039
2010-03-22,22.70277976989746
2010-03-23,23.0439395904541
2010-03-24,22.784015655517578
2010-03-25,22.629680633544922
2010-03-26,22.686542510986328
2010-03-29,22.93022918701172
2010-03-30,22.87336540222168
2010-03-31,22.548452377319336
2010-04-01,22.865236282348633
2010-04-05,23.27949333190918
2010-04-06,23.24688720703125
2010-04-07,23.19797706604004
2010-04-08,23.393606185913086
2010-04-09,24.225019454956055
2010-04-12,24.83635139465332
2010-04-13,24.8526554107666
2010-04-14,25.007526397705078
2010-04-15,24.657028198242188
2010-04-16,24.885255813598633
2010-04-19,25.10533332824707
2010-04-20,25.39877700805664
2010-04-21,25.944894790649414
2010-04-22,26.45025634765625
2010-04-23,26.531780242919922
2010-04-26,26.94747543334961
2010-04-27,25.6759090423584
2010-04-28,26.075307846069336
2010-04-29,26.996389389038086
2010-04-30,27.705533981323242
2010-05-03,27.917455673217773
2010-05-04,27.167552947998047
2010-05-05,26.376903533935547
2010-05-06,25.252059936523438
2010-05-07,24.273927688598633
2010-05-10,26.23833656311035
2010-05-11,26.352447509765625
2010-05-12,27.518043518066406
2010-05-13,26.931169509887695
2010-05-14,26.45025634765625
2010-05-17,26.45025634765625
2010-05-18,25.969350814819336
2010-05-19,25.65960693359375
2010-05-20,23.377315521240234
2010-05-21,23.295791625976562
2010-05-24,22.986061096191406
2010-05-25,22.99420738220215
2010-05-26,22.928993225097656
2010-05-27,24.135358810424805
2010-05-28,23.817468643188477
2010-06-01,22.66816520690918
2010-06-02,23.524030685424805
2010-06-03,23.801158905029297
2010-06-04,22.07313346862793
2010-06-07,21.02164649963379
2010-06-08,20.948287963867188
2010-06-09,21.469951629638672
2010-06-10,22.684465408325195
2010-06-11,22.774126052856445
2010-06-14,22.741518020629883
2010-06-15,23.165372848510742
2010-06-16,22.627412796020508
2010-06-17,22.27690887451172
2010-06-18,22.02422332763672
2010-06-21,21.91826057434082
2010-06-22,21.38028907775879
2010-06-23,21.453645706176758
2010-06-24,21.469951629638672
2010-06-25,21.535158157348633
2010-06-28,21.518857955932617
2010-06-29,20.345104217529297
2010-06-30,20.01091194152832
2010-07-01,19.684865951538086
2010-07-02,19.529991149902344
2010-07-06,19.366294860839844
2010-07-07,20.086591720581055
2010-07-08,20.201190948486328
2010-07-09,20.34852409362793
2010-07-12,19.824657440185547
2010-07-13,20.58588981628418
2010-07-14,19.947444915771484
2010-07-15,19.96381187438965
2010-07-16,18.87517547607422
2010-07-19,18.768774032592773
2010-07-20,19.366294860839844
2010-07-21,19.104358673095703
2010-07-22,20.10296630859375
2010-07-23,20.667743682861328
2010-07-26,21.167041778564453
2010-07-27,20.659555435180664
2010-07-28,19.7100772857666
2010-07-29,19.947444915771484
2010-07-30,21.1097469329834
2010-08-02,21.42078971862793
2010-08-03,21.1179256439209
2010-08-04,21.068824768066406
2010-08-05,20.520408630371094
2010-08-06,20.413999557495117
2010-08-09,20.74959945678711
2010-08-10,20.078411102294922
2010-08-11,18.842437744140625
2010-08-12,18.801511764526367
2010-08-13,18.60506248474121
2010-08-16,19.178028106689453
2010-08-17,19.538175582885742
2010-08-18,19.980180740356445
2010-08-19,19.006135940551758
2010-08-20,19.112545013427734
2010-08-23,18.277650833129883
2010-08-24,18.073013305664062
2010-08-25,18.850618362426758
2010-08-26,18.441356658935547
2010-08-27,19.05525016784668
2010-08-30,18.326751708984375
2010-08-31,18.0402774810791
2010-09-01,18.899728775024414
2010-09-02,19.39084815979004
2010-09-03,19.783733367919922
2010-09-07,19.16983413696289
2010-09-08,19.194395065307617
2010-09-09,19.333553314208984
2010-09-10,19.415395736694336
2010-09-13,20.340328216552734
2010-09-14,20.15206527709961
2010-09-15,20.10296630859375
2010-09-16,19.669151306152344
2010-09-17,20.168441772460938
2010-09-20,20.839635848999023
2010-09-21,20.831449508666992
2010-09-22,20.233915328979492
2010-09-23,19.767364501953125
2010-09-24,21.330745697021484
2010-09-27,21.06064224243164
2010-09-28,21.22433853149414
2010-09-29,21.330745697021484
2010-09-30,21.101558685302734
2010-10-01,21.265262603759766
2010-10-04,20.896926879882812
2010-10-05,21.792634963989258
2010-10-06,21.743322372436523
2010-10-07,21.595417022705078
2010-10-08,21.874805450439453
2010-10-11,21.743322372436523
2010-10-12,21.439285278320312
2010-10-13,22.236373901367188
2010-10-14,21.48858642578125
2010-10-15,21.439285278320312
2010-10-18,21.25028419494629
2010-10-19,21.151674270629883
2010-10-20,21.43105697631836
2010-10-21,21.702239990234375
2010-10-22,21.620058059692383
2010-10-25,21.743322372436523
2010-10-26,21.570762634277344
2010-10-27,21.537885665893555
2010-10-28,21.41462516784668
2010-10-29,21.8419246673584
2010-11-01,21.61184310913086
2010-11-02,22.063806533813477
2010-11-03,22.10489273071289
2010-11-04,22.762285232543945
2010-11-05,22.55685043334961
2010-11-08,22.285680770874023
2010-11-09,21.78441047668457
2010-11-10,22.228151321411133
2010-11-11,21.981630325317383
2010-11-12,21.78441047668457
2010-11-15,21.63649559020996
2010-11-16,21.159889221191406
2010-11-17,21.044849395751953
2010-11-18,21.225624084472656
2010-11-19,20.938013076782227
2010-11-22,20.995542526245117
2010-11-23,20.86406707763672
2010-11-24,21.41462516784668
2010-11-26,21.26671028137207
