Date,JBHT
2010-01-04,28.2635555267334
2010-01-05,28.34049415588379
2010-01-06,28.16951560974121
2010-01-07,28.280643463134766
2010-01-08,29.101362228393555
2010-01-11,29.528818130493164
2010-01-12,28.81923484802246
2010-01-13,28.94747543334961
2010-01-14,29.66562271118164
2010-01-15,29.084280014038086
2010-01-19,28.981679916381836
2010-01-20,28.91327667236328
2010-01-21,28.143863677978516
2010-01-22,27.55396842956543
2010-01-25,27.699304580688477
2010-01-26,27.69076156616211
2010-01-27,28.066911697387695
2010-01-28,26.46822738647461
2010-01-29,26.211746215820312
2010-02-01,26.391279220581055
2010-02-02,26.211746215820312
2010-02-03,26.64774513244629
2010-02-04,25.89543914794922
2010-02-05,26.0664119720459
2010-02-08,26.015117645263672
2010-02-09,26.228851318359375
2010-02-10,26.99271583557129
2010-02-11,27.095699310302734
2010-02-12,27.190114974975586
2010-02-16,27.542007446289062
2010-02-17,28.031221389770508
2010-02-18,27.765155792236328
2010-02-19,28.280128479003906
2010-02-22,28.66634750366211
2010-02-23,28.70925521850586
2010-02-24,29.361541748046875
2010-02-25,29.79926109313965
2010-02-26,30.451560974121094
2010-03-01,29.979494094848633
2010-03-02,30.12540054321289
2010-03-03,29.696271896362305
2010-03-04,29.438783645629883
2010-03-05,30.022411346435547
2010-03-08,30.271320343017578
2010-03-09,31.026599884033203
2010-03-10,30.70903778076172
2010-03-11,30.571714401245117
2010-03-12,30.391469955444336
2010-03-15,30.631778717041016
2010-03-16,31.3613224029541
2010-03-17,30.915029525756836
2010-03-18,31.198251724243164
2010-03-19,30.820606231689453
2010-03-22,31.121000289916992
2010-03-23,31.3613224029541
2010-03-24,31.2239990234375
2010-03-25,30.69188117980957
2010-03-26,30.588886260986328
2010-03-29,30.588886260986328
2010-03-30,30.631778717041016
2010-03-31,30.79486656188965
2010-04-01,30.563138961791992
2010-04-05,30.614620208740234
2010-04-06,30.79486656188965
2010-04-07,30.09966468811035
2010-04-08,30.88069725036621
2010-04-09,30.983686447143555
2010-04-12,30.932174682617188
2010-04-13,31.09526824951172
2010-04-14,31.799034118652344
2010-04-15,32.34833526611328
2010-04-16,31.713211059570312
2010-04-19,31.79047393798828
2010-04-20,31.40423583984375
2010-04-21,31.472896575927734
2010-04-22,31.713211059570312
2010-04-23,32.15094757080078
2010-04-26,32.090843200683594
2010-04-27,31.481473922729492
2010-04-28,31.627382278442383
2010-04-29,32.32258987426758
2010-04-30,31.584470748901367
2010-05-03,32.3569221496582
2010-05-04,31.06950569152832
2010-05-05,31.026599884033203
2010-05-06,29.936586380004883
2010-05-07,29.215635299682617
2010-05-10,30.133989334106445
2010-05-11,31.04376792907715
2010-05-12,30.656240463256836
2010-05-13,30.415122985839844
2010-05-14,30.19985580444336
2010-05-17,30.837095260620117
2010-05-18,30.527082443237305
2010-05-19,30.38068389892578
2010-05-20,28.580928802490234
2010-05-21,29.002883911132812
2010-05-24,29.020099639892578
2010-05-25,28.873708724975586
2010-05-26,29.114831924438477
2010-05-27,29.941516876220703
2010-05-28,29.734840393066406
2010-06-01,28.839277267456055
2010-06-02,29.579843521118164
2010-06-03,29.708999633789062
2010-06-04,28.658428192138672
2010-06-07,27.969526290893555
2010-06-08,27.969526290893555
2010-06-09,27.728410720825195
2010-06-10,28.98565101623535
2010-06-11,29.05455207824707
2010-06-14,30.0534610748291
2010-06-15,30.8456974029541
2010-06-16,30.32902717590332
2010-06-17,30.242908477783203
2010-06-18,30.13957405090332
2010-06-21,29.760684967041016
2010-06-22,28.47758674621582
2010-06-23,28.804821014404297
2010-06-24,28.778993606567383
2010-06-25,28.890933990478516
2010-06-28,29.020099639892578
2010-06-29,28.486204147338867
2010-06-30,28.133132934570312
2010-07-01,28.451759338378906
2010-07-02,28.167585372924805
2010-07-06,27.79729461669922
2010-07-07,28.847881317138672
2010-07-08,29.304277420043945
2010-07-09,29.545391082763672
2010-07-12,29.597068786621094
2010-07-13,30.285966873168945
2010-07-14,30.14818572998047
2010-07-15,29.95012092590332
2010-07-16,30.225685119628906
2010-07-19,30.311800003051758
2010-07-20,30.484027862548828
2010-07-21,29.708999633789062
2010-07-22,30.311800003051758
2010-07-23,30.570131301879883
2010-07-26,31.104021072387695
2010-07-27,30.768203735351562
2010-07-28,30.673147201538086
2010-07-29,30.733642578125
2010-07-30,30.664535522460938
2010-08-02,31.182939529418945
2010-08-03,30.69906997680664
2010-08-04,31.459430694580078
2010-08-05,30.949642181396484
2010-08-06,30.43124008178711
2010-08-09,30.794126510620117
2010-08-10,30.26706886291504
2010-08-11,29.04877281188965
2010-08-12,29.100618362426758
2010-08-13,28.582197189331055
2010-08-16,28.56492042541504
2010-08-17,29.351184844970703
2010-08-18,29.480789184570312
2010-08-19,29.083328247070312
2010-08-20,29.143815994262695
2010-08-23,28.97100830078125
2010-08-24,28.236583709716797
2010-08-25,28.219301223754883
2010-08-26,28.2020263671875
2010-08-27,29.04877281188965
2010-08-30,28.331628799438477
2010-08-31,28.29706382751465
2010-09-01,29.593114852905273
2010-09-02,29.904159545898438
2010-09-03,29.8177547454834
2010-09-07,29.567188262939453
2010-09-08,29.705429077148438
2010-09-09,29.403030395507812
2010-09-10,29.39440155029297
2010-09-13,30.016490936279297
2010-09-14,30.042407989501953
2010-09-15,30.405303955078125
2010-09-16,30.241132736206055
2010-09-17,30.465789794921875
2010-09-20,30.526275634765625
2010-09-21,30.733642578125
2010-09-22,30.56947135925293
2010-09-23,29.947372436523438
2010-09-24,31.21749496459961
2010-09-27,30.344820022583008
2010-09-28,30.578107833862305
2010-09-29,30.500347137451172
2010-09-30,29.981931686401367
2010-10-01,29.843685150146484
2010-10-04,29.43757438659668
2010-10-05,30.232500076293945
2010-10-06,30.742286682128906
2010-10-07,30.604032516479492
2010-10-08,30.664535522460938
2010-10-11,30.915081024169922
2010-10-12,30.776845932006836
2010-10-13,31.05331802368164
2010-10-14,30.681785583496094
2010-10-15,31.148380279541016
2010-10-18,31.148380279541016
2010-10-19,30.941015243530273
2010-10-20,31.49400520324707
2010-10-21,31.381669998168945
2010-10-22,31.22612762451172
2010-10-25,31.554458618164062
2010-10-26,31.770475387573242
2010-10-27,31.381669998168945
2010-10-28,31.079252243041992
2010-10-29,31.061969757080078
2010-11-01,31.20885467529297
2010-11-02,31.450786590576172
2010-11-03,31.450786590576172
2010-11-04,32.19385528564453
2010-11-05,32.17659378051758
2010-11-08,32.107444763183594
2010-11-09,31.416236877441406
2010-11-10,31.997053146362305
2010-11-11,32.118408203125
2010-11-12,31.81498908996582
2010-11-15,31.70230484008789
2010-11-16,31.19951629638672
2010-11-17,31.459562301635742
2010-11-18,31.88435173034668
2010-11-19,32.38714599609375
2010-11-22,32.187774658203125
2010-11-23,31.867013931274414
2010-11-24,32.317779541015625
2010-11-26,32.07506561279297
2010-11-29,31.88435173034668
2010-11-30,31.641620635986328
2010-12-01,32.57787322998047
2010-12-02,33.40140914916992
2010-12-03,33.930213928222656
2010-12-06,33.85218048095703
2010-12-07,34.909793853759766
2010-12-08,34.67574691772461
2010-12-09,35.02250289916992
2010-12-10,35.06584167480469
2010-12-13,34.641056060791016
2010-12-14,34.51970291137695
2010-12-15,34.06025314331055
2010-12-16,34.73642349243164
2010-12-17,34.32898712158203
2010-12-20,34.19028091430664
2010-12-21,34.961822509765625
2010-12-22,35.36060333251953
2010-12-23,35.3172492980957
2010-12-27,35.21322250366211
2010-12-28,35.09186553955078
2010-12-29,35.11785888671875
2010-12-30,35.3952751159668
2010-12-31,35.377933502197266
2011-01-03,36.097442626953125
2011-01-04,35.76803207397461
2011-01-05,35.81137466430664
2011-01-06,35.9067268371582
2011-01-07,36.314178466796875
2011-01-10,36.296836853027344
2011-01-11,36.23614501953125
2011-01-12,36.26216125488281
2011-01-13,36.4268684387207
2011-01-14,36.60024642944336
2011-01-18,36.860313415527344
2011-01-19,36.01942825317383
2011-01-20,35.49928665161133
2011-01-21,35.65533447265625
2011-01-24,35.86338424682617
2011-01-25,36.149478912353516
2011-01-26,36.608917236328125
2011-01-27,37.09437561035156
2011-01-28,35.84605407714844
2011-01-31,35.5426139831543
