Date,JJSF
2010-01-04,32.0498046875
2010-01-05,30.853912353515625
2010-01-06,29.522489547729492
2010-01-07,30.232044219970703
2010-01-08,30.34368324279785
2010-01-11,30.17624282836914
2010-01-12,30.558927536010742
2010-01-13,31.27646827697754
2010-01-14,31.07715606689453
2010-01-15,31.156879425048828
2010-01-19,31.579423904418945
2010-01-20,31.986024856567383
2010-01-21,32.926780700683594
2010-01-22,34.768463134765625
2010-01-25,34.56913375854492
2010-01-26,34.058895111083984
2010-01-27,34.26618957519531
2010-01-28,33.700130462646484
2010-01-29,33.33339309692383
2010-02-01,33.0543327331543
2010-02-02,33.389198303222656
2010-02-03,33.54866409301758
2010-02-04,33.17393493652344
2010-02-05,33.19786071777344
2010-02-08,33.00651168823242
2010-02-09,33.49284362792969
2010-02-10,33.301513671875
2010-02-11,33.60447311401367
2010-02-12,33.867557525634766
2010-02-16,34.01904296875
2010-02-17,34.122676849365234
2010-02-18,34.050933837890625
2010-02-19,34.36187744140625
2010-02-22,34.65685272216797
2010-02-23,34.760494232177734
2010-02-24,35.03953552246094
2010-02-25,34.553199768066406
2010-02-26,34.050933837890625
2010-03-01,33.66027069091797
2010-03-02,33.72404479980469
2010-03-03,33.74000930786133
2010-03-04,33.747982025146484
2010-03-05,33.87553787231445
2010-03-08,34.003089904785156
2010-03-09,35.05546951293945
2010-03-10,35.23086166381836
2010-03-11,35.38111877441406
2010-03-12,35.26124572753906
2010-03-15,35.341156005859375
2010-03-16,35.25324249267578
2010-03-17,35.469051361083984
2010-03-18,35.508995056152344
2010-03-19,35.17331314086914
2010-03-22,35.429073333740234
2010-03-23,35.67683029174805
2010-03-24,35.63688659667969
2010-03-25,35.36515426635742
2010-03-26,35.42110061645508
2010-03-29,35.1253776550293
2010-03-30,34.88561248779297
2010-03-31,34.74175262451172
2010-04-01,34.50998306274414
2010-04-05,34.77372360229492
2010-04-06,35.205291748046875
2010-04-07,35.18930435180664
2010-04-08,35.22128677368164
2010-04-09,35.181331634521484
2010-04-12,35.16532516479492
2010-04-13,34.9575309753418
2010-04-14,34.70978927612305
2010-04-15,34.60587692260742
2010-04-16,35.24526596069336
2010-04-19,35.55695343017578
2010-04-20,36.923606872558594
2010-04-21,37.467063903808594
2010-04-22,37.69883346557617
2010-04-23,38.074466705322266
2010-04-26,37.826717376708984
2010-04-27,37.578948974609375
2010-04-28,37.74679183959961
2010-04-29,38.49007034301758
2010-04-30,37.235286712646484
2010-05-03,38.53801345825195
2010-05-04,37.69085693359375
2010-05-05,37.267269134521484
2010-05-06,36.25226974487305
2010-05-07,35.86863327026367
2010-05-10,36.987552642822266
2010-05-11,37.7867546081543
2010-05-12,38.33821105957031
2010-05-13,38.450103759765625
2010-05-14,38.330223083496094
2010-05-17,38.23432159423828
2010-05-18,38.09844207763672
2010-05-19,37.6668815612793
2010-05-20,36.78774642944336
2010-05-21,37.443084716796875
2010-05-24,37.13138961791992
2010-05-25,36.12438201904297
2010-05-26,35.724796295166016
2010-05-27,36.148372650146484
2010-05-28,35.508995056152344
2010-06-01,35.28522491455078
2010-06-02,36.068450927734375
2010-06-03,36.12438201904297
2010-06-04,35.08540725708008
2010-06-07,34.757747650146484
2010-06-08,34.81368637084961
2010-06-09,34.789710998535156
2010-06-10,35.477027893066406
2010-06-11,35.29115295410156
2010-06-14,35.29115295410156
2010-06-15,35.85196304321289
2010-06-16,35.63566207885742
2010-06-17,35.47542953491211
2010-06-18,35.2270622253418
2010-06-21,35.251094818115234
2010-06-22,35.251094818115234
2010-06-23,35.571571350097656
2010-06-24,35.69974899291992
2010-06-25,35.940101623535156
2010-06-28,35.59559631347656
2010-06-29,34.74637985229492
2010-06-30,33.72888946533203
2010-07-01,34.39386749267578
2010-07-02,34.193572998046875
2010-07-06,34.0333366394043
2010-07-07,34.698299407958984
2010-07-08,35.38729476928711
2010-07-09,35.467411041259766
2010-07-12,34.834503173828125
2010-07-13,35.940101623535156
2010-07-14,36.03622817993164
2010-07-15,35.6837158203125
2010-07-16,34.86654281616211
2010-07-19,34.78642272949219
2010-07-20,34.86654281616211
2010-07-21,34.353797912597656
2010-07-22,34.44993209838867
2010-07-23,34.20158386230469
2010-07-26,34.33777618408203
2010-07-27,34.39386749267578
2010-07-28,33.75293731689453
2010-07-29,33.77696990966797
2010-07-30,33.41644287109375
2010-08-02,33.4725227355957
2010-08-03,33.48052215576172
2010-08-04,34.02532958984375
2010-08-05,33.04791259765625
2010-08-06,32.150611877441406
2010-08-09,32.41497802734375
2010-08-10,32.35891342163086
2010-08-11,31.87820816040039
2010-08-12,31.557737350463867
2010-08-13,31.085046768188477
2010-08-16,31.149152755737305
2010-08-17,31.349458694458008
2010-08-18,30.852724075317383
2010-08-19,30.604372024536133
2010-08-20,30.26787567138672
2010-08-23,30.21179962158203
2010-08-24,29.883323669433594
2010-08-25,30.36402130126953
2010-08-26,30.17173957824707
2010-08-27,30.412086486816406
2010-08-30,29.883323669433594
2010-08-31,30.243839263916016
2010-09-01,30.684478759765625
2010-09-02,30.612380981445312
2010-09-03,30.956871032714844
2010-09-07,30.516239166259766
2010-09-08,30.87676239013672
2010-09-09,30.932838439941406
2010-09-10,31.101089477539062
2010-09-13,31.348529815673828
2010-09-14,31.316402435302734
2010-09-15,31.613643646240234
2010-09-16,31.83058738708496
2010-09-17,32.224220275878906
2010-09-20,32.98746871948242
2010-09-21,32.915157318115234
2010-09-22,32.633968353271484
2010-09-23,32.770538330078125
2010-09-24,33.541805267333984
2010-09-27,33.638206481933594
2010-09-28,34.047943115234375
2010-09-29,34.047943115234375
2010-09-30,33.68642044067383
2010-10-01,34.10417938232422
2010-10-04,33.453426361083984
2010-10-05,34.36125564575195
2010-10-06,34.76295852661133
2010-10-07,35.22893142700195
2010-10-08,35.38157653808594
2010-10-11,35.0361328125
2010-10-12,34.67458724975586
2010-10-13,35.558319091796875
2010-10-14,35.99215316772461
2010-10-15,35.542266845703125
2010-10-18,35.670799255371094
2010-10-19,35.19680404663086
2010-10-20,35.028072357177734
2010-10-21,34.49784851074219
2010-10-22,34.61836242675781
2010-10-25,34.4657096862793
2010-10-26,34.481781005859375
2010-10-27,33.983673095703125
2010-10-28,34.208621978759766
2010-10-29,34.44160461425781
2010-11-01,33.9515380859375
2010-11-02,34.6424560546875
2010-11-03,34.578182220458984
2010-11-04,34.62638473510742
2010-11-05,34.93972396850586
2010-11-08,34.59425735473633
2010-11-09,34.20058059692383
2010-11-10,34.714752197265625
2010-11-11,34.546043395996094
2010-11-12,33.9515380859375
2010-11-15,34.36125564575195
2010-11-16,33.678382873535156
2010-11-17,33.4293212890625
2010-11-18,34.69065475463867
2010-11-19,34.53801345825195
2010-11-22,34.48981857299805
2010-11-23,34.40947723388672
2010-11-24,35.58244705200195
2010-11-26,35.86362838745117
2010-11-29,36.891963958740234
2010-11-30,36.75539016723633
2010-12-01,37.87211990356445
2010-12-02,38.370216369628906
2010-12-03,38.74782180786133
2010-12-06,39.486942291259766
2010-12-07,39.40660095214844
2010-12-08,38.81209182739258
2010-12-09,38.4103889465332
2010-12-10,38.76388931274414
2010-12-13,38.64067077636719
2010-12-14,38.64870834350586
2010-12-15,38.84201431274414
2010-12-16,39.462127685546875
2010-12-17,39.53460693359375
2010-12-20,39.212459564208984
2010-12-21,39.42990493774414
2010-12-22,39.32520294189453
2010-12-23,39.54264831542969
2010-12-27,39.75204849243164
2010-12-28,40.162776947021484
2010-12-29,40.20303726196289
2010-12-30,39.679542541503906
2010-12-31,38.850059509277344
2011-01-03,39.81645584106445
2011-01-04,38.51986312866211
2011-01-05,38.25408935546875
2011-01-06,38.08497619628906
2011-01-07,37.89167404174805
2011-01-10,38.54401397705078
2011-01-11,39.24467468261719
2011-01-12,39.38157653808594
2011-01-13,39.284942626953125
2011-01-14,39.31715393066406
2011-01-18,39.301048278808594
2011-01-19,38.4634895324707
2011-01-20,37.95612335205078
2011-01-21,35.77362060546875
2011-01-24,35.34678268432617
2011-01-25,35.29845428466797
2011-01-26,35.3790168762207
2011-01-27,35.04075241088867
2011-01-28,34.32398986816406
2011-01-31,34.203189849853516
2011-02-01,34.96022033691406
2011-02-02,34.78303527832031
2011-02-03,34.85553741455078
2011-02-04,34.799137115478516
2011-02-07,34.94411087036133
2011-02-08,35.19376754760742
2011-02-09,34.9763298034668
2011-02-10,34.93605422973633
2011-02-11,35.370948791503906
2011-02-14,35.596439361572266
2011-02-15,35.49980545043945
2011-02-16,35.97496032714844
2011-02-17,36.458160400390625
2011-02-18,36.87696075439453
2011-02-22,36.90110397338867
2011-02-23,35.85415267944336
2011-02-24,36.40178680419922
2011-02-25,36.95748519897461
2011-02-28,35.41120147705078
2011-03-01,35.03269958496094
2011-03-02,35.081031799316406
2011-03-03,35.72529602050781
2011-03-04,35.79778289794922
2011-03-07,35.43535614013672
2011-03-08,36.27293395996094
2011-03-09,36.34542465209961
2011-03-10,35.693092346191406
2011-03-11,35.287715911865234
2011-03-14,35.60264205932617
2011-03-15,35.408843994140625
2011-03-16,35.077789306640625
2011-03-17,35.10200119018555
2011-03-18,36.11944580078125
2011-03-21,36.886558532714844
2011-03-22,37.13689422607422
2011-03-23,37.38721466064453
2011-03-24,37.83942413330078
