Date,EXPE
2010-01-04,33.7958984375
2010-01-05,33.93987274169922
2010-01-06,32.19904327392578
2010-01-07,32.028873443603516
2010-01-08,31.72783851623535
2010-01-11,31.452953338623047
2010-01-12,30.471282958984375
2010-01-13,30.850866317749023
2010-01-14,30.183324813842773
2010-01-15,29.751388549804688
2010-01-19,29.77756118774414
2010-01-20,29.08383560180664
2010-01-21,29.096935272216797
2010-01-22,28.494836807250977
2010-01-25,28.44248390197754
2010-01-26,29.01840591430664
2010-01-27,28.95296287536621
2010-01-28,28.37704086303711
2010-01-29,28.02363395690918
2010-02-01,28.926782608032227
2010-02-02,28.88751220703125
2010-02-03,28.939868927001953
2010-02-04,28.010536193847656
2010-02-05,27.82730484008789
2010-02-08,28.036725997924805
2010-02-09,28.638822555541992
2010-02-10,29.110013961791992
2010-02-11,27.840383529663086
2010-02-12,27.945096969604492
2010-02-16,29.03148651123047
2010-02-17,28.638822555541992
2010-02-18,29.90846061706543
2010-02-19,29.568147659301758
2010-02-22,29.293270111083984
2010-02-23,29.345624923706055
2010-02-24,29.620492935180664
2010-02-25,29.3194522857666
2010-02-26,29.110013961791992
2010-03-01,30.274951934814453
2010-03-02,30.248767852783203
2010-03-03,29.934633255004883
2010-03-04,30.196409225463867
2010-03-05,30.405834197998047
2010-03-08,30.274951934814453
2010-03-09,30.130523681640625
2010-03-10,30.20929718017578
2010-03-11,30.064895629882812
2010-03-12,29.290285110473633
2010-03-15,29.710407257080078
2010-03-16,29.881088256835938
2010-03-17,30.064895629882812
2010-03-18,29.80232048034668
2010-03-19,29.789182662963867
2010-03-22,30.786968231201172
2010-03-23,30.07801628112793
2010-03-24,29.933603286743164
2010-03-25,30.038631439208984
2010-03-26,30.117403030395508
2010-03-29,31.968549728393555
2010-03-30,31.981691360473633
2010-03-31,32.756290435791016
2010-04-01,32.0735969543457
2010-04-05,32.87445068359375
2010-04-06,33.20265197753906
2010-04-07,32.743160247802734
2010-04-08,32.46745300292969
2010-04-09,32.25739288330078
2010-04-12,33.05824661254883
2010-04-13,32.887569427490234
2010-04-14,33.452110290527344
2010-04-15,33.32081604003906
2010-04-16,32.62498474121094
2010-04-19,32.441200256347656
2010-04-20,32.900699615478516
2010-04-21,32.3361701965332
2010-04-22,32.204872131347656
2010-04-23,31.74537467956543
2010-04-26,32.3361701965332
2010-04-27,31.08893394470215
2010-04-28,30.852615356445312
2010-04-29,32.178619384765625
2010-04-30,30.997028350830078
2010-05-03,31.71910858154297
2010-05-04,30.80010223388672
2010-05-05,30.918258666992188
2010-05-06,30.27495002746582
2010-05-07,28.8832950592041
2010-05-10,31.049545288085938
2010-05-11,30.43248176574707
2010-05-12,30.957645416259766
2010-05-13,30.852615356445312
2010-05-14,29.933603286743164
2010-05-17,30.340587615966797
2010-05-18,29.80232048034668
2010-05-19,29.723529815673828
2010-05-20,28.450042724609375
2010-05-21,28.59446144104004
2010-05-24,28.266254425048828
2010-05-25,28.463830947875977
2010-05-26,28.503326416015625
2010-05-27,29.03020477294922
2010-05-28,28.397960662841797
2010-06-01,27.66035270690918
2010-06-02,28.121353149414062
2010-06-03,28.095014572143555
2010-06-04,26.580278396606445
2010-06-07,26.185142517089844
2010-06-08,25.97438621520996
2010-06-09,26.079755783081055
2010-06-10,27.06763458251953
2010-06-11,27.06763458251953
2010-06-14,27.39691734313965
2010-06-15,28.318944931030273
2010-06-16,28.490161895751953
2010-06-17,27.502286911010742
2010-06-18,27.620830535888672
2010-06-21,26.922746658325195
2010-06-22,26.909576416015625
2010-06-23,26.619802474975586
2010-06-24,25.526546478271484
2010-06-25,25.763643264770508
2010-06-28,25.94803810119629
2010-06-29,24.933834075927734
2010-06-30,24.73626136779785
2010-07-01,24.999696731567383
2010-07-02,24.14353370666504
2010-07-06,24.38062286376953
2010-07-07,25.23678207397461
2010-07-08,24.999696731567383
2010-07-09,24.86796760559082
2010-07-12,24.7889347076416
2010-07-13,25.94803810119629
2010-07-14,26.68565559387207
2010-07-15,27.1993350982666
2010-07-16,26.395877838134766
2010-07-19,26.7910213470459
2010-07-20,27.34423065185547
2010-07-21,27.14665985107422
2010-07-22,27.910608291625977
2010-07-23,28.924821853637695
2010-07-26,28.45064926147461
2010-07-27,28.463830947875977
2010-07-28,28.055500030517578
2010-07-29,27.752552032470703
2010-07-30,29.87318992614746
2010-08-02,29.99172592163086
2010-08-03,30.110271453857422
2010-08-04,32.0333137512207
2010-08-05,31.967466354370117
2010-08-06,32.415283203125
