Date,BXP
2010-01-04,37.440696716308594
2010-01-05,38.00985336303711
2010-01-06,38.18840408325195
2010-01-07,38.35578918457031
2010-01-08,37.859188079833984
2010-01-11,38.03774642944336
2010-01-12,37.6583366394043
2010-01-13,38.27768325805664
2010-01-14,38.11586380004883
2010-01-15,37.99310302734375
2010-01-19,38.796592712402344
2010-01-20,38.5399284362793
2010-01-21,36.73762893676758
2010-01-22,35.867191314697266
2010-01-25,36.324729919433594
2010-01-26,36.112709045410156
2010-01-27,36.3079948425293
2010-01-28,36.486541748046875
2010-01-29,36.196414947509766
2010-02-01,37.31237030029297
2010-02-02,37.83129119873047
2010-02-03,37.10593032836914
2010-02-04,35.39848327636719
2010-02-05,36.00667953491211
2010-02-08,35.09717559814453
2010-02-09,35.04696273803711
2010-02-10,34.868385314941406
2010-02-11,34.996734619140625
2010-02-12,35.376163482666016
2010-02-16,36.28568649291992
2010-02-17,36.486541748046875
2010-02-18,37.022220611572266
2010-02-19,37.144981384277344
2010-02-22,37.40164566040039
2010-02-23,36.799015045166016
2010-02-24,37.22309112548828
2010-02-25,37.619266510009766
2010-02-26,37.903839111328125
2010-03-01,38.0991096496582
2010-03-02,38.288841247558594
2010-03-03,38.31672668457031
2010-03-04,38.595726013183594
2010-03-05,39.694942474365234
2010-03-08,40.49844741821289
2010-03-09,40.448238372802734
2010-03-10,40.98948669433594
2010-03-11,41.134552001953125
2010-03-12,41.29078674316406
2010-03-15,41.32427215576172
2010-03-16,42.23379135131836
2010-03-17,43.04286193847656
2010-03-18,42.81966018676758
2010-03-19,42.345375061035156
2010-03-22,42.55185317993164
2010-03-23,42.42348861694336
2010-03-24,42.490440368652344
2010-03-25,42.81407165527344
2010-03-26,42.51277542114258
2010-03-29,42.82732009887695
2010-03-30,42.82168960571289
2010-03-31,42.37236404418945
2010-04-01,42.38919448852539
2010-04-05,43.692264556884766
2010-04-06,44.60216522216797
2010-04-07,43.383358001708984
2010-04-08,43.22047424316406
2010-04-09,44.00682067871094
2010-04-12,43.501304626464844
2010-04-13,44.916717529296875
2010-04-14,45.006591796875
2010-04-15,43.832706451416016
2010-04-16,42.456600189208984
2010-04-19,42.7374382019043
2010-04-20,43.248558044433594
2010-04-21,43.776527404785156
2010-04-22,44.57972717285156
2010-04-23,44.9953498840332
2010-04-26,45.32112121582031
2010-04-27,43.87763214111328
2010-04-28,44.25957107543945
2010-04-29,46.837615966796875
2010-04-30,44.293270111083984
2010-05-03,45.78168869018555
2010-05-04,45.568241119384766
2010-05-05,45.33796310424805
2010-05-06,43.82707977294922
2010-05-07,42.7374382019043
2010-05-10,45.34359359741211
2010-05-11,45.5850944519043
2010-05-12,45.90525817871094
2010-05-13,45.36045455932617
2010-05-14,43.92255401611328
2010-05-17,44.0629768371582
2010-05-18,43.0070686340332
2010-05-19,42.7149772644043
2010-05-20,40.844608306884766
2010-05-21,42.40604782104492
2010-05-24,41.355735778808594
2010-05-25,42.02973175048828
2010-05-26,41.47366714477539
2010-05-27,43.87763214111328
2010-05-28,43.068824768066406
2010-06-01,42.63633346557617
2010-06-02,42.78799819946289
2010-06-03,42.49594497680664
2010-06-04,40.3334846496582
2010-06-07,40.50762939453125
2010-06-08,41.45122146606445
2010-06-09,41.91178512573242
2010-06-10,43.916961669921875
2010-06-11,44.38314437866211
2010-06-14,44.5179328918457
2010-06-15,45.54018783569336
2010-06-16,45.186317443847656
2010-06-17,44.916717529296875
2010-06-18,44.98411560058594
2010-06-21,44.59095001220703
2010-06-22,42.88910675048828
2010-06-23,42.98457717895508
2010-06-24,41.6983528137207
2010-06-25,43.1025276184082
2010-06-28,42.203617095947266
2010-06-29,40.897647857666016
2010-06-30,40.332298278808594
2010-07-01,40.28142166137695
2010-07-02,39.40513229370117
2010-07-06,39.05459213256836
2010-07-07,41.140743255615234
2010-07-08,41.75132751464844
2010-07-09,42.531517028808594
2010-07-12,42.6898193359375
2010-07-13,43.747013092041016
2010-07-14,43.53786087036133
2010-07-15,43.707454681396484
2010-07-16,42.23753356933594
2010-07-19,43.10818099975586
2010-07-20,44.0805778503418
2010-07-21,43.01206588745117
2010-07-22,44.74207305908203
2010-07-23,45.2113151550293
2010-07-26,46.21762466430664
2010-07-27,46.1497688293457
2010-07-28,46.0988883972168
2010-07-29,45.85013961791992
2010-07-30,46.30242919921875
2010-08-02,48.10026168823242
2010-08-03,47.551841735839844
2010-08-04,48.42249298095703
2010-08-05,47.99284362792969
2010-08-06,47.90237808227539
2010-08-09,48.54689407348633
2010-08-10,47.82322311401367
2010-08-11,46.84516143798828
2010-08-12,45.97452163696289
2010-08-13,45.80491256713867
2010-08-16,45.81622314453125
2010-08-17,47.29179000854492
2010-08-18,47.020416259765625
2010-08-19,45.92929458618164
2010-08-20,45.92365264892578
2010-08-23,46.09324264526367
2010-08-24,45.1943473815918
2010-08-25,46.01411437988281
2010-08-26,45.59574508666992
2010-08-27,46.20066833496094
2010-08-30,45.827537536621094
2010-08-31,46.019737243652344
2010-09-01,47.755367279052734
2010-09-02,48.857810974121094
2010-09-03,49.66627502441406
2010-09-07,48.91434860229492
2010-09-08,49.072669982910156
2010-09-09,48.1115608215332
2010-09-10,48.1680908203125
2010-09-13,48.767364501953125
2010-09-14,48.84652328491211
2010-09-15,49.46839141845703
2010-09-16,49.05569076538086
2010-09-17,49.24226379394531
2010-09-20,50.248600006103516
2010-09-21,49.756744384765625
2010-09-22,48.9256591796875
2010-09-23,47.478363037109375
2010-09-24,48.495994567871094
2010-09-27,48.07199478149414
2010-09-28,48.3165283203125
2010-09-29,47.47486114501953
2010-09-30,47.27012252807617
2010-10-01,47.56584930419922
2010-10-04,47.52602005004883
2010-10-05,48.38478469848633
2010-10-06,48.231224060058594
