Date,ARIS
2021-10-22,12.827729225158691
2021-10-25,12.172886848449707
2021-10-26,12.190828323364258
2021-10-27,12.163918495178223
2021-10-28,12.334356307983398
2021-10-29,12.262591361999512
2021-11-01,11.84097957611084
2021-11-02,12.002449989318848
2021-11-03,12.083182334899902
2021-11-04,12.11009407043457
2021-11-05,12.119065284729004
2021-11-08,12.72905445098877
2021-11-09,13.034049987792969
2021-11-10,12.163918495178223
2021-11-11,12.504793167114258
2021-11-12,12.101123809814453
2021-11-15,12.325382232666016
2021-11-16,12.253622055053711
2021-11-17,12.630380630493164
2021-11-18,12.746994018554688
2021-11-19,12.549646377563477
2021-11-22,12.540675163269043
2021-11-23,12.433029174804688
2021-11-24,12.486854553222656
2021-11-26,12.612438201904297
2021-11-29,12.764939308166504
2021-11-30,13.007136344909668
2021-12-01,12.36126708984375
2021-12-02,12.944347381591797
2021-12-03,12.881550788879395
2021-12-06,12.459943771362305
2021-12-07,12.603468894958496
2021-12-08,12.639351844787598
2021-12-09,11.894804000854492
2021-12-10,11.634660720825195
2021-12-13,11.186139106750488
2021-12-14,11.275843620300293
2021-12-15,10.89011287689209
2021-12-16,10.316006660461426
2021-12-17,9.52660846710205
2021-12-20,9.401021957397461
2021-12-21,9.81365966796875
2021-12-22,9.418963432312012
2021-12-23,10.863203048706055
2021-12-27,10.612030029296875
2021-12-28,11.607749938964844
2021-12-29,11.437312126159668
2021-12-30,11.697455406188965
2021-12-31,11.616720199584961
2022-01-03,11.90377426147461
2022-01-04,11.90377426147461
2022-01-05,11.13724422454834
2022-01-06,11.010992050170898
2022-01-07,10.84866714477539
2022-01-10,11.317604064941406
2022-01-11,11.515998840332031
2022-01-12,11.588144302368164
2022-01-13,11.461892127990723
2022-01-14,11.534035682678223
2022-01-18,11.47091007232666
2022-01-19,11.534035682678223
2022-01-20,11.930830001831055
2022-01-21,11.76850414276123
2022-01-24,11.191350936889648
2022-01-25,10.803576469421387
2022-01-26,10.920811653137207
2022-01-27,10.406783103942871
2022-01-28,9.991957664489746
2022-01-31,10.433836936950684
2022-02-01,11.308585166931152
2022-02-02,11.001971244812012
2022-02-03,10.974918365478516
2022-02-04,11.119206428527832
2022-02-07,10.98393726348877
2022-02-08,10.857685089111328
2022-02-09,10.992955207824707
2022-02-10,10.767504692077637
2022-02-11,11.344658851623535
2022-02-14,11.452873229980469
2022-02-15,11.479927062988281
2022-02-16,11.723413467407227
2022-02-17,12.057080268859863
2022-02-18,12.27351188659668
2022-02-22,12.20136833190918
2022-02-23,12.544053077697754
2022-02-24,12.255476951599121
2022-02-25,12.778522491455078
2022-02-28,13.175312995910645
2022-03-01,15.204365730285645
2022-03-02,15.321601867675781
2022-03-03,13.959881782531738
2022-03-04,14.113186836242676
2022-03-07,14.212386131286621
2022-03-08,15.519997596740723
2022-03-09,15.547052383422852
2022-03-10,16.268491744995117
2022-03-11,16.052059173583984
2022-03-14,15.213387489318848
2022-03-15,15.204365730285645
2022-03-16,15.313158988952637
2022-03-17,16.22886848449707
2022-03-18,16.573394775390625
2022-03-21,16.88165283203125
2022-03-22,16.72752571105957
2022-03-23,16.709388732910156
2022-03-24,16.818185806274414
2022-03-25,16.90884780883789
2022-03-28,16.809118270874023
2022-03-29,17.099245071411133
2022-03-30,16.654991149902344
2022-03-31,16.5008602142334
2022-04-01,16.464599609375
2022-04-04,16.392066955566406
2022-04-05,15.65768814086914
2022-04-06,14.859841346740723
2022-04-07,15.2315673828125
2022-04-08,16.410200119018555
2022-04-11,15.793682098388672
2022-04-12,16.04754638671875
2022-04-13,16.446460723876953
2022-04-14,17.37123680114746
2022-04-18,17.035783767700195
2022-04-19,17.053913116455078
2022-04-20,17.12644386291504
2022-04-21,16.59152603149414
2022-04-22,15.748353004455566
2022-04-25,16.310468673706055
2022-04-26,16.392066955566406
2022-04-27,15.802751541137695
2022-04-28,16.337669372558594
2022-04-29,15.35849666595459
2022-05-02,15.431026458740234
