Date,ARE
2010-01-04,38.197757720947266
2010-01-05,37.795040130615234
2010-01-06,37.5966911315918
2010-01-07,37.94530487060547
2010-01-08,37.81907653808594
2010-01-11,38.01743698120117
2010-01-12,38.071529388427734
2010-01-13,38.17371368408203
2010-01-14,38.161685943603516
2010-01-15,37.692874908447266
2010-01-19,38.13764953613281
2010-01-20,38.462223052978516
2010-01-21,37.4464225769043
2010-01-22,37.193973541259766
2010-01-25,37.29615020751953
2010-01-26,36.580875396728516
2010-01-27,36.58689498901367
2010-01-28,36.220237731933594
2010-01-29,35.901676177978516
2010-02-01,36.496734619140625
2010-02-02,36.9655647277832
2010-02-03,36.88140869140625
2010-02-04,35.2645378112793
2010-02-05,35.631195068359375
2010-02-08,34.483158111572266
2010-02-09,34.41104507446289
2010-02-10,34.465126037597656
2010-02-11,34.19465637207031
2010-02-12,35.090240478515625
2010-02-16,36.785247802734375
2010-02-17,36.707115173339844
2010-02-18,37.07976150512695
2010-02-19,37.01966094970703
2010-02-22,36.87540054321289
2010-02-23,37.12185287475586
2010-02-24,37.07375717163086
2010-02-25,37.2661018371582
2010-02-26,37.037696838378906
2010-03-01,37.20600891113281
2010-03-02,37.506534576416016
2010-03-03,37.52455139160156
2010-03-04,37.38028335571289
2010-03-05,38.035457611083984
2010-03-08,38.75074005126953
2010-03-09,38.84090042114258
2010-03-10,38.96110916137695
2010-03-11,39.00919723510742
2010-03-12,39.0753059387207
2010-03-15,39.225582122802734
2010-03-16,40.22333908081055
2010-03-17,40.47578430175781
2010-03-18,40.541908264160156
2010-03-19,40.02499008178711
2010-03-22,40.57196044921875
2010-03-23,40.265419006347656
2010-03-24,40.511863708496094
2010-03-25,40.79436111450195
2010-03-26,41.01074981689453
2010-03-29,41.23313903808594
2010-03-30,41.184791564941406
2010-03-31,40.84043502807617
2010-04-01,41.1002311706543
2010-04-05,42.15144348144531
2010-04-06,43.40203094482422
2010-04-07,42.906620025634766
2010-04-08,43.01536178588867
2010-04-09,43.837005615234375
2010-04-12,43.19660949707031
2010-04-13,43.957847595214844
2010-04-14,43.40807342529297
2010-04-15,42.43539047241211
2010-04-16,41.92790222167969
2010-04-19,42.00644302368164
2010-04-20,42.64683532714844
2010-04-21,42.6226806640625
2010-04-22,42.87037658691406
2010-04-23,44.821773529052734
2010-04-26,45.06947326660156
2010-04-27,43.5953483581543
2010-04-28,43.510772705078125
2010-04-29,44.652618408203125
2010-04-30,42.77975845336914
2010-05-03,44.114925384521484
2010-05-04,42.912681579589844
2010-05-05,42.393096923828125
2010-05-06,40.4598274230957
2010-05-07,39.275691986083984
2010-05-10,42.145389556884766
2010-05-11,42.254154205322266
2010-05-12,42.87642288208008
2010-05-13,42.17560958862305
2010-05-14,40.4598274230957
2010-05-17,40.40544509887695
2010-05-18,39.42069625854492
2010-05-19,39.33610916137695
2010-05-20,37.47533416748047
2010-05-21,38.423851013183594
2010-05-24,38.1882209777832
2010-05-25,38.145938873291016
2010-05-26,38.01301574707031
2010-05-27,40.23629379272461
2010-05-28,39.62006378173828
2010-06-01,38.8165283203125
2010-06-02,39.765045166015625
2010-06-03,39.71672439575195
2010-06-04,37.6746940612793
2010-06-07,37.78950119018555
2010-06-08,39.39047622680664
2010-06-09,39.78921127319336
2010-06-10,41.976234436035156
2010-06-11,42.991214752197266
2010-06-14,43.44432830810547
2010-06-15,43.98201370239258
2010-06-16,43.63765335083008
2010-06-17,44.33845901489258
2010-06-18,44.21160125732422
2010-06-21,43.4201774597168
2010-06-22,41.619789123535156
2010-06-23,41.855411529541016
2010-06-24,41.02167510986328
2010-06-25,41.37813186645508
2010-06-28,40.858543395996094
2010-06-29,38.7330436706543
2010-06-30,38.48405456542969
2010-07-01,38.50835037231445
2010-07-02,37.500247955322266
2010-07-06,36.94154357910156
2010-07-07,39.285682678222656
2010-07-08,39.47394561767578
2010-07-09,39.601463317871094
2010-07-12,39.51036834716797
2010-07-13,40.82819747924805
2010-07-14,40.60956954956055
2010-07-15,40.28771209716797
2010-07-16,39.08527755737305
2010-07-19,39.686492919921875
2010-07-20,41.235084533691406
2010-07-21,40.220909118652344
2010-07-22,42.3464241027832
2010-07-23,43.063045501708984
2010-07-26,44.08327865600586
2010-07-27,43.77962875366211
2010-07-28,43.37882614135742
2010-07-29,42.4678840637207
2010-07-30,42.844398498535156
2010-08-02,44.229026794433594
2010-08-03,43.72496795654297
2010-08-04,43.83428955078125
2010-08-05,43.50634765625
2010-08-06,43.93144226074219
2010-08-09,44.484100341796875
2010-08-10,43.22700881958008
2010-08-11,42.2492790222168
2010-08-12,41.4476318359375
2010-08-13,40.90107727050781
2010-08-16,40.97393798828125
2010-08-17,42.02455520629883
2010-08-18,42.72295379638672
2010-08-19,41.64197540283203
2010-08-20,41.21080017089844
2010-08-23,41.143985748291016
2010-08-24,41.21687316894531
2010-08-25,42.06100082397461
2010-08-26,41.878814697265625
2010-08-27,42.540775299072266
2010-08-30,42.24319839477539
2010-08-31,42.127803802490234
2010-09-01,42.394996643066406
2010-09-02,42.93549728393555
2010-09-03,43.63996124267578
2010-09-07,43.05695724487305
2010-09-08,43.281646728515625
2010-09-09,42.69865798950195
2010-09-10,42.72295379638672
2010-09-13,43.573150634765625
2010-09-14,43.664249420166016
2010-09-15,43.76140594482422
2010-09-16,43.56100845336914
2010-09-17,43.82820510864258
2010-09-20,44.55088806152344
2010-09-21,44.27762222290039
2010-09-22,42.81404495239258
2010-09-23,41.62982940673828
2010-09-24,42.516475677490234
2010-09-27,42.32213592529297
2010-09-28,42.60756301879883
2010-09-29,42.49160385131836
2010-09-30,42.723506927490234
2010-10-01,43.364383697509766
2010-10-04,43.60240173339844
2010-10-05,44.15782928466797
2010-10-06,43.449825286865234
2010-10-07,43.083614349365234
2010-10-08,43.39488220214844
2010-10-11,43.6878662109375
2010-10-12,43.51084899902344
2010-10-13,44.35922622680664
2010-10-14,44.81699752807617
2010-10-15,44.71322250366211
2010-10-18,45.817928314208984
2010-10-19,45.00007247924805
2010-10-20,45.59820556640625
2010-10-21,45.610408782958984
2010-10-22,45.738582611083984
2010-10-25,45.63481521606445
2010-10-26,45.103843688964844
2010-10-27,45.20148468017578
2010-10-28,44.81699752807617
2010-10-29,44.847496032714844
2010-11-01,44.88410949707031
2010-11-02,45.65312957763672
2010-11-03,45.213687896728516
2010-11-04,45.20148468017578
2010-11-05,45.207603454589844
2010-11-08,45.29304122924805
2010-11-09,43.67564392089844
2010-11-10,44.2005500793457
2010-11-11,43.98080825805664
2010-11-12,43.39488220214844
2010-11-15,42.57704162597656
2010-11-16,41.39909744262695
2010-11-17,41.75920104980469
2010-11-18,41.47233581542969
2010-11-19,41.27701950073242
2010-11-22,41.00848388671875
2010-11-23,40.34931564331055
2010-11-24,41.50896453857422
2010-11-26,41.179378509521484
2010-11-29,41.31974792480469
2010-11-30,40.739933013916016
2010-12-01,41.42961120605469
2010-12-02,41.97281265258789
2010-12-03,42.186431884765625
2010-12-06,42.30239486694336
2010-12-07,43.05921173095703
2010-12-08,42.393943786621094
2010-12-09,41.82023620605469
2010-12-10,42.11318588256836
2010-12-13,42.3390007019043
2010-12-14,42.37563705444336
2010-12-15,42.22304153442383
2010-12-16,42.406150817871094
2010-12-17,42.36952590942383
2010-12-20,42.973758697509766
2010-12-21,43.14464569091797
2010-12-22,43.925880432128906
2010-12-23,43.8953742980957
2010-12-27,44.49961471557617
2010-12-28,44.835289001464844
2010-12-29,44.80458450317383
2010-12-30,44.97652816772461
2010-12-31,44.988826751708984
2011-01-03,45.75645446777344
2011-01-04,45.03181076049805
2011-01-05,45.375701904296875
2011-01-06,44.872135162353516
2011-01-07,46.37053298950195
2011-01-10,46.24770736694336
2011-01-11,45.94681167602539
2011-01-12,46.43194580078125
2011-01-13,45.977516174316406
2011-01-14,46.19245147705078
2011-01-18,47.35309982299805
2011-01-19,46.474945068359375
2011-01-20,46.27227783203125
2011-01-21,46.210872650146484
2011-01-24,46.81267547607422
2011-01-25,47.80751419067383
2011-01-26,47.506629943847656
2011-01-27,47.838233947753906
2011-01-28,47.00920867919922
2011-01-31,47.31008529663086
2011-02-01,47.653987884521484
2011-02-02,47.273258209228516
2011-02-03,47.23640823364258
2011-02-04,46.4565315246582
2011-02-07,47.70311737060547
2011-02-08,47.75225830078125
2011-02-09,47.70927429199219
2011-02-10,48.18828201293945
2011-02-11,48.501468658447266
2011-02-14,48.58744812011719
2011-02-15,48.46460723876953
2011-02-16,49.01115036010742
2011-02-17,49.029579162597656
2011-02-18,48.96816635131836
2011-02-22,48.61199951171875
2011-02-23,47.942626953125
2011-02-24,47.18729019165039
2011-02-25,48.1022834777832
2011-02-28,49.250667572021484
2011-03-01,47.7215690612793
2011-03-02,47.05832290649414
2011-03-03,47.67856979370117
2011-03-04,47.254844665527344
2011-03-07,47.18729019165039
2011-03-08,47.84436798095703
2011-03-09,47.58029556274414
2011-03-10,47.07675552368164
2011-03-11,47.40222930908203
2011-03-14,46.89251708984375
2011-03-15,47.11972427368164
2011-03-16,46.27841567993164
2011-03-17,46.09418487548828
2011-03-18,46.19245147705078
2011-03-21,47.15044021606445
2011-03-22,46.43194580078125
2011-03-23,46.09418487548828
2011-03-24,46.4810791015625
2011-03-25,46.99079513549805
2011-03-28,46.62230682373047
2011-03-29,47.20919418334961
2011-03-30,47.734283447265625
2011-03-31,48.16669845581055
2011-04-01,48.45087432861328
2011-04-04,48.555912017822266
2011-04-05,48.481773376464844
2011-04-06,48.48793411254883
2011-04-07,47.28948974609375
2011-04-08,46.8261833190918
2011-04-11,46.881771087646484
2011-04-12,47.04855728149414
2011-04-13,46.937374114990234
2011-04-14,47.820770263671875
2011-04-15,48.055519104003906
2011-04-18,47.19063949584961
2011-04-19,47.45008087158203
2011-04-20,48.03080749511719
2011-04-21,48.271724700927734
2011-04-25,48.45087432861328
