Date,C
2010-01-04,25.378522872924805
2010-01-05,26.348861694335938
2010-01-06,27.169937133789062
2010-01-07,27.244590759277344
2010-01-08,26.796716690063477
2010-01-11,27.095300674438477
2010-01-12,26.274227142333984
2010-01-13,26.124948501586914
2010-01-14,26.1995849609375
2010-01-15,25.527793884277344
2010-01-19,26.42351722717285
2010-01-20,25.826372146606445
2010-01-21,24.40816307067871
2010-01-22,24.258869171142578
2010-01-25,24.109588623046875
2010-01-26,23.512447357177734
2010-01-27,23.885662078857422
2010-01-28,24.184234619140625
2010-01-29,24.7813777923584
2010-02-01,24.930665969848633
2010-02-02,25.453153610229492
2010-02-03,25.154590606689453
2010-02-04,23.736377716064453
2010-02-05,24.034950256347656
2010-02-08,23.512447357177734
2010-02-09,23.736377716064453
2010-02-10,23.885662078857422
2010-02-11,23.96030044555664
2010-02-12,23.736377716064453
2010-02-16,24.706729888916016
2010-02-17,25.453153610229492
2010-02-18,25.602447509765625
2010-02-19,25.527793884277344
2010-02-22,25.826372146606445
2010-02-23,25.00530242919922
2010-02-24,25.751728057861328
2010-02-25,25.303876876831055
2010-02-26,25.378522872924805
2010-03-01,25.303876876831055
2010-03-02,25.378522872924805
2010-03-03,25.378522872924805
2010-03-04,25.602447509765625
2010-03-05,26.124948501586914
2010-03-08,26.57279396057129
2010-03-09,28.513513565063477
2010-03-10,29.55850601196289
2010-03-11,31.200664520263672
2010-03-12,29.633159637451172
2010-03-15,29.036012649536133
2010-03-16,30.230283737182617
2010-03-17,30.230283737182617
2010-03-18,30.00637435913086
2010-03-19,29.11065673828125
2010-03-22,30.15564727783203
2010-03-23,30.82744026184082
2010-03-24,30.97671890258789
2010-03-25,31.8724365234375
2010-03-26,32.170989990234375
2010-03-29,31.200664520263672
2010-03-30,30.52886390686035
2010-03-31,30.230283737182617
2010-04-01,31.200664520263672
2010-04-05,31.797779083251953
2010-04-06,32.021728515625
2010-04-07,32.54421615600586
2010-04-08,33.365272521972656
2010-04-09,33.96241760253906
2010-04-12,34.634220123291016
2010-04-13,34.48493194580078
2010-04-14,36.79884338378906
2010-04-15,35.90313720703125
2010-04-16,34.03705596923828
2010-04-19,36.42564392089844
2010-04-20,37.0974235534668
2010-04-21,36.79884338378906
2010-04-22,36.35099411010742
2010-04-23,36.276344299316406
2010-04-26,34.410282135009766
2010-04-27,32.39491653442383
2010-04-28,33.215999603271484
2010-04-29,34.03705596923828
2010-04-30,32.61886215209961
2010-05-03,32.91740798950195
2010-05-04,31.797779083251953
2010-05-05,31.200664520263672
2010-05-06,30.15564727783203
2010-05-07,29.85707664489746
2010-05-10,31.499225616455078
2010-05-11,31.12601089477539
2010-05-12,31.200664520263672
2010-05-13,30.52886390686035
2010-05-14,29.707796096801758
2010-05-17,28.812082290649414
2010-05-18,27.841726303100586
2010-05-19,28.43886375427246
2010-05-20,27.095300674438477
2010-05-21,27.991010665893555
2010-05-24,28.214948654174805
2010-05-25,28.214948654174805
2010-05-26,28.812082290649414
2010-05-27,30.00637435913086
2010-05-28,29.55850601196289
2010-06-01,28.737438201904297
2010-06-02,29.259939193725586
2010-06-03,29.55850601196289
2010-06-04,28.289588928222656
2010-06-07,27.169937133789062
2010-06-08,27.767080307006836
2010-06-09,28.886714935302734
2010-06-10,29.11065673828125
2010-06-11,28.961360931396484
2010-06-14,28.961360931396484
2010-06-15,29.782421112060547
2010-06-16,29.782421112060547
2010-06-17,29.55850601196289
2010-06-18,29.931720733642578
2010-06-21,30.00637435913086
2010-06-22,29.40921974182129
2010-06-23,29.036012649536133
2010-06-24,28.214948654174805
2010-06-25,29.40921974182129
2010-06-28,29.85707664489746
2010-06-29,27.841726303100586
2010-06-30,28.0656681060791
2010-07-01,28.214948654174805
2010-07-02,28.289588928222656
2010-07-06,28.289588928222656
2010-07-07,29.11065673828125
2010-07-08,29.633159637451172
2010-07-09,30.15564727783203
2010-07-12,30.67815399169922
2010-07-13,32.09636306762695
2010-07-14,31.424585342407227
2010-07-15,31.05137062072754
2010-07-16,29.11065673828125
2010-07-19,29.707796096801758
2010-07-20,29.782421112060547
2010-07-21,29.40921974182129
2010-07-22,30.52886390686035
2010-07-23,30.00637435913086
2010-07-26,30.97671890258789
2010-07-27,31.05137062072754
2010-07-28,30.52886390686035
2010-07-29,30.7528018951416
2010-07-30,30.603513717651367
2010-08-02,31.27529525756836
2010-08-03,30.82744026184082
2010-08-04,30.90207290649414
2010-08-05,30.603513717651367
2010-08-06,30.304927825927734
2010-08-09,30.454221725463867
2010-08-10,29.85707664489746
2010-08-11,28.737438201904297
2010-08-12,28.886714935302734
2010-08-13,28.961360931396484
2010-08-16,28.886714935302734
2010-08-17,28.737438201904297
2010-08-18,28.812082290649414
2010-08-19,28.289588928222656
2010-08-20,27.991010665893555
2010-08-23,27.991010665893555
2010-08-24,27.692445755004883
2010-08-25,27.468509674072266
2010-08-26,27.319217681884766
2010-08-27,28.0656681060791
2010-08-30,27.393863677978516
2010-08-31,27.692445755004883
2010-09-01,28.737438201904297
2010-09-02,28.961360931396484
2010-09-03,29.185300827026367
2010-09-07,28.588151931762695
2010-09-08,28.662797927856445
2010-09-09,29.185300827026367
2010-09-10,29.185300827026367
2010-09-13,29.782421112060547
2010-09-14,29.40921974182129
2010-09-15,29.259939193725586
2010-09-16,29.633159637451172
2010-09-17,29.483863830566406
2010-09-20,29.782421112060547
2010-09-21,29.40921974182129
2010-09-22,28.961360931396484
2010-09-23,28.364225387573242
2010-09-24,29.11065673828125
2010-09-27,28.886714935302734
2010-09-28,28.961360931396484
2010-09-29,29.259939193725586
2010-09-30,29.185300827026367
2010-10-01,30.52886390686035
2010-10-04,30.080995559692383
2010-10-05,30.82744026184082
2010-10-06,30.603513717651367
2010-10-07,31.200664520263672
2010-10-08,31.27529525756836
2010-10-11,31.200664520263672
2010-10-12,31.648508071899414
2010-10-13,31.72314453125
2010-10-14,30.304927825927734
2010-10-15,29.483863830566406
2010-10-18,31.12601089477539
2010-10-19,30.304927825927734
2010-10-20,30.67815399169922
2010-10-21,30.379581451416016
2010-10-22,30.67815399169922
2010-10-25,31.424585342407227
2010-10-26,31.200664520263672
2010-10-27,31.12601089477539
2010-10-28,31.12601089477539
2010-10-29,31.12601089477539
2010-11-01,30.97671890258789
2010-11-02,31.12601089477539
2010-11-03,31.27529525756836
2010-11-04,32.32026672363281
2010-11-05,33.51457214355469
2010-11-08,33.141353607177734
2010-11-09,32.09636306762695
2010-11-10,32.99207305908203
2010-11-11,32.54421615600586
2010-11-12,32.021728515625
2010-11-15,32.24563980102539
2010-11-16,31.499225616455078
2010-11-17,31.27529525756836
2010-11-18,32.09636306762695
2010-11-19,31.8724365234375
2010-11-22,31.200664520263672
2010-11-23,30.603513717651367
2010-11-24,31.12601089477539
2010-11-26,30.67815399169922
2010-11-29,30.97671890258789
2010-11-30,31.349931716918945
2010-12-01,32.09636306762695
2010-12-02,32.99207305908203
2010-12-03,33.215999603271484
2010-12-06,33.215999603271484
2010-12-07,34.48493194580078
2010-12-08,34.634220123291016
2010-12-09,35.007408142089844
2010-12-10,35.60456085205078
2010-12-13,35.90313720703125
2010-12-14,35.007408142089844
2010-12-15,34.26101303100586
2010-12-16,34.26101303100586
2010-12-17,35.082061767578125
2010-12-20,35.15671157836914
2010-12-21,35.38063430786133
2010-12-22,35.305999755859375
2010-12-23,34.93280029296875
2010-12-27,35.60456085205078
2010-12-28,35.6792106628418
2010-12-29,35.60456085205078
2010-12-30,35.52992630004883
2010-12-31,35.305999755859375
2011-01-03,36.574920654296875
2011-01-04,36.574920654296875
2011-01-05,37.0974235534668
2011-01-06,36.94812774658203
2011-01-07,36.87350082397461
2011-01-10,36.64956283569336
2011-01-11,36.87350082397461
2011-01-12,37.918495178222656
2011-01-13,37.61991500854492
2011-01-14,38.29170227050781
2011-01-18,35.82849884033203
2011-01-19,35.52992630004883
2011-01-20,35.82849884033203
2011-01-21,36.500267028808594
2011-01-24,36.276344299316406
2011-01-25,35.977787017822266
2011-01-26,35.90313720703125
2011-01-27,36.05242919921875
2011-01-28,35.23134994506836
2011-01-31,35.977787017822266
2011-02-01,36.574920654296875
2011-02-02,36.20170593261719
2011-02-03,35.90313720703125
2011-02-04,35.977787017822266
2011-02-07,36.574920654296875
2011-02-08,36.500267028808594
2011-02-09,36.12705612182617
2011-02-10,35.6792106628418
2011-02-11,36.42564392089844
2011-02-14,36.64956283569336
2011-02-15,36.64956283569336
2011-02-16,36.574920654296875
2011-02-17,36.87350082397461
2011-02-18,36.64956283569336
2011-02-22,35.007408142089844
2011-02-23,35.082061767578125
2011-02-24,35.007408142089844
2011-02-25,35.082061767578125
2011-02-28,34.93280029296875
2011-03-01,34.11170959472656
2011-03-02,34.335628509521484
2011-03-03,34.93280029296875
2011-03-04,33.88779067993164
2011-03-07,33.738494873046875
2011-03-08,34.634220123291016
2011-03-09,34.70885467529297
2011-03-10,33.88779067993164
2011-03-11,34.11170959472656
2011-03-14,33.88779067993164
2011-03-15,33.141353607177734
2011-03-16,32.768150329589844
2011-03-17,33.215999603271484
2011-03-18,33.5892219543457
2011-03-21,33.06669998168945
2011-03-22,32.99207305908203
2011-03-23,32.8427848815918
2011-03-24,33.06669998168945
2011-03-25,33.290645599365234
2011-03-28,33.06669998168945
2011-03-29,33.215999603271484
2011-03-30,33.215999603271484
2011-03-31,32.99207305908203
2011-04-01,33.215999603271484
2011-04-04,33.06669998168945
2011-04-05,33.365272521972656
2011-04-06,34.26101303100586
2011-04-07,34.18635559082031
2011-04-08,34.03705596923828
2011-04-11,33.813148498535156
2011-04-12,33.96241760253906
2011-04-13,33.5892219543457
2011-04-14,33.06669998168945
2011-04-15,32.99207305908203
2011-04-18,32.99207305908203
2011-04-19,33.813148498535156
2011-04-20,34.11170959472656
2011-04-21,33.96241760253906
2011-04-25,33.738494873046875
2011-04-26,33.663848876953125
2011-04-27,33.663848876953125
2011-04-28,34.26101303100586
2011-04-29,34.26101303100586
2011-05-02,33.51457214355469
2011-05-03,33.738494873046875
2011-05-04,33.738494873046875
2011-05-05,33.43993377685547
2011-05-06,33.738494873046875
2011-05-09,32.962215423583984
2011-05-10,32.99207305908203
2011-05-11,32.03664016723633
2011-05-12,31.66342544555664
2011-05-13,30.999114990234375
2011-05-16,30.745325088500977
2011-05-17,31.00657844543457
2011-05-18,30.782651901245117
2011-05-19,30.887147903442383
2011-05-20,30.618431091308594
2011-05-23,29.976503372192383
2011-05-24,30.237754821777344
2011-05-25,30.1108455657959
2011-05-26,30.0286922454834
2011-05-27,30.588668823242188
2011-05-31,30.72305679321289
2011-06-01,29.603137969970703
2011-06-02,29.871923446655273
2011-06-03,29.752460479736328
2011-06-06,28.42348861694336
2011-06-07,28.05765724182129
2011-06-08,27.482759475708008
2011-06-09,28.199508666992188
2011-06-10,28.31149673461914
2011-06-13,29.24476432800293
2011-06-14,28.95358657836914
2011-06-15,28.371232986450195
2011-06-16,28.094974517822266
2011-06-17,28.5952091217041
2011-06-20,28.49068832397461
2011-06-21,29.349279403686523
2011-06-22,29.49860954284668
2011-06-23,29.423946380615234
2011-06-24,29.5583438873291
2011-06-27,29.856971740722656
2011-06-28,29.976451873779297
2011-06-29,30.98436164855957
2011-06-30,31.088884353637695
2011-07-01,32.014686584472656
2011-07-05,31.783246994018555
2011-07-06,31.365129470825195
2011-07-07,31.828035354614258
2011-07-08,31.380069732666016
2011-07-11,29.707643508911133
2011-07-12,29.170108795166016
2011-07-13,29.468751907348633
2011-07-14,29.132770538330078
2011-07-15,28.65494155883789
2011-07-18,28.17711067199707
2011-07-19,28.386154174804688
2011-07-20,28.834117889404297
2011-07-21,30.103364944458008
2011-07-22,30.058565139770508
2011-07-25,29.797250747680664
2011-07-26,29.655391693115234
2011-07-27,28.57280921936035
2011-07-28,28.513072967529297
2011-07-29,28.632556915283203
2011-08-01,28.737110137939453
2011-08-02,27.661712646484375
2011-08-03,27.826005935668945
2011-08-04,25.9963321685791
2011-08-05,24.97321128845215
2011-08-08,20.873247146606445
2011-08-09,23.763381958007812
2011-08-10,21.27651596069336
2011-08-11,22.620763778686523
2011-08-12,22.29216957092285
2011-08-15,23.352636337280273
2011-08-16,22.35938262939453
2011-08-17,22.29216957092285
2011-08-18,20.89564323425293
2011-08-19,19.992006301879883
2011-08-22,19.461772918701172
2011-08-23,20.402746200561523
2011-08-24,21.246646881103516
2011-08-25,22.27723503112793
2011-08-26,22.28470230102539
2011-08-29,23.367572784423828
2011-08-30,23.106189727783203
2011-08-31,23.188343048095703
2011-09-01,22.404191970825195
2011-09-02,21.209304809570312
2011-09-06,20.686542510986328
2011-09-07,21.642446517944336
2011-09-08,20.89564323425293
2011-09-09,19.969602584838867
2011-09-12,20.13389778137207
2011-09-13,20.201114654541016
2011-09-14,20.45502471923828
2011-09-15,21.351194381713867
2011-09-16,21.64991569519043
2011-09-19,20.694007873535156
2011-09-20,20.111495971679688
2011-09-21,19.05849838256836
2011-09-22,17.89348030090332
2011-09-23,18.655221939086914
2011-09-26,19.954669952392578
2011-09-27,20.15630531311035
2011-09-28,19.357234954833984
2011-09-29,20.08909797668457
2011-09-30,19.133180618286133
2011-10-03,17.258697509765625
2011-10-04,18.214597702026367
2011-10-05,18.453584671020508
2011-10-06,19.431903839111328
2011-10-07,18.393840789794922
2011-10-10,19.782901763916016
2011-10-11,20.791091918945312
2011-10-12,21.806751251220703
2011-10-13,20.641733169555664
2011-10-14,21.209304809570312
2011-10-17,20.858306884765625
2011-10-18,22.31456756591797
2011-10-19,21.948644638061523
2011-10-20,22.463937759399414
2011-10-21,22.62823486328125
2011-10-24,23.599082946777344
2011-10-25,23.07631492614746
2011-10-26,23.263029098510742
2011-10-27,25.518367767333984
2011-10-28,25.510906219482422
2011-10-31,23.591617584228516
2011-11-01,21.784339904785156
2011-11-02,22.27723503112793
2011-11-03,22.994413375854492
2011-11-04,22.665706634521484
2011-11-07,22.822589874267578
2011-11-08,23.472524642944336
2011-11-09,21.55259132385254
2011-11-10,21.38823890686035
2011-11-11,21.911178588867188
2011-11-14,21.20147132873535
2011-11-15,20.932527542114258
2011-11-16,20.06594467163086
2011-11-17,19.423477172851562
2011-11-18,19.632654190063477
2011-11-21,18.676420211791992
2011-11-22,18.27300453186035
2011-11-23,17.56330680847168
2011-11-25,17.6529483795166
