Date,PKG
2010-01-04,14.740409851074219
2010-01-05,14.929479598999023
2010-01-06,14.853845596313477
2010-01-07,14.746718406677246
2010-01-08,15.723533630371094
2010-01-11,15.156346321105957
2010-01-12,14.954684257507324
2010-01-13,15.074426651000977
2010-01-14,14.879056930541992
2010-01-15,14.639582633972168
2010-01-19,15.024009704589844
2010-01-20,14.469427108764648
2010-01-21,13.66907024383545
2010-01-22,13.385475158691406
2010-01-25,13.574539184570312
2010-01-26,14.374890327453613
2010-01-27,14.129122734069824
2010-01-28,13.79511547088623
2010-01-29,13.889641761779785
2010-02-01,14.028285026550293
2010-02-02,14.034587860107422
2010-02-03,13.675372123718262
2010-02-04,13.196423530578613
2010-02-05,13.480009078979492
2010-02-08,13.467405319213867
2010-02-09,13.593443870544434
2010-02-10,13.398079872131348
2010-02-11,13.549332618713379
2010-02-12,13.612353324890137
2010-02-16,14.015678405761719
2010-02-17,14.15432357788086
2010-02-18,14.425312995910645
2010-02-19,14.3181734085083
2010-02-22,14.15432357788086
2010-02-23,14.702604293823242
2010-02-24,14.929479598999023
2010-02-25,15.219369888305664
2010-02-26,14.998791694641113
2010-03-01,15.370611190795898
2010-03-02,15.358007431030273
2010-03-03,15.452542304992676
2010-03-04,15.376914978027344
2010-03-05,15.509260177612305
2010-03-08,15.439932823181152
2010-03-09,15.358007431030273
2010-03-10,15.30759334564209
2010-03-11,15.396369934082031
2010-03-12,15.402708053588867
2010-03-15,15.447103500366211
2010-03-16,15.878299713134766
2010-03-17,16.14463233947754
2010-03-18,16.03682518005371
2010-03-19,15.713433265686035
2010-03-22,15.897324562072754
2010-03-23,16.017803192138672
2010-03-24,15.852932929992676
2010-03-25,15.43441390991211
2010-03-26,15.415400505065918
2010-03-29,15.592949867248535
2010-03-30,15.611966133117676
2010-03-31,15.605630874633789
2010-04-01,15.707090377807617
2010-04-05,15.979759216308594
2010-04-06,15.91000747680664
2010-04-07,15.535871505737305
2010-04-08,15.64368724822998
2010-04-09,15.783175468444824
2010-04-12,15.43441390991211
2010-04-13,15.415400505065918
2010-04-14,15.757822036743164
2010-04-15,15.776838302612305
2010-04-16,16.055849075317383
2010-04-19,15.650015830993652
2010-04-20,15.688063621520996
2010-04-21,16.043170928955078
2010-04-22,16.290475845336914
2010-04-23,16.645586013793945
2010-04-26,16.360225677490234
2010-04-27,15.852932929992676
2010-04-28,15.713433265686035
2010-04-29,16.011465072631836
2010-04-30,15.681715965270996
2010-05-03,15.986104011535645
2010-05-04,15.351981163024902
2010-05-05,15.13638687133789
2010-05-06,14.337393760681152
2010-05-07,14.039362907409668
2010-05-10,14.413492202758789
2010-05-11,14.400809288024902
2010-05-12,14.914438247680664
2010-05-13,14.800302505493164
2010-05-14,14.565680503845215
2010-05-17,14.470563888549805
2010-05-18,14.514951705932617
2010-05-19,14.229593276977539
2010-05-20,13.49402141571045
2010-05-21,13.576455116271973
2010-05-24,13.329144477844238
2010-05-25,13.062814712524414
2010-05-26,13.272077560424805
2010-05-27,14.090089797973633
2010-05-28,14.039362907409668
2010-06-01,13.487677574157715
2010-06-02,13.893509864807129
2010-06-03,14.039362907409668
2010-06-04,13.468650817871094
2010-06-07,13.05013656616211
2010-06-08,13.189640998840332
2010-06-09,13.189640998840332
2010-06-10,13.633523941040039
2010-06-11,14.291247367858887
2010-06-14,14.406196594238281
2010-06-15,15.006452560424805
2010-06-16,14.878741264343262
2010-06-17,14.846808433532715
2010-06-18,14.85958194732666
2010-06-21,15.012845993041992
2010-06-22,14.559450149536133
2010-06-23,14.444513320922852
2010-06-24,14.150769233703613
2010-06-25,14.252939224243164
2010-06-28,14.125226974487305
2010-06-29,13.876184463500977
2010-06-30,14.061372756958008
2010-07-01,14.099684715270996
2010-07-02,13.703763961791992
2010-07-06,13.620750427246094
2010-07-07,14.061372756958008
2010-07-08,14.131611824035645
2010-07-09,14.335952758789062
2010-07-12,13.940038681030273
2010-07-13,14.559450149536133
2010-07-14,14.59138298034668
2010-07-15,14.751029014587402
2010-07-16,14.521140098571777
2010-07-19,14.63608169555664
2010-07-20,15.772747993469238
2010-07-21,15.530080795288086
2010-07-22,15.638640403747559
2010-07-23,16.009014129638672
2010-07-26,16.2388973236084
2010-07-27,15.817442893981934
2010-07-28,15.459839820861816
2010-07-29,15.287431716918945
2010-07-30,15.3257417678833
2010-08-02,15.98985767364502
2010-08-03,15.555631637573242
2010-08-04,15.64502239227295
2010-08-05,15.555631637573242
2010-08-06,15.351288795471191
2010-08-09,15.542852401733398
2010-08-10,15.332124710083008
2010-08-11,14.782955169677734
2010-08-12,14.85958194732666
2010-08-13,14.699941635131836
2010-08-16,14.616929054260254
2010-08-17,15.255497932434082
2010-08-18,14.936209678649902
2010-08-19,14.59138298034668
2010-08-20,14.725482940673828
2010-08-23,14.304022789001465
2010-08-24,14.150769233703613
2010-08-25,14.399808883666992
2010-08-26,14.252939224243164
2010-08-27,14.6488618850708
2010-08-30,14.240165710449219
2010-08-31,14.233783721923828
2010-09-01,14.802105903625488
2010-09-02,15.13416862487793
2010-09-03,15.338521003723145
2010-09-07,15.14693832397461
2010-09-08,14.85958194732666
2010-09-09,15.000064849853516
2010-09-10,15.115011215209961
2010-09-13,15.339938163757324
2010-09-14,15.192126274108887
2010-09-15,15.449190139770508
2010-09-16,15.532732963562012
2010-09-17,15.648407936096191
2010-09-20,14.902939796447754
2010-09-21,14.67159652709961
2010-09-22,14.395248413085938
2010-09-23,14.401670455932617
2010-09-24,14.806550025939941
2010-09-27,14.915794372558594
2010-09-28,15.005767822265625
2010-09-29,14.922222137451172
2010-09-30,14.890092849731445
2010-10-01,14.992905616760254
2010-10-04,14.72299861907959
2010-10-05,15.121444702148438
2010-10-06,15.057171821594238
2010-10-07,14.87723445892334
2010-10-08,14.735855102539062
2010-10-11,14.941499710083008
2010-10-12,14.87723445892334
2010-10-13,15.294952392578125
2010-10-14,15.35921859741211
2010-10-15,15.5263032913208
2010-10-18,15.648407936096191
2010-10-19,14.935066223144531
2010-10-20,15.37207317352295
2010-10-21,15.192126274108887
2010-10-22,15.487747192382812
2010-10-25,15.667684555053711
2010-10-26,15.64198112487793
2010-10-27,15.719099044799805
2010-10-28,15.77051067352295
2010-10-29,15.699819564819336
2010-11-01,15.899033546447754
2010-11-02,16.053268432617188
2010-11-03,15.995430946350098
2010-11-04,16.458139419555664
2010-11-05,16.66379165649414
2010-11-08,16.541683197021484
2010-11-09,16.252492904663086
2010-11-10,16.310333251953125
2010-11-11,16.432430267333984
2010-11-12,16.143245697021484
2010-11-15,16.11111068725586
2010-11-16,16.053268432617188
2010-11-17,15.97615909576416
2010-11-18,16.284626007080078
2010-11-19,16.41315269470215
2010-11-22,16.86300277709961
2010-11-23,16.586673736572266
2010-11-24,16.869428634643555
2010-11-26,16.766613006591797
2010-11-29,16.798744201660156
2010-11-30,16.483844757080078
2010-12-01,16.824447631835938
2010-12-02,17.287160873413086
2010-12-03,17.197179794311523
2010-12-06,17.017236709594727
2010-12-07,16.869428634643555
2010-12-08,16.933698654174805
2010-12-09,17.094358444213867
2010-12-10,17.094358444213867
2010-12-13,17.191303253173828
2010-12-14,17.31410026550293
2010-12-15,16.713048934936523
2010-12-16,16.732437133789062
2010-12-17,16.674274444580078
2010-12-20,16.654882431030273
2010-12-21,16.790603637695312
2010-12-22,16.738901138305664
2010-12-23,16.629030227661133
2010-12-27,16.654882431030273
2010-12-28,16.69366455078125
2010-12-29,16.70658302307129
2010-12-30,16.751829147338867
2010-12-31,16.70012664794922
2011-01-03,17.04911231994629
2011-01-04,16.94571304321289
2011-01-05,17.507978439331055
2011-01-06,17.611391067504883
2011-01-07,17.77942657470703
2011-01-10,17.93454360961914
2011-01-11,18.14134407043457
2011-01-12,18.425718307495117
2011-01-13,18.393394470214844
2011-01-14,18.509729385375977
2011-01-18,18.36109161376953
2011-01-19,18.393394470214844
2011-01-20,17.97331428527832
2011-01-21,18.348159790039062
2011-01-24,18.671302795410156
2011-01-25,18.044403076171875
2011-01-26,18.451570510864258
2011-01-27,18.632530212402344
2011-01-28,18.109025955200195
2011-01-31,18.257678985595703
2011-02-01,18.374013900756836
2011-02-02,18.574365615844727
2011-02-03,18.587284088134766
2011-02-04,18.451570510864258
2011-02-07,18.574365615844727
2011-02-08,18.664838790893555
2011-02-09,18.729463577270508
2011-02-10,18.548507690429688
2011-02-11,18.800565719604492
2011-02-14,18.839340209960938
2011-02-15,19.039690017700195
2011-02-16,19.563186645507812
2011-02-17,19.51148796081543
2011-02-18,19.35637855529785
2011-02-22,18.729463577270508
2011-02-23,18.613140106201172
2011-02-24,18.645458221435547
2011-02-25,18.794103622436523
2011-02-28,18.60667610168457
2011-03-01,18.128419876098633
2011-03-02,18.19951629638672
2011-03-03,18.59375
2011-03-04,18.529117584228516
2011-03-07,18.33523941040039
2011-03-08,18.264141082763672
2011-03-09,18.257678985595703
2011-03-10,17.798816680908203
2011-03-11,17.83787727355957
2011-03-14,17.77277374267578
2011-03-15,17.798809051513672
2011-03-16,17.5644474029541
2011-03-17,17.583984375
2011-03-18,17.766265869140625
2011-03-21,18.117813110351562
2011-03-22,17.92902374267578
2011-03-23,17.98760986328125
2011-03-24,18.013648986816406
2011-03-25,18.07224464416504
2011-03-28,18.05921745300293
2011-03-29,18.29359245300293
2011-03-30,18.749303817749023
2011-03-31,18.807891845703125
