Date,MAC
2010-01-04,15.375104904174805
2010-01-05,15.194175720214844
2010-01-06,14.71314811706543
2010-01-07,14.770515441894531
2010-01-08,14.492501258850098
2010-01-11,14.532212257385254
2010-01-12,14.223299980163574
2010-01-13,14.558691024780273
2010-01-14,14.68226146697998
2010-01-15,14.46601676940918
2010-01-19,15.066195487976074
2010-01-20,14.872023582458496
2010-01-21,14.289497375488281
2010-01-22,13.923212051391602
2010-01-25,14.298325538635254
2010-01-26,13.84378433227539
2010-01-27,14.095322608947754
2010-01-28,13.720213890075684
2010-01-29,13.614295959472656
2010-02-01,13.879079818725586
2010-02-02,14.121801376342773
2010-02-03,13.804054260253906
2010-02-04,13.314210891723633
2010-02-05,13.81729793548584
2010-02-08,13.495140075683594
2010-02-09,13.459842681884766
2010-02-10,13.490740776062012
2010-02-11,13.437859535217285
2010-02-12,13.83242416381836
2010-02-16,14.348064422607422
2010-02-17,15.101335525512695
2010-02-18,15.271720886230469
2010-02-19,15.083396911621094
2010-02-22,14.962335586547852
2010-02-23,15.096846580505371
2010-02-24,15.738024711608887
2010-02-25,16.08327865600586
2010-02-26,15.980151176452637
2010-03-01,16.110187530517578
2010-03-02,16.49578857421875
2010-03-03,16.276081085205078
2010-03-04,16.338848114013672
2010-03-05,17.298381805419922
2010-03-08,17.40151596069336
2010-03-09,17.30734634399414
2010-03-10,17.101091384887695
2010-03-11,17.31182861328125
2010-03-12,17.57188606262207
2010-03-15,17.536022186279297
2010-03-16,18.36103057861328
2010-03-17,18.414840698242188
2010-03-18,17.970943450927734
2010-03-19,17.66604995727539
2010-03-22,17.944040298461914
2010-03-23,17.603269577026367
2010-03-24,17.576374053955078
2010-03-25,17.76020622253418
2010-03-26,17.612247467041016
2010-03-29,17.769176483154297
2010-03-30,17.450828552246094
2010-03-31,17.177326202392578
2010-04-01,17.38357162475586
2010-04-05,18.12787437438965
2010-04-06,19.042560577392578
2010-04-07,18.14581871032715
2010-04-08,18.065099716186523
2010-04-09,18.827350616455078
2010-04-12,18.786996841430664
2010-04-13,19.508880615234375
2010-04-14,19.607526779174805
2010-04-15,18.33861541748047
2010-04-16,17.85885238647461
2010-04-19,17.99785041809082
2010-04-20,18.26688003540039
2010-04-21,18.75560188293457
2010-04-22,19.387807846069336
2010-04-23,20.176958084106445
2010-04-26,20.396671295166016
2010-04-27,19.36091423034668
2010-04-28,19.513364791870117
2010-04-29,20.450468063354492
2010-04-30,20.046932220458984
2010-05-03,20.84952735900879
2010-05-04,19.930362701416016
2010-05-05,19.782384872436523
2010-05-06,18.866287231445312
2010-05-07,18.480798721313477
2010-05-10,20.009143829345703
2010-05-11,20.12706756591797
2010-05-12,20.63047218322754
2010-05-13,20.10892105102539
2010-05-14,19.641803741455078
2010-05-17,19.746109008789062
2010-05-18,19.215496063232422
2010-05-19,18.839073181152344
2010-05-20,17.90483283996582
2010-05-21,18.290315628051758
2010-05-24,18.208688735961914
2010-05-25,17.673540115356445
2010-05-26,17.80051612854004
2010-05-27,18.78919219970703
2010-05-28,18.757436752319336
2010-06-01,18.108911514282227
2010-06-02,18.299386978149414
2010-06-03,18.272174835205078
2010-06-04,17.147462844848633
2010-06-07,16.775575637817383
2010-06-08,17.05222511291504
2010-06-09,17.369680404663086
2010-06-10,18.113452911376953
2010-06-11,18.57604217529297
2010-06-14,18.87082290649414
2010-06-15,19.600982666015625
2010-06-16,19.07489776611328
2010-06-17,19.070363998413086
2010-06-18,19.460399627685547
2010-06-21,19.170141220092773
2010-06-22,18.376489639282227
2010-06-23,18.308462142944336
2010-06-24,17.664470672607422
2010-06-25,18.263107299804688
2010-06-28,17.83680534362793
2010-06-29,16.888954162597656
2010-06-30,16.925235748291016
2010-07-01,16.875349044799805
2010-07-02,16.594167709350586
2010-07-06,16.30391502380371
2010-07-07,17.546550750732422
2010-07-08,17.650859832763672
2010-07-09,17.95018196105957
2010-07-12,17.723426818847656
2010-07-13,18.14065933227539
2010-07-14,17.99100112915039
2010-07-15,17.868549346923828
2010-07-16,17.011402130126953
2010-07-19,17.523874282836914
2010-07-20,17.714351654052734
2010-07-21,17.274446487426758
2010-07-22,17.945646286010742
2010-07-23,18.195085525512695
2010-07-26,18.77104377746582
2010-07-27,18.444515228271484
2010-07-28,18.57149887084961
2010-07-29,18.612321853637695
2010-07-30,18.798255920410156
2010-08-02,19.64632797241211
2010-08-03,19.188283920288086
2010-08-04,19.13385772705078
2010-08-05,18.77104377746582
2010-08-06,18.92523956298828
2010-08-09,18.934314727783203
