Date,ATRO
2010-01-04,2.833326578140259
2010-01-05,2.7505342960357666
2010-01-06,2.670809268951416
2010-01-07,2.6953399181365967
2010-01-08,2.713738441467285
2010-01-11,2.686140775680542
2010-01-12,2.686140775680542
2010-01-13,2.6953399181365967
2010-01-14,2.591083288192749
2010-01-15,2.492959499359131
2010-01-19,2.443897247314453
2010-01-20,2.4224326610565186
2010-01-21,2.3120436668395996
2010-01-22,2.318176746368408
2010-01-25,2.3120436668395996
2010-01-26,2.302844524383545
2010-01-27,2.358038902282715
2010-01-28,2.453096628189087
2010-01-29,2.483760118484497
2010-02-01,2.6002824306488037
2010-02-02,2.4714949131011963
2010-02-03,2.3764374256134033
2010-02-04,2.2752468585968018
2010-02-05,2.3273751735687256
2010-02-08,2.3151097297668457
2010-02-09,2.4561634063720703
2010-02-10,2.4071013927459717
2010-02-11,2.48069429397583
2010-02-12,2.508291006088257
2010-02-16,2.4868264198303223
2010-02-17,2.5144240856170654
2010-02-18,2.575751781463623
2010-02-19,2.535888671875
2010-02-22,2.532822608947754
2010-02-23,2.676941394805908
2010-02-24,2.5512211322784424
2010-02-25,2.575751781463623
2010-02-26,2.6892075538635254
2010-03-01,2.726003885269165
2010-03-02,2.7076053619384766
2010-03-03,2.7076053619384766
2010-03-04,2.729069948196411
2010-03-05,2.824127435684204
2010-03-08,2.8149280548095703
2010-03-09,2.8302605152130127
2010-03-10,2.833326578140259
2010-03-11,2.876255750656128
2010-03-12,2.9007863998413086
2010-03-15,2.9069197177886963
2010-03-16,2.9222512245178223
2010-03-17,2.879321813583374
2010-03-18,2.860924482345581
2010-03-19,2.8823888301849365
2010-03-22,3.0050432682037354
2010-03-23,3.0326409339904785
2010-03-24,2.9467825889587402
2010-03-25,2.928384304046631
2010-03-26,2.974379539489746
2010-03-29,2.9897117614746094
2010-03-30,2.9897117614746094
2010-03-31,3.0081100463867188
2010-04-01,3.0817031860351562
2010-04-05,3.152229070663452
2010-04-06,3.541658639907837
2010-04-07,3.924954891204834
2010-04-08,3.9494853019714355
2010-04-09,3.9004242420196533
2010-04-12,3.8666939735412598
2010-04-13,3.872826337814331
2010-04-14,3.869760274887085
2010-04-15,3.8942909240722656
2010-04-16,3.872826337814331
2010-04-19,3.8666939735412598
2010-04-20,4.096671104431152
2010-04-21,4.185596942901611
2010-04-22,4.1518659591674805
2010-04-23,4.228525638580322
2010-04-26,4.292919635772705
2010-04-27,4.22545862197876
2010-04-28,4.311317443847656
2010-04-29,4.427839279174805
2010-04-30,4.433972358703613
2010-05-03,4.461569786071777
2010-05-04,4.391043186187744
2010-05-05,4.740609169006348
2010-05-06,4.979785919189453
2010-05-07,4.76820707321167
2010-05-10,5.117772579193115
2010-05-11,5.2833571434021
2010-05-12,5.442808151245117
2010-05-13,5.320154190063477
2010-05-14,5.323220252990723
2010-05-17,5.163768768310547
2010-05-18,5.142303943634033
2010-05-19,5.160702705383301
2010-05-20,4.832601070404053
2010-05-21,4.8632636070251465
2010-05-24,4.9031267166137695
2010-05-25,4.875529766082764
2010-05-26,4.777405738830566
2010-05-27,5.12697172164917
2010-05-28,5.194432735443115
2010-06-01,5.019649028778076
2010-06-02,5.45200777053833
2010-06-03,5.237361431121826
2010-06-04,4.970587730407715
2010-06-07,4.964454650878906
2010-06-08,4.706879615783691
2010-06-09,4.703812599182129
2010-06-10,4.808069705963135
2010-06-11,4.890861511230469
2010-06-14,5.031914234161377
2010-06-15,5.209764003753662
2010-06-16,5.163768768310547
2010-06-17,5.25882625579834
2010-06-18,5.488803386688232
2010-06-21,5.277224540710449
2010-06-22,5.163768768310547
2010-06-23,5.200564861297607
2010-06-24,5.1055073738098145
2010-06-25,5.485737323760986
2010-06-28,5.3937458992004395
2010-06-29,5.2680253982543945
2010-06-30,5.01658296585083
2010-07-01,4.79273796081543
2010-07-02,4.970587730407715
2010-07-06,4.8203349113464355
2010-07-07,4.918459415435791
2010-07-08,4.9981842041015625
2010-07-09,5.0104498863220215
2010-07-12,4.896994590759277
2010-07-13,4.9981842041015625
2010-07-14,4.99205207824707
2010-07-15,4.909259796142578
2010-07-16,4.538228988647461
2010-07-19,4.231591701507568
2010-07-20,4.299051761627197
2010-07-21,4.249990463256836
2010-07-22,4.427839279174805
2010-07-23,4.697680473327637
2010-07-26,5.019649028778076
2010-07-27,4.936856746673584
2010-07-28,4.79273796081543
2010-07-29,4.801937103271484
2010-07-30,4.906193733215332
2010-08-02,5.025782108306885
2010-08-03,5.065645217895508
2010-08-04,5.412144660949707
2010-08-05,5.36921501159668
2010-08-06,5.286423206329346
2010-08-09,5.522534370422363
2010-08-10,5.3937458992004395
2010-08-11,5.117772579193115
2010-08-12,5.022716045379639
2010-08-13,4.995118141174316
2010-08-16,4.9031267166137695
2010-08-17,5.1055073738098145
2010-08-18,4.906193733215332
2010-08-19,4.654751300811768
2010-08-20,4.544361591339111
2010-08-23,4.317450523376465
2010-08-24,4.157999038696289
2010-08-25,4.522896766662598
2010-08-26,4.30211877822876
2010-08-27,4.547428607940674
2010-08-30,4.433972358703613
2010-08-31,4.535162925720215
2010-09-01,4.854065418243408
2010-09-02,4.639419078826904
2010-09-03,5.10244083404541
2010-09-07,4.933790683746338
2010-09-08,4.697680473327637
2010-09-09,4.82953405380249
2010-09-10,5.062578201293945
2010-09-13,5.117772579193115
2010-09-14,5.07177734375
2010-09-15,5.117772579193115
2010-09-16,5.059512138366699
2010-09-17,5.215897083282471
2010-09-20,5.240427494049072
2010-09-21,5.218963623046875
2010-09-22,5.255759239196777
2010-09-23,5.191365718841553
2010-09-24,5.4336090087890625
2010-09-27,5.320154190063477
2010-09-28,5.341618537902832
2010-09-29,5.347751140594482
2010-09-30,5.3508172035217285
2010-10-01,5.461206912994385
2010-10-04,5.36921501159668
2010-10-05,5.890498161315918
2010-10-06,5.7586445808410645
2010-10-07,5.678918838500977
2010-10-08,5.795440673828125
2010-10-11,5.795440673828125
2010-10-12,5.80463981628418
2010-10-13,6.053016662597656
2010-10-14,6.132741451263428
2010-10-15,6.117410182952881
2010-10-18,6.307525157928467
2010-10-19,6.43937873840332
2010-10-20,6.399515628814697
2010-10-21,6.255397319793701
2010-10-22,6.191003322601318
2010-10-25,6.258463382720947
2010-10-26,6.27072811126709
2010-10-27,6.289126873016357
2010-10-28,6.258463382720947
2010-10-29,6.393383502960205
2010-11-01,6.301392078399658
