Date,INDB
2010-01-04,13.82995319366455
2010-01-05,13.686574935913086
2010-01-06,13.725675582885742
2010-01-07,13.81692123413086
2010-01-08,13.901647567749023
2010-01-11,13.869065284729004
2010-01-12,13.888611793518066
2010-01-13,13.921195983886719
2010-01-14,14.175375938415527
2010-01-15,13.966814994812012
2010-01-19,14.32528018951416
2010-01-20,14.194937705993652
2010-01-21,14.566425323486328
2010-01-22,14.351346969604492
2010-01-25,14.4556303024292
2010-01-26,14.468664169311523
2010-01-27,15.231199264526367
2010-01-28,15.211647987365723
2010-01-29,15.185571670532227
2010-02-01,15.179065704345703
2010-02-02,15.100851058959961
2010-02-03,15.152990341186523
2010-02-04,14.89229679107666
2010-02-05,15.126924514770508
2010-02-08,14.905332565307617
2010-02-09,15.113886833190918
2010-02-10,15.218169212341309
2010-02-11,15.413686752319336
2010-02-12,15.941594123840332
2010-02-16,16.254436492919922
2010-02-17,16.21533203125
2010-02-18,16.358707427978516
2010-02-19,16.476016998291016
2010-02-22,16.651992797851562
2010-02-23,16.54772186279297
2010-02-24,16.61288833618164
2010-02-25,16.462987899780273
2010-02-26,16.019807815551758
2010-03-01,16.208810806274414
2010-03-02,16.502098083496094
2010-03-03,16.67806625366211
2010-03-04,16.984386444091797
2010-03-05,17.44060707092285
2010-03-08,16.925722122192383
2010-03-09,16.951797485351562
2010-03-10,16.945289611816406
2010-03-11,17.016969680786133
2010-03-12,16.873584747314453
2010-03-15,16.854042053222656
2010-03-16,16.808414459228516
2010-03-17,16.997421264648438
2010-03-18,16.762788772583008
2010-03-19,16.860549926757812
2010-03-22,17.07563018798828
2010-03-23,17.251605987548828
2010-03-24,16.912696838378906
2010-03-25,16.637052536010742
2010-03-26,16.341716766357422
2010-03-29,16.289215087890625
2010-03-30,16.341716766357422
2010-03-31,16.184207916259766
2010-04-01,16.138269424438477
2010-04-05,15.829805374145508
2010-04-06,16.177642822265625
2010-04-07,16.02012825012207
2010-04-08,15.980752944946289
2010-04-09,16.02012825012207
2010-04-12,16.033260345458984
2010-04-13,16.19076919555664
2010-04-14,16.55173110961914
2010-04-15,16.7945613861084
2010-04-16,16.75518798828125
2010-04-19,17.2145938873291
2010-04-20,17.516483306884766
2010-04-21,17.877443313598633
2010-04-22,18.330291748046875
2010-04-23,18.435293197631836
2010-04-26,17.752748489379883
2010-04-27,17.398353576660156
2010-04-28,17.483673095703125
2010-04-29,18.021831512451172
2010-04-30,17.02425765991211
2010-05-03,17.378665924072266
2010-05-04,16.58454704284668
2010-05-05,16.472970962524414
2010-05-06,16.138269424438477
2010-05-07,15.764179229736328
2010-05-10,16.564865112304688
2010-05-11,16.984886169433594
2010-05-12,17.457416534423828
2010-05-13,17.326154708862305
2010-05-14,16.873313903808594
2010-05-17,17.129270553588867
2010-05-18,16.604236602783203
2010-05-19,16.591106414794922
2010-05-20,15.731365203857422
2010-05-21,16.105453491210938
2010-05-24,15.39008903503418
2010-05-25,15.232583045959473
2010-05-26,15.521346092224121
2010-05-27,16.282649993896484
2010-05-28,15.895440101623535
2010-06-01,15.573856353759766
2010-06-02,16.046382904052734
2010-06-03,16.059511184692383
2010-06-04,15.304777145385742
2010-06-07,15.409774780273438
2010-06-08,15.35727596282959
2010-06-09,15.278520584106445
2010-06-10,15.665736198425293
2010-06-11,16.052942276000977
2010-06-14,16.02669334411621
2010-06-15,16.256404876708984
2010-06-16,16.387657165527344
2010-06-17,16.650177001953125
2010-06-18,16.676427841186523
2010-06-21,16.6304874420166
2010-06-22,16.663301467895508
2010-06-23,16.5189151763916
2010-06-24,16.41314697265625
2010-06-25,16.803152084350586
2010-06-28,16.789928436279297
2010-06-29,16.307392120361328
2010-06-30,16.313995361328125
2010-07-01,16.32061195373535
2010-07-02,15.930610656738281
2010-07-06,15.864508628845215
2010-07-07,16.32061195373535
2010-07-08,16.50569725036621
2010-07-09,16.591630935668945
2010-07-12,16.366878509521484
2010-07-13,16.889089584350586
2010-07-14,16.651126861572266
2010-07-15,16.28095245361328
2010-07-16,15.580262184143066
2010-07-19,15.329079627990723
2010-07-20,15.117544174194336
2010-07-21,14.668055534362793
2010-07-22,15.243143081665039
2010-07-23,15.75874137878418
2010-07-26,15.92400074005127
2010-07-27,15.811626434326172
2010-07-28,15.375353813171387
2010-07-29,16.148746490478516
2010-07-30,15.738909721374512
2010-08-02,15.937211990356445
2010-08-03,15.798399925231934
2010-08-04,15.600103378295898
2010-08-05,15.196876525878906
2010-08-06,14.67467212677002
2010-08-09,14.82670783996582
2010-08-10,14.687882423400879
2010-08-11,14.271445274353027
2010-08-12,14.416869163513184
2010-08-13,14.225170135498047
2010-08-16,14.535846710205078
2010-08-17,14.635004043579102
2010-08-18,14.535846710205078
2010-08-19,14.337547302246094
2010-08-20,14.383819580078125
2010-08-23,14.073144912719727
2010-08-24,14.139242172241211
2010-08-25,14.079745292663574
2010-08-26,13.97398853302002
2010-08-27,14.410256385803223
2010-08-30,13.821953773498535
2010-08-31,13.861612319946289
2010-09-01,14.324325561523438
2010-09-02,14.238394737243652
2010-09-03,14.496199607849121
2010-09-07,14.271445274353027
2010-09-08,14.423480987548828
2010-09-09,14.635004043579102
2010-09-10,14.687882423400879
2010-09-13,15.091110229492188
2010-09-14,14.740762710571289
2010-09-15,14.866371154785156
2010-09-16,14.846527099609375
2010-09-17,14.820091247558594
2010-09-20,15.329079627990723
2010-09-21,14.886192321777344
2010-09-22,14.67467212677002
2010-09-23,14.554712295532227
2010-09-24,14.927911758422852
2010-09-27,14.787960052490234
2010-09-28,14.947906494140625
2010-09-29,14.96122932434082
2010-09-30,15.007878303527832
2010-10-01,15.047871589660645
2010-10-04,14.894587516784668
2010-10-05,15.494369506835938
2010-10-06,15.247787475585938
2010-10-07,15.154488563537598
2010-10-08,15.627657890319824
2010-10-11,15.28777027130127
2010-10-12,15.387743949890137
2010-10-13,15.620990753173828
2010-10-14,15.48770809173584
2010-10-15,15.327762603759766
2010-10-18,15.820915222167969
2010-10-19,15.594334602355957
2010-10-20,15.700960159301758
2010-10-21,15.601006507873535
2010-10-22,15.840909957885742
2010-10-25,15.7142915725708
2010-10-26,15.54101848602295
2010-10-27,15.247787475585938
2010-10-28,14.927911758422852
2010-10-29,15.654315948486328
2010-11-01,15.44105339050293
2010-11-02,15.920873641967773
2010-11-03,16.147459030151367
2010-11-04,17.0338077545166
