Date,NU
2025-02-07,13.729999542236328
2025-02-10,13.949999809265137
2025-02-11,13.9399995803833
2025-02-12,13.640000343322754
2025-02-13,13.789999961853027
2025-02-14,13.699999809265137
2025-02-18,13.539999961853027
2025-02-19,13.479999542236328
2025-02-20,13.34000015258789
2025-02-21,10.819999694824219
2025-02-24,11.020000457763672
2025-02-25,11.210000038146973
2025-02-26,11.479999542236328
2025-02-27,11.25
2025-02-28,10.75
2025-03-03,10.470000267028809
2025-03-04,10.460000038146973
2025-03-05,10.869999885559082
2025-03-06,10.649999618530273
2025-03-07,10.8100004196167
2025-03-10,10.119999885559082
2025-03-11,10.600000381469727
2025-03-12,10.890000343322754
2025-03-13,10.75
2025-03-14,11.729999542236328
2025-03-17,11.819999694824219
2025-03-18,11.5
2025-03-19,11.949999809265137
2025-03-20,11.399999618530273
2025-03-21,11.59000015258789
2025-03-24,11.6899995803833
2025-03-25,11.380000114440918
2025-03-26,10.920000076293945
2025-03-27,11.09000015258789
2025-03-28,10.350000381469727
2025-03-31,10.239999771118164
2025-04-01,10.430000305175781
2025-04-02,10.59000015258789
2025-04-03,10.270000457763672
2025-04-04,9.600000381469727
2025-04-07,9.720000267028809
2025-04-08,9.970000267028809
2025-04-09,10.920000076293945
2025-04-10,10.25
2025-04-11,10.550000190734863
2025-04-14,10.649999618530273
2025-04-15,10.84000015258789
2025-04-16,10.800000190734863
2025-04-17,11.0
2025-04-21,10.710000038146973
2025-04-22,11.1899995803833
2025-04-23,11.489999771118164
2025-04-24,11.75
2025-04-25,12.010000228881836
2025-04-28,12.140000343322754
2025-04-29,12.40999984741211
2025-04-30,12.430000305175781
2025-05-01,12.34000015258789
2025-05-02,12.449999809265137
2025-05-05,12.470000267028809
2025-05-06,12.4399995803833
2025-05-07,12.369999885559082
2025-05-08,12.800000190734863
2025-05-09,12.829999923706055
2025-05-12,12.949999809265137
2025-05-13,13.140000343322754
2025-05-14,13.489999771118164
2025-05-15,13.130000114440918
2025-05-16,13.050000190734863
2025-05-19,13.100000381469727
2025-05-20,12.770000457763672
2025-05-21,11.989999771118164
2025-05-22,12.25
2025-05-23,11.989999771118164
2025-05-27,11.9399995803833
2025-05-28,12.199999809265137
2025-05-29,11.989999771118164
2025-05-30,12.010000228881836
2025-06-02,12.0
2025-06-03,11.989999771118164
2025-06-04,11.9399995803833
2025-06-05,12.109999656677246
2025-06-06,12.149999618530273
2025-06-09,11.920000076293945
2025-06-10,11.970000267028809
2025-06-11,12.760000228881836
2025-06-12,12.0
2025-06-13,11.899999618530273
2025-06-16,12.390000343322754
2025-06-17,12.100000381469727
2025-06-18,12.239999771118164
2025-06-20,12.140000343322754
2025-06-23,12.34000015258789
2025-06-24,13.430000305175781
2025-06-25,13.229999542236328
2025-06-26,13.390000343322754
2025-06-27,13.25
2025-06-30,13.720000267028809
2025-07-01,13.640000343322754
2025-07-02,13.489999771118164
2025-07-03,13.600000381469727
2025-07-07,13.359999656677246
2025-07-08,13.59000015258789
2025-07-09,13.640000343322754
2025-07-10,13.029999732971191
2025-07-11,12.829999923706055
2025-07-14,13.069999694824219
2025-07-15,13.539999961853027
2025-07-16,13.850000381469727
2025-07-17,13.989999771118164
2025-07-18,13.020000457763672
2025-07-21,12.890000343322754
2025-07-22,12.789999961853027
