Date,PSA
2010-01-04,44.96990203857422
2010-01-05,45.34027862548828
2010-01-06,45.065303802490234
2010-01-07,45.0035514831543
2010-01-08,44.18417739868164
2010-01-11,44.48724365234375
2010-01-12,43.76328659057617
2010-01-13,44.627540588378906
2010-01-14,44.40306854248047
2010-01-15,44.318870544433594
2010-01-19,45.25609588623047
2010-01-20,44.75661087036133
2010-01-21,44.1898078918457
2010-01-22,43.589298248291016
2010-01-25,44.20103073120117
2010-01-26,43.9597053527832
2010-01-27,44.87448501586914
2010-01-28,44.08316421508789
2010-01-29,44.43673324584961
2010-02-01,45.16070556640625
2010-02-02,45.53670883178711
2010-02-03,44.7902946472168
2010-02-04,43.03369903564453
2010-02-05,43.56686782836914
2010-02-08,42.663307189941406
2010-02-09,42.54545211791992
2010-02-10,42.680145263671875
2010-02-11,43.06736755371094
2010-02-12,42.960750579833984
2010-02-16,43.819393157958984
2010-02-17,44.195430755615234
2010-02-18,44.86885452270508
2010-02-19,45.850975036621094
2010-02-22,45.64895248413086
2010-02-23,45.08212661743164
2010-02-24,45.75556564331055
2010-02-25,45.96884536743164
2010-02-26,46.1259651184082
2010-03-01,47.48972702026367
2010-03-02,47.78153610229492
2010-03-03,47.58514404296875
2010-03-04,48.17440414428711
2010-03-05,49.06111145019531
2010-03-08,49.15090560913086
2010-03-09,49.212642669677734
2010-03-10,49.27999496459961
2010-03-11,49.83974838256836
2010-03-12,50.31466293334961
2010-03-15,50.26377487182617
2010-03-16,51.30976486206055
2010-03-17,51.8695068359375
2010-03-18,51.91474914550781
2010-03-19,51.40022659301758
2010-03-22,51.89775848388672
2010-03-23,52.09002685546875
2010-03-24,52.542327880859375
2010-03-25,52.07305908203125
2010-03-26,52.095664978027344
2010-03-29,52.37837600708008
2010-03-30,52.672367095947266
2010-03-31,52.010868072509766
2010-04-01,52.2426643371582
2010-04-05,53.02293014526367
2010-04-06,53.54307556152344
2010-04-07,52.68367385864258
2010-04-08,52.610191345214844
2010-04-09,53.503509521484375
2010-04-12,53.10772705078125
2010-04-13,53.81446838378906
2010-04-14,53.80883026123047
2010-04-15,52.73455810546875
2010-04-16,51.937355041503906
2010-04-19,52.276588439941406
2010-04-20,52.99464797973633
2010-04-21,53.362152099609375
2010-04-22,54.22719955444336
2010-04-23,54.35721969604492
2010-04-26,54.96223449707031
2010-04-27,53.63353729248047
2010-04-28,53.78054428100586
2010-04-29,56.098690032958984
2010-04-30,54.79262161254883
2010-05-03,56.601871490478516
2010-05-04,55.56156921386719
2010-05-05,54.83219528198242
2010-05-06,53.288658142089844
2010-05-07,52.55929946899414
2010-05-10,55.640724182128906
2010-05-11,55.32971954345703
2010-05-12,55.74812316894531
2010-05-13,55.13185501098633
2010-05-14,53.05683517456055
2010-05-17,53.19253158569336
2010-05-18,51.552894592285156
2010-05-19,51.338043212890625
2010-05-20,49.20648956298828
2010-05-21,51.151458740234375
2010-05-24,50.26377487182617
2010-05-25,50.840457916259766
2010-05-26,51.43981170654297
2010-05-27,53.21513748168945
2010-05-28,52.406646728515625
2010-06-01,51.55853271484375
2010-06-02,52.50840377807617
2010-06-03,51.95433044433594
2010-06-04,49.596622467041016
2010-06-07,48.96335983276367
2010-06-08,49.87364959716797
2010-06-09,49.67011642456055
2010-06-10,51.45112609863281
2010-06-11,52.06145477294922
2010-06-14,52.19834518432617
2010-06-15,53.407615661621094
2010-06-16,53.447547912597656
2010-06-17,53.52742004394531
2010-06-18,53.5160026550293
2010-06-21,52.9512939453125
2010-06-22,52.38658905029297
2010-06-23,53.15092849731445
2010-06-24,52.004417419433594
2010-06-25,53.20797348022461
2010-06-28,52.312416076660156
2010-06-29,51.034706115722656
2010-06-30,50.14487838745117
2010-07-01,50.25326156616211
2010-07-02,49.443267822265625
2010-07-06,48.92988967895508
2010-07-07,51.33702087402344
2010-07-08,52.06715774536133
2010-07-09,52.694618225097656
2010-07-12,52.991214752197266
2010-07-13,54.45718765258789
2010-07-14,54.474273681640625
2010-07-15,54.02365493774414
2010-07-16,52.12419891357422
2010-07-19,52.63185119628906
2010-07-20,53.881080627441406
2010-07-21,53.008338928222656
2010-07-22,54.80514907836914
2010-07-23,55.135982513427734
2010-07-26,56.28822708129883
2010-07-27,56.345245361328125
2010-07-28,56.282501220703125
2010-07-29,56.28822708129883
2010-07-30,55.96877670288086
2010-08-02,58.02225112915039
2010-08-03,57.8226318359375
2010-08-04,58.17055892944336
2010-08-05,57.6514778137207
2010-08-06,56.664669036865234
2010-08-09,57.731353759765625
2010-08-10,57.34917068481445
2010-08-11,56.157005310058594
2010-08-12,55.803367614746094
2010-08-13,55.9915885925293
2010-08-16,56.1627082824707
2010-08-17,58.37018966674805
2010-08-18,57.879661560058594
2010-08-19,56.22545623779297
2010-08-20,55.757720947265625
2010-08-23,55.347015380859375
